negatives
"('O95897', 'A2RRP1')"
"('Q14566', 'P33991')"
"('P62316', 'Q9Y333')"
"('P18846', 'P38398')"
"('P54259', 'Q9NP73')"
"('P09651', 'Q6WCQ1')"
"('Q9HCE7', 'P48059')"
"('P13631', 'P05412')"
"('Q9NR48', 'P15884')"
"('O00743', 'O43318')"
"('Q92890', 'Q8IVF5')"
"('P62266', 'P62273')"
"('Q04759', 'P57087')"
"('Q9NPD3', 'P51681')"
"('O43676', 'O95167')"
"('O15212', 'Q99759')"
"('Q9H5I1', 'P29353')"
"('P60033', 'P20023')"
"('P61981', 'P49759')"
"('O95377', 'P49841')"
"('P35626', 'Q8NHC8')"
"('P63104', 'Q8N142')"
"('P07900', 'Q9UHD2')"
"('Q9H672', 'Q03164')"
"('Q00005', 'P30050')"
"('Q13045', 'P36957')"
"('O14640', 'Q15797')"
"('P30480', 'P43487')"
"('Q16787', 'Q13797')"
"('Q96EY8', 'Q14197')"
"('Q9BRX2', 'P55036')"
"('Q9Y5P8', 'P54289')"
"('P11274', 'Q9ULV8')"
"('Q99880', 'O15047')"
"('P46778', 'Q9UQ80')"
"('Q13268', 'P60709')"
"('P63167', 'P78352')"
"('P00519', 'Q92466')"
"('P63146', 'Q92985')"
"('P63261', 'P00747')"
"('Q13642', 'P84022')"
"('P30443', 'Q99706')"
"('P61254', 'P62913')"
"('P58012', 'Q16548')"
"('P05107', 'Q92569')"
"('Q8IWZ8', 'P61978')"
"('Q13885', 'A6NHL2')"
"('P12757', 'P23142')"
"('P36578', 'Q9Y3U8')"
"('O75909', 'Q8N5I3')"
"('O15360', 'Q15788')"
"('P25054', 'P49841')"
"('P14174', 'P30480')"
"('P56945', 'P68366')"
"('P05154', 'P20151')"
"('Q8WYR1', 'Q8TCU6')"
"('P43403', 'P07900')"
"('Q92901', 'P61927')"
"('P42773', 'Q7L5N1')"
"('P28482', 'Q9H8Y8')"
"('P51817', 'P52565')"
"('406953', 'P40763')"
"('Q99969', 'P07711')"
"('Q9H869', 'Q16539')"
"('P84243', 'P49848')"
"('P06454', 'Q09472')"
"('Q8NF91', 'P60953')"
"('O00401', 'O15143')"
"('O94972', 'Q96EZ8')"
"('P0CG48', 'Q29983')"
"('Q8NFH3', 'Q14CS0')"
"('Q9P2H0', 'Q9ULJ1')"
"('O60669', 'Q13424')"
"('Q14197', 'P49590')"
"('Q14653', 'Q00403')"
"('P30480', 'P22234')"
"('P48739', 'P61968')"
"('Q9H5J8', 'Q15910')"
"('Q13813', 'Q99459')"
"('Q92585', 'Q06330')"
"('Q9ULV8', 'P17948')"
"('P24043', 'P17301')"
"('Q03001', 'Q9BZL6')"
"('Q96PU8', 'Q96I24')"
"('P00519', 'P60763')"
"('P21860', 'P46108')"
"('O15123', 'P16234')"
"('P78406', 'Q9H1B4')"
"('Q15796', 'Q8TAK6')"
"('P37231', 'Q9UIH9')"
"('Q9UJX2', 'Q01094')"
"('Q8N2M8', 'Q9BQY4')"
"('Q14393', 'Q12866')"
"('P12755', 'P10276')"
"('P01133', 'P36542')"
"('P51817', 'Q9UD71')"
"('Q14031', 'P18827')"
"('P01106', 'Q99880')"
"('P21281', 'P21397')"
"('P22612', 'P54284')"
"('Q9NRR5', 'Q15517')"
"('Q15283', 'Q07889')"
"('P05452', 'Q92913')"
"('P25942', 'Q9NYU2')"
"('O60832', 'Q9NX58')"
"('P19438', 'Q13158')"
"('P41212', 'Q99459')"
"('P01889', 'Q9NR80')"
"('Q99459', 'O75116')"
"('Q13151', 'Q14683')"
"('Q9NPF7', 'P14784')"
"('Q96FK6', 'P0CAP2')"
"('P10827', 'Q9UHV7')"
"('Q8IY92', 'Q9UHW5')"
"('Q969S8', 'P62807')"
"('O14950', 'Q7Z406')"
"('Q8IZP0', 'P07948')"
"('P20700', 'Q96RG2')"
"('Q5T4F7', 'Q9H461')"
"('P56545', 'O94818')"
"('Q92796', 'Q6AI08')"
"('Q99873', 'O60739')"
"('P50150', 'P45983')"
"('Q13753', 'Q16610')"
"('P78406', 'Q9NRG9')"
"('Q96EZ8', 'Q6PI98')"
"('Q5TA89', 'Q92858')"
"('Q13555', 'P30307')"
"('Q9Y3B3', 'P14778')"
"('O43303', 'P41208')"
"('Q9NQW1', 'O95486')"
"('P43243', 'Q15233')"
"('Q9Y5J5', 'O43837')"
"('Q9P1Z2', 'P53672')"
"('Q9UNM6', 'Q15008')"
"('Q8TAD8', 'O43395')"
"('Q9HD42', 'Q70EL1')"
"('Q93098', 'O60353')"
"('Q9UJX2', 'O14497')"
"('P08107', 'Q9Y6K9')"
"('P07900', 'P51617')"
"('Q9Y2T1', 'P25054')"
"('P01106', 'Q96CT7')"
"('Q13145', 'O00238')"
"('P24864', 'P10275')"
"('P33991', 'O95251')"
"('P68371', 'Q6PEY2')"
"('A6NKT7', 'Q6EEV6')"
"('O95433', 'Q13087')"
"('P13498', 'Q13153')"
"('P35609', 'P03950')"
"('Q96T60', 'O60936')"
"('P13631', 'Q96JE9')"
"('P05387', 'P61513')"
"('P62380', 'P15036')"
"('P01100', 'Q96EB6')"
"('P05387', 'Q9UQ80')"
"('554210', 'O60315')"
"('Q16288', 'P62993')"
"('P61313', 'P35268')"
"('O14949', 'Q96JG8')"
"('P07602', 'Q9NYQ6')"
"('Q01844', 'Q68CL5')"
"('P51532', 'Q9C0C9')"
"('Q04206', 'P30153')"
"('O14757', 'Q8IY92')"
"('P32121', 'P58173')"
"('Q9Y219', 'Q5VTD9')"
"('P62277', 'P62263')"
"('P04899', 'P48051')"
"('P49841', 'Q12879')"
"('Q96GM5', 'P04150')"
"('Q9Y4A5', 'Q01094')"
"('P60709', 'P17301')"
"('P19438', 'Q5VWQ8')"
"('Q9Y5V3', 'P53007')"
"('Q06546', 'P20702')"
"('P53420', 'P16070')"
"('P62195', 'O43542')"
"('Q13315', 'Q6ZNG1')"
"('Q15047', 'Q99728')"
"('Q969Q6', 'Q06432')"
"('Q96LZ3', 'Q9UJX3')"
"('P24844', 'P63267')"
"('Q76FK4', 'Q9Y221')"
"('P60866', 'P42677')"
"('Q96C90', 'P36873')"
"('Q15154', 'P18146')"
"('P62140', 'O15399')"
"('Q9BXL5', 'P45973')"
"('P13994', 'P17028')"
"('P10275', 'P17844')"
"('Q13796', 'P60709')"
"('P01857', 'P01834')"
"('P01137', 'Q13347')"
"('P13224', 'O00459')"
"('Q96L50', 'Q13617')"
"('Q14694', 'Q99459')"
"('P16871', 'P52333')"
"('P42229', 'P41182')"
"('P42224', 'P40189')"
"('P06756', 'O43707')"
"('Q6P3S6', 'P62745')"
"('Q8NDV3', 'O95072')"
"('Q9Y4K3', 'Q01196')"
"('P62304', 'Q9H840')"
"('P42226', 'P24385')"
"('Q9H2G2', 'Q9Y3S1')"
"('P05388', 'P83881')"
"('Q99459', 'O75175')"
"('O94805', 'P01106')"
"('Q13242', 'Q14683')"
"('Q9UII6', 'Q04771')"
"('P11308', 'Q13547')"
"('Q9NYJ8', 'O43318')"
"('Q13315', 'Q99996')"
"('C9JDP6', 'P56856')"
"('P25054', 'Q15047')"
"('P61981', 'O60282')"
"('O76003', 'Q14164')"
"('Q5VTD9', 'Q86VX9')"
"('P04141', 'Q8N6P7')"
"('P56199', 'P12931')"
"('O75688', 'P55072')"
"('P38405', 'Q8NFM4')"
"('Q9P2D0', 'P63162')"
"('Q13557', 'Q01118')"
"('Q92851', 'P50591')"
"('O60934', 'P46100')"
"('Q9C0C9', 'P14373')"
"('Q9UGR2', 'P54253')"
"('Q9BTT4', 'Q71F56')"
"('O00501', 'P56856')"
"('P52735', 'P61586')"
"('Q9NQT5', 'Q5RKV6')"
"('Q16630', 'O00308')"
"('P01563', 'Q01113')"
"('O15530', 'P00533')"
"('P22681', 'Q8IZP0')"
"('P40337', 'Q9Y3B4')"
"('P01574', 'P31785')"
"('P23508', 'Q15008')"
"('P04792', 'P55081')"
"('P60900', 'P01889')"
"('P63096', 'Q13936')"
"('P68104', 'P38936')"
"('P38398', 'Q10586')"
"('Q01453', 'P27824')"
"('Q14526', 'Q09472')"
"('P48552', 'P19793')"
"('Q96IZ7', 'P61981')"
"('Q96RT1', 'P20020')"
"('P61981', 'Q9NYF8')"
"('Q9UHD8', 'P61026')"
"('Q29RF7', 'Q9Y2Q3')"
"('P43699', 'P00519')"
"('Q02556', 'P19474')"
"('O95433', 'P13569')"
"('Q16570', 'P10145')"
"('Q99640', 'P14635')"
"('Q96DZ5', 'P31751')"
"('Q13509', 'P38936')"
"('Q13772', 'P01112')"
"('P61981', 'Q15276')"
"('P61224', 'Q9HAU4')"
"('Q96RR4', 'Q96MT8')"
"('O75116', 'Q01484')"
"('P21333', 'P63261')"
"('P60953', 'Q12982')"
"('Q9P2W3', 'O43306')"
"('Q9Y6G9', 'Q99459')"
"('P54132', 'P04637')"
"('P49459', 'Q6PD62')"
"('Q8N7P3', 'Q96B33')"
"('Q9Y266', 'Q99459')"
"('P49407', 'Q92783')"
"('P34820', 'P06241')"
"('P61088', 'Q92993')"
"('P45379', 'P06753')"
"('P42684', 'P12931')"
"('Q9NX02', 'P49959')"
"('Q13573', 'Q99848')"
"('P15311', 'Q9NZA1')"
"('P62995', 'P38159')"
"('P63000', 'Q92974')"
"('P51817', 'P50993')"
"('Q96IF1', 'Q9Y4K3')"
"('Q07889', 'P19419')"
"('Q9Y508', 'Q96LR5')"
"('Q969Q5', 'P50395')"
"('P62330', 'Q13310')"
"('O15085', 'P46108')"
"('Q01196', 'Q04724')"
"('P06753', 'P51911')"
"('A6NMZ7', 'P13612')"
"('P32121', 'Q8NGY0')"
"('Q9BQS8', 'Q9H492')"
"('P02768', 'P82279')"
"('P42336', 'P03372')"
"('P04637', 'P34931')"
"('P46060', 'Q99666')"
"('Q01105', 'P19532')"
"('Q13547', 'Q9BTC8')"
"('Q13315', 'O60293')"
"('P0CG48', 'Q12933')"
"('P55774', 'P49682')"
"('P12110', 'Q13797')"
"('P16220', 'Q6VMQ6')"
"('Q96QU8', 'P07737')"
"('Q9H1R3', 'P14649')"
"('P61978', 'P0CG48')"
"('Q9BUB5', 'Q04637')"
"('P04637', 'Q9NRM7')"
"('Q9NYJ8', 'O75376')"
"('Q8TDN6', 'P49841')"
"('Q9UBQ5', 'P55884')"
"('Q9H8S9', 'O00141')"
"('P27540', 'P29474')"
"('O95470', 'Q86WV6')"
"('Q12933', 'P08107')"
"('Q96RT1', 'Q00013')"
"('Q13424', 'O95477')"
"('P16298', 'P51617')"
"('Q06323', 'P16871')"
"('Q8NE62', 'Q53EL9')"
"('P20226', 'O14981')"
"('Q9NP99', 'O43914')"
"('O15151', 'P0CG48')"
"('Q9NRN7', 'Q99750')"
"('P58876', 'Q8WUI4')"
"('P22087', 'Q16611')"
"('P62993', 'Q92949')"
"('O00175', 'P32246')"
"('P68371', 'P36957')"
"('P58166', 'P01137')"
"('Q96BT3', 'Q96CD2')"
"('Q8IY18', 'Q96MG7')"
"('Q9NZN8', 'P18146')"
"('P67775', 'P45983')"
"('Q9P2W3', 'Q9NQ66')"
"('Q13568', 'P22301')"
"('Q9P2R6', 'Q8IYM9')"
"('P20226', 'P15036')"
"('Q96GD3', 'O95372')"
"('P36956', 'P49327')"
"('P01568', 'P17181')"
"('P36578', 'P84098')"
"('Q9Y4A5', 'Q86TJ2')"
"('P04049', 'Q6VAB6')"
"('O00468', 'P30101')"
"('P62330', 'P04844')"
"('P12814', 'P08567')"
"('P58401', 'Q8N2Q7')"
"('Q9UBU9', 'Q07955')"
"('P30530', 'Q07912')"
"('P51787', 'P17612')"
"('P67809', 'Q05519')"
"('P46934', 'O15350')"
"('Q9Y294', 'P50502')"
"('Q08211', 'Q05519')"
"('Q9UDV6', 'Q92785')"
"('O60739', 'P55884')"
"('P06400', 'P49716')"
"('P18146', 'Q9NQX7')"
"('Q99879', 'Q93077')"
"('Q9UBY5', 'O95467')"
"('Q8TB24', 'P16333')"
"('Q8IXH7', 'P18615')"
"('P49023', 'P00533')"
"('Q6ZVK8', 'O96006')"
"('O95573', 'Q86WV6')"
"('Q03135', 'P60484')"
"('O75940', 'O75533')"
"('P68431', 'Q14781')"
"('P17948', 'P98077')"
"('P61158', 'P59998')"
"('O43913', 'P33993')"
"('P35236', 'P27361')"
"('Q12988', 'O75936')"
"('Q13485', 'Q96G75')"
"('P22492', 'P63104')"
"('O00221', 'P38646')"
"('Q96C00', 'Q9NX70')"
"('O60318', 'O15198')"
"('P40429', 'P61313')"
"('P15311', 'P63261')"
"('P56706', 'Q13467')"
"('P30050', 'P27824')"
"('P30874', 'P29350')"
"('Q99963', 'P08581')"
"('Q9Y4A5', 'Q8NEM7')"
"('P36578', 'P61513')"
"('Q8IXK0', 'Q9Y4W6')"
"('P56524', 'P25963')"
"('P52803', 'P35916')"
"('P19438', 'P17405')"
"('Q9Y4K3', 'Q9Y230')"
"('P36578', 'Q9UQ80')"
"('P23508', 'P61964')"
"('P01100', 'O60869')"
"('P24385', 'P21675')"
"('Q13432', 'O00231')"
"('Q14194', 'Q92734')"
"('P41182', 'O15197')"
"('O14508', 'P16471')"
"('O00444', 'Q5VWP2')"
"('A6NMZ7', 'P26006')"
"('Q8IU54', 'Q13651')"
"('Q13131', 'P54840')"
"('Q9HBG4', 'Q92529')"
"('P11362', 'P27986')"
"('Q9UGI9', 'Q9Y478')"
"('Q8TBN0', 'Q96QF0')"
"('O00571', 'P78545')"
"('Q9UI09', 'P56556')"
"('Q9UJY1', 'O95817')"
"('P61927', 'P49207')"
"('Q9UNK0', 'Q9BV40')"
"('Q13191', 'Q99665')"
"('Q13868', 'Q9Y2L1')"
"('P05412', 'Q9NR30')"
"('Q00987', 'Q66LE6')"
"('P40763', 'Q9UBE8')"
"('Q9H5J8', 'P21246')"
"('Q92905', 'Q8IVH8')"
"('Q9Y2Q3', 'P51812')"
"('Q9H7D0', 'P60763')"
"('Q9H9F9', 'P60709')"
"('Q8IU54', 'P42701')"
"('Q16611', 'Q07820')"
"('P49286', 'P50148')"
"('Q8IV63', 'Q6IBS0')"
"('Q9BVJ7', 'Q9P2H0')"
"('P62995', 'Q13247')"
"('P35544', 'P62854')"
"('Q13315', 'Q8NFD5')"
"('Q15631', 'Q14164')"
"('Q8TDN6', 'Q15047')"
"('Q03135', 'P36897')"
"('Q96E14', 'P27694')"
"('P30050', 'P61927')"
"('P11229', 'P04899')"
"('Q13315', 'Q8IZ07')"
"('Q9GZV9', 'P09619')"
"('Q13976', 'P54709')"
"('P16104', 'Q32P28')"
"('Q13155', 'P43243')"
"('P62487', 'Q9HCS7')"
"('Q6UVK1', 'O14933')"
"('Q13263', 'Q969S8')"
"('O14763', 'Q13158')"
"('O14543', 'Q9UQF2')"
"('P18124', 'P62945')"
"('Q13510', 'Q15047')"
"('Q14318', 'P07900')"
"('O95750', 'P16234')"
"('Q13885', 'Q92974')"
"('P62258', 'Q92574')"
"('Q9Y4K3', 'P49721')"
"('Q6IE81', 'P33993')"
"('P07737', 'P68032')"
"('P21333', 'P53708')"
"('P62753', 'P63220')"
"('Q15078', 'P0CG48')"
"('O15397', 'Q15628')"
"('P47870', 'Q9NQX3')"
"('Q6Y7W6', 'Q14240')"
"('Q9UI10', 'P05198')"
"('P10275', 'P08238')"
"('P55210', 'O43521')"
"('P23258', 'P38398')"
"('Q07817', 'Q96BY2')"
"('Q9H5J8', 'P62328')"
"('P68371', 'Q9NXU5')"
"('Q14498', 'Q8NAV1')"
"('P50616', 'Q99717')"
"('P62258', 'P04049')"
"('Q9P0L9', 'Q7Z443')"
"('Q04917', 'P25963')"
"('P78324', 'O43914')"
"('P49286', 'P08754')"
"('P21246', 'Q92963')"
"('P13501', 'P51685')"
"('Q13905', 'Q13191')"
"('P41743', 'Q13501')"
"('O96024', 'O95568')"
"('P62140', 'Q9NZT1')"
"('Q8N1I0', 'Q9H4E5')"
"('Q08043', 'P26012')"
"('P16234', 'Q99962')"
"('P42224', 'P09912')"
"('Q9UBY5', 'O14610')"
"('Q9P2G9', 'O95050')"
"('Q8N2W9', 'O00255')"
"('P40616', 'P12980')"
"('Q05066', 'P10275')"
"('P28702', 'P13631')"
"('P14859', 'P13569')"
"('Q13315', 'Q5JSL3')"
"('P31949', 'P11171')"
"('407019', 'P37231')"
"('P40616', 'Q9BUV8')"
"('P62263', 'P08708')"
"('Q96TA1', 'Q96KM6')"
"('P05231', 'P01023')"
"('Q14032', 'Q9UPY5')"
"('Q5THR3', 'P10275')"
"('P31947', 'Q96QZ7')"
"('Q9NRR4', 'Q96KM6')"
"('Q00839', 'P26599')"
"('O94875', 'O75955')"
"('P15735', 'P62158')"
"('Q9UKE5', 'P12268')"
"('P22694', 'Q13698')"
"('Q13315', 'P55011')"
"('P27986', 'P13637')"
"('P55259', 'P04746')"
"('O00264', 'P30480')"
"('O14641', 'P04637')"
"('Q7Z3B4', 'Q16594')"
"('P51532', 'P10914')"
"('P01588', 'Q13651')"
"('P45983', 'Q07889')"
"('P13051', 'P15927')"
"('Q01469', 'O60739')"
"('P62140', 'Q9UKF6')"
"('O43524', 'P62714')"
"('Q9BUA6', 'Q9P2M7')"
"('Q13315', 'Q9H0L4')"
"('P13797', 'P40337')"
"('P63104', 'Q13310')"
"('P62993', 'P62140')"
"('Q9NVD7', 'P26012')"
"('P41743', 'Q6P1M3')"
"('Q9HD67', 'Q9BVA1')"
"('Q7L5N1', 'Q5VTR2')"
"('Q96P11', 'Q99459')"
"('Q9NYG5', 'Q9BS18')"
"('Q13751', 'Q9UKX5')"
"('P62906', 'P27635')"
"('Q9NVD7', 'Q9H2U1')"
"('O43521', 'Q07820')"
"('Q15750', 'P10644')"
"('Q07960', 'Q9HBH0')"
"('P35626', 'Q9H346')"
"('Q8N196', 'P11831')"
"('O60733', 'P84077')"
"('P60520', 'P00492')"
"('O14512', 'P16871')"
"('Q9HBD1', 'O75800')"
"('P01588', 'P42701')"
"('Q15788', 'Q9Y6K9')"
"('P07910', 'P38159')"
"('Q8IY92', 'Q08554')"
"('P02462', 'P53708')"
"('P05019', 'P07333')"
"('Q15047', 'P50616')"
"('Q9NRX1', 'P09211')"
"('Q9H4A6', 'Q92614')"
"('Q96AC6', 'Q13387')"
"('Q9UMS4', 'O43660')"
"('P35227', 'Q14781')"
"('Q8WVD3', 'Q8IY92')"
"('P62829', 'P47914')"
"('Q13761', 'P12931')"
"('P19086', 'P30542')"
"('O43439', 'Q9Y2D9')"
"('Q9UGJ1', 'P05783')"
"('P07949', 'P56159')"
"('P06756', 'Q15147')"
"('Q8TAD8', 'P01106')"
"('P36896', 'Q13596')"
"('P29460', 'P40238')"
"('P98170', 'P05067')"
"('P30153', 'Q9GZV5')"
"('P52907', 'Q99759')"
"('Q99459', 'Q6P3W7')"
"('A5PKW4', 'O60234')"
"('Q96EE3', 'P49792')"
"('P62324', 'P11940')"
"('P24530', 'Q03113')"
"('Q16718', 'O75438')"
"('P20333', 'P62829')"
"('P28482', 'P10828')"
"('Q96EB6', 'O95352')"
"('Q9ULG1', 'O96019')"
"('O00501', 'A6NM45')"
"('P01019', 'P40763')"
"('P16104', 'Q15084')"
"('P60709', 'Q15286')"
"('P68366', 'P30050')"
"('P17540', 'Q9NRN5')"
"('Q9Y616', 'P05412')"
"('P53778', 'P15336')"
"('P62979', 'P46934')"
"('Q9UBN7', 'P06899')"
"('Q6UVK1', 'P62837')"
"('P51825', 'P18146')"
"('P61964', 'Q9Y4K3')"
"('Q16665', 'P07900')"
"('Q9UQ84', 'P43246')"
"('Q9Y2X8', 'Q8ND25')"
"('P81274', 'Q9BZE0')"
"('O43463', 'Q9UIS9')"
"('O14974', 'P19105')"
"('Q15645', 'P67775')"
"('Q13315', 'Q16630')"
"('Q9Y2J2', 'Q9H467')"
"('P32121', 'Q8NGI0')"
"('O14519', 'P67870')"
"('Q15475', 'Q04724')"
"('Q8WZA2', 'Q9ULF5')"
"('Q9Y4A5', 'Q96RN5')"
"('Q9HA65', 'P48643')"
"('Q13233', 'P05387')"
"('P20783', 'Q16620')"
"('P21860', 'Q99962')"
"('P08912', 'P29992')"
"('Q14164', 'Q00653')"
"('Q9NS73', 'Q13136')"
"('Q9UPN3', 'Q92823')"
"('P02686', 'P01903')"
"('P22392', 'P61088')"
"('P20333', 'Q12933')"
"('Q16611', 'O94915')"
"('Q92698', 'Q14240')"
"('Q8WUA4', 'Q9Y5Q9')"
"('P08637', 'O75023')"
"('Q8IYJ3', 'P51159')"
"('P06400', 'P17480')"
"('Q5SRE5', 'Q9BW27')"
"('Q9UNN5', 'P55055')"
"('Q9NWF9', 'O00206')"
"('Q13247', 'P38159')"
"('P04049', 'Q99683')"
"('Q9H0D6', 'O95396')"
"('Q9Y6J9', 'Q92830')"
"('Q9Y230', 'Q93009')"
"('Q9Y4B5', 'Q99459')"
"('P14316', 'P13232')"
"('Q9Y6D9', 'Q14134')"
"('O75367', 'Q9UKV0')"
"('P14416', 'P07101')"
"('P20073', 'P00488')"
"('P31151', 'P13569')"
"('Q8IZL8', 'P26368')"
"('O95343', 'Q9Y2V3')"
"('P61244', 'Q99814')"
"('B1A4H9', 'P26951')"
"('O75940', 'Q9Y265')"
"('Q04206', 'Q08380')"
"('O14625', 'P41597')"
"('Q0VF96', 'P62258')"
"('Q07157', 'P07437')"
"('P28566', 'P63218')"
"('Q7Z3B4', 'P37198')"
"('Q96AZ6', 'P19838')"
"('P54756', 'P20936')"
"('Q16394', 'P26441')"
"('Q16620', 'P19174')"
"('Q9NS73', 'O43318')"
"('Q9Y2H0', 'O95433')"
"('P05112', 'P31785')"
"('P50395', 'P20338')"
"('P09529', 'Q13705')"
"('O95477', 'Q9NZN5')"
"('P01854', 'P12319')"
"('P58876', 'P0C5Y9')"
"('Q9UGY1', 'O00422')"
"('Q03468', 'P00519')"
"('Q9H7M9', 'P84022')"
"('Q13748', 'Q9BZW7')"
"('Q8TBB1', 'Q9Y620')"
"('O75478', 'Q9Y6J9')"
"('P84098', 'P83881')"
"('P22626', 'Q99459')"
"('P42702', 'Q06124')"
"('Q9UBU8', 'Q96Q83')"
"('Q02878', 'P05387')"
"('P56537', 'Q9BWH2')"
"('Q9UJX2', 'Q6STE5')"
"('P62873', 'O14827')"
"('Q8TAQ2', 'Q99459')"
"('O95433', 'Q9UL42')"
"('Q13469', 'O43353')"
"('P63279', 'Q9NPI1')"
"('O15111', 'P63261')"
"('Q71U36', 'Q9Y6K9')"
"('P10636', 'P23443')"
"('P26012', 'P12931')"
"('P55735', 'P01889')"
"('O95707', 'Q99575')"
"('P10275', 'P49715')"
"('P01588', 'P16333')"
"('Q9P2J5', 'Q04206')"
"('Q9NPG3', 'Q99459')"
"('P60709', 'Q9UBQ5')"
"('P62750', 'P40337')"
"('Q15428', 'P52298')"
"('P62070', 'Q13485')"
"('P38398', 'P61077')"
"('P60866', 'P62857')"
"('P35869', 'P10145')"
"('P22612', 'P09471')"
"('P11802', 'P30279')"
"('P48730', 'P56645')"
"('Q9Y5J5', 'P33992')"
"('P35609', 'P63279')"
"('Q03014', 'P06730')"
"('P52798', 'P29322')"
"('P46783', 'Q00653')"
"('P08100', 'P62873')"
"('Q13315', 'Q6RI45')"
"('P49792', 'P11831')"
"('Q92769', 'Q9NRR4')"
"('O75508', 'P56750')"
"('P38936', 'Q6EMB2')"
"('P42771', 'O14965')"
"('O15511', 'Q14247')"
"('Q9UI08', 'P12931')"
"('P43119', 'P84996')"
"('P16035', 'P51511')"
"('P62158', 'P34998')"
"('P80162', 'P03956')"
"('P16234', 'Q6S5L8')"
"('Q9ULV8', 'P48551')"
"('Q96B97', 'P07333')"
"('P01243', 'P99999')"
"('P98179', 'P18206')"
"('P04637', 'O15460')"
"('O95639', 'Q7L523')"
"('Q6P1J9', 'Q6PD62')"
"('Q09472', 'Q13489')"
"('O75528', 'O43318')"
"('Q92794', 'P25205')"
"('P54619', 'P04637')"
"('Q9Y3D7', 'Q9Y605')"
"('Q9Y6K9', 'Q58FF6')"
"('Q9Y624', 'Q05513')"
"('Q9Y5J5', 'O94832')"
"('Q16637', 'P09012')"
"('Q16611', 'P07384')"
"('P07942', 'P06756')"
"('P08134', 'Q96BK5')"
"('Q9NYS0', 'P25963')"
"('P49674', 'Q9H4H8')"
"('Q9HCE7', 'P08581')"
"('Q96S21', 'Q15370')"
"('Q16254', 'Q14207')"
"('Q9H936', 'Q9UNM6')"
"('Q12962', 'O75478')"
"('Q9Y618', 'Q9UKE5')"
"('Q7Z6J0', 'Q9H2E6')"
"('O95405', 'P36873')"
"('Q9Y328', 'O43678')"
"('Q96MG7', 'Q8WV22')"
"('Q96KM6', 'P40337')"
"('P20618', 'Q9UET6')"
"('Q99741', 'Q9UJX2')"
"('P16104', 'Q5QNW6')"
"('P29350', 'P48357')"
"('Q9NR48', 'O15105')"
"('O15131', 'Q9NYR8')"
"('P40939', 'Q9GZQ8')"
"('Q00613', 'P20226')"
"('P16619', 'P41597')"
"('P25208', 'P27797')"
"('P62140', 'O96017')"
"('O75448', 'P10828')"
"('Q08209', 'Q96EV8')"
"('P17612', 'P48436')"
"('P49918', 'Q09472')"
"('O75689', 'P48729')"
"('Q9UHX1', 'Q9BQ52')"
"('Q15008', 'P28074')"
"('P35626', 'Q8NGA5')"
"('P30084', 'Q9H1Y0')"
"('P28482', 'Q00613')"
"('Q16795', 'O95139')"
"('P20908', 'Q9HCN6')"
"('P78527', 'Q13416')"
"('P37231', 'O95257')"
"('Q14164', 'Q6P1L8')"
"('P46734', 'P53778')"
"('P12544', 'P01023')"
"('Q13191', 'P29353')"
"('Q96PU8', 'P26599')"
"('P62158', 'Q14028')"
"('Q9UBZ9', 'O60673')"
"('P68371', 'P50453')"
"('Q9Y5I3', 'P46108')"
"('Q8TDH9', 'Q6QNY1')"
"('P49427', 'P57737')"
"('O95967', 'Q03014')"
"('Q5ST30', 'P19532')"
"('P16104', 'Q96A08')"
"('P52948', 'P25788')"
"('P06400', 'Q16539')"
"('Q99547', 'P52888')"
"('P50151', 'O95467')"
"('Q07157', 'P13569')"
"('Q9C0H9', 'P41240')"
"('Q9BSQ5', 'Q9BUL8')"
"('Q99731', 'P52630')"
"('Q9UHG2', 'P12980')"
"('Q9Y297', 'P84022')"
"('P01106', 'P04792')"
"('Q99459', 'Q96GM5')"
"('P49137', 'O75940')"
"('P52434', 'Q8N7H5')"
"('P45973', 'O14744')"
"('P62829', 'Q07020')"
"('Q96BK5', 'Q15828')"
"('Q02156', 'P62136')"
"('P00367', 'Q99558')"
"('P31751', 'P22736')"
"('P28482', 'P50549')"
"('P05452', 'Q96QR1')"
"('Q99612', 'Q14181')"
"('Q00005', 'P35527')"
"('Q96SB3', 'Q9UQK1')"
"('P01112', 'Q12967')"
"('P04150', 'P07900')"
"('Q9HBX9', 'P24588')"
"('P61587', 'O75914')"
"('P07199', 'Q5VTD9')"
"('P0CG48', 'P35998')"
"('Q9Y6K9', 'O43524')"
"('P30153', 'P51959')"
"('Q92624', 'Q12788')"
"('Q03518', 'Q99750')"
"('P27701', 'P01730')"
"('O75379', 'O14662')"
"('Q9H2F5', 'P16104')"
"('Q9Y5P8', 'Q7Z3S7')"
"('P01106', 'Q9NVU0')"
"('Q9Y250', 'P61218')"
"('P54259', 'Q9BQ66')"
"('Q9BYG4', 'Q6P1M3')"
"('P56703', 'Q14332')"
"('Q01094', 'P01106')"
"('Q03001', 'P10914')"
"('P00338', 'O15264')"
"('P57737', 'Q13616')"
"('P32121', 'P34947')"
"('O00233', 'P62333')"
"('Q9H4B4', 'P30307')"
"('Q9Y239', 'P55211')"
"('Q9HAU4', 'Q5T653')"
"('Q86VP6', 'Q13620')"
"('Q99728', 'P06493')"
"('P11021', 'Q04206')"
"('Q14204', 'O95163')"
"('O95897', 'O14964')"
"('P02686', 'Q96QT4')"
"('Q9HB21', 'O75970')"
