negatives
"('Q14966', 'Q96ED9')"
"('O00159', 'Q9H9Y6')"
"('P22612', 'P63096')"
"('Q99677', 'Q5JWF2')"
"('Q13315', 'Q9H1E3')"
"('P42330', 'P43364')"
"('P49281', 'Q9BT67')"
"('P30405', 'Q8WZA2')"
"('Q96AQ6', 'P40424')"
"('P46734', 'P45983')"
"('Q9UIA9', 'Q9BUV8')"
"('Q9BVA1', 'P41220')"
"('Q9BYV9', 'Q9Y5Q3')"
"('O60477', 'Q9Y2Q3')"
"('P25116', 'P62879')"
"('Q9UJ41', 'P20338')"
"('P05771', 'Q9UK08')"
"('Q9Y4A5', 'Q92831')"
"('P62333', 'P62195')"
"('P01106', 'Q16587')"
"('P19174', 'Q9UNH6')"
"('P21246', 'P18827')"
"('P06239', 'P46531')"
"('P22612', 'Q99819')"
"('Q8NC60', 'P84077')"
"('Q9Y6W8', 'Q92569')"
"('Q9Y4K3', 'P99999')"
"('P04406', 'O43353')"
"('P30480', 'P40616')"
"('Q8N1C3', 'P54257')"
"('P42574', 'Q16539')"
"('P05231', 'Q04864')"
"('P07101', 'P63104')"
"('O14867', 'Q16236')"
"('Q12796', 'P13631')"
"('P04075', 'P63104')"
"('Q7L5N1', 'Q9Y2V3')"
"('Q96QB1', 'P28749')"
"('P63218', 'O00555')"
"('Q9NX58', 'P19525')"
"('P08670', 'Q06323')"
"('O75937', 'Q15366')"
"('Q9UBW8', 'Q9BT78')"
"('P45983', 'P01100')"
"('Q9P2H0', 'Q9UNI6')"
"('P51159', 'Q9UKR5')"
"('P30480', 'P51148')"
"('Q92793', 'Q9NQB0')"
"('P49913', 'P24158')"
"('P32121', 'Q8NH03')"
"('Q96AP7', 'Q9Y5I7')"
"('P35658', 'Q92621')"
"('P06493', 'Q92993')"
"('P28335', 'P30679')"
"('P50552', 'Q13153')"
"('Q9NY30', 'P11940')"
"('O75369', 'P16144')"
"('Q9C0K7', 'Q9UGI9')"
"('Q16537', 'P32121')"
"('P41279', 'O14733')"
"('P29350', 'O43561')"
"('P01106', 'Q9H300')"
"('P67870', 'Q99698')"
"('O14576', 'Q96NA2')"
"('P25963', 'A0JLT2')"
"('Q00005', 'Q08289')"
"('Q9H2X0', 'Q7Z4P5')"
"('Q06190', 'Q9Y698')"
"('Q8IWE5', 'Q9Y6F1')"
"('Q8NEV4', 'O75970')"
"('P49840', 'Q16584')"
"('Q9UNY5', 'Q9NWS9')"
"('Q9Y4K3', 'Q99558')"
"('P46108', 'Q8IZD9')"
"('P62306', 'P62304')"
"('O15519', 'Q9NT62')"
"('Q6XUX3', 'Q14164')"
"('Q13889', 'Q13216')"
"('P60900', 'Q9Y478')"
"('Q16594', 'Q13573')"
"('P05013', 'P14784')"
"('Q6ZNA4', 'P61081')"
"('O14764', 'O95166')"
"('Q9H2G2', 'O43708')"
"('P04150', 'P63165')"
"('P56385', 'P56134')"
"('Q8WYJ6', 'Q14141')"
"('Q14164', 'P13667')"
"('Q9NPH5', 'O00206')"
"('P01106', 'Q13564')"
"('Q13571', 'P62987')"
"('P15151', 'Q07157')"
"('Q9H9D4', 'Q99750')"
"('P30480', 'O00299')"
"('P62829', 'Q9HCK5')"
"('P40933', 'Q969J5')"
"('O15105', 'Q9NR48')"
"('P30101', 'P18206')"
"('P15880', 'P62854')"
"('P21359', 'Q02556')"
"('Q5FBB7', 'Q15172')"
"('P29372', 'P25787')"
"('Q14209', 'P01106')"
"('Q14181', 'Q14147')"
"('P06239', 'P24468')"
"('Q9Y478', 'P13639')"
"('Q86XI6', 'P62158')"
"('Q96QB1', 'P60953')"
"('P05000', 'Q99665')"
"('P46777', 'P83881')"
"('P55795', 'Q92620')"
"('P62273', 'Q14240')"
"('P57739', 'O95500')"
"('Q14653', 'P01566')"
"('Q15465', 'P24468')"
"('P18084', 'Q9HBI1')"
"('P37173', 'Q9NPB6')"
"('P68402', 'P43034')"
"('Q9H1Y0', 'Q9Y266')"
"('Q02505', 'Q16665')"
"('P17181', 'Q06124')"
"('P36894', 'P28482')"
"('P04150', 'Q02790')"
"('P49366', 'O15131')"
"('P43360', 'Q9Y277')"
"('O14543', 'P15509')"
"('Q9H2E6', 'O94875')"
"('Q9Y4K3', 'P31949')"
"('Q9UHD8', 'Q9Y4K3')"
"('O43617', 'Q96Q05')"
"('P62333', 'P43686')"
"('P00533', 'P04264')"
"('P31943', 'Q13573')"
"('P04222', 'P25205')"
"('Q14164', 'P24539')"
"('P05067', 'O95704')"
"('Q93084', 'P01891')"
"('Q8IUQ4', 'Q9Y234')"
"('Q92574', 'P53350')"
"('P49643', 'P49642')"
"('P00519', 'Q9BQ89')"
"('P51531', 'Q92925')"
"('P62140', 'Q10570')"
"('P61247', 'Q9NR30')"
"('Q9Y4K3', 'P62837')"
"('P42680', 'Q92729')"
"('P12931', 'P00533')"
"('Q8TAQ2', 'Q6STE5')"
"('Q8WW43', 'Q04721')"
"('A8K6C2', 'Q01344')"
"('P51946', 'Q96JH8')"
"('P38646', 'Q9Y6K9')"
"('P30480', 'P28331')"
"('Q13547', 'Q93077')"
"('O60237', 'Q02045')"
"('O60602', 'Q15139')"
"('Q9UBF6', 'Q13617')"
"('P63172', 'Q9UBX3')"
"('P07910', 'P01106')"
"('Q14644', 'P20333')"
"('P18146', 'Q01851')"
"('Q15012', 'Q13509')"
"('P84103', 'Q15365')"
"('Q96RT1', 'P16144')"
"('O43586', 'P46779')"
"('Q16740', 'Q9BUV8')"
"('P51636', 'P05106')"
"('Q9NWB1', 'Q9HAU0')"
"('P29372', 'P04179')"
"('P22681', 'P62837')"
"('Q00653', 'Q00839')"
"('Q07157', 'P63267')"
"('P22455', 'Q96B97')"
"('Q9H857', 'Q9H0E2')"
"('P13667', 'O95257')"
"('Q6WCQ1', 'P53355')"
"('Q14164', 'P35579')"
"('P17844', 'P61981')"
"('Q15036', 'P06241')"
"('Q13573', 'P17980')"
"('Q12929', 'O14936')"
"('Q92752', 'P31431')"
"('P37173', 'P25208')"
"('P30793', 'Q13129')"
"('P18564', 'O75578')"
"('Q00987', 'P81605')"
"('P24941', 'P01106')"
"('Q86U86', 'Q96GM5')"
"('O43294', 'Q14289')"
"('Q96CN9', 'P20340')"
"('Q9UBD9', 'P42702')"
"('Q09472', 'P38936')"
"('Q99700', 'P13797')"
"('O00442', 'Q9HC36')"
"('Q07820', 'P60709')"
"('Q12913', 'P42680')"
"('P53618', 'P35606')"
"('Q5T4F7', 'Q9Y6F9')"
"('O15379', 'Q9BTM1')"
"('P00918', 'P19634')"
"('P16150', 'P17931')"
"('Q9HAU0', 'Q15149')"
"('P17568', 'O43674')"
"('P04626', 'Q9UQQ2')"
"('P01106', 'P10809')"
"('Q13148', 'O00471')"
"('P16220', 'Q05707')"
"('P49841', 'P48729')"
"('P04908', 'O14744')"
"('Q15645', 'O60269')"
"('Q9BPX5', 'Q92747')"
"('P51681', 'P51692')"
"('Q9HAU4', 'P13805')"
"('Q13362', 'O60359')"
"('P15918', 'P52294')"
"('P51817', 'Q9NY47')"
"('Q9NX58', 'Q08211')"
"('O43524', 'P35575')"
"('P48169', 'O60296')"
"('O00217', 'O43677')"
"('Q9NVC6', 'O95402')"
"('Q9HAW4', 'P50750')"
"('Q92900', 'Q9Y5S9')"
"('P62714', 'Q9BXT2')"
"('Q13547', 'P10070')"
"('O14543', 'P38484')"
"('O75197', 'Q13467')"
"('Q9Y3N9', 'P18146')"
"('Q92466', 'P68431')"
"('Q9Y2L1', 'Q01780')"
"('P33993', 'Q9HAW0')"
"('Q6FI13', 'P06899')"
"('Q9Y618', 'P0C7T5')"
"('Q13509', 'Q969W0')"
"('P11182', 'Q9BV57')"
"('P16333', 'O14490')"
"('P35626', 'Q8NGA1')"
"('P45985', 'Q8TEQ6')"
"('P42677', 'P60866')"
"('P67870', 'Q9BZE4')"
"('Q9UBD0', 'P54253')"
"('Q12923', 'Q52LW3')"
"('P05106', 'P02671')"
"('P11142', 'Q8TDR0')"
"('Q96IP4', 'Q96KS0')"
"('P02768', 'P25067')"
"('P78536', 'Q9UM47')"
"('P84098', 'P62910')"
"('P25963', 'O60641')"
"('Q15269', 'Q99442')"
"('P62979', 'Q07812')"
"('P23921', 'P31350')"
"('P32298', 'O00574')"
"('P13501', 'Q16570')"
"('Q01130', 'P07910')"
"('P43403', 'P21860')"
"('O60262', 'O00329')"
"('P51532', 'Q15831')"
"('Q9H2X0', 'P22004')"
"('P25440', 'Q99459')"
"('Q00987', 'P22455')"
"('P41235', 'Q15649')"
"('P35579', 'P11171')"
"('O43493', 'Q7Z3C6')"
"('P23677', 'Q9NZT1')"
"('P41970', 'P16333')"
"('Q9BVA1', 'Q99759')"
"('P32119', 'P10599')"
"('Q9HCE7', 'O75995')"
"('P56556', 'O00217')"
"('Q9BPZ7', 'Q6MZQ0')"
"('P51956', 'P52735')"
"('Q9NQC3', 'P51116')"
"('Q9H251', 'Q96QZ7')"
"('Q99816', 'Q9Y5K6')"
"('O95208', 'P16234')"
"('Q96SB4', 'Q14739')"
"('P42574', 'Q13813')"
"('Q14151', 'P05060')"
"('P62993', 'P62263')"
"('Q01105', 'O75815')"
"('P21506', 'Q9GZM8')"
"('Q14994', 'Q15788')"
"('O95257', 'P19793')"
"('Q8IW41', 'Q9UDV7')"
"('P20702', 'P36941')"
"('Q92624', 'O43889')"
"('P49841', 'P42345')"
"('O95208', 'P17948')"
"('Q8N5I3', 'Q9BY27')"
"('Q9P2P5', 'P15374')"
"('Q03468', 'P00519')"
"('P52798', 'P06213')"
"('P13805', 'Q9HAU4')"
"('Q9NVA2', 'Q9Y4K3')"
"('Q9UIF9', 'Q9UIG0')"
"('Q9UQ35', 'P31946')"
"('Q5VYV7', 'Q13043')"
"('P41252', 'Q9Y6K9')"
"('Q9Y6Q9', 'O14920')"
"('Q92835', 'P36888')"
"('Q99623', 'Q9UKV8')"
"('Q13243', 'Q14103')"
"('P62750', 'Q9Y3U8')"
"('Q9BYB0', 'Q15788')"
"('Q9ULH7', 'Q8IUQ4')"
"('Q15075', 'Q7Z3T8')"
"('Q15717', 'P42574')"
"('Q01201', 'O00626')"
"('P46781', 'O60739')"
"('P20774', 'P46108')"
"('Q9UHP6', 'Q96CW1')"
"('P46778', 'P62987')"
"('Q15572', 'Q9NYV6')"
"('O60383', 'Q96SN7')"
"('P29992', 'P14555')"
"('O60683', 'P63279')"
"('Q9UM11', 'Q9UJX3')"
"('Q9GZT8', 'O60684')"
"('Q13042', 'Q96DE5')"
"('P17301', 'P21333')"
"('Q9HBE4', 'P31785')"
"('Q01968', 'P20339')"
"('P20674', 'Q96BK5')"
"('Q15744', 'P20292')"
"('P13569', 'P20338')"
"('Q07817', 'Q6PKG0')"
"('Q15118', 'P31749')"
"('P01889', 'Q96QB1')"
"('O95786', 'O14879')"
"('Q9BWF3', 'P09234')"
"('Q9H2W6', 'Q14197')"
"('P68104', 'Q02833')"
"('Q9UHF3', 'P11387')"
"('O43521', 'Q16548')"
"('Q8TAW3', 'Q16659')"
"('Q9NZP0', 'P38405')"
"('Q06323', 'P05026')"
"('P35626', 'Q8NGT1')"
"('P56524', 'Q99878')"
"('Q8N392', 'P60953')"
"('P12757', 'Q9H2Y7')"
"('Q9GZQ8', 'P78559')"
"('P38398', 'P24941')"
"('Q9H1D9', 'Q7Z2T5')"
"('P01871', 'Q16637')"
"('Q03431', 'P12272')"
"('P10074', 'Q92997')"
"('Q16539', 'O75807')"
"('Q15185', 'P40337')"
"('Q9UBF6', 'Q99619')"
"('Q99879', 'Q7L7L0')"
"('O75821', 'O75822')"
"('O60499', 'Q9UEU0')"
"('Q96A08', 'Q9BY41')"
"('Q15047', 'P41227')"
"('Q9UQF2', 'Q16584')"
"('P00519', 'P22681')"
"('P12235', 'P10275')"
"('P13725', 'P08887')"
"('Q8WTQ7', 'P08588')"
"('407007', 'P10721')"
"('Q13217', 'P17066')"
"('P54257', 'Q08752')"
"('P83731', 'P63173')"
"('O14604', 'P63261')"
"('O75807', 'P62136')"
"('Q08209', 'Q14318')"
"('P21815', 'P08514')"
"('P08047', 'O75751')"
"('Q9NR12', 'P49910')"
"('O15198', 'Q9Y2U8')"
"('P54920', 'Q9P1U0')"
"('P62834', 'O00499')"
"('Q9NV58', 'O75582')"
"('Q99683', 'P27348')"
"('Q92915', 'P07333')"
"('Q92988', 'Q15788')"
"('P10914', 'P20226')"
"('Q99496', 'P35226')"
"('P05549', 'P06748')"
"('Q16363', 'P08648')"
"('Q13617', 'P19532')"
"('Q12931', 'Q9Y2C9')"
"('Q13315', 'O15534')"
"('P98175', 'P26368')"
"('Q9BYG5', 'Q00722')"
"('P62993', 'P46108')"
"('P52735', 'Q15633')"
"('Q14974', 'Q01201')"
"('Q9Y2A7', 'Q9Y6X6')"
"('Q8N7H5', 'P52435')"
"('P04049', 'Q9UQM7')"
"('Q9BY11', 'O95251')"
"('P25788', 'P38936')"
"('P01106', 'P41440')"
"('O95786', 'O14733')"
"('P62508', 'P11474')"
"('P17152', 'P10809')"
"('P62750', 'P62917')"
"('O60232', 'P49368')"
"('P48357', 'O60674')"
"('Q8N684', 'O14641')"
"('Q9NV96', 'P12980')"
"('Q99459', 'P62136')"
"('P14416', 'O60262')"
"('Q06455', 'Q9Y2W1')"
"('P17844', 'O43918')"
"('P00533', 'P52597')"
"('P30519', 'Q99613')"
"('Q9BQD3', 'Q9GZT8')"
"('Q9BPX3', 'O75365')"
"('P49642', 'O60641')"
"('P17568', 'P03915')"
"('Q8N3K9', 'P43686')"
"('O95759', 'P49755')"
"('P54727', 'P45974')"
"('Q96H20', 'Q99816')"
"('Q9UJS0', 'Q9HCK5')"
"('Q92730', 'Q70SY1')"
"('Q99459', 'Q9UL68')"
"('P56556', 'Q9Y6M9')"
"('Q99750', 'Q96LJ7')"
"('Q70SY1', 'Q09472')"
"('P49798', 'P35606')"
"('Q06455', 'P15923')"
"('O60493', 'P46108')"
"('Q9NWT1', 'Q9HCE7')"
"('Q9BW60', 'Q9NR96')"
"('P51787', 'Q9Y4K3')"
"('P04637', 'Q92890')"
"('Q76FK4', 'Q9HB90')"
"('P03956', 'P09237')"
"('Q01196', 'Q13363')"
"('Q8N1F7', 'Q8NFH3')"
"('O75489', 'Q14197')"
"('O00206', 'Q8IUC6')"
"('O94972', 'Q13077')"
"('Q2M1K9', 'Q9UH73')"
"('Q14738', 'P62714')"
"('Q9NYV4', 'Q13573')"
"('O96018', 'Q92844')"
"('Q96HE7', 'P16104')"
"('Q96T23', 'P19838')"
"('P50151', 'Q99677')"
"('Q05655', 'Q16236')"
"('Q9BUZ4', 'Q99743')"
"('P11836', 'Q15306')"
"('Q9H9G7', 'P04350')"
"('P63261', 'P00747')"
"('P62979', 'Q9HC16')"
"('P62491', 'P13569')"
"('Q13535', 'Q68DK7')"
"('P01024', 'P01871')"
"('P61513', 'P62424')"
"('Q14738', 'O60840')"
"('P41235', 'Q16539')"
"('Q13114', 'P45983')"
"('Q6P2C8', 'Q96HR3')"
"('Q9UGF7', 'P38405')"
"('P30622', 'P42345')"
"('P16619', 'P41597')"
"('Q9GZT6', 'P20042')"
"('P07858', 'P55957')"
"('Q9NQ25', 'Q15047')"
"('P22392', 'P16152')"
"('P31689', 'P51636')"
"('Q96S59', 'Q9H832')"
"('P62807', 'Q96KK5')"
"('P50148', 'P48050')"
"('Q01081', 'Q13151')"
"('P00533', 'Q6NZI2')"
"('P01871', 'P01834')"
"('P04183', 'Q9UNN5')"
"('Q12929', 'P05556')"
"('P32121', 'Q9UKL2')"
"('406937', 'P42224')"
"('Q9H2M9', 'Q9Y2Q3')"
"('Q13501', 'Q9H492')"
"('Q9UGJ1', 'Q6UY14')"
"('P05186', 'Q12933')"
"('P07947', 'Q99704')"
"('Q13546', 'Q9BX69')"
"('Q13573', 'Q9UKK3')"
"('Q8N806', 'Q96DH6')"
"('Q14197', 'Q5T653')"
"('O14933', 'P78317')"
"('P19438', 'Q99558')"
"('O15264', 'P12277')"
"('Q99558', 'P47897')"
"('Q13485', 'Q14653')"
"('Q13155', 'P02545')"
"('P19105', 'Q9Y572')"
"('Q9H270', 'Q92481')"
"('P15692', 'P49841')"
"('Q14691', 'Q9BRT9')"
"('Q13007', 'Q01344')"
"('P07199', 'P20073')"
"('Q13077', 'Q15233')"
"('Q9Y6H6', 'P04406')"
"('Q15287', 'Q14683')"
"('O14965', 'Q9NWT8')"
"('P31946', 'O43299')"
"('Q86VZ2', 'Q15291')"
"('Q9Y478', 'Q9UHV9')"
"('O00483', 'P51970')"
"('Q9NWA0', 'Q9UBN7')"
"('P09619', 'P42338')"
"('Q92793', 'P10827')"
"('P59768', 'P35498')"
"('P19387', 'P62487')"
"('Q15645', 'P07902')"
"('Q13237', 'P26678')"
"('O15372', 'Q14152')"
"('P47914', 'Q15843')"
"('Q9HCM4', 'Q15796')"
"('O43663', 'P23025')"
"('Q9Y385', 'Q13490')"
"('P48454', 'P62158')"
"('P0DJD1', 'P63279')"
"('P49763', 'P17948')"
"('Q9HAU4', 'Q9Y3C5')"
"('P04626', 'P28482')"
"('Q92769', 'O94776')"
"('Q9Y3A3', 'Q9Y4G2')"
"('P47897', 'P38936')"
"('P42768', 'P09769')"
"('P05408', 'P16519')"
"('O15198', 'Q96T21')"
"('Q16658', 'Q9Y478')"
"('Q9NPH2', 'Q14164')"
"('Q15714', 'Q9NWB1')"
"('O75528', 'P11142')"
"('Q9H1D9', 'Q9Y535')"
"('Q14451', 'P15880')"
"('O43390', 'Q13151')"
"('P11055', 'P63261')"
"('Q9H4M9', 'Q9BXF6')"
"('Q96RK0', 'Q06547')"
"('Q8N122', 'Q13541')"
"('P32121', 'Q8NH93')"
"('Q8WVC0', 'P04406')"
"('Q9NWB1', 'Q9Y5V3')"
"('P31749', 'P0CG48')"
"('Q3ZCQ8', 'P15056')"
"('Q9Y230', 'Q01780')"
"('Q99996', 'Q99459')"
"('P21246', 'O00305')"
"('Q96MA1', 'O43251')"
"('P68366', 'Q13409')"
"('Q9UJM3', 'Q9UM73')"
"('Q9UIW2', 'P60763')"
"('Q15417', 'P50402')"
"('Q969X0', 'Q13509')"
"('Q9Y4K3', 'P10768')"
"('Q96NW4', 'Q15797')"
"('P55036', 'P17980')"
"('Q99700', 'P13796')"
"('P02776', 'P51685')"
"('Q9P2S5', 'Q9H3U1')"
"('O14508', 'P10912')"
"('Q02548', 'Q02535')"
"('Q9UL18', 'Q08211')"
"('O43809', 'Q8N684')"
"('Q9NPB6', 'Q9NUG6')"
"('P16333', 'P23759')"
"('Q8TAI7', 'Q04771')"
"('Q9P2Y5', 'Q07812')"
"('Q9Y4K3', 'P22888')"
"('Q9NRH3', 'Q96CW5')"
"('Q16531', 'Q9H211')"
"('Q9UBC1', 'Q08211')"
"('O60936', 'P78324')"
"('Q86YW0', 'P24723')"
"('P68133', 'P48643')"
"('O43318', 'Q8IYH5')"
"('P51970', 'O14561')"
"('Q969U6', 'Q712K3')"
"('Q9BXI2', 'Q99741')"
"('P98095', 'P14543')"
"('P19838', 'P29459')"
"('P16220', 'O00470')"
"('Q8N7P3', 'O15551')"
"('Q9NX14', 'O95178')"
"('Q14469', 'A8MT69')"
"('Q12888', 'P04637')"
"('P08134', 'O75116')"
"('Q8WXE9', 'P42566')"
"('Q9BUV8', 'Q9Y2G4')"
"('Q9Y5W5', 'O96014')"
"('Q92597', 'P52597')"
"('O60610', 'Q9UQB8')"
"('P62158', 'P30480')"
"('O60814', 'Q9UBN7')"
"('Q15287', 'Q15393')"
"('406987', 'P30305')"
"('Q13535', 'P55199')"
"('Q13627', 'Q12778')"
"('O00329', 'Q05397')"
"('P84022', 'P35222')"
"('P01889', 'P00492')"
"('P02751', 'Q13797')"
"('Q8N2H9', 'Q9Y4K3')"
"('P10275', 'Q96L73')"
"('Q8NBE8', 'P04083')"
"('P10827', 'Q92793')"
"('Q14240', 'Q9Y262')"
"('P98095', 'P15502')"
"('P24468', 'P06239')"
"('P40763', 'Q12778')"
"('Q05397', 'Q68CZ2')"
"('P23193', 'Q9GZS3')"
"('O75533', 'Q9BWJ5')"
"('O60232', 'Q02413')"
"('Q8WTQ7', 'P32246')"
"('Q9NUP1', 'O95295')"
"('Q9Y467', 'Q8NF64')"
"('Q9H5Z6', 'Q99750')"
"('P12830', 'P18206')"
"('O14807', 'P00540')"
"('P09486', 'P01127')"
"('Q9UJX2', 'P14635')"
"('Q9UKX7', 'P49790')"
"('Q13315', 'Q8IZS8')"
"('Q9NWT6', 'Q9HBA0')"
"('Q9Y4K3', 'P49721')"
"('Q8IYI6', 'Q15154')"
"('P40337', 'P50395')"
"('Q9HC24', 'Q8N766')"
"('O15164', 'P10275')"
"('Q8TBA6', 'Q13948')"
"('P41146', 'Q96AW1')"
"('P30511', 'Q07444')"
"('O15524', 'P23458')"
"('P12931', 'P25098')"
"('Q8IV63', 'Q02413')"
"('P01588', 'Q14627')"
"('O00501', 'O15551')"
"('Q15109', 'P02766')"
"('O15350', 'Q09472')"
"('P23508', 'P07355')"
"('P53680', 'O95782')"
"('Q9Y5U2', 'P22314')"
"('P06400', 'Q15643')"
"('Q96B97', 'P51149')"
"('P20393', 'O75376')"
"('Q8IY92', 'O95352')"
"('P63104', 'P63261')"
"('P53708', 'Q07890')"
"('406893', 'Q15910')"
"('Q14192', 'Q9Y2G2')"
"('Q99878', 'Q8WUI4')"
"('P40937', 'P12004')"
"('P01303', 'P28222')"
"('Q969G3', 'O15360')"
"('P39023', 'P46779')"
"('P03897', 'Q9P0J0')"
"('P62837', 'Q9NVW2')"
"('Q9HAU4', 'Q5T653')"
"('P50148', 'Q68DD2')"
"('P32302', 'P08754')"
"('O14604', 'Q01844')"
"('Q13573', 'Q9Y295')"
"('Q9H816', 'Q9BXW9')"
"('P04183', 'P06576')"
"('P49736', 'Q6IE81')"
"('P12757', 'Q96PU5')"
"('O95429', 'P08107')"
"('P83369', 'P62304')"
"('P02675', 'P08514')"
"('P22736', 'Q9Y6Q9')"
"('P62987', 'P62913')"
"('P62987', 'Q93009')"
"('Q8WXH5', 'P48357')"
"('P83731', 'Q99558')"
"('P63215', 'P25116')"
"('P15407', 'P05412')"
"('P30968', 'P50281')"
"('Q99594', 'P56545')"
"('P51532', 'P33076')"
"('P78357', 'P55157')"
"('P46108', 'Q9ULH0')"
"('Q9HBE4', 'Q9UGN5')"
"('O75970', 'Q9Y5I7')"
"('Q8NI35', 'Q96B33')"
"('Q8IUC6', 'Q14653')"
"('Q14204', 'P68363')"
"('O75832', 'P55036')"
"('406987', 'P09629')"
"('P17252', 'P62879')"
"('O60262', 'Q13368')"
"('Q12955', 'O00203')"
"('114614', 'Q14164')"
"('O15239', 'O95139')"
"('Q8TD86', 'P46019')"
"('P00403', 'Q14197')"
"('Q15233', 'Q9P1U0')"
"('Q15661', 'P20231')"
"('P23921', 'P01889')"
"('P78406', 'Q96EE3')"
"('Q9H3U1', 'Q9Y5J5')"
"('P62750', 'Q14164')"
"('O95452', 'P29033')"
"('P30041', 'P16871')"
"('Q9Y376', 'Q9UEW8')"
"('Q13573', 'Q9BZD4')"
"('P05412', 'P53539')"
"('O43187', 'O95817')"
"('P40337', 'Q5XKP0')"
"('P0C0S5', 'Q9GZN1')"
"('Q8N1I0', 'P17081')"
"('Q93033', 'Q13243')"
"('Q9BRK5', 'P04183')"
"('Q13315', 'P62979')"
"('P30050', 'P46778')"
"('Q9NYV6', 'Q9H9Y6')"
"('Q14457', 'Q8NEB9')"
"('Q9BV40', 'O15400')"
"('O14757', 'Q06609')"
"('P02686', 'P54253')"
"('P48556', 'Q9UNM6')"
"('P41235', 'P05091')"
"('Q04637', 'Q14CS0')"
"('Q9HBI1', 'P60709')"
"('Q01101', 'Q92796')"
"('P25940', 'P31431')"
"('Q8WUH2', 'Q9P2Y5')"
"('P07996', 'P08648')"
"('P06239', 'O00329')"
"('P58340', 'Q16478')"
"('Q01813', 'P60520')"
"('Q9Y618', 'Q92769')"
"('O95347', 'Q15003')"
"('P12931', 'Q8IZP0')"
"('Q99942', 'Q9Y2X8')"
"('Q9UQK1', 'P36873')"
"('P04049', 'O15264')"
"('Q9GZX6', 'P31785')"
"('P28908', 'Q12933')"
"('O14543', 'Q9Y286')"
"('P42574', 'P49768')"
"('Q92901', 'Q02543')"
"('P62841', 'P62851')"
"('Q9Y5X1', 'Q8WV41')"
"('Q05397', 'Q9NQX6')"
"('Q8N655', 'Q96KQ7')"
"('P53708', 'P21333')"
"('P40933', 'P16871')"
"('P15880', 'P60866')"
"('P04844', 'Q8TCJ2')"
"('Q2M3G0', 'P28065')"
"('Q9Y6N6', 'P05556')"
"('O15031', 'P30519')"
"('O95813', 'P04628')"
"('Q8WZA2', 'P53779')"
"('P63218', 'P48544')"
"('Q8N392', 'Q7L0Q8')"
"('Q99558', 'O95793')"
"('Q13418', 'Q14558')"
"('P30519', 'Q09028')"
"('P09874', 'P06899')"
"('Q16891', 'Q9H5J8')"
"('Q9BX70', 'Q9GZT6')"
"('P54198', 'P84243')"
"('Q6GQQ9', 'Q14790')"
"('Q9H814', 'O14788')"
"('P42262', 'P46459')"
"('O95405', 'Q15796')"
"('P41182', 'Q9Y2K7')"
"('P30304', 'Q96PV7')"
"('P68104', 'P63167')"
"('O43791', 'P31150')"
"('P35232', 'P51532')"
"('Q04206', 'P10147')"
"('Q13561', 'P62993')"
"('O00303', 'Q9UBQ5')"
"('Q9Y6Q6', 'Q9NYJ8')"
"('P10768', 'Q9Y4K3')"
"('Q16401', 'P55036')"
"('P04626', 'Q6PKX4')"
"('O43318', 'P45983')"
"('P61254', 'P40429')"
"('O60831', 'P51681')"
"('P01374', 'P19438')"
"('P0CG47', 'Q96PM5')"
"('P62993', 'Q13233')"
"('Q86US8', 'Q92900')"
"('Q13315', 'Q15678')"
"('P51817', 'Q14957')"
"('Q9NZJ5', 'Q16539')"
"('Q14164', 'P51149')"
"('O75446', 'Q9UPN9')"
"('Q13275', 'O14786')"
"('Q14164', 'P11177')"
"('Q9NX08', 'Q9UBI1')"
"('Q16594', 'O15265')"
"('P18206', 'Q01081')"
"('P83916', 'P63165')"
"('Q16849', 'Q13425')"
"('O76070', 'P15090')"
"('Q96T58', 'P54253')"
"('Q9UNM6', 'P13995')"
"('P01871', 'P02647')"
"('P51654', 'P56706')"
"('P30086', 'Q9UKS6')"
"('P35222', 'P62314')"
"('P49795', 'P04899')"
"('Q15014', 'Q9H0E9')"
"('O75643', 'P62993')"
"('Q9BQ52', 'P39880')"
"('Q16778', 'P56524')"
"('P00533', 'Q04695')"
"('Q96HF1', 'O00744')"
"('Q9NVV9', 'Q96PU8')"
"('Q9Y6K8', 'Q9Y508')"
"('Q9Y4D1', 'P08100')"
"('O15297', 'Q14683')"
"('Q9Y2I6', 'Q9UBZ4')"
"('P67775', 'Q9H0H5')"
"('Q15843', 'Q13616')"
"('O00232', 'Q99460')"
"('P01106', 'P40937')"
"('Q07817', 'P02489')"
"('P07288', 'P16401')"
"('Q99459', 'Q2NKX8')"
"('O75116', 'P62136')"
"('P49841', 'Q04721')"
"('Q9NZL6', 'P11233')"
"('Q96JB5', 'Q9H2U1')"
"('P02766', 'O75529')"
"('P31371', 'P06213')"
"('O94972', 'Q8N720')"
"('P40933', 'Q01344')"
"('P35251', 'P35250')"
"('Q13424', 'Q99712')"
"('Q9NZ42', 'Q99466')"
"('Q9Y243', 'P15056')"
"('P27361', 'P10275')"
"('P52597', 'Q9BWF3')"
"('Q8WUA4', 'Q9UKN8')"
"('Q99469', 'Q9NZQ3')"
"('Q9NPD3', 'Q8TAE8')"
"('Q9ULV8', 'Q99963')"
"('P18146', 'Q06546')"
"('Q16254', 'Q13547')"
"('Q9Y4K3', 'P21796')"
"('Q9Y5V3', 'Q8N163')"
"('P98170', 'Q9Y3M8')"
