negatives
"('Q9NRY4', 'P41182')"
"('P11177', 'Q14164')"
"('Q9UBW7', 'P35637')"
"('O60907', 'Q9HB71')"
"('Q05519', 'P52597')"
"('Q9UHD9', 'Q9Y3C5')"
"('O15182', 'Q6UVJ0')"
"('Q16539', 'Q9UGU0')"
"('Q9UBX3', 'P63167')"
"('P54259', 'Q00978')"
"('P01241', 'P48551')"
"('P0CG48', 'P53355')"
"('Q9P0U4', 'Q8N806')"
"('Q9NWA0', 'Q9NPJ6')"
"('P51668', 'O75592')"
"('Q12929', 'Q07021')"
"('Q8IYD8', 'Q9H9A7')"
"('Q96RK0', 'Q9BYW2')"
"('Q9BRP4', 'O00487')"
"('P11182', 'Q9Y4J8')"
"('P36897', 'Q03135')"
"('P02768', 'P07477')"
"('Q9NY65', 'Q92974')"
"('P05771', 'P63218')"
"('P49711', 'Q13485')"
"('Q8IY92', 'Q9UKX7')"
"('P06241', 'Q14118')"
"('O75791', 'P29353')"
"('Q16659', 'Q9UKK9')"
"('Q9NPA2', 'P16220')"
"('P06213', 'Q15262')"
"('Q13164', 'P49815')"
"('P52943', 'Q96AW1')"
"('Q13748', 'P51149')"
"('P84098', 'P62910')"
"('P02786', 'P23508')"
"('P17275', 'O15525')"
"('P17509', 'P21673')"
"('Q9HAU5', 'Q96Q15')"
"('P04217', 'P37840')"
"('Q9HD26', 'Q8N2Q7')"
"('O43521', 'Q96QB1')"
"('O75928', 'P63279')"
"('Q12933', 'O94972')"
"('P08123', 'P26010')"
"('Q9BYG3', 'P46013')"
"('Q5VVJ2', 'P0C0S5')"
"('Q9Y6K9', 'P21333')"
"('P13533', 'Q14896')"
"('O14908', 'P33993')"
"('Q96AH8', 'Q9BUF5')"
"('P35443', 'P05556')"
"('Q6STE5', 'Q8TAQ2')"
"('P33316', 'Q96BK5')"
"('Q96F86', 'P31946')"
"('P01106', 'P57775')"
"('Q9H832', 'Q12933')"
"('Q9Y4K3', 'Q13490')"
"('P21860', 'Q13882')"
"('P29353', 'P07766')"
"('P05412', 'P15172')"
"('Q9Y678', 'P16104')"
"('P14923', 'P12830')"
"('P43250', 'P46092')"
"('P20333', 'P48594')"
"('P61981', 'P25025')"
"('Q15572', 'Q9GZS1')"
"('P55795', 'P52597')"
"('O15264', 'P42166')"
"('P16520', 'P27361')"
"('P52803', 'P22455')"
"('Q9HCS4', 'Q99594')"
"('Q9BTP7', 'Q9BXW9')"
"('Q13426', 'Q10586')"
"('P35626', 'Q8NG77')"
"('P38936', 'O75496')"
"('Q8N201', 'P19387')"
"('Q12929', 'P07766')"
"('P62979', 'P35544')"
"('P62424', 'O95793')"
"('Q14451', 'Q15047')"
"('P02768', 'Q00005')"
"('Q8WUM0', 'Q8WYP5')"
"('P13805', 'P62195')"
"('P63215', 'Q9HBW0')"
"('P11215', 'P27986')"
"('P63167', 'Q9Y2B9')"
"('Q6NUQ1', 'Q5VTD9')"
"('Q13748', 'Q9H4B7')"
"('O14544', 'P52630')"
"('Q9NRG1', 'O60941')"
"('P49815', 'P04183')"
"('P42345', 'O14654')"
"('O43175', 'O15264')"
"('O00463', 'P83436')"
"('Q9P2W3', 'P27361')"
"('P06756', 'P26012')"
"('Q8WUI4', 'Q7L7L0')"
"('P26441', 'Q9UHF4')"
"('P63261', 'Q13683')"
"('O60925', 'O15031')"
"('Q6ZW49', 'Q13573')"
"('P11142', 'P11229')"
"('P12956', 'P19838')"
"('P35354', 'Q92905')"
"('P01876', 'P10909')"
"('Q96P09', 'P55212')"
"('P00519', 'P04629')"
"('Q93062', 'P32242')"
"('Q5VVX9', 'Q9UBS8')"
"('P33076', 'Q12899')"
"('P14780', 'P80188')"
"('Q99750', 'Q24JQ0')"
"('P41159', 'Q99665')"
"('P28482', 'Q02930')"
"('Q8IU54', 'P40238')"
"('O75309', 'P18146')"
"('P43364', 'O14832')"
"('P31150', 'P15153')"
"('P67809', 'P07910')"
"('P22694', 'Q9UGJ0')"
"('Q9GZV9', 'Q02763')"
"('P49454', 'Q9UM73')"
"('P42224', 'Q7Z2W4')"
"('Q9NPY3', 'Q14031')"
"('P12314', 'Q8NHL6')"
"('Q8WV28', 'P45985')"
"('Q13315', 'Q9NZN8')"
"('Q13315', 'P53621')"
"('P10275', 'Q9Y4C1')"
"('P17931', 'P02786')"
"('P17612', 'Q32MK0')"
"('P62158', 'P15884')"
"('P11161', 'P56645')"
"('P01563', 'Q9HC73')"
"('Q92698', 'Q06609')"
"('O60895', 'P63092')"
"('Q8N392', 'P63000')"
"('P55196', 'Q9UI47')"
"('Q9GZN1', 'Q9NPF5')"
"('O95361', 'Q15047')"
"('Q13546', 'Q14257')"
"('Q13625', 'O15350')"
"('Q8N1F7', 'O75365')"
"('P63167', 'P01889')"
"('O75376', 'Q96ST3')"
"('P55157', 'Q9NYQ7')"
"('P62873', 'P51828')"
"('P13725', 'P24394')"
"('Q8IWF7', 'O00303')"
"('Q9H2G2', 'O43708')"
"('O14733', 'Q96RU7')"
"('P05000', 'P15260')"
"('Q13111', 'P62805')"
"('P27694', 'Q06609')"
"('P54819', 'P22392')"
"('Q07817', 'P60602')"
"('A1A5B4', 'P42224')"
"('Q9NWF9', 'P42356')"
"('P21673', 'P05386')"
"('Q9C0K0', 'O43463')"
"('A8MYJ7', 'P60510')"
"('P48551', 'Q15366')"
"('P61586', 'P52306')"
"('P27708', 'Q9NYJ8')"
"('P56556', 'O95299')"
"('Q9P2K9', 'Q99417')"
"('P15923', 'Q9NR48')"
"('Q9BR84', 'Q99750')"
"('Q9UBZ4', 'P12004')"
"('Q9H672', 'Q03164')"
"('Q7Z2G1', 'P0C5Y9')"
"('P24723', 'P10398')"
"('P24941', 'P61081')"
"('P47813', 'O75822')"
"('Q15003', 'Q9BPX3')"
"('Q15796', 'P0CG48')"
"('Q9NPI1', 'Q9BX70')"
"('P20042', 'Q13573')"
"('O14901', 'P18146')"
"('Q96GM8', 'Q14498')"
"('P09486', 'P98160')"
"('Q14393', 'Q06418')"
"('O00716', 'Q06609')"
"('Q13315', 'Q14592')"
"('Q9UQE7', 'Q14457')"
"('P20333', 'Q9NVI7')"
"('Q13535', 'Q9H3H1')"
"('P08754', 'P01112')"
"('Q15386', 'O75365')"
"('Q8N2W9', 'P11831')"
"('Q12905', 'Q99459')"
"('Q16445', 'Q9H0R8')"
"('Q13554', 'Q13557')"
"('P27482', 'P01111')"
"('P01106', 'P50213')"
"('2310', 'P84022')"
"('Q96KG7', 'Q86YR7')"
"('P62136', 'Q93100')"
"('Q969Q1', 'P49406')"
"('O75167', 'Q15788')"
"('Q99613', 'O14602')"
"('407015', 'Q15910')"
"('Q86WV6', 'P39656')"
"('Q93062', 'Q8N4T4')"
"('P04183', 'P43246')"
"('P15622', 'Q9BUH8')"
"('P05556', 'P63261')"
"('P27658', 'Q9BQ66')"
"('P04637', 'P10828')"
"('P04085', 'P22607')"
"('P46379', 'Q9Y5V3')"
"('P43246', 'P61244')"
"('O15530', 'P07900')"
"('Q8N5U6', 'O14933')"
"('P04406', 'P50583')"
"('Q01955', 'Q05397')"
"('P35443', 'Q9UKX5')"
"('Q6XUX3', 'P61106')"
"('P54646', 'O95822')"
"('P04637', 'P61086')"
"('Q12974', 'P49354')"
"('Q13772', 'P10275')"
"('Q9UMX1', 'P49841')"
"('O95299', 'O43676')"
"('O75365', 'Q9NS69')"
"('P47914', 'Q02878')"
"('O60333', 'P68104')"
"('Q6UY14', 'Q9BQ66')"
"('O94906', 'O75643')"
"('P30291', 'P31946')"
"('Q13315', 'Q8TD26')"
"('Q10570', 'Q9UKF6')"
"('Q14197', 'P46199')"
"('Q9UEF7', 'P54709')"
"('P10145', 'P25025')"
"('Q9UH99', 'O94817')"
"('P84103', 'P55795')"
"('P35637', 'Q05519')"
"('P28347', 'P14859')"
"('Q13451', 'P18146')"
"('P22455', 'P62993')"
"('P51665', 'P61289')"
"('Q13562', 'P23771')"
"('Q9UQB8', 'P61981')"
"('Q99558', 'P35268')"
"('P41252', 'O00221')"
"('P22362', 'O00574')"
"('P05114', 'P16403')"
"('P23508', 'Q8WUM4')"
"('P62266', 'P63220')"
"('O43292', 'Q9NZ81')"
"('Q8IWA4', 'Q9HC24')"
"('Q15459', 'Q13418')"
"('P19875', 'O00574')"
"('Q96AH8', 'Q13409')"
"('Q9NR97', 'Q9NYK1')"
"('Q15173', 'Q01668')"
"('O15162', 'Q92734')"
"('O00221', 'P08107')"
"('Q5VVX9', 'Q9BYE7')"
"('Q8ND25', 'P49427')"
"('P19838', 'P05015')"
"('Q99616', 'P32302')"
"('O15169', 'P45985')"
"('Q9Y3F4', 'P01243')"
"('P36897', 'Q9UIK4')"
"('Q8IXJ6', 'P15172')"
"('O75400', 'P98160')"
"('P63279', 'Q9BUZ4')"
"('P84103', 'O95400')"
"('Q5T4F7', 'Q9ULW2')"
"('Q9Y5X1', 'O00401')"
"('Q13472', 'P27694')"
"('P05107', 'Q9UNS2')"
"('Q9HBE4', 'P15509')"
"('Q99741', 'Q9BXI2')"
"('P42704', 'Q9Y5V3')"
"('Q14210', 'P62993')"
"('P07332', 'P54253')"
"('Q9NRR5', 'Q14554')"
"('Q9BWD1', 'P01889')"
"('Q12778', 'P55316')"
"('Q96EP1', 'Q969T4')"
"('P40337', 'P61106')"
"('Q04206', 'P09326')"
"('P01241', 'Q9UHF4')"
"('Q05193', 'Q8IWF7')"
"('Q8TDN4', 'Q00535')"
"('Q9NWA0', 'Q9Y3C7')"
"('Q96RT1', 'P35499')"
"('P62993', 'Q14451')"
"('Q13573', 'O94776')"
"('Q96EZ8', 'Q9NZM3')"
"('P15924', 'Q9H7D0')"
"('P83916', 'Q16695')"
"('Q9ULA0', 'O76009')"
"('O95831', 'P99999')"
"('Q9UJ70', 'Q96BZ8')"
"('P27037', 'O15162')"
"('Q9BYC9', 'O60641')"
"('O43674', 'Q16795')"
"('P01861', 'P01834')"
"('P23508', 'P46926')"
"('P09619', 'P04049')"
"('P30480', 'P47914')"
"('P06576', 'P32243')"
"('P08754', 'P27986')"
"('O75815', 'P40939')"
"('Q9BQ83', 'Q8IY92')"
"('P01133', 'P22607')"
"('P63165', 'Q8NCR3')"
"('P17676', 'P04637')"
"('Q15233', 'P18206')"
"('P29350', 'P13688')"
"('P61077', 'P30480')"
"('Q8WTS6', 'P03372')"
"('Q96CW1', 'P78540')"
"('P42766', 'Q9NX58')"
"('P29074', 'P62993')"
"('P62258', 'P62805')"
"('P15311', 'P32004')"
"('P31943', 'O43390')"
"('Q9BST9', 'Q9HCE7')"
"('P61224', 'O00329')"
"('P30153', 'Q9H7D0')"
"('Q9NZN5', 'Q9H2X3')"
"('O60739', 'Q9BWD1')"
"('Q12884', 'P20366')"
"('Q9NUG4', 'P62993')"
"('P27986', 'Q9Y259')"
"('P16220', 'Q9C091')"
"('Q13315', 'O15021')"
"('Q9Y6J8', 'Q08117')"
"('O14493', 'Q16625')"
"('Q9UQM7', 'O60266')"
"('P46459', 'P05386')"
"('P60520', 'Q92945')"
"('O95467', 'P34897')"
"('A8TX70', 'P16070')"
"('Q969T4', 'O43567')"
"('Q15303', 'Q13425')"
"('P83876', 'O94906')"
"('P38398', 'Q99728')"
"('P40337', 'P41252')"
"('Q9UI09', 'Q16795')"
"('Q68CP9', 'O96019')"
"('Q13748', 'Q13233')"
"('Q92993', 'P47712')"
"('O60551', 'P42574')"
"('Q9H204', 'Q96PU5')"
"('Q15291', 'P61964')"
"('P25705', 'P19438')"
"('P29475', 'O75052')"
"('Q9NPH3', 'Q86XR7')"
"('P12004', 'Q01831')"
"('P21860', 'Q9UKW4')"
"('Q9HAU4', 'P27824')"
"('O14641', 'P61457')"
"('P78527', 'Q00839')"
"('Q92765', 'Q9GZT5')"
"('P20073', 'Q96N67')"
"('Q9UNS1', 'O94761')"
"('P83731', 'P62888')"
"('O75400', 'O75925')"
"('Q9UM73', 'Q13574')"
"('Q9UKX5', 'P17301')"
"('P05556', 'P78324')"
"('Q9BWU1', 'Q9ULK4')"
"('O15169', 'P36897')"
"('P04406', 'P38936')"
"('Q00005', 'Q96E39')"
"('P18084', 'Q14766')"
"('Q9NPF7', 'P24394')"
"('O94762', 'Q92878')"
"('P32121', 'P12931')"
"('Q8N9I9', 'Q8IX04')"
"('Q06187', 'Q8WV28')"
"('P30480', 'P12004')"
"('O95644', 'Q04864')"
"('Q9UH99', 'P52292')"
"('P50148', 'Q9UGN5')"
"('Q92796', 'Q13617')"
"('Q14164', 'P29692')"
"('Q9BSJ2', 'Q9BQE3')"
"('Q13077', 'P23396')"
"('Q10586', 'Q92878')"
"('O43639', 'Q15303')"
"('P06576', 'Q16637')"
"('Q8IUQ4', 'P33176')"
"('Q6RW13', 'P40426')"
"('P48039', 'P62873')"
"('Q14192', 'P54253')"
"('P56748', 'O95500')"
"('P61586', 'Q9Y623')"
"('P08107', 'P53041')"
"('P41567', 'Q13347')"
"('Q05639', 'P19838')"
"('Q14240', 'P04183')"
"('P51946', 'P02766')"
"('P22694', 'Q86YV6')"
"('P62070', 'Q04771')"
"('P67870', 'Q96NT0')"
"('P62244', 'P62847')"
"('P48556', 'Q15008')"
"('O15303', 'P08754')"
"('Q09472', 'Q16665')"
"('P53621', 'O14579')"
"('Q9Y5P4', 'O95197')"
"('P30260', 'P06493')"
"('P49247', 'P51116')"
"('Q99814', 'P19419')"
"('O14512', 'P17181')"
"('P22314', 'Q9BXL5')"
"('P34969', 'P38405')"
"('Q9GZP0', 'P35968')"
"('Q9NX70', 'Q9BQ50')"
"('P01589', 'P29597')"
"('Q05519', 'P26368')"
"('Q9UHI6', 'Q9NWZ8')"
"('P22557', 'P62993')"
"('Q09028', 'Q7L2E3')"
"('Q13501', 'P29401')"
"('Q9UHD9', 'P04843')"
"('Q9NS23', 'Q96B26')"
"('Q13315', 'Q9HCE1')"
"('Q99962', 'P22607')"
"('Q7L1Q6', 'Q14203')"
"('Q14978', 'P63104')"
"('Q13216', 'Q03468')"
"('Q9Y4C0', 'Q8N0W4')"
"('Q06455', 'Q9HBM6')"
"('Q15173', 'P31751')"
"('P56975', 'Q15303')"
"('O15117', 'Q9UI08')"
"('Q13114', 'O15455')"
"('O75533', 'P01106')"
"('Q08211', 'P52756')"
"('O95163', 'Q9Y6M9')"
"('Q9UNH6', 'Q5EB52')"
"('P19438', 'O75530')"
"('Q9Y535', 'P19388')"
"('Q9Y575', 'P20333')"
"('Q9BT40', 'P04183')"
"('O15169', 'P49407')"
"('Q9C005', 'Q8WWB3')"
"('O14640', 'P21291')"
"('P01563', 'Q92985')"
"('Q13835', 'Q969Q5')"
"('P15391', 'P16885')"
"('Q96SD1', 'P78527')"
"('Q08170', 'Q15287')"
"('A6NMZ7', 'P23229')"
"('O43915', 'P22455')"
"('P52597', 'P63104')"
"('Q13315', 'Q15906')"
"('P43243', 'Q9UL18')"
"('O75909', 'Q16181')"
"('P02654', 'Q9Y328')"
"('Q13352', 'Q9Y2X7')"
"('Q15323', 'Q9Y6T7')"
"('Q13424', 'P11169')"
"('Q6GPH6', 'Q9NRR5')"
"('P06493', 'Q5MJ68')"
"('P18077', 'P62993')"
"('P63208', 'Q9Y3I1')"
"('P21453', 'P28221')"
"('P23508', 'O15371')"
"('Q8NHY2', 'Q13619')"
"('Q00341', 'Q96IP4')"
"('O94864', 'P21246')"
"('P49662', 'Q9UQE7')"
"('P02768', 'Q9BTX7')"
"('Q92835', 'P23458')"
"('P30086', 'O14920')"
"('P0CG48', 'Q9UK41')"
"('P06401', 'P55345')"
"('O00410', 'Q7Z6M2')"
"('Q96B97', 'P08581')"
"('P36897', 'P62942')"
"('O15198', 'P02751')"
"('P20248', 'Q99708')"
"('P13501', 'O00590')"
"('P29353', 'Q2TAY7')"
"('P63104', 'Q07890')"
"('O94854', 'P02647')"
"('Q13885', 'P50453')"
"('Q9UHD2', 'Q14644')"
"('P05013', 'P40189')"
"('Q9H0E2', 'Q13490')"
"('O14641', 'Q8N5R6')"
"('P13500', 'P49238')"
"('P01106', 'O75446')"
"('Q14195', 'Q9NRI5')"
"('O14933', 'O95071')"
"('P17676', 'P08246')"
"('Q9HB96', 'Q9BTP7')"
"('P56192', 'Q00653')"
"('Q8IZI9', 'Q01113')"
"('P17948', 'P46109')"
"('O00264', 'P48039')"
"('P05067', 'P38405')"
"('Q9UL18', 'Q71UM5')"
"('P98170', 'P51668')"
"('Q06265', 'Q13526')"
"('Q9Y283', 'O15259')"
"('Q9NW08', 'Q9Y535')"
"('P62195', 'Q13200')"
"('Q92905', 'Q9H4A3')"
"('P54727', 'P23508')"
"('Q15149', 'P63010')"
"('P11802', 'P06454')"
"('Q7KZF4', 'Q13283')"
"('Q13315', 'Q9H0B3')"
"('O00220', 'P25445')"
"('Q8NG27', 'P14866')"
"('P01569', 'P08887')"
"('P34969', 'Q9HAV0')"
"('P52434', 'P22392')"
"('Q05469', 'Q9UNZ2')"
"('P17252', 'P12830')"
"('P61289', 'P48556')"
"('Q09028', 'Q14839')"
"('Q16539', 'O75582')"
"('Q8TBK6', 'Q9Y383')"
"('Q8NGG6', 'P38405')"
"('P0CG48', 'Q05195')"
"('Q96HA7', 'P49841')"
"('Q9UL03', 'Q9Y478')"
"('P63218', 'O60503')"
"('Q15615', 'P38405')"
"('Q14247', 'O43516')"
"('P47914', 'Q9NY93')"
"('Q5TD97', 'Q14192')"
"('Q9Y4K3', 'P55786')"
"('Q9NX58', 'P42766')"
"('P48736', 'P49841')"
"('O60563', 'Q03164')"
"('P01571', 'Q01344')"
"('P84996', 'Q3MJ16')"
"('P62258', 'P08319')"
"('P01106', 'P62314')"
"('Q9BVA1', 'P20073')"
"('Q9H6Y7', 'P62837')"
"('P05113', 'P40238')"
"('Q92844', 'Q13114')"
"('P38159', 'Q92530')"
"('Q9H2G2', 'Q9Y619')"
"('P40937', 'Q9Y3C7')"
"('Q14865', 'P63165')"
"('407021', 'Q8NFU7')"
"('Q9Y570', 'P67775')"
"('Q9H0E3', 'Q12962')"
"('O60880', 'P00533')"
"('P17066', 'Q00653')"
"('P06400', 'P45984')"
"('P04626', 'Q13671')"
"('P0CG48', 'Q9UPV0')"
"('P06213', 'P62745')"
"('Q13242', 'P52272')"
"('P06753', 'Q05209')"
"('P58876', 'P56524')"
"('P55072', 'Q92956')"
"('P03372', 'P01178')"
"('Q92844', 'P41252')"
"('O43676', 'O95299')"
"('Q05519', 'P61981')"
"('P04626', 'P16144')"
"('Q9HAW0', 'Q9NVI7')"
"('A0JLT2', 'P50570')"
"('P63104', 'Q6AWC2')"
"('Q9Y6J8', 'Q14683')"
"('Q9NZI8', 'Q9UKV8')"
"('Q9BTD8', 'Q15287')"
"('Q9P2M7', 'P35580')"
"('Q9NZC7', 'Q9P2I0')"
"('P55055', 'P08670')"
"('O00459', 'P42336')"
"('P46459', 'P05067')"
"('Q8WVZ9', 'Q9H761')"
"('Q99731', 'Q9NPB9')"
"('Q14974', 'O75940')"
"('P49639', 'P55347')"
"('P22612', 'P27815')"
"('Q9H1D9', 'Q9Y535')"
"('P10636', 'P19174')"
"('Q92729', 'Q02763')"
"('Q7Z353', 'P62258')"
"('Q86U86', 'Q6STE5')"
"('P53680', 'P46940')"
"('P19338', 'P12544')"
"('Q13315', 'Q96GM5')"
"('P09651', 'P60709')"
"('P84022', 'Q12778')"
"('O43707', 'P13612')"
"('P29992', 'Q9NZ20')"
"('Q06323', 'P48556')"
"('P07359', 'P40197')"
"('P35520', 'P10644')"
"('Q05586', 'P78352')"
"('Q5S007', 'P46734')"
"('Q9Y3M8', 'P68366')"
"('Q15637', 'Q9BRX9')"
"('P40763', 'Q13163')"
"('P30084', 'P23508')"
"('Q9UBD3', 'P51681')"
"('P38432', 'P35609')"
"('Q05516', 'P06493')"
"('Q9Y2C9', 'Q06187')"
"('P43364', 'P20809')"
"('O95249', 'Q13190')"
"('P09327', 'P12931')"
"('442915', 'P41279')"
"('Q9BTC8', 'Q9UBB5')"
"('Q92985', 'P13674')"
"('Q6P2C8', 'A0JLT2')"
"('P03923', 'O96000')"
"('Q96KM6', 'Q9BUZ4')"
"('P51608', 'O15534')"
"('O75400', 'Q9BUJ2')"
"('P61077', 'Q6UVK1')"
"('Q9H270', 'Q7L1V2')"
"('Q13561', 'P09471')"
"('Q07157', 'C9JDP6')"
"('P12235', 'Q9Y277')"
"('O00329', 'P42338')"
"('Q15628', 'P25963')"
"('O15105', 'P35711')"
"('Q13616', 'Q9NXK8')"
"('P62841', 'P35544')"
"('Q2TAY7', 'P62993')"
"('P31943', 'Q15637')"
"('Q7Z3J3', 'P63165')"
"('P61586', 'P0CG48')"
"('Q99962', 'Q8WUM4')"
"('P17301', 'P18564')"
"('P18146', 'Q8WUM0')"
"('P12830', 'P42574')"
"('P35268', 'P05386')"
"('O14964', 'P0CG48')"
"('P08069', 'Q99963')"
"('P52333', 'P31785')"
"('O95343', 'Q9UIL1')"
"('P05556', 'P09382')"
"('Q01780', 'Q15155')"
"('P42224', 'Q03518')"
"('P61978', 'P51991')"
"('P26373', 'Q8IW41')"
"('Q8IXH7', 'P10398')"
"('P60520', 'O00591')"
"('Q9UM73', 'Q99759')"
"('O60287', 'Q16659')"
"('O43674', 'O43676')"
"('Q9C040', 'P78324')"
"('P60709', 'Q00653')"
"('P30086', 'P24941')"
"('P04271', 'P46940')"
"('Q13573', 'Q9UN86')"
"('Q99731', 'P49682')"
"('P20248', 'Q13415')"
"('P10147', 'P49682')"
"('Q99877', 'P0C0S5')"
"('Q9NTJ3', 'Q13573')"
"('P16333', 'P26992')"
"('407025', 'Q00534')"
"('P15882', 'P61586')"
"('Q96AP7', 'O75508')"
"('P01566', 'Q5VWK5')"
"('P62140', 'Q13555')"
"('O00571', 'O43502')"
"('P35251', 'P40937')"
"('Q29983', 'P62979')"
"('Q9UJX2', 'P20248')"
"('Q9ULA0', 'O76013')"
"('P60763', 'P45985')"
"('Q13191', 'O60504')"
"('P27348', 'Q99759')"
"('Q6P4I2', 'Q92956')"
"('P62714', 'Q14738')"
"('Q00005', 'Q13011')"
"('Q9Y383', 'P61981')"
"('Q15428', 'Q09161')"
"('P67775', 'P46695')"
"('P62258', 'Q9P0V3')"
"('Q96IZ6', 'Q16659')"
"('Q8TBN0', 'P62491')"
"('Q07157', 'Q9Y5I7')"
"('P12081', 'P26639')"
"('P31749', 'P12931')"
"('P09619', 'Q6S5L8')"
"('P22459', 'Q96RT1')"
"('P10398', 'O43187')"
"('P23771', 'Q03014')"
"('P20591', 'Q9Y210')"
"('Q9GZQ8', 'Q9H7U1')"
"('Q32MK0', 'O14950')"
"('P16333', 'P07766')"
"('P61952', 'P63092')"
"('Q9UKI8', 'P62258')"
"('P27361', 'P49815')"
"('Q5VU43', 'O95257')"
"('O95433', 'Q9UJV9')"
"('Q9BYM8', 'P61088')"
"('O60566', 'Q12834')"
"('P13807', 'P46976')"
"('O95835', 'O43464')"
"('P31995', 'P16333')"
"('Q9Y6R4', 'P63244')"
"('Q9NR19', 'Q92900')"
"('Q9NZQ3', 'O43639')"
"('P22681', 'P31946')"
"('A6NIT4', 'P78552')"
"('P0CAP2', 'Q9P2H0')"
"('P42574', 'Q9Y297')"
"('Q13573', 'O43683')"
"('P36897', 'P20337')"
"('O43809', 'P10074')"
"('P23508', 'Q9Y4L1')"
"('O14508', 'Q9Y4H2')"
"('P67870', 'Q02880')"
"('P42345', 'Q13541')"
"('Q86TL0', 'Q9H0R8')"
"('P20073', 'P60903')"
"('P01100', 'P19388')"
"('P41235', 'P20823')"
"('Q8IW93', 'P63000')"
"('Q16777', 'Q9BY41')"
"('O75030', 'Q9UJU2')"
"('P54253', 'Q8TAQ2')"
"('Q13347', 'O60739')"
"('O43921', 'P06241')"
"('Q01094', 'P98170')"
"('O60271', 'P62330')"
"('P35626', 'Q8NGP2')"
"('P51160', 'P35913')"
"('P05067', 'P46459')"
"('Q96B97', 'Q9Y371')"
"('Q01081', 'Q08211')"
"('P35609', 'Q96EB1')"
"('Q16513', 'Q96B18')"
"('P17676', 'P08243')"
"('O14776', 'P08107')"
"('O43320', 'P21802')"
"('Q15393', 'P01106')"
"('P16220', 'Q04743')"
"('P67870', 'P32456')"
"('P47897', 'P49841')"
"('P15880', 'P63220')"
"('P05129', 'O43306')"
"('Q9UHD2', 'P48643')"
"('P24928', 'Q9Y5B0')"
"('Q15052', 'Q13444')"
"('Q9Y4K3', 'A2RTX5')"
"('P19022', '374462')"
"('P13798', 'P01889')"
"('P27986', 'Q15078')"
"('P14598', 'P53778')"
"('Q99848', 'Q9NX58')"
"('A8MT69', 'O15360')"
"('O75400', 'O75390')"
"('P01106', 'Q8TAD4')"
"('P24043', 'Q13797')"
"('P47869', 'P60520')"
"('P62158', 'Q9HD67')"
"('P99999', 'Q9Y478')"
"('P05060', 'Q13951')"
"('P00519', 'Q9Y5Y3')"
"('Q14164', 'Q6UWE0')"
"('P78317', 'P51965')"
"('Q92985', 'Q9BVS5')"
"('P50914', 'P62750')"
"('P39656', 'Q86WV6')"
"('Q8NEK8', 'Q9BQY4')"
"('Q9Y2S0', '100008587')"
"('O95319', 'Q9NQ94')"
"('O43150', 'P19174')"
"('P62857', 'P98175')"
"('Q9P031', 'Q12834')"
"('Q9NYJ8', 'O15264')"
"('P46940', 'P01106')"
"('P23508', 'P37837')"
"('P85298', 'Q07890')"
"('Q9H492', 'P51784')"
"('Q14781', 'O00257')"
"('Q13114', 'P42338')"
"('O95644', 'P04141')"
"('Q9BQA1', 'Q96GM8')"
"('P51571', 'Q9BRT8')"
"('P49005', 'Q9HCU8')"
"('Q9NV56', 'Q9Y265')"
"('Q68E01', 'Q04837')"
"('P04637', 'Q92922')"
"('O14717', 'Q9GZR7')"
"('Q9Y2F9', 'Q9ULL4')"
"('P11362', 'P42338')"
"('Q12873', 'P49641')"
"('Q9BSJ2', 'P23258')"
"('Q9H0E9', 'Q9Y230')"
"('O15264', 'P61244')"
"('P15882', 'Q9H4E5')"
"('Q9Y5J5', 'O75746')"
"('P63000', 'Q96QZ7')"
"('O60244', 'Q93074')"
"('Q9Y2Q3', 'Q9UBB4')"
"('O00762', 'O95067')"
"('Q9H4H8', 'P24522')"
"('P30273', 'P48736')"
"('Q07912', 'P60953')"
"('P40337', 'O75347')"
"('P12757', 'Q13042')"
"('Q96RU7', 'Q92993')"
"('P05412', 'Q9NQB0')"
"('P01568', 'P01589')"
"('Q8IYD8', 'Q8NB91')"
"('P12757', 'Q15916')"
"('P26368', 'Q99590')"
"('Q9UKV8', 'P82650')"
"('Q07011', 'Q13114')"
"('P10275', 'Q00987')"
"('Q13233', 'O60641')"
"('P35372', 'P50150')"
"('Q9UBD3', 'P41597')"
"('P52294', 'Q8IY92')"
"('Q07866', 'Q9UQF2')"
"('Q9NQZ8', 'P53350')"
"('Q9H2G2', 'O00294')"
"('P51587', 'P04637')"
"('Q6NXE6', 'O00422')"
"('Q9HAV0', 'Q99677')"
"('Q13310', 'Q8WV24')"
"('Q16891', 'Q8NCC3')"
"('P30273', 'Q9ULY5')"
"('P12830', 'Q13905')"
"('Q9Y3Q4', 'P00519')"
"('O43439', 'Q06455')"
"('P01591', 'P01871')"
"('Q9UKW4', 'Q13094')"
"('Q13535', 'Q14980')"
"('Q9NZW5', 'Q01780')"
"('P56945', 'O95433')"
"('Q13233', 'P51571')"
"('P35626', 'Q96R27')"
"('P61224', 'P52564')"
"('Q969G2', 'Q9UG01')"
"('P29622', 'Q13418')"
"('O43819', 'Q99759')"
"('Q6GTX8', 'P16422')"
"('P62826', 'O14980')"
"('Q13310', 'Q9Y6K5')"
"('P21246', 'Q16363')"
"('P49841', 'Q9UKR5')"
"('Q13501', 'P54257')"
"('P62913', 'Q13867')"
"('Q9BVJ6', 'Q13625')"
"('Q15139', 'P46527')"
"('P40189', 'PB_10')"
