negatives
"('P52756', 'Q9HCE1')"
"('P63220', 'P19320')"
"('Q9Y3Z3', 'P62877')"
"('P62277', 'P60033')"
"('P78362', 'P52732')"
"('Q9GZL7', 'Q9BZE4')"
"('P21589', 'P35250')"
"('P78334', 'P39880')"
"('Q96F85', 'P30793')"
"('Q99496', 'O75157')"
"('P25786', 'Q15691')"
"('Q9BPZ7', 'Q9H6Z9')"
"('P01225', 'Q96T91')"
"('Q07817', 'O60260')"
"('Q9P0W0', 'P14784')"
"('P40227', 'P36542')"
"('O60232', 'Q14657')"
"('P04406', 'Q13617')"
"('Q9Y618', 'O95342')"
"('P30307', 'P63172')"
"('P35908', 'Q8TF42')"
"('P63104', 'P18206')"
"('Q9NX47', 'P63279')"
"('Q9Y2X0', 'Q92830')"
"('Q16181', 'Q9H3Q1')"
"('P13639', 'Q01860')"
"('Q08117', 'Q12899')"
"('P51587', 'P08047')"
"('P07199', 'Q99496')"
"('P61266', 'P60880')"
"('P14735', 'Q96PZ0')"
"('O60506', 'Q8N8N7')"
"('P19525', 'P09619')"
"('P10451', 'Q7Z570')"
"('P29400', 'Q15038')"
"('Q00975', 'P46821')"
"('Q13617', 'P63241')"
"('O75317', 'P08253')"
"('Q15172', 'Q9Y698')"
"('Q13286', 'P02786')"
"('P19174', 'O15360')"
"('Q96M91', 'O76011')"
"('Q92905', 'P04004')"
"('Q9H497', 'Q9NY97')"
"('P11441', 'P61353')"
"('O15460', 'Q96L14')"
"('O95166', 'Q15393')"
"('P06748', 'P42771')"
"('Q69YQ0', 'Q96CW1')"
"('Q8IYX3', 'Q9C0F1')"
"('Q9NZN5', 'P60953')"
"('P28799', 'O15198')"
"('Q09013', 'P07900')"
"('Q8WYQ5', 'P17844')"
"('P26640', 'P11171')"
"('Q96HJ9', 'O14561')"
"('Q9BXL5', 'P06748')"
"('Q96MW1', 'P12830')"
"('F7VJQ1', 'Q9BRP8')"
"('O14980', 'Q8TDH9')"
"('P12830', 'P52566')"
"('P61952', 'Q8WYR1')"
"('Q76NI1', 'P01106')"
"('Q13438', 'Q9H4A9')"
"('Q14188', 'Q01094')"
"('O94929', 'P68032')"
"('Q9P0J7', 'O00231')"
"('P08473', 'Q9H9J2')"
"('Q13200', 'Q5HYA8')"
"('Q9H3U1', 'O95758')"
"('P25398', 'P46776')"
"('Q99598', 'Q5BKY9')"
"('Q12849', 'Q07021')"
"('Q96JZ2', 'Q9BYZ2')"
"('P17041', 'A6NEM1')"
"('A6NHL2', 'Q14204')"
"('Q9NR50', 'P43115')"
"('P05787', 'O75190')"
"('Q8TEX9', 'Q14974')"
"('O95625', 'Q9H9Z2')"
"('Q03989', 'Q8WUN7')"
"('Q96DV4', 'Q9BZE1')"
"('O95159', 'P26715')"
"('O43399', 'P29275')"
"('Q9NZL4', 'O75674')"
"('Q6L8H2', 'Q5TCM9')"
"('O00189', 'Q9Y3C7')"
"('P31749', 'P18146')"
"('Q9Y282', 'Q86UL3')"
"('Q8IVD9', 'Q53HC5')"
"('Q96GD4', 'Q9NQC7')"
"('P08238', 'P11441')"
"('P60174', 'P19404')"
"('P63096', 'Q03431')"
"('Q16623', 'Q14721')"
"('Q9NS91', 'Q96S55')"
"('Q6W2J9', 'Q13216')"
"('P60369', 'Q8IWZ5')"
"('P25054', 'Q14160')"
"('P27694', 'P04406')"
"('O14641', 'Q07021')"
"('Q9BSW2', 'P54259')"
"('P12956', 'P30101')"
"('Q92785', 'Q13573')"
"('P04406', 'Q12965')"
"('Q9BXB1', 'P63261')"
"('P12273', 'O60260')"
"('Q13451', 'Q6VAB6')"
"('Q5RL73', 'Q9BX70')"
"('Q00839', 'Q9Y3A4')"
"('O75147', 'O75396')"
"('Q49AN0', 'P49674')"
"('P52739', 'Q9Y2X9')"
"('P19784', 'P35659')"
"('Q9UMQ3', 'Q14192')"
"('Q96RU2', 'Q13233')"
"('P21980', 'Q9P2F8')"
"('Q9Y6Y0', 'Q14566')"
"('O15379', 'P33778')"
"('P67870', 'O15054')"
"('Q8NBS9', 'Q9BQ66')"
"('O43463', 'P68431')"
"('Q8IUF8', 'Q96H35')"
"('Q00536', 'Q9BST9')"
"('O60341', 'Q9NSC5')"
"('Q92858', 'Q9Y520')"
"('P43657', 'O95467')"
"('Q9BY89', 'Q9Y4F3')"
"('Q9NPB6', 'Q96MX6')"
"('Q71DI3', 'O95503')"
"('P42858', 'Q9Y3C7')"
"('Q16665', 'P55072')"
"('P98170', 'O60763')"
"('P01033', 'Q13011')"
"('Q13009', 'O43896')"
"('Q70EL4', 'P31946')"
"('P48039', 'Q05469')"
"('P48039', 'P31946')"
"('Q9P2J5', 'Q92731')"
"('P04626', 'P78314')"
"('Q969D9', 'Q99665')"
"('Q09028', 'Q03112')"
"('Q9H3M7', 'P10599')"
"('P61218', 'Q9H147')"
"('P37198', 'O15265')"
"('P61160', 'P78371')"
"('P04062', 'Q9NSY1')"
"('Q8WWB3', 'Q8TBB1')"
"('Q8N5N7', 'Q99988')"
"('P25098', 'P25025')"
"('Q16539', 'Q9H8Y8')"
"('Q13190', 'Q8WVE6')"
"('O14980', 'Q9Y295')"
"('Q15910', 'Q9H2U1')"
"('P30876', 'Q13418')"
"('Q6P1J9', 'P46782')"
"('P25391', 'P05556')"
"('O95684', 'O15061')"
"('Q9BY89', 'Q9Y3R4')"
"('Q9HC24', 'Q8N766')"
"('Q9NZN5', 'Q9BPW8')"
"('Q99944', 'Q9Y5J9')"
"('Q13535', 'Q9UIF9')"
"('Q9NQW6', 'A1L390')"
"('Q96ER9', 'Q3KPI0')"
"('P62314', 'Q92993')"
"('P78347', 'P11831')"
"('O60934', 'Q9HC52')"
"('Q8IUH5', 'Q13573')"
"('Q12824', 'P49848')"
"('Q8WWZ4', 'Q13619')"
"('Q15459', 'P35637')"
"('Q9BYD1', 'Q9Y2Q9')"
"('Q13616', 'P60896')"
"('Q9BVP2', 'Q13618')"
"('O43251', 'P52743')"
"('P03891', 'P03905')"
"('Q9C0B0', 'P55198')"
"('Q9NQ48', 'O94888')"
"('O43852', 'Q8IZT6')"
"('P06576', 'Q5TC12')"
"('Q8NEC5', 'P50402')"
"('P11908', 'Q14558')"
"('Q14694', 'Q13283')"
"('Q9NX05', 'Q12800')"
"('P10275', 'Q96L73')"
"('P43686', 'Q8N3K9')"
"('Q05209', 'O94875')"
"('Q15599', 'Q5T2W1')"
"('O00299', 'P13995')"
"('P61313', 'P49407')"
"('Q8TC07', 'Q6ZUS5')"
"('P78396', 'Q14697')"
"('Q8NFZ0', 'P08238')"
"('Q96EQ0', 'P17066')"
"('Q9Y265', 'Q14999')"
"('P50416', 'P11021')"
"('Q9NPD8', 'Q9NPI8')"
"('Q15907', 'O75787')"
"('Q9UM22', 'Q15323')"
"('Q9NRC8', 'P62136')"
"('Q8WXF1', 'Q15796')"
"('P29992', 'P61073')"
"('P67775', 'Q9BUL8')"
"('O75688', 'P43360')"
"('A7E2Y1', 'Q96HS1')"
"('Q9H444', 'Q9NZZ3')"
"('Q92764', 'O14964')"
"('O75170', 'O00221')"
"('Q8N490', 'P43364')"
"('P08670', 'Q13769')"
"('Q6PJG9', 'P62258')"
"('P26371', 'Q9NSA3')"
"('P40763', 'Q9UPT9')"
"('O43189', 'Q13620')"
"('P35573', 'Q92905')"
"('Q6SJ93', 'Q9NQ11')"
"('Q9NPF5', 'Q96Q83')"
"('O14976', 'Q8N556')"
"('O96017', 'Q15717')"
"('Q14790', 'O95786')"
"('P21246', 'P09211')"
"('Q13049', 'O60725')"
"('Q8WUY1', 'Q9Y5M8')"
"('Q96E35', 'Q9UKD1')"
"('O75528', 'Q9H6D7')"
"('Q9UBC3', 'Q9BVJ7')"
"('P05067', 'Q99719')"
"('P83876', 'Q9Y333')"
"('P04439', 'Q6UXL0')"
"('Q13049', 'P63104')"
"('Q13596', 'Q8IYD1')"
"('Q04917', 'Q9H4B6')"
"('P62826', 'Q9UIA9')"
"('Q9NYF8', 'P49760')"
"('O43586', 'P62899')"
"('P60329', 'Q5TA79')"
"('O76013', 'Q9ULA0')"
"('P00918', 'Q9H8Y5')"
"('P21145', 'Q16585')"
"('Q13422', 'Q9UBU8')"
"('P55201', 'Q99549')"
"('Q71U36', 'Q9C0C7')"
"('P14927', 'P24752')"
"('P01889', 'P20340')"
"('P63165', 'P43220')"
"('O00541', 'Q13416')"
"('Q9UDV6', 'P54646')"
"('P16333', 'Q9H1H9')"
"('Q9Y5A6', 'Q9NWS9')"
"('Q08211', 'P61513')"
"('P62266', 'P62750')"
"('O75044', 'Q9P0V3')"
"('Q92900', 'Q9UL18')"
"('P23526', 'Q9BV19')"
"('Q9Y4K3', 'Q7Z434')"
"('Q4V328', 'B9ZVM9')"
"('P62314', 'Q8IVT5')"
"('Q13233', 'P33981')"
"('P60510', 'Q9Y4K3')"
"('P08861', 'P43220')"
"('P17612', 'Q8NGX5')"
"('Q9ULM2', 'P60369')"
"('P06899', 'O15379')"
"('P02751', 'P62306')"
"('Q9BVG8', 'Q5SW79')"
"('Q8IZH2', 'Q9HAU5')"
"('Q0VD86', 'Q9H4Y5')"
"('P36543', 'Q17R98')"
"('Q3KQV3', 'Q9UID6')"
"('Q8IWL3', 'Q2PZI1')"
"('Q9NX70', 'O60244')"
"('P60484', 'Q14289')"
"('Q13620', 'P30203')"
"('Q92628', 'Q3SYB3')"
"('Q9UJW3', 'O43513')"
"('P01111', 'P23025')"
"('Q12904', 'Q12792')"
"('Q8NAV1', 'Q08170')"
"('P24043', 'Q14118')"
"('O14829', 'P31689')"
"('P01242', 'P24394')"
"('Q9H5Z6', 'Q8N6Y0')"
"('P17302', 'O95630')"
"('O75874', 'Q13185')"
"('P30679', 'P25024')"
"('Q13671', 'P55196')"
"('O94955', 'P07900')"
"('P29074', 'Q5T2T1')"
"('Q8N5Z5', 'Q2VPK5')"
"('Q8NDB6', 'Q86Z20')"
"('Q9H237', 'O96014')"
"('O43610', 'Q96SQ5')"
"('P46977', 'P58753')"
"('Q9NWS9', 'Q96N95')"
"('Q0D2K3', 'Q04864')"
"('P27487', 'P01303')"
"('O94972', 'Q8IYF1')"
"('P67870', 'Q6IQ26')"
"('P62979', 'P26358')"
"('Q9UBB4', 'Q9BUV8')"
"('P0DMV8', 'P31327')"
"('O60244', 'Q9NX70')"
"('P00966', 'P02795')"
"('O14817', 'Q8WW24')"
"('P50991', 'P53041')"
"('Q8IUQ4', 'O43255')"
"('Q6VN20', 'O95461')"
"('Q6WCQ1', 'Q8TCJ0')"
"('P03372', 'Q8N268')"
"('P35222', 'Q92997')"
"('Q9UHV7', 'P11473')"
"('Q9P0V3', 'Q9BQ89')"
"('O43852', 'Q9NP81')"
"('Q9BZV1', 'P05187')"
"('Q8WWX9', 'Q96EQ0')"
"('Q9Y3M2', 'Q9BZF3')"
"('Q9Y4K0', 'P30101')"
"('Q13043', 'Q9NZT1')"
"('Q13797', 'P46109')"
"('P07900', 'P42685')"
"('P46087', 'Q9UGY1')"
"('O00483', 'O95167')"
"('P27708', 'Q9NZC7')"
"('Q8WUT9', 'Q15717')"
"('O75147', 'P31689')"
"('Q13829', 'O60341')"
"('Q8NEN9', 'P58658')"
"('O14980', 'O43303')"
"('Q8N9I9', 'P62837')"
"('P62913', 'Q2TAL8')"
"('P35243', 'Q14161')"
"('Q5W150', 'O75478')"
"('P04637', 'Q9UK53')"
"('Q96H55', 'A6NI28')"
"('P20339', 'Q12846')"
"('Q14669', 'P78362')"
"('Q6VN20', 'P04440')"
"('O95340', 'Q13885')"
"('Q14764', 'Q15645')"
"('Q9NVU7', 'Q96J42')"
"('Q9UHQ9', 'A8MV81')"
"('Q9NZQ7', 'P21359')"
"('O15162', 'P78337')"
"('P08579', 'P27635')"
"('Q659A1', 'Q9HC84')"
"('Q6PCT2', 'Q05D32')"
"('Q01658', 'Q96ES7')"
"('Q9Y6N5', 'Q9NVX0')"
"('Q96RY7', 'Q9P2L0')"
"('P45880', 'P15336')"
"('P06493', 'P51587')"
"('P0CJ72', 'P25090')"
"('P61956', 'P46087')"
"('Q14781', 'P35227')"
"('P50402', 'P06858')"
"('P11498', 'Q13765')"
"('O15504', 'Q8N1F7')"
"('O76064', 'Q9BXI2')"
"('Q92574', 'Q8NEU8')"
"('Q8N6L0', 'Q96SE0')"
"('Q9UBN7', 'Q8IVL1')"
"('Q99708', 'O43255')"
"('P63167', 'O75330')"
"('O75530', 'Q14739')"
"('Q58FG1', 'Q5TFE4')"
"('Q92871', 'P0DPA2')"
"('P23258', 'Q9BSJ2')"
"('P20073', 'Q8IZ69')"
"('P52294', 'Q96CX2')"
"('Q53EZ4', 'Q49A88')"
"('Q00987', 'P78347')"
"('Q9BYD1', 'O75489')"
"('Q13469', 'P05112')"
"('Q58A45', 'O14980')"
"('P61088', 'P54578')"
"('Q13618', 'Q9Y230')"
"('O43781', 'Q96PU5')"
"('Q8N726', 'Q7Z6Z7')"
"('Q92769', 'P78364')"
"('Q15051', 'P46821')"
"('Q6PF18', 'Q9UMS0')"
"('Q9Y2W1', 'Q15287')"
"('P02794', 'P15313')"
"('P78329', 'P06241')"
"('Q07020', 'Q9UKV8')"
"('P35226', 'Q93084')"
"('Q96SY0', 'Q15573')"
"('Q7Z5K2', 'Q14683')"
"('P35070', 'O75360')"
"('P67775', 'P04629')"
"('Q9H7V2', 'Q6ZSS7')"
"('P05129', 'Q16236')"
"('P60033', 'P55884')"
"('Q9H269', 'P62280')"
"('P80370', 'Q9HD20')"
"('P30260', 'Q86T82')"
"('Q9UBK2', 'P51449')"
"('Q13418', 'Q9NZ01')"
"('Q8IU85', 'P18848')"
"('P38606', 'P04183')"
"('Q6PEX3', 'Q9BWT7')"
"('P41236', 'Q15435')"
"('Q96RG2', 'P20618')"
"('Q86YF9', 'Q9NQZ3')"
"('P10145', 'P61073')"
"('Q9Y6I3', 'Q9H4M9')"
"('Q13554', 'P29475')"
"('P04629', 'Q13310')"
"('Q9UER7', 'Q13472')"
"('P78317', 'P78364')"
"('Q9Y6K9', 'P61586')"
"('Q99853', 'P29692')"
"('Q9UKG9', 'O60641')"
"('P17301', 'O75578')"
"('P61803', 'Q8TCJ2')"
"('P43220', 'Q9NWU5')"
"('Q5JQF8', 'P62324')"
"('P61006', 'Q6ZRR9')"
"('P49736', 'P18077')"
"('P30260', 'Q96C86')"
"('Q9HBU9', 'Q9ULQ1')"
"('O95633', 'O14793')"
"('Q9NRD1', 'Q9UG63')"
"('Q96EG3', 'P10074')"
"('Q92769', 'P55316')"
"('Q14684', 'P01834')"
"('P62826', 'Q13347')"
"('Q13148', 'Q9Y383')"
"('Q3LI70', 'Q96MA1')"
"('Q8TBB1', 'O75382')"
"('Q9P0L2', 'Q7KZI7')"
"('Q9Y230', 'P27105')"
"('P12544', 'P0DMV9')"
"('P62341', 'Q9BT09')"
"('Q15185', 'P10275')"
"('Q7L0Q8', 'O15304')"
"('P24941', 'P11387')"
"('P49023', 'P13688')"
"('Q9UPN7', 'P13727')"
"('P34897', 'Q96M86')"
"('Q96SY0', 'Q9Y337')"
"('O60506', 'P27694')"
"('Q13617', 'Q99627')"
"('P17612', 'P46019')"
"('P62495', 'O14980')"
"('P68036', 'Q9H0M0')"
"('Q08170', 'Q01081')"
"('Q66LE6', 'Q9NPF5')"
"('Q9P0T4', 'Q9HD26')"
"('Q13617', 'Q15048')"
"('Q9UKT9', 'Q5JVF3')"
"('O75044', 'P60763')"
"('Q8N228', 'P41229')"
"('P55072', 'P0CG30')"
"('Q03933', 'Q8TAP6')"
"('Q96H22', 'Q9H8T0')"
"('Q5T5A8', 'Q9BYR6')"
"('O94806', 'P62993')"
"('O60566', 'Q15008')"
"('P62906', 'O14980')"
"('Q86VE0', 'P98179')"
"('Q14164', 'P37802')"
"('Q15025', 'Q8IUC2')"
"('Q16619', 'Q13261')"
"('P54274', 'P52657')"
"('P49840', 'Q9UBN7')"
"('P57078', 'Q6R327')"
"('P07948', 'O60674')"
"('Q9UNN5', 'Q9UH65')"
"('P63218', 'O00555')"
"('P11532', 'P08727')"
"('P23508', 'Q13616')"
"('P35579', 'Q6PJG2')"
"('Q9UKB1', 'P18583')"
"('P31946', 'P49674')"
"('P78527', 'O43156')"
"('P02511', 'P15692')"
"('P63167', 'Q92956')"
"('P35244', 'Q14683')"
"('P12755', 'P11216')"
"('Q9P2J5', 'P22314')"
"('Q99729', 'Q86VP6')"
"('Q8NBX0', 'O43149')"
"('Q5VTU8', 'Q9C0B0')"
"('Q96LB3', 'Q6VAB6')"
"('P62750', 'P49207')"
"('P38646', 'P13489')"
"('P30084', 'P62993')"
"('Q99714', 'P40925')"
"('Q9UNE7', 'P25685')"
"('P68363', 'P01023')"
"('Q9NQT8', 'Q7L804')"
"('P33151', 'P35221')"
"('Q96T60', 'P05067')"
"('P01566', 'P15509')"
"('Q8TAP6', 'Q7Z6R9')"
"('Q8N6Y0', 'Q15435')"
"('P01106', 'O00767')"
"('Q13416', 'P27694')"
"('Q70SY1', 'P49023')"
"('Q9H9B1', 'P83916')"
"('Q9BRK4', 'Q92993')"
"('P38936', 'Q99459')"
"('Q9NVV9', 'Q15014')"
"('O00629', 'Q6ZMK1')"
"('P15923', 'Q9UPN9')"
"('Q5TB80', 'A2RUB6')"
"('P61960', 'Q9NVE7')"
"('Q9H0A8', 'Q04206')"
"('P05019', 'Q16620')"
"('Q9UMX5', 'P51571')"
"('Q8N766', 'Q401N2')"
"('Q38SD2', 'O96013')"
"('P13612', 'O00560')"
"('Q15717', 'Q9Y6X2')"
"('Q9ULK4', 'Q04206')"
"('P51687', 'Q9H609')"
"('P63146', 'P04637')"
"('P01137', 'Q8N726')"
"('Q96A25', 'P24593')"
"('O95292', 'O43681')"
"('Q03405', 'Q7Z4G4')"
"('O95544', 'P30307')"
"('Q9BUY5', 'Q9H4E5')"
"('P61011', 'Q01664')"
"('O00159', 'P18206')"
"('Q9BZD4', 'P0C1Z6')"
"('P02452', 'Q7Z624')"
"('Q15392', 'P04637')"
"('Q14790', 'Q9UKQ9')"
"('Q05397', 'P15311')"
"('O00763', 'Q9BSM1')"
"('Q13136', 'Q9UNL4')"
"('Q9BSJ8', 'P24941')"
"('P78344', 'Q96GG9')"
"('Q5TC82', 'Q04637')"
"('Q9H228', 'Q9H3D4')"
"('Q8TD06', 'P31749')"
"('Q9UET6', 'P13804')"
"('Q86UW1', 'P54253')"
"('Q8TBB1', 'Q9H2G9')"
"('P51677', 'P49407')"
"('Q15291', 'Q9BRQ0')"
"('Q96HC4', 'P12830')"
"('P35575', 'P06727')"
"('P19525', 'P29597')"
"('P60866', 'P62753')"
"('Q9UQ88', 'Q8WVC0')"
"('O60260', 'P61077')"
"('Q92793', 'P17844')"
"('Q86U86', 'Q12834')"
"('Q9Y572', 'Q13555')"
"('Q03135', 'P61081')"
"('P07900', 'Q96S44')"
"('Q70E73', 'P49759')"
"('P08134', 'O14578')"
"('P68371', 'Q7Z6Z7')"
"('P63027', 'Q15836')"
"('Q9Y232', 'P83916')"
"('O75365', 'O14787')"
"('Q9NUW8', 'P55072')"
"('P19235', 'O14492')"
"('P51991', 'P06576')"
"('O14641', 'O00308')"
"('Q14152', 'P47813')"
"('Q9Y2X0', 'Q93074')"
"('P43360', 'Q53S33')"
"('P46379', 'P42771')"
"('P12814', 'Q05682')"
"('Q92841', 'P31943')"
"('O43143', 'Q9UL18')"
"('A6NE52', 'Q969H0')"
"('P0DML2', 'P16234')"
"('Q9UJZ1', 'P26599')"
"('P31942', 'P11308')"
"('Q8TF42', 'Q5T749')"
"('Q13315', 'P11532')"
"('Q15542', 'Q92804')"
"('Q13501', 'Q15149')"
"('Q9BRR6', 'Q86Y82')"
"('Q04206', 'Q9NPB9')"
"('P55060', 'O75897')"
"('P09651', 'P02538')"
"('Q04912', 'P26927')"
"('O75477', 'Q7L5A8')"
"('Q9BXJ8', 'Q6ZW49')"
"('O60260', 'P51965')"
"('P42677', 'Q9NYJ8')"
"('Q53TS8', 'Q13077')"
"('Q86VQ0', 'Q9HAV4')"
"('P05412', 'Q9UBW8')"
"('Q9H0R8', 'Q13011')"
"('O15067', 'Q9UKB1')"
"('P11274', 'Q5T5S1')"
"('P48146', 'A8MQ03')"
"('Q93009', 'O00743')"
"('P34897', 'O00267')"
"('Q13242', 'P14625')"
"('Q9Y228', 'A6NEM1')"
"('Q9BZS1', 'P30260')"
"('Q8IZU0', 'Q13426')"
"('P01130', 'P08253')"
"('O75031', 'Q16649')"
"('P04629', 'P31943')"
"('Q9UNX3', 'O43172')"
"('P21333', 'Q27J81')"
"('Q16082', 'Q00613')"
"('Q9BRT8', 'Q92870')"
"('Q9UM47', 'P19838')"
"('Q969P0', 'Q9UNX3')"
"('Q96C28', 'Q14593')"
"('Q9H5J8', 'Q15572')"
"('P49407', 'Q8NGG4')"
"('Q71U36', 'P60033')"
"('P41221', 'Q9NPG1')"
"('Q9UJY5', 'P78559')"
"('Q9H0R8', 'P10619')"
"('Q9BRK4', 'Q14134')"
"('P78386', 'Q96CS7')"
"('O14980', 'Q9UJY1')"
"('Q9NXF8', 'Q9UBU9')"
"('Q7L7L0', 'Q99877')"
"('Q9UL45', 'O95897')"
"('P05112', 'P15260')"
"('P18621', 'Q12986')"
"('Q9UBU9', 'P50402')"
"('Q13619', 'P27816')"
"('P47755', 'O15143')"
"('Q6NUS6', 'Q96A33')"
"('Q9NR45', 'P23508')"
"('Q9Y6M9', 'O14561')"
"('Q14807', 'O75147')"
"('Q08AD1', 'O75044')"
"('Q9NPJ3', 'P23508')"
"('Q9UNS2', 'P37108')"
"('O95714', 'Q3V6T2')"
"('Q5SSJ5', 'Q9BPW8')"
"('Q86YD7', 'Q4V328')"
"('Q9BVC6', 'P05412')"
"('O43502', 'O15315')"
"('Q92610', 'Q8N1G0')"
"('P35244', 'P11142')"
"('Q6IA86', 'P33176')"
"('Q92731', 'Q7Z7A1')"
"('Q96BA8', 'Q9NP94')"
"('P42680', 'Q8WV28')"
"('P27694', 'O94973')"
"('Q96NE9', 'Q9NPJ6')"
"('Q5SSJ5', 'O75147')"
"('P49450', 'P04637')"
"('Q8N1F1', 'Q93062')"
"('O15516', 'Q15276')"
"('P15036', 'P23771')"
"('O14519', 'Q8WWY6')"
"('O95073', 'Q9NP31')"
"('Q96JH8', 'P31939')"
"('Q9Y5X3', 'P53004')"
"('Q00005', 'Q02413')"
"('O75015', 'O60462')"
"('P35579', 'Q9H1I8')"
"('P05362', 'Q12905')"
"('Q6GYQ0', 'Q86X10')"
"('P01903', 'P08962')"
"('P62273', 'P61247')"
"('P04629', 'Q8WYA0')"
"('Q9UEU0', 'Q9NYZ3')"
"('P01889', 'Q96AY4')"
"('Q96KD3', 'P35637')"
"('P49407', 'P34982')"
"('P32780', 'Q13216')"
"('P49959', 'P61956')"
"('Q9Y5K5', 'P14373')"
"('Q9NZL9', 'P49903')"
"('O43829', 'Q9H0I2')"
"('Q9H147', 'P05198')"
"('P62191', 'Q53EL6')"
"('P30305', 'Q14966')"
"('P00326', 'Q86Y38')"
"('Q16665', 'Q96CJ1')"
"('Q9UHI6', 'O60939')"
"('Q8NGI4', 'P62873')"
"('Q92733', 'Q99459')"
"('Q9Y230', 'Q14974')"
"('P54920', 'Q9P1U0')"
"('Q96F45', 'O75593')"
"('Q9H492', 'O43684')"
"('A3KMH1', 'Q9Y6E7')"
"('Q13620', 'P83731')"
"('Q9H0R8', 'P15311')"
"('P04141', 'P42702')"
"('Q9ULQ1', 'O00165')"
"('P40337', 'P21980')"
"('P55786', 'P05412')"
"('P27694', 'Q9P2N5')"
"('Q96CB8', 'Q9UHL9')"
"('O60271', 'Q7Z6Z7')"
"('P05023', 'Q969M3')"
"('P78334', 'Q8TEQ8')"
"('P41250', 'Q9HCU4')"
"('Q9Y6H1', 'Q8IWZ5')"
"('O14641', 'O95996')"
"('P60409', 'Q14584')"
"('Q96A08', 'P04908')"
"('Q9C040', 'P51668')"
"('P42858', 'Q9Y277')"
"('Q7L576', 'P34925')"
"('Q9BRP8', 'F7VJQ1')"
"('O95208', 'Q9UBC2')"
"('P62857', 'O60828')"
"('Q9UK73', 'Q14493')"
"('Q07889', 'P12931')"
"('O75306', 'P10515')"
"('O75528', 'O75934')"
"('O15511', 'P49407')"
"('P04439', 'Q86X19')"
"('Q9NQ94', 'Q04864')"
"('Q9NXR1', 'P49454')"
"('Q7Z699', 'Q8IVS8')"
"('P36543', 'O43819')"
"('P35249', 'P54277')"
"('P16871', 'P06396')"
"('Q9H9H4', 'P54646')"
"('Q9Y4C2', 'Q15427')"
"('Q5SSJ5', 'P08238')"
"('P10276', 'Q96DI7')"
"('Q06136', 'P27824')"
"('O60500', 'P46940')"
"('Q02363', 'P11142')"
"('Q13769', 'Q07157')"
"('P07948', 'Q8IW52')"
"('Q03001', 'Q9NZM3')"
"('Q9BT49', 'Q9BRJ6')"
"('P27348', 'Q6IQ23')"
"('O43913', 'Q9UJX2')"
"('O43295', 'Q96KQ4')"
"('Q13287', 'Q9NVZ3')"
"('P0DMV8', 'Q9UGJ1')"
"('O00566', 'Q9BZE4')"
"('Q96J42', 'Q9ULH0')"
"('Q96S53', 'Q96QF0')"
"('Q15370', 'Q9BT78')"
"('O76036', 'P08670')"
"('P60866', 'Q9BSJ2')"
"('O14757', 'P51955')"
"('P63162', 'O75716')"
"('P62913', 'P62841')"
"('Q08257', 'Q9Y376')"
"('Q96I24', 'Q92922')"
"('Q6UWI4', 'Q86X19')"
"('P06213', 'Q9P035')"
"('Q86VP6', 'P13647')"
"('Q15759', 'Q16539')"
"('Q9HD36', 'P10415')"
"('P62879', 'Q13469')"
"('P15924', 'Q6IQ23')"
"('Q01844', 'Q99873')"
"('Q7Z3I7', 'P60370')"
"('Q9NR45', 'Q6P587')"
"('Q71U36', 'P02766')"
"('Q99871', 'Q7Z7A1')"
"('P16220', 'P0C869')"
"('Q96K58', 'Q00987')"
"('Q9P2K8', 'P62068')"
"('P53609', 'Q9H4M9')"
"('P0CAP1', 'Q7KZ85')"
"('P52272', 'P48634')"
"('Q12770', 'O94905')"
"('Q8IYW5', 'P51668')"
"('Q2WGJ6', 'P78358')"
"('O75874', 'P12830')"
"('P46777', 'P04637')"
"('Q693B1', 'Q13547')"
"('Q9Y5L4', 'P15311')"
"('Q13620', 'Q53HL2')"
"('P43146', 'P06730')"
"('Q01831', 'P19447')"
"('P53805', 'P05067')"
"('O95255', 'Q9Y2S2')"
"('P63098', 'Q12834')"
"('Q16595', 'A6NEM1')"
"('Q9H0H5', 'P58107')"
"('Q15532', 'Q14152')"
"('O75334', 'Q15811')"
"('O60934', 'P49959')"
"('P46379', 'P07949')"
"('P17612', 'Q12972')"
"('Q15365', 'Q9NTZ6')"
"('P36406', 'Q99933')"
"('Q9UKB1', 'Q15628')"
"('P31150', 'Q13263')"
"('P05388', 'Q9Y285')"
"('P63215', 'Q13698')"
"('P60709', 'P32942')"
"('P23327', 'Q32M78')"
"('Q9NQC8', 'Q8WWY3')"
"('O75386', 'Q14687')"
"('Q9BSH4', 'Q6NUQ1')"
"('Q9H9Z2', 'Q92900')"
"('P01854', 'Q13547')"
"('P08123', 'P21964')"
"('Q9H0U4', 'O96019')"
"('Q9H792', 'Q9H6Z9')"
"('Q9Y450', 'O14980')"
"('Q15172', 'O60359')"
"('Q7Z5Y7', 'O14980')"
"('P63279', 'P56693')"
"('P11142', 'P51991')"
"('Q9BX70', 'P52292')"
"('P14780', 'P01137')"
"('Q5SQH8', 'Q7Z4S6')"
"('Q02535', 'Q5RGS3')"
"('Q9ULW2', 'Q92997')"
"('Q96GQ7', 'P32969')"
"('Q99700', 'O43143')"
"('Q3KNV8', 'Q92793')"
"('O75448', 'Q9BTT4')"
"('Q14103', 'Q9UBU9')"
"('O00358', 'Q99626')"
