negatives
"('Q1KMD3', 'Q14240')"
"('O60664', 'P12980')"
"('P12034', 'P22607')"
"('Q13547', 'Q7Z2G1')"
"('P01889', 'P22061')"
"('Q9C0B7', 'O75365')"
"('P27348', 'Q96B36')"
"('P13010', 'Q15233')"
"('O14717', 'Q9GZR7')"
"('P78347', 'Q9Y2Q3')"
"('P62424', 'P26373')"
"('O60318', 'P25054')"
"('Q13535', 'P39880')"
"('O94832', 'O76071')"
"('O95551', 'Q01543')"
"('Q8IYI6', 'O75478')"
"('P01138', 'P11362')"
"('P60520', 'P16152')"
"('Q8IWV7', 'Q16363')"
"('Q01892', 'Q92793')"
"('P08865', 'P62241')"
"('Q9BZI7', 'Q6DKK2')"
"('P12004', 'P27695')"
"('P62873', 'P27986')"
"('P06400', 'P02545')"
"('Q9NPH9', 'P78552')"
"('P63104', 'Q9NYF3')"
"('Q96N67', 'P61586')"
"('P51817', 'P05026')"
"('P22612', 'Q93100')"
"('O00257', 'P51784')"
"('Q969T4', 'Q99856')"
"('B5ME19', 'P41567')"
"('O60762', 'Q15714')"
"('P61247', 'P60709')"
"('Q01196', 'Q92769')"
"('P42229', 'P42224')"
"('P19474', 'Q92793')"
"('P43629', 'P16220')"
"('343477', 'P31749')"
"('P78509', 'P05106')"
"('P46952', 'P52565')"
"('O43251', 'Q9P2R6')"
"('O94864', 'Q9UPT9')"
"('Q13748', 'P06241')"
"('Q9UER7', 'Q03518')"
"('P63151', 'Q13188')"
"('P08238', 'Q9BXA6')"
"('Q8WWW0', 'Q02833')"
"('O43294', 'O95425')"
"('P01567', 'Q9HBE5')"
"('Q9BXP5', 'P52735')"
"('Q9H0Y0', 'O94817')"
"('Q6NW29', 'Q8N5Z5')"
"('Q13573', 'Q9H6S0')"
"('Q9Y4X3', 'P51677')"
"('Q9Y5J5', 'P42704')"
"('P52333', 'Q14289')"
"('Q9UNE7', 'Q9H4L4')"
"('P62330', 'P78347')"
"('Q86X55', 'Q01201')"
"('Q16600', 'O60271')"
"('Q92945', 'O75815')"
"('P63244', 'P78396')"
"('Q9UM73', 'P21246')"
"('Q7L266', 'Q13163')"
"('Q9GZQ8', 'Q14145')"
"('Q9BSI4', 'Q13472')"
"('Q8NG31', 'Q99459')"
"('Q9UHV7', 'O95402')"
"('Q9BZK7', 'Q9Y618')"
"('Q9HC62', 'P55854')"
"('P23458', 'P16473')"
"('Q8NHZ7', 'Q09028')"
"('P26368', 'Q8IZL8')"
"('Q5T6S3', 'P63279')"
"('Q9NQZ6', 'P27986')"
"('Q8N392', 'O00212')"
"('Q14232', 'P05198')"
"('P30480', 'Q9Y266')"
"('Q99750', 'Q8NEC5')"
"('Q8NHU6', 'Q00537')"
"('Q10570', 'Q6P1J9')"
"('P01106', 'Q9BPX5')"
"('P17612', 'P18846')"
"('Q16778', 'Q96KK5')"
"('O95232', 'P61981')"
"('Q96H86', 'Q9UMX1')"
"('P08123', 'P43694')"
"('P49137', 'Q96BK5')"
"('O15525', 'Q9BYV9')"
"('P11171', 'P48047')"
"('574455', 'P03372')"
"('P54257', 'Q99728')"
"('Q03431', 'P84996')"
"('Q13501', 'Q9Y4K3')"
"('P07948', 'P05771')"
"('P01906', 'P01730')"
"('Q92608', 'P60953')"
"('P35609', 'O14974')"
"('O60739', 'P47813')"
"('Q8IUQ4', 'Q14160')"
"('P51398', 'Q00653')"
"('P35580', 'P20333')"
"('P04406', 'P15927')"
"('P62826', 'Q96D46')"
"('P61981', 'O75122')"
"('Q9UKA9', 'Q96PU8')"
"('P62993', 'O43559')"
"('Q9UQL6', 'Q99878')"
"('Q9NWB1', 'Q92530')"
"('P61088', 'Q13064')"
"('Q01105', 'P12544')"
"('O60262', 'P11229')"
"('Q9H8S9', 'Q15208')"
"('Q14919', 'Q9Y3D8')"
"('O14610', 'O00329')"
"('P09693', 'P43405')"
"('Q0VAR9', 'O15162')"
"('O75448', 'Q15648')"
"('Q8IWV7', 'P02794')"
"('P35579', 'Q99759')"
"('Q53ET0', 'O00470')"
"('P02458', 'O75578')"
"('Q9H190', 'Q96CG3')"
"('P43694', 'Q8WW38')"
"('Q9HC98', 'Q14683')"
"('Q9GZY6', 'Q07889')"
"('P78423', 'P51677')"
"('Q96AW1', 'O43504')"
"('O14610', 'Q01970')"
"('P52735', 'Q9NR09')"
"('Q14005', 'P11142')"
"('Q9UHF0', 'Q96AW1')"
"('P10636', 'P27348')"
"('P22105', 'P18084')"
"('Q12874', 'Q9UHX1')"
"('P30520', 'Q14164')"
"('O00206', 'Q9NPH5')"
"('P08246', 'P08572')"
"('Q13151', 'P55795')"
"('P50454', 'Q9Y328')"
"('P30939', 'P62879')"
"('Q8NEV8', 'O15198')"
"('O75015', 'P35354')"
"('O43639', 'Q13094')"
"('Q8N257', 'Q7L7L0')"
"('P50552', 'Q13683')"
"('P20908', 'Q13797')"
"('P62906', 'P47914')"
"('P26639', 'P62330')"
"('Q96G25', 'P10827')"
"('P60510', 'P15924')"
"('Q96PY5', 'O75400')"
"('Q00987', 'Q9UM73')"
"('Q15361', 'Q15797')"
"('Q15005', 'Q9NY93')"
"('P40225', 'Q08334')"
"('P19174', 'O14490')"
"('P43358', 'Q86WT6')"
"('P03372', 'Q9H467')"
"('Q16537', 'Q92736')"
"('Q9UNY4', 'P43243')"
"('P21757', 'P08107')"
"('Q9Y2Q3', 'Q9UM00')"
"('Q13315', 'Q9UGP5')"
"('Q9Y243', 'Q6ZSY5')"
"('P78552', 'P31785')"
"('Q04917', 'Q92574')"
"('O96000', 'P03886')"
"('Q05655', 'P00533')"
"('P10828', 'Q14686')"
"('Q07817', 'Q13625')"
"('Q96B02', 'Q86UW7')"
"('Q13616', 'P28562')"
"('Q16643', 'P13693')"
"('P18754', 'P55084')"
"('Q9NZU5', 'Q9HAU4')"
"('Q6VMQ6', 'P98161')"
"('P35626', 'Q8NH67')"
"('P30050', 'P35268')"
"('Q99459', 'Q9NYL9')"
"('Q13137', 'Q7L590')"
"('O00221', 'P08238')"
"('Q9Y4K3', 'P61160')"
"('P05362', 'P26038')"
"('P63104', 'P00403')"
"('P06241', 'Q9Y3P8')"
"('Q08043', 'P16144')"
"('O75762', 'Q9NQC7')"
"('P62158', 'P25963')"
"('P01876', 'Q8IY92')"
"('P54253', 'Q2M1K9')"
"('Q96GP6', 'P16333')"
"('Q5ST30', 'Q14197')"
"('Q02750', 'Q96RU7')"
"('Q9Y5X1', 'O00401')"
"('P41235', 'P12931')"
"('Q9UM11', 'O75943')"
"('Q8IUQ4', 'Q86UC2')"
"('P17612', 'P51828')"
"('P35462', 'P16520')"
"('Q07157', 'P60709')"
"('P51665', 'Q9UNM6')"
"('Q92765', 'P56703')"
"('Q06187', 'P48426')"
"('P55196', 'Q9Y2D8')"
"('P34969', 'O95467')"
"('Q07889', 'P01100')"
"('P52756', 'P07910')"
"('Q02750', 'Q13164')"
"('P42766', 'P83881')"
"('P06493', 'P19525')"
"('P05771', 'Q9GZQ8')"
"('Q92993', 'Q9HC52')"
"('P09651', 'Q15428')"
"('P05362', 'P16885')"
"('P33176', 'Q8IUQ4')"
"('P28070', 'Q9Y5K5')"
"('Q13616', 'Q99618')"
"('O14920', 'Q04206')"
"('P52594', 'P51809')"
"('Q03518', 'Q14164')"
"('Q02543', 'P46777')"
"('Q9Y4H2', 'P48357')"
"('Q15796', 'P48436')"
"('Q04206', 'P80188')"
"('P26196', 'Q99459')"
"('P16104', 'O60814')"
"('Q00653', 'Q9Y230')"
"('Q9UHY1', 'Q9H4K1')"
"('P62993', 'P10909')"
"('Q00887', 'Q13485')"
"('P01106', 'Q9HAV7')"
"('P17252', 'P12931')"
"('P19793', 'P49841')"
"('P78395', 'P62877')"
"('P48443', 'P10826')"
"('Q8IVG9', 'Q9HD36')"
"('Q9UBB5', 'Q14839')"
"('Q04206', 'Q13489')"
"('Q9H204', 'Q92882')"
"('P23771', 'O15520')"
"('O43251', 'Q86U06')"
"('Q9UHD0', 'Q99665')"
"('P20339', 'Q01968')"
"('Q8IWV7', 'P63146')"
"('P10914', 'Q99731')"
"('O95897', 'P50502')"
"('P46459', 'Q9UKR5')"
"('P10415', 'Q16611')"
"('Q9NQC3', 'P54920')"
"('P16220', 'O95391')"
"('P19525', 'Q16236')"
"('P52758', 'Q9Y4K3')"
"('Q13077', 'Q96CV9')"
"('P35268', 'P62906')"
"('P09234', 'Q9BWF3')"
"('Q9UQ13', 'Q96RT1')"
"('Q14694', 'Q99459')"
"('P35626', 'Q8NGF3')"
"('P61353', 'P61254')"
"('P16581', 'O14744')"
"('P61513', 'Q92901')"
"('P48556', 'Q9BRP4')"
"('Q96DE5', 'Q12834')"
"('P19793', 'Q13393')"
"('P17612', 'P17861')"
"('Q9P1W9', 'Q9NTM9')"
"('P13639', 'P08238')"
"('Q9P2W3', 'P45984')"
"('Q15291', 'Q16778')"
"('P61962', 'Q15796')"
"('P52798', 'Q02763')"
"('P05204', 'Q86U86')"
"('Q9BQG1', 'O95782')"
"('Q9BQ66', 'Q14966')"
"('P21291', 'Q9UHF1')"
"('O15111', 'P07437')"
"('P10276', 'Q96T58')"
"('Q96NG5', 'Q9NQT4')"
"('P18146', 'P01210')"
"('Q15714', 'Q16082')"
"('P0CG48', 'Q12933')"
"('Q9Y3B9', 'P56537')"
"('P78527', 'P04637')"
"('P35913', 'P18545')"
"('P00519', 'O60504')"
"('Q8N8V2', 'P49903')"
"('P12931', 'P20936')"
"('P14866', 'P35637')"
"('O94805', 'Q9UJX2')"
"('O14745', 'P23508')"
"('P20336', 'Q96C24')"
"('Q86Y13', 'Q712K3')"
"('Q9Y4K3', 'P06239')"
"('P16220', 'Q9UM01')"
"('Q9Y2X8', 'P14373')"
"('Q9Y265', 'Q9HCS4')"
"('Q00978', 'Q01628')"
"('Q00653', 'P02778')"
"('P53779', 'Q96J02')"
"('Q13546', 'Q9Y6K9')"
"('Q07890', 'O00329')"
"('P62244', 'Q9UKW6')"
"('Q8WXH5', 'P52630')"
"('P50539', 'O60333')"
"('O75116', 'O60237')"
"('Q9Y266', 'Q99759')"
"('Q13315', 'P46821')"
"('P61006', 'P61026')"
"('P25398', 'P35544')"
"('Q15393', 'P04792')"
"('Q9HBW0', 'P59768')"
"('P48059', 'O60711')"
"('Q9P2R6', 'Q96KQ7')"
"('P23588', 'Q14152')"
"('P23508', 'Q9NR30')"
"('Q13573', 'P62495')"
"('P08754', 'Q9H492')"
"('P27635', 'P12931')"
"('Q9Y6J9', 'O75478')"
"('Q13315', 'Q6PJT7')"
"('Q9P2P5', 'P15374')"
"('P20265', 'Q09472')"
"('O43889', 'Q16649')"
"('P53567', 'Q15744')"
"('Q9Y490', 'Q13573')"
"('P04049', 'P35232')"
"('P62910', 'Q99558')"
"('Q8TCW9', 'P17612')"
"('Q9GZX6', 'P14784')"
"('O95832', 'Q8NI35')"
"('Q13554', 'Q9NZT1')"
"('Q92616', 'Q9Y4P8')"
"('Q92993', 'O95295')"
"('P27635', 'P62829')"
"('P61758', 'Q99759')"
"('Q8WWB3', 'P56597')"
"('Q9H173', 'Q9Y4E8')"
"('P84022', 'P05412')"
"('Q16445', 'P46459')"
"('P06241', 'O00459')"
"('Q9H2V7', 'Q9H1C4')"
"('Q5UIP0', 'P05026')"
"('P20936', 'Q15910')"
"('Q9Y2X8', 'Q9BYM8')"
"('Q13432', 'P05091')"
"('P68366', 'P68371')"
"('P16220', 'P08235')"
"('Q13535', 'O00273')"
"('P01892', 'Q13241')"
"('O15117', 'Q9UI08')"
"('Q93009', 'Q10586')"
"('P10586', 'Q9Y4H2')"
"('P06756', 'P05106')"
"('P43405', 'P15311')"
"('Q969P5', 'P63208')"
"('Q9UJC3', 'Q9H8T0')"
"('P01275', 'P47871')"
"('P62910', 'P61927')"
"('O43674', 'O95298')"
"('P60228', 'Q9Y478')"
"('P78539', 'Q15118')"
"('Q16254', 'Q5TKA1')"
"('Q14974', 'O60684')"
"('O43318', 'P60709')"
"('Q9NS87', 'Q12873')"
"('P56537', 'P07954')"
"('Q9P209', 'Q15154')"
"('Q9UBD5', 'Q13416')"
"('P01106', 'P04843')"
"('P62987', 'Q99759')"
"('Q96BR9', 'Q96JP2')"
"('P06213', 'O00459')"
"('Q149N8', 'P37268')"
"('Q96RI0', 'Q5JWF2')"
"('P60709', 'P11532')"
"('P62945', 'P36578')"
"('P38432', 'Q9NR22')"
"('P49207', 'Q92901')"
"('Q9BT40', 'P11217')"
"('P01589', 'Q8WYR1')"
"('P18074', 'P04637')"
"('Q13330', 'Q12873')"
"('P55735', 'Q5JSH3')"
"('P17858', 'Q14164')"
"('P00338', 'P20823')"
"('P57727', 'P19793')"
"('P62753', 'P23396')"
"('P20333', 'P29508')"
"('O14490', 'P46108')"
"('Q15796', 'P37275')"
"('O15131', 'Q9HCU9')"
"('P25791', 'P42224')"
"('P00519', 'Q9UN72')"
"('O75381', 'Q8TAQ2')"
"('P51946', 'P33993')"
"('P62993', 'P49411')"
"('406937', 'P15941')"
"('Q15075', 'P51149')"
"('Q6ZVK8', 'Q96GX9')"
"('Q13151', 'Q13243')"
"('Q8NAV1', 'Q8IWX8')"
"('P09874', 'Q02539')"
"('Q9H7E9', 'P42356')"
"('Q9NZN5', 'P61586')"
"('Q9P2G9', 'Q13257')"
"('Q13200', 'Q92597')"
"('Q9NRR4', 'P17844')"
"('Q13077', 'P28908')"
"('P07900', 'Q9Y239')"
"('P17568', 'Q16795')"
"('Q08379', 'Q9H8Y8')"
"('P62910', 'Q9UNX3')"
"('Q9NRI5', 'Q9NQW7')"
"('P20963', 'P43403')"
"('Q02790', 'O95166')"
"('O14744', 'O00267')"
"('Q9UHC6', 'Q02246')"
"('Q8TEM1', 'Q9BW27')"
"('Q8NEV4', 'P35637')"
"('P26010', 'O43707')"
"('Q5JSP0', 'P60953')"
"('O43294', 'P04150')"
"('Q15572', 'O95602')"
"('P35998', 'P01106')"
"('Q15256', 'P27361')"
"('P78556', 'P41597')"
"('Q14197', 'P23786')"
"('Q9Y3C7', 'Q86U06')"
"('O43306', 'P17612')"
"('O15504', 'Q9BW27')"
"('P41252', 'Q99759')"
"('P10114', 'O00238')"
"('Q9NX58', 'Q9H6S0')"
"('P60866', 'P62273')"
"('P19875', 'P51684')"
"('P01570', 'Q99665')"
"('P42768', 'P61158')"
"('Q8N6C5', 'Q9ULT8')"
"('P40763', 'P17706')"
"('Q7Z699', 'P10721')"
"('P13232', 'P52333')"
"('O95169', 'Q86Y39')"
"('Q13885', 'O60603')"
"('P62424', 'Q92900')"
"('O14493', 'O95484')"
"('P04085', 'P10721')"
"('P63104', 'P25205')"
"('P04908', 'Q8N257')"
"('P06748', 'Q9UKV8')"
"('Q9UGI9', 'Q8N122')"
"('P10636', 'P43004')"
"('O14757', 'P30291')"
"('Q5TCX8', 'P31946')"
"('P15391', 'P13164')"
"('Q15118', 'P12956')"
"('Q13043', 'P98177')"
"('Q99728', 'Q8WYH8')"
"('O95182', 'P03886')"
"('Q8WXG6', 'Q16849')"
"('Q9NQB0', 'Q14526')"
"('P61956', 'P13196')"
"('P08865', 'P04156')"
"('P23945', 'Q5JWF2')"
"('P07359', 'P43405')"
"('Q7Z4K8', 'Q5VVX9')"
"('P43629', 'P02749')"
"('P50914', 'P83881')"
"('P38432', 'Q99873')"
"('P54646', 'Q8WY54')"
"('Q99459', 'Q92769')"
"('P32121', 'Q8NGH8')"
"('P08648', 'Q9UKX5')"
"('Q99967', 'Q92481')"
"('O75293', 'P12004')"
"('P61086', 'O75400')"
"('P15036', 'P18146')"
"('P11940', 'O15264')"
"('Q99614', 'P30679')"
"('Q9Y6Q6', 'Q13077')"
"('P10276', 'Q96F24')"
"('Q8IXH7', 'P18615')"
"('Q09161', 'O14980')"
"('Q969T4', 'Q13064')"
"('P49792', 'P78406')"
"('P05129', 'P22612')"
"('Q96BN2', 'Q8NEM7')"
"('Q59H18', 'P68032')"
"('Q92854', 'O43157')"
"('P06400', 'P15056')"
"('O94817', 'P62273')"
"('P56537', 'O75665')"
"('P36954', 'A0JLT2')"
"('P62993', 'Q96NZ9')"
"('Q96A32', 'P60709')"
"('Q9ULG1', 'Q9Y5K5')"
"('P62330', 'P52272')"
"('O75815', 'Q15365')"
"('P23508', 'Q96EY4')"
"('Q15831', 'P54646')"
"('O14763', 'Q15628')"
"('P26992', 'Q96RY5')"
"('Q96A37', 'Q9H832')"
"('P35557', 'Q14397')"
"('Q99755', 'P42768')"
"('P42229', 'Q92731')"
"('Q9NZI8', 'P08151')"
"('P32246', 'P63096')"
"('Q9UIB8', 'O60880')"
"('Q9NZJ5', 'O15264')"
"('O75554', 'O43516')"
"('Q9H160', 'Q96ST3')"
"('Q5JVL4', 'Q8IYF3')"
"('P15170', 'P62495')"
"('Q13114', 'Q9Y6K9')"
"('P51114', 'Q9Y383')"
"('Q13573', 'Q8WYA6')"
"('P22694', 'Q9UBI6')"
"('P52272', 'O95400')"
"('P01889', 'P29401')"
"('Q8NGN5', 'P38405')"
"('Q99829', 'P63104')"
"('P51149', 'P40337')"
"('Q9UL68', 'Q9NRI5')"
"('P28562', 'Q15759')"
"('P45984', 'O43379')"
"('O15467', 'P51685')"
"('P15923', 'P15172')"
"('Q9Y6K9', 'Q8TEL6')"
"('Q15046', 'P43034')"
"('Q6VMQ6', 'P08572')"
"('P32456', 'P49903')"
"('P06748', 'P52292')"
"('O76093', 'P16234')"
"('Q9H2U1', 'Q9NVD7')"
"('P62979', 'P58335')"
"('Q01201', 'Q3ZCQ8')"
"('Q9NZN8', 'P52789')"
"('P35609', 'P18564')"
"('P31947', 'Q00987')"
"('P15976', 'P01033')"
"('P60903', 'Q15047')"
"('P01562', 'Q8IU57')"
"('P63151', 'P52630')"
"('P48736', 'P14415')"
"('Q15291', 'Q99879')"
"('P42704', 'Q9Y4K3')"
"('P11047', 'Q14112')"
"('O75448', 'Q9BWU1')"
"('Q96AH8', 'Q9BUF5')"
"('P38432', 'Q9P2K6')"
"('P28482', 'O15119')"
"('Q13485', 'Q13153')"
"('P03886', 'O95169')"
"('P16104', 'Q14676')"
"('P05787', 'P15924')"
"('P98170', 'O75800')"
"('Q06124', 'P08581')"
"('P11802', 'P40305')"
"('P10600', 'P35228')"
"('Q13503', 'P52735')"
"('Q13555', 'O75369')"
"('Q15459', 'O75554')"
"('P30457', 'Q9NYU1')"
"('Q16659', 'Q14103')"
"('P12645', 'Q8TEU8')"
"('P30480', 'P04179')"
"('P38159', 'Q14011')"
"('O14776', 'Q8N2W9')"
"('O00232', 'P35998')"
"('P30281', 'Q08999')"
"('O94992', 'O60563')"
"('P14866', 'Q8IYB3')"
"('Q9P2W3', 'P28482')"
"('Q96EB6', 'P01375')"
"('Q8IXK0', 'Q5VTD9')"
"('P43246', 'P12004')"
"('P33076', 'P17947')"
"('P53350', 'P28070')"
"('Q9UQM7', 'Q14315')"
"('Q9Y6Q6', 'P07948')"
"('Q96JM2', 'P40424')"
"('P98177', 'P24522')"
"('Q04724', 'Q9Y261')"
"('P40225', 'P42701')"
"('P35232', 'Q01094')"
"('P26367', 'P20226')"
"('P18206', 'O00401')"
"('P00533', 'O14654')"
"('P36897', 'P98170')"
"('Q9UJV9', 'P55157')"
"('P07357', 'P07358')"
"('P05154', 'P00749')"
"('Q13191', 'Q9Y3C5')"
"('P62258', 'Q9Y572')"
"('Q07666', 'O43251')"
"('O60658', 'Q15653')"
"('O60925', 'Q9H9A7')"
"('Q9Y388', 'Q14562')"
"('P23229', 'Q13683')"
"('O00401', 'Q9Y5X1')"
"('P62701', 'P42677')"
"('Q86WN2', 'Q14626')"
"('P35626', 'Q8NGQ3')"
"('Q13151', 'P49368')"
"('Q92765', 'P56704')"
"('Q12986', 'P22626')"
"('P26373', 'P61313')"
"('P62873', 'P08172')"
"('P35557', 'Q13233')"
"('P62330', 'P22695')"
"('P21860', 'P27701')"
"('P27361', 'Q13733')"
"('O95994', 'Q9Y3C7')"
"('P08069', 'P63092')"
"('Q16082', 'Q9HAW0')"
"('Q13114', 'O00463')"
"('P15941', 'P07948')"
"('P04908', 'Q9UKV0')"
"('P14784', 'Q8WYR1')"
"('P62807', 'P0C0S5')"
"('O43678', 'O43676')"
"('Q14585', 'P18146')"
"('Q15172', 'P32121')"
"('P07384', 'P55957')"
"('Q9Y478', 'Q04941')"
"('Q9H0E2', 'Q13490')"
"('Q9NP97', 'P37173')"
"('P21860', 'P19174')"
"('Q15573', 'P04637')"
"('O75352', 'Q15126')"
"('P63220', 'P62241')"
"('Q9BY78', 'Q7Z7E8')"
"('P62195', 'P13805')"
"('Q14767', 'P00519')"
"('P01891', 'P01889')"
"('Q9P1U1', 'O43242')"
"('Q6IA17', 'P04843')"
"('Q14155', 'Q9Y2X7')"
"('Q99466', 'Q15796')"
"('P08631', 'Q99816')"
"('P63165', 'Q14865')"
"('Q01201', 'P60709')"
"('Q13546', 'P01375')"
"('P0DJD0', 'P46060')"
"('Q9UPS6', 'Q9P0U4')"
"('P62136', 'Q93100')"
"('Q68EM7', 'Q9BY11')"
"('P63167', 'P08670')"
"('P0CG48', 'Q93008')"
"('Q9BVP2', 'Q9Y6K5')"
"('P61981', 'O60282')"
"('P17661', 'P63104')"
"('Q14112', 'P15502')"
"('P78527', 'Q04206')"
"('O95139', 'O43674')"
"('P42224', 'P20333')"
"('P14780', 'P53420')"
"('P05112', 'Q9HC73')"
"('Q9Y3A3', 'Q9P289')"
"('Q15303', 'Q9NR46')"
"('Q9NZ42', 'Q9UM47')"
"('Q99962', 'Q9UPN7')"
"('P55773', 'P25025')"
"('Q13683', 'P05556')"
"('P01106', 'Q13422')"
"('Q9NY59', 'Q14194')"
"('Q86XL3', 'P62714')"
"('Q13469', 'O95644')"
"('P57737', 'Q15370')"
"('O75916', 'P63096')"
"('P06756', 'P46109')"
"('P62191', 'P06400')"
"('Q8IXH7', 'P33993')"
"('Q14738', 'Q9UPR3')"
"('O15162', 'P00533')"
"('O14492', 'P29353')"
"('P61313', 'P49207')"
"('P84022', 'P60709')"
"('Q9P212', 'P41743')"
"('P63173', 'P42766')"
"('Q96RL7', 'P27986')"
"('Q7Z460', 'P61981')"
"('P52948', 'Q8NFH4')"
"('P01242', 'P78552')"
"('Q7Z3C6', 'Q16659')"
"('O75038', 'P05129')"
"('P10276', 'P78543')"
"('P82094', 'Q5VTD9')"
"('P30101', 'P27797')"
"('O14908', 'Q9Y3T9')"
"('Q99062', 'O60674')"
"('P04406', 'Q06830')"
"('Q01844', 'Q9P2K8')"
"('P25391', 'P98095')"
"('Q969G3', 'O00716')"
"('Q07444', 'Q15596')"
"('P40337', 'Q04941')"
"('P62879', 'P53779')"
"('Q9BZL1', 'O43290')"
"('Q9Y6K9', 'Q13501')"
"('Q9NS56', 'P62837')"
"('Q7LG56', 'P62979')"
"('P63092', 'Q9UBI6')"
"('P05412', 'O14641')"
"('P12107', 'P26012')"
"('Q8N8V2', 'Q96QZ7')"
"('Q8NFZ5', 'Q00653')"
"('O14641', 'P05129')"
"('Q9BQ61', 'P09012')"
"('P02778', 'P27487')"
"('Q99459', 'Q96T58')"
"('Q13247', 'Q15365')"
"('406947', 'O15524')"
"('O43678', 'O95167')"
"('P30876', 'P49841')"
"('P13987', 'Q6WCQ1')"
"('Q16625', 'P56750')"
"('P62993', 'P02545')"
"('P02774', 'P98164')"
"('P48454', 'Q08209')"
"('P01583', 'Q04206')"
"('Q01082', 'P63104')"
"('Q14738', 'P19429')"
"('Q13535', 'P17066')"
"('P62851', 'P62269')"
"('P09619', 'O00329')"
"('P42226', 'P17676')"
"('Q06546', 'P10599')"
"('P06241', 'Q04759')"
"('P09086', 'P04150')"
"('Q9UN88', 'P60520')"
"('P10827', 'Q71F56')"
"('P27037', 'P36894')"
"('Q9UL18', 'Q7L2E3')"
"('P08908', 'P63096')"
"('O15105', 'P57059')"
"('P09619', 'Q01970')"
"('P42858', 'O60828')"
"('Q12840', 'Q16637')"
"('P61956', 'Q92934')"
"('P78371', 'P67775')"
"('P10914', 'P10275')"
"('Q96GD4', 'O15392')"
"('Q13642', 'Q02952')"
"('P18146', 'Q8IUH4')"
"('O75844', 'Q9UET6')"
"('P61254', 'P62424')"
"('P35249', 'P63104')"
"('Q9UMX1', 'P08151')"
"('O43294', 'P49023')"
"('Q13490', 'Q9H0E2')"
"('Q92729', 'P42768')"
"('Q8IWX8', 'O43290')"
"('O60343', 'Q92547')"
"('P48736', 'Q9NPH3')"
"('P78371', 'O94868')"
"('P17676', 'Q16254')"
"('P59768', 'O00329')"
"('Q9UPY3', 'P12236')"
"('O15379', 'Q9UKV0')"
"('P27815', 'Q13501')"
"('P01889', 'Q9UBT2')"
"('Q9Y478', 'Q16822')"
"('Q9H5Z6', 'Q15654')"
"('P04264', 'P00533')"
"('P42330', 'P43364')"
"('P11229', 'P16520')"
"('145781', 'Q9NZD4')"
"('P62987', 'P01106')"
"('P43243', 'P23246')"
"('Q9Y5I1', 'O95433')"
"('Q9P0M6', 'Q08945')"
"('O75554', 'O60610')"
"('O15392', 'O14965')"
"('P63104', 'Q8WXG6')"
"('Q13464', 'P36873')"
"('P30101', 'P11047')"
"('Q96T88', 'P84243')"
"('P24723', 'Q8TAA9')"
"('Q15583', 'Q5UIP0')"
"('Q13616', 'P20248')"
"('Q9UM11', 'Q13042')"
"('P10242', 'Q92793')"
"('P47898', 'P84996')"
"('P04406', 'Q14653')"
"('P38646', 'O95819')"
"('Q6P2E9', 'Q9NPI6')"
"('Q969S3', 'P10244')"
"('Q08043', 'O43707')"
"('Q71U36', 'P49841')"
"('Q14161', 'Q9NR80')"
"('Q00535', 'P10636')"
"('Q16594', 'Q12962')"
"('O14818', 'P28066')"
"('Q92793', 'P49675')"
"('Q9Y4K3', 'P43686')"
"('Q96EK5', 'Q9BS34')"
"('P63218', 'Q16539')"
"('P46937', 'Q15796')"
"('P14866', 'P63104')"
"('P63104', 'Q08043')"
"('P07550', 'Q8TEY7')"
"('Q96A08', 'P20671')"
"('P16157', 'Q5VST9')"
"('Q86T65', 'Q92997')"
"('O75379', 'Q9UNK0')"
"('P03989', 'P61769')"
"('P63027', 'Q16623')"
"('P50222', 'P52198')"
"('O75251', 'P03891')"
"('Q8WXE1', 'Q92547')"
"('Q9NY93', 'Q9H9D4')"
"('P48147', 'Q9Y478')"
"('P10767', 'P35916')"
"('Q9UL18', 'P17844')"
"('O43318', 'P45984')"
"('Q13432', 'Q9HC52')"
"('Q9NVP2', 'P78330')"
"('Q9BRT9', 'Q7L590')"
"('Q12788', 'Q9Y5X4')"
"('P36406', 'Q8NFF5')"
"('Q9NVU0', 'P19388')"
"('Q9Y6W5', 'Q8IZP0')"
"('Q12983', 'Q08722')"
"('P10242', 'P18146')"
"('P60484', 'P04637')"
"('Q53HC9', 'P43360')"
"('O95500', 'Q96B33')"
"('P68400', 'P13861')"
"('Q15435', 'P36873')"
"('P45973', 'Q5UIP0')"
"('Q14974', 'P21246')"
"('Q14498', 'Q99459')"
"('P51817', 'Q14721')"
"('P49768', 'Q14118')"
"('Q14164', 'Q9NTJ3')"
"('P52799', 'P54764')"
"('P26196', 'Q9NRM2')"
"('P02656', 'P02647')"
"('P22694', 'P54840')"
"('P09429', 'P39748')"
"('Q8TD86', 'Q08209')"
"('O43809', 'P48740')"
"('O15360', 'Q9BXW9')"
"('Q96FI4', 'P12004')"
"('P22087', 'Q9Y6D6')"
"('P61106', 'P30480')"
"('O43187', 'P49768')"
"('P17028', 'P51693')"
"('Q14203', 'P54727')"
"('O00217', 'O75251')"
"('Q92934', 'Q9P1W9')"
"('P62899', 'P83731')"
"('Q9Y6N6', 'Q14118')"
"('Q13315', 'Q99569')"
"('P01568', 'Q99062')"
"('P50150', 'O15264')"
"('P05787', 'P29353')"
"('Q13557', 'P15336')"
"('O95782', 'P53675')"
