negatives
"('Q3B7T1', 'Q9H840')"
"('P01106', 'P43243')"
"('Q12933', 'Q9Y230')"
"('P32121', 'Q7Z3T1')"
"('Q96EV2', 'P55854')"
"('Q9BZ29', 'Q07890')"
"('P27986', 'O43918')"
"('P62241', 'P46782')"
"('Q96EB6', 'Q9GZQ8')"
"('O43566', 'P09471')"
"('P15882', 'P04626')"
"('O60341', 'Q15047')"
"('P08637', 'A2IXV5')"
"('O43660', 'Q9UMS4')"
"('Q15287', 'Q9BUQ8')"
"('P33993', 'P33992')"
"('Q96EE3', 'Q99459')"
"('Q96A26', 'Q14164')"
"('Q6ZU52', 'Q96ED9')"
"('P49767', 'P04626')"
"('P18859', 'P24539')"
"('O43175', 'Q14164')"
"('Q92583', 'P61073')"
"('P46695', 'P46379')"
"('Q13616', 'Q00839')"
"('P61981', 'Q0VF96')"
"('O95163', 'Q93008')"
"('Q04771', 'Q96D21')"
"('Q9Y6D9', 'Q9H4K1')"
"('Q9P2A4', 'Q96F07')"
"('Q99729', 'O94817')"
"('Q96B02', 'Q86YT6')"
"('P10828', 'Q92831')"
"('P60660', 'P19438')"
"('Q9H461', 'O14641')"
"('P46379', 'Q9H095')"
"('P17980', 'P54253')"
"('Q13424', 'O60241')"
"('Q14164', 'Q9UBB6')"
"('P28482', 'P62136')"
"('P04637', 'O15126')"
"('P61224', 'O43566')"
"('P11171', 'P24534')"
"('Q9UBP5', 'Q96EB6')"
"('P62841', 'P62857')"
"('P61077', 'Q6ZSG1')"
"('P35609', 'Q8IYT8')"
"('Q15287', 'P67809')"
"('Q02750', 'Q9UKG9')"
"('Q14192', 'P38398')"
"('P61513', 'P18621')"
"('P05129', 'P04049')"
"('P25788', 'O00488')"
"('Q9UBD5', 'Q7L590')"
"('P20618', 'Q9Y244')"
"('P13569', 'P25490')"
"('Q15019', 'Q9H9E3')"
"('P48552', 'Q13285')"
"('Q8NFD5', 'Q01201')"
"('P51681', 'P63096')"
"('P46934', 'P07948')"
"('O95292', 'P48039')"
"('P01303', 'P43115')"
"('Q8IWF7', 'P02792')"
"('P19320', 'Q9HBY0')"
"('P41182', 'Q9H0J9')"
"('P08246', 'Q08117')"
"('Q02556', 'P10914')"
"('Q14103', 'Q16629')"
"('P55196', 'P62736')"
"('P63261', 'P14317')"
"('O00221', 'P07814')"
"('Q9Y5X1', 'O00401')"
"('P23511', 'P30304')"
"('O76080', 'Q13546')"
"('Q9NZJ0', 'Q13620')"
"('P61073', 'O60674')"
"('Q01081', 'P61978')"
"('P55854', 'P49792')"
"('Q15796', 'P78414')"
"('Q92934', 'Q07820')"
"('P08238', 'Q9Y572')"
"('O15105', 'Q9NQ87')"
"('Q9BXJ9', 'P30480')"
"('Q86V81', 'Q15287')"
"('Q96BK5', 'P42766')"
"('P80075', 'P32302')"
"('O15297', 'O15264')"
"('P22612', 'O60266')"
"('Q9NP87', 'P13010')"
"('Q8TF21', 'Q5UIP0')"
"('Q9UJX3', 'Q13042')"
"('Q13616', 'Q9UKT4')"
"('Q9UKK6', 'Q86V81')"
"('P51965', 'Q68DV7')"
"('P03915', 'O95169')"
"('Q9BRX2', 'Q9NVI1')"
"('P68431', 'Q12888')"
"('Q16594', 'P49848')"
"('P02458', 'Q96JB6')"
"('P41227', 'Q15637')"
"('P29144', 'P23508')"
"('P83916', 'P30050')"
"('Q8IX12', 'Q9BYV6')"
"('Q92561', 'Q8TAQ2')"
"('Q92730', 'Q13177')"
"('Q86V24', 'O15116')"
"('O75689', 'P61289')"
"('Q401N2', 'Q9GZM7')"
"('Q96C03', 'Q15388')"
"('P50539', 'Q9Y6D9')"
"('P27482', 'Q08828')"
"('Q13155', 'O75398')"
"('Q96HF1', 'Q9GZT5')"
"('Q8ND30', 'P31947')"
"('O76071', 'Q7Z7L1')"
"('P46778', 'P61254')"
"('Q7Z419', 'Q9H832')"
"('P08581', 'P42336')"
"('Q04206', 'P01569')"
"('Q7L7L0', 'Q96A08')"
"('Q9NXV6', 'Q96C10')"
"('Q13573', 'P43686')"
"('Q9Y617', 'Q16659')"
"('Q9BTY7', 'Q14181')"
"('P19474', 'P63316')"
"('P51817', 'P54289')"
"('Q6P1K2', 'Q13950')"
"('P19438', 'Q06124')"
"('P30050', 'P62829')"
"('O60563', 'Q13573')"
"('O00458', 'P41235')"
"('O43921', 'P20936')"
"('P63279', 'Q9BUZ4')"
"('Q13315', 'Q96JM2')"
"('Q9ULV8', 'Q99665')"
"('Q5JQF8', 'Q9UFF9')"
"('P42224', 'P08238')"
"('P07339', 'P01236')"
"('O15264', 'O43524')"
"('Q9NTJ4', 'Q6ZVL6')"
"('Q8WYB5', 'Q01196')"
"('Q13347', 'P56537')"
"('P16152', 'Q13216')"
"('P61088', 'P12004')"
"('P14780', 'P08123')"
"('Q01081', 'P11940')"
"('P35568', 'Q13315')"
"('O15455', 'P42336')"
"('Q9BT78', 'Q0VDD7')"
"('P78314', 'Q9BZW8')"
"('P29350', 'P20963')"
"('P08708', 'P46783')"
"('P25787', 'P28062')"
"('P02776', 'P10124')"
"('P31947', 'Q86W92')"
"('P01889', 'P49321')"
"('Q01780', 'O95819')"
"('P49736', 'Q00534')"
"('P62807', 'Q92769')"
"('P11474', 'P51843')"
"('Q9H0H5', 'P46940')"
"('Q14240', 'Q9BW92')"
"('P11441', 'Q13573')"
"('Q99689', 'Q99728')"
"('Q13137', 'Q9Y4E5')"
"('Q53GS9', 'Q13573')"
"('P36578', 'Q07020')"
"('Q9P2K9', 'P04745')"
"('O75674', 'P52735')"
"('Q8NBV4', 'Q96KQ7')"
"('Q9UBS5', 'P63218')"
"('P07202', 'P78552')"
"('P06239', 'P40259')"
"('Q01196', 'P01730')"
"('406889', 'P01112')"
"('P07437', 'P31946')"
"('P19793', 'Q13352')"
"('P13631', 'P10588')"
"('P62701', 'P42677')"
"('Q13151', 'P49368')"
"('P02768', 'O60281')"
"('Q13322', 'P62993')"
"('Q6QNY1', 'Q969Y2')"
"('P22392', 'P52434')"
"('P30260', 'Q99459')"
"('Q9UKY1', 'P63167')"
"('Q14686', 'P15336')"
"('P11362', 'P46109')"
"('Q99608', 'Q9Y679')"
"('Q9BUB5', 'Q92793')"
"('P42229', 'P42224')"
"('Q96LR5', 'P78317')"
"('P83881', 'P61927')"
"('P61952', 'Q9UBY5')"
"('O00442', 'O14874')"
"('Q15545', 'P21675')"
"('O94906', 'Q96DI7')"
"('P46092', 'P06241')"
"('O43295', 'Q9UKE5')"
"('P62875', 'Q8WVC0')"
"('Q15648', 'Q6P2C8')"
"('P06239', 'Q05209')"
"('Q9NSE2', 'P25963')"
"('P0CG48', 'Q92905')"
"('Q93009', 'Q9Y6K9')"
"('P84103', 'Q08211')"
"('Q13432', 'Q15714')"
"('O14933', 'Q17RB8')"
"('O75531', 'P50402')"
"('P68400', 'P13807')"
"('Q969F8', 'P18146')"
"('P51654', 'Q93097')"
"('Q9ULV8', 'Q13261')"
"('Q02080', 'Q12968')"
"('P01106', 'Q8NHJ6')"
"('O76071', 'Q9UHI6')"
"('Q15796', 'P08621')"
"('P03905', 'Q16795')"
"('Q96B97', 'Q9NYB9')"
"('O00308', 'Q9NR12')"
"('Q05923', 'Q15759')"
"('O14561', 'O95182')"
"('Q9BTM1', 'P56524')"
"('O15360', 'Q14469')"
"('P50991', 'O15264')"
"('P98160', 'Q14512')"
"('P67775', 'Q86US8')"
"('P26599', 'Q14683')"
"('P49716', 'Q96T58')"
"('Q9GZX6', 'P40189')"
"('P61244', 'P39880')"
"('P16333', 'Q9UHD2')"
"('P48357', 'P54619')"
"('P35240', 'Q8IX03')"
"('Q9Y6R0', 'Q9NWB1')"
"('Q9H2M9', 'Q9H492')"
"('O75914', 'Q86YV6')"
"('P01243', 'P61077')"
"('Q969V3', 'P62330')"
"('Q01094', 'P43121')"
"('Q9BX70', 'Q13432')"
"('Q14498', 'Q9NX70')"
"('Q9H1C0', 'P59768')"
"('Q969D9', 'Q8IU57')"
"('P24390', 'Q13530')"
"('P84022', 'Q9UJU2')"
"('Q12923', 'Q52LW3')"
"('Q96KK5', 'P62807')"
"('P19087', 'P35913')"
"('Q4VC05', 'Q01201')"
"('P61981', 'P15056')"
"('O43639', 'Q9P286')"
"('Q9Y5P8', 'Q08289')"
"('Q9H0R8', 'Q9NT62')"
"('Q13177', 'P42858')"
"('P62899', 'Q01844')"
"('Q09028', 'P09455')"
"('O95819', 'Q16778')"
"('Q14683', 'Q16629')"
"('Q8IYD8', 'Q9NPI8')"
"('Q9NP73', 'Q96F25')"
"('P35626', 'O76100')"
"('P01563', 'P16871')"
"('P17544', 'P19838')"
"('Q99708', 'Q92878')"
"('P46778', 'P18124')"
"('Q15717', 'P35228')"
"('P00519', 'P09619')"
"('P02771', 'P42574')"
"('P45983', 'Q01892')"
"('P40225', 'Q99665')"
"('Q0VG06', 'Q9NPD8')"
"('P00519', 'Q9Y4D1')"
"('P62805', 'P56524')"
"('P78545', 'Q9UQ90')"
"('P19388', 'P05060')"
"('Q99759', 'P47929')"
"('O00505', 'P09429')"
"('Q00653', 'P38936')"
"('P56645', 'P49674')"
"('Q04724', 'Q04725')"
"('P32121', 'P34998')"
"('Q9Y2K3', 'Q9P2M7')"
"('P53675', 'O94973')"
"('P35080', 'P11171')"
"('Q92769', 'O60264')"
"('Q9Y5J5', 'Q8TEX9')"
"('Q9UN75', 'P46108')"
"('Q9UJX2', 'P40692')"
"('Q96BR9', 'Q7L590')"
"('P15153', 'Q9NPB6')"
"('Q9UHX1', 'P14866')"
"('Q12800', 'O00213')"
"('P27348', 'Q13748')"
"('Q16630', 'Q9NRR5')"
"('Q05209', 'O15530')"
"('Q13976', 'O96001')"
"('Q16236', 'P10599')"
"('P25398', 'P08865')"
"('P01889', 'P40939')"
"('P54253', 'P07332')"
"('P01100', 'Q03060')"
"('P31930', 'P22695')"
"('P32927', 'Q9Y4K3')"
"('O76071', 'Q16082')"
"('Q13315', 'Q14839')"
"('O00231', 'Q9H7U1')"
"('P00488', 'P20073')"
"('Q8TAK5', 'Q9NWT6')"
"('Q01831', 'P12004')"
"('Q13573', 'Q14966')"
"('P05013', 'P01589')"
"('Q9Y5J5', 'P33992')"
"('Q03001', 'P10914')"
"('P78406', 'Q9BUJ2')"
"('Q9NY93', 'P82930')"
"('P62136', 'O60237')"
"('P48556', 'Q15796')"
"('Q9Y5S9', 'Q9BZG8')"
"('P18206', 'P53007')"
"('P09497', 'O95782')"
"('A1A4S6', 'P17081')"
"('Q9Y265', 'Q96Q89')"
"('P46108', 'Q07890')"
"('P43364', 'Q9BW11')"
"('Q12873', 'P55055')"
"('P04637', 'O95257')"
"('O43293', '347745')"
"('P04406', 'Q99459')"
"('Q14197', 'O60783')"
"('Q03164', 'Q92793')"
"('Q0VG06', 'O15360')"
"('P22694', 'Q7Z3S7')"
"('P42858', 'Q15119')"
"('Q9H1C4', 'O15118')"
"('P12931', 'Q8WYR1')"
"('Q15573', 'Q01105')"
"('Q9UBD3', 'P25025')"
"('P59768', 'P27986')"
"('P17252', 'Q9UKL4')"
"('P27635', 'P26373')"
"('Q99459', 'O95347')"
"('P18669', 'Q14203')"
"('P51116', 'Q96CW1')"
"('Q96KK5', 'Q96A08')"
"('Q13568', 'O00178')"
"('P12931', 'Q05397')"
"('P50539', 'O60333')"
"('P0C1H6', 'Q99878')"
"('P01589', 'P48736')"
"('Q9UDY2', 'P56880')"
"('Q05397', 'P17655')"
"('Q16512', 'P52564')"
"('Q96KQ4', 'Q9UKE5')"
"('P04350', 'Q00653')"
"('P40225', 'Q13261')"
"('Q9H2A7', 'P32246')"
"('P60602', 'Q13546')"
"('P15151', 'Q9NQS3')"
"('Q9HCI5', 'Q93009')"
"('Q9Y3D6', 'Q9NX47')"
"('P63218', 'P25116')"
"('Q12996', 'Q10570')"
"('P05000', 'Q01113')"
"('O60346', 'Q9Y243')"
"('P36897', 'Q99942')"
"('Q13490', 'Q99683')"
"('Q9Y6Q6', 'P31994')"
"('O95163', 'Q9NYY3')"
"('P29401', 'Q14164')"
"('Q9UNA4', 'Q9Y3C5')"
"('Q01449', 'P60660')"
"('Q9NRD5', 'Q14831')"
"('P08754', 'Q01970')"
"('Q15796', 'Q15329')"
"('Q92753', 'O00327')"
"('P54132', 'Q13111')"
"('O43374', 'Q9HC84')"
"('Q9UER7', 'P42771')"
"('P63000', 'O95835')"
"('Q92985', 'Q86UE8')"
"('Q9UNZ2', 'P07108')"
"('P31994', 'O60880')"
"('Q9NZT1', 'P63098')"
"('P60484', 'P05060')"
"('P49736', 'Q9UBD5')"
"('O15239', 'P03897')"
"('P18847', 'Q5T3J3')"
"('Q13228', 'O75530')"
"('P62258', 'Q9NYJ8')"
"('Q9UKE5', 'Q14558')"
"('Q96I15', 'Q99081')"
"('Q5UIP0', 'Q9NZL4')"
"('Q13683', 'P21333')"
"('P62888', 'Q00005')"
"('Q53TS8', 'Q14566')"
"('P14921', 'O95644')"
"('Q16777', 'P0C1H6')"
"('O00459', 'P01133')"
"('P02647', 'P00738')"
"('Q5T5U3', 'Q7L0Q8')"
"('Q969T4', 'O95628')"
"('Q9H2F5', 'Q9NPF5')"
"('Q99459', 'Q09666')"
"('P09874', 'P07199')"
"('O60814', 'Q9UBL3')"
"('P11387', 'P09661')"
"('O60232', 'Q02413')"
"('Q8NH00', 'P38405')"
"('Q99704', 'P20936')"
"('Q6UY11', 'Q6UY14')"
"('Q09472', 'P33076')"
"('P49257', 'Q8NI22')"
"('Q8WXI2', 'Q96NW7')"
"('Q92542', 'Q8NFT8')"
"('P27986', 'PB_10')"
"('Q15560', 'O94967')"
"('P08047', 'Q05513')"
"('P49642', 'O15111')"
"('Q96LR2', 'Q96BY6')"
"('P62753', 'P62081')"
"('P63244', 'P05556')"
"('Q8WVX9', 'Q9Y2Q3')"
"('P09486', 'P02452')"
"('Q16512', 'Q16539')"
"('Q14240', 'Q15056')"
"('Q9H9F9', 'O96019')"
"('P05107', 'Q9Y624')"
"('P49767', 'P16234')"
"('Q9BZI7', 'Q9H4D5')"
"('P00519', 'Q969W1')"
"('O75376', 'P29590')"
"('O60566', 'Q9UJX3')"
"('P51617', 'Q8N2H9')"
"('Q9NRF9', 'Q14919')"
"('Q13485', 'O00231')"
"('P67870', 'O75444')"
"('O75077', 'P04156')"
"('P29992', 'Q00722')"
"('P61586', 'P60709')"
"('Q9Y4K3', 'Q9H293')"
"('Q92622', 'Q8NEB9')"
"('P09917', 'Q16873')"
"('P36404', 'Q9BTW9')"
"('Q01844', 'O15162')"
"('Q13200', 'Q14644')"
"('Q15047', 'P55957')"
"('Q9NQC7', 'Q13114')"
"('P06213', 'Q92569')"
"('Q92569', 'P55211')"
"('Q92621', 'Q5TCY1')"
"('Q96E14', 'P35244')"
"('P10747', 'P46459')"
"('P35243', 'P25098')"
"('Q9Y5K5', 'O00231')"
"('P62158', 'Q04206')"
"('P13647', 'P08729')"
"('P62854', 'P62280')"
"('P78324', 'P16471')"
"('P84103', 'P61981')"
"('Q9H4B6', 'Q13188')"
"('Q8NHS9', 'Q9UL33')"
"('Q86Y39', 'O95182')"
"('P40222', 'Q9UHD2')"
"('P05556', 'O15230')"
"('P0CG47', 'O75581')"
"('Q16539', 'P35638')"
"('Q05513', 'P51617')"
"('Q96KM6', 'O43719')"
"('Q13432', 'Q9UN74')"
"('Q59H18', 'P68133')"
"('Q9UPT9', 'Q16531')"
"('P52272', 'P84103')"
"('Q96SI1', 'O43768')"
"('Q14781', 'P84243')"
"('P46379', 'P20366')"
"('Q8IZH2', 'P46379')"
"('Q12933', 'P05186')"
"('Q9H5J8', 'P54257')"
"('O00463', 'Q13489')"
"('P04278', 'O95295')"
"('Q13243', 'Q12986')"
"('Q15139', 'Q02156')"
"('Q15102', 'Q7L5N1')"
"('P31946', 'Q96SB4')"
"('406883', 'Q2Q1W2')"
"('Q6WCQ1', 'Q96SB3')"
"('P06401', 'Q16539')"
"('Q99873', 'P04637')"
"('Q99459', 'Q15003')"
"('Q8N726', 'P04637')"
"('O14543', 'P48551')"
"('P34810', 'P32519')"
"('P23470', 'Q15118')"
"('Q8IZI9', 'Q9HC73')"
"('P06241', 'P32239')"
"('P40429', 'Q07020')"
"('Q07157', 'C9JDP6')"
"('O00585', 'P51685')"
"('Q16836', 'Q13233')"
"('P03897', 'O95167')"
"('P49207', 'P39023')"
"('Q07889', 'Q15628')"
"('Q8IY31', 'Q8TDR0')"
"('P17612', 'P48544')"
"('P51970', 'O75251')"
"('O43678', 'O00217')"
"('O75925', 'Q9P1Z2')"
"('P38936', 'Q05516')"
"('P09630', 'P17535')"
"('Q96A08', 'O15379')"
"('Q02246', 'P32004')"
"('P36954', 'Q6PD62')"
"('P05771', 'Q01959')"
"('O60675', 'O15379')"
"('P27482', 'P15735')"
"('Q86TM6', 'Q93009')"
"('P12980', 'P31249')"
"('P10244', 'Q6MZP7')"
"('P09919', 'P48551')"
"('P62266', 'P62701')"
"('Q10586', 'Q92878')"
"('Q8WTS6', 'P68431')"
"('P52732', 'Q14164')"
"('Q96MF7', 'Q96SB8')"
"('P00533', 'O15162')"
"('Q13114', 'O95819')"
"('P46109', 'Q9UQC2')"
"('Q9Y2Z0', 'Q96HA7')"
"('Q9NYQ7', 'P00519')"
"('P05230', 'Q02763')"
"('Q09028', 'Q14839')"
"('Q9UBU9', 'P38919')"
"('Q03518', 'Q9BQ66')"
"('Q53HL2', 'O15392')"
"('Q8NBV4', 'P54259')"
"('Q13363', 'P38398')"
"('Q9ULQ0', 'Q9Y3A3')"
"('P61073', 'P29992')"
"('Q13616', 'Q4G163')"
"('P14780', 'P17535')"
"('Q9GZV4', 'Q96CV9')"
"('Q14197', 'P34897')"
"('P31947', 'Q9Y2U9')"
"('Q99459', 'Q15723')"
"('Q96BN2', 'Q16514')"
"('Q9UM73', 'O14654')"
"('P46108', 'O43909')"
"('Q15750', 'Q9Y6K9')"
"('O14879', 'Q9Y4K3')"
"('P05107', 'Q8WYR1')"
"('Q93077', 'P0C1H6')"
"('P49407', 'P12931')"
"('O14640', 'O95996')"
"('P04083', 'P12956')"
"('P62158', 'Q08828')"
"('P12956', 'Q9NY59')"
"('Q9UBL3', 'O15198')"
"('P30480', 'P62750')"
"('P32121', 'P17813')"
"('Q13315', 'P68104')"
"('P05107', 'Q05397')"
"('P38936', 'P11802')"
"('P45984', 'Q9UDY8')"
"('P60520', 'O00410')"
"('Q969D9', 'P19235')"
"('Q16663', 'P32302')"
"('Q16537', 'P62955')"
"('Q93009', 'Q9GZU2')"
"('O14775', 'P45984')"
"('A7KAX9', 'Q96KG7')"
"('P01241', 'O75534')"
"('O95477', 'Q9NZN5')"
"('P15144', 'P23229')"
"('P57058', 'P67775')"
"('P34932', 'O15379')"
"('Q12852', 'P52564')"
"('P42771', 'Q9UER7')"
"('O14965', 'O00743')"
"('Q15561', 'Q9GZV5')"
"('P68431', 'Q99525')"
"('P80162', 'P49682')"
"('Q15797', 'Q01831')"
"('P11021', 'Q03135')"
"('Q9NQX3', 'P47870')"
"('Q9NVW2', 'Q86U70')"
"('Q16576', 'O15379')"
"('Q9BWU1', 'Q9NPJ6')"
"('P12931', 'P15941')"
"('Q9UKV8', 'P08238')"
"('P62280', 'Q99608')"
"('Q02779', 'Q9H0H5')"
"('O75367', 'Q9UBN7')"
"('Q96B33', 'P56746')"
"('Q96RT1', 'P25054')"
"('Q9NR30', 'P11388')"
"('P28472', 'P67775')"
"('P38398', 'P84022')"
"('P26010', 'P51636')"
"('P40337', 'P15170')"
"('406991', 'O00712')"
"('Q9UBU8', 'Q9NPF5')"
"('Q9Y376', 'O00506')"
"('Q13625', 'P21246')"
"('O14827', 'P01111')"
"('P52757', 'Q9HBH0')"
"('Q96HR8', 'P27824')"
"('O75177', 'Q15427')"
"('Q99928', 'P46459')"
"('Q9Y6J9', 'O94864')"
"('Q9NWA0', 'Q96G25')"
"('P37802', 'P40337')"
"('Q02878', 'P83881')"
"('Q96T76', 'P01106')"
"('P06401', 'O75925')"
"('Q53FA7', 'Q8IWV7')"
"('Q15102', 'Q8TBB1')"
"('P22736', 'P18146')"
"('P60520', 'P51784')"
"('Q9NX14', 'P03886')"
"('Q8N668', 'P0CG48')"
"('Q9NS91', 'Q12888')"
"('Q13554', 'Q07343')"
"('Q6DN03', 'Q9UPS6')"
"('P14174', 'P01889')"
"('P26012', 'O75369')"
"('O60346', 'Q14160')"
"('Q9Y478', 'Q9UQ80')"
"('P51532', 'Q01196')"
"('P04179', 'P04745')"
"('P62750', 'Q9UKS6')"
"('Q96Q15', 'Q9HAU5')"
"('Q14192', 'Q9HAU4')"
"('P49418', 'P04004')"
"('P13569', 'Q5T2W1')"
"('Q15910', 'Q15022')"
"('P78543', 'O15534')"
"('O95139', 'O75251')"
"('O15335', 'P18084')"
"('Q13315', 'Q9P206')"
"('Q9NPP4', 'Q9HC29')"
"('P04637', 'P06400')"
"('P10916', 'P60709')"
"('P05060', 'Q53HC0')"
"('O14727', 'Q9C000')"
"('P06748', 'P62805')"
"('O95619', 'Q9UPN9')"
"('P02745', 'Q15848')"
"('Q8TBB1', 'Q53G59')"
"('Q9BQ87', 'O15379')"
"('P06241', 'Q8WUM4')"
"('Q08380', 'Q00653')"
"('Q96P16', 'Q9Y2Q3')"
"('P31641', 'P18146')"
"('Q9BUF5', 'Q99759')"
"('O00571', 'O75554')"
"('Q08554', 'Q8IY92')"
"('P49768', 'P14136')"
"('Q14289', 'P02765')"
"('P18146', 'P26367')"
"('Q5FBB7', 'P30153')"
"('P30153', 'P62955')"
"('O75365', 'Q96EK5')"
"('Q14683', 'P49662')"
"('P22612', 'O14610')"
"('P06858', 'P98164')"
"('P51668', 'Q9C040')"
"('Q12933', 'O95201')"
"('P35462', 'P63215')"
"('P39748', 'Q99459')"
"('Q9H2G2', 'P34820')"
"('P16152', 'Q9UET6')"
"('P08709', 'P13726')"
"('P08779', 'P02768')"
"('Q6PL18', 'P01106')"
"('Q9NSC5', 'P17676')"
"('O00303', 'P0CG48')"
"('Q8TAD8', 'Q09472')"
"('Q9Y6J9', 'O75486')"
"('P17706', 'O00401')"
"('O15144', 'O15511')"
"('O14656', 'Q96NW7')"
"('P46108', 'Q14185')"
"('P32121', 'P62330')"
"('Q14919', 'P25208')"
"('Q9BRB3', 'P37287')"
"('P04085', 'P00533')"
"('Q9UL18', 'P62913')"
"('O14763', 'Q13568')"
"('Q96ST3', 'P24385')"
"('Q7Z3K3', 'Q13952')"
"('O00626', 'P51685')"
"('Q16643', 'O43809')"
"('Q9H0E2', 'Q15654')"
"('Q16288', 'Q92529')"
"('Q99459', 'P40938')"
"('P18754', 'Q9UKE5')"
"('O14640', 'Q6DKJ4')"
"('Q96DF8', 'Q9Y6D9')"
"('Q5T4F7', 'Q14332')"
"('O43490', 'Q9HAU0')"
"('P35225', 'Q99062')"
"('Q53EZ4', 'Q99816')"
"('P07948', 'Q06187')"
"('Q9BS26', 'Q14643')"
"('Q9UK53', 'Q09028')"
"('Q09161', 'Q92900')"
"('P26599', 'P55795')"
"('P32121', 'Q8NGY0')"
"('P84095', 'P53779')"
"('P57735', 'Q8N465')"
"('Q04637', 'P62330')"
"('P56545', 'Q13310')"
"('Q9BRX2', 'Q5XKP0')"
"('Q13237', 'Q00722')"
"('Q13547', 'P52630')"
"('P25101', 'O95837')"
"('P17252', 'P47712')"
"('Q03001', 'Q9NYQ7')"
"('Q14527', 'Q9H832')"
"('P62266', 'P62841')"
"('P15531', 'Q9GZT8')"
"('Q92974', 'P61981')"
"('Q9BX70', 'P36897')"
"('P17948', 'Q15147')"
"('Q13247', 'P51991')"
"('O00232', 'P43686')"
"('Q9UDV6', 'P15336')"
"('Q15796', 'Q2M389')"
"('P27487', 'P48061')"
"('Q04759', 'Q96B18')"
"('Q14164', 'Q9BVK6')"
"('P51531', 'Q13573')"
"('P22612', 'P17302')"
"('P29350', 'O95866')"
"('O43237', 'Q13748')"
"('Q9H4H8', 'P49674')"
"('O95471', 'Q96AP7')"
"('P08754', 'P51828')"
"('Q92734', 'Q9UKR5')"
"('407026', 'Q00534')"
"('Q9H869', 'Q16539')"
"('Q9UHD2', 'P04350')"
"('P49715', 'P12956')"
"('O96000', 'Q92574')"
"('P18146', 'Q92769')"
"('P11802', 'Q9NP79')"
"('P14416', 'P04899')"
"('Q86TI0', 'P61026')"
"('P02751', 'P53708')"
"('Q8NGY5', 'P38405')"
"('Q09472', 'P46527')"
"('O60496', 'O95757')"
"('Q8N983', 'O60739')"
"('Q9BPX5', 'P59998')"
"('P35244', 'Q9Y5L4')"
"('Q15047', 'Q13263')"
"('Q16795', 'Q86Y39')"
"('O96007', 'O96033')"
"('P07948', 'P07359')"
"('Q04206', 'P62249')"
"('O95994', 'Q9NRR5')"
"('Q04206', 'P35580')"
"('P08246', 'P00403')"
"('Q9H992', 'P61088')"
"('P51665', 'Q13200')"
"('P62306', 'Q9BXP5')"
"('O14641', 'Q8N4T4')"
"('P51124', 'P01011')"
"('O00159', 'Q96JQ0')"
"('P35749', 'P63267')"
"('Q13618', 'Q13547')"
"('P0CG48', 'P60953')"
"('Q13573', 'Q9BV38')"
"('P04626', 'P08575')"
"('P04222', 'Q9Y262')"
"('P01889', 'O75390')"
"('P10147', 'P61073')"
"('P29320', 'P62158')"
"('P48023', 'P06241')"
"('Q8N163', 'O75365')"
"('P04150', 'Q99576')"
"('P18146', 'Q9BUN5')"
"('P49747', 'P08514')"
"('Q9H0N5', 'Q9Y463')"
"('P25963', 'P56524')"
"('Q9NSB8', 'P42338')"
"('Q15654', 'Q9Y2W1')"
"('O60262', 'Q92806')"
"('Q5VVJ2', 'Q16777')"
"('Q53H96', 'O60684')"
"('Q92547', 'O75419')"
"('P61968', 'P49841')"
"('Q9H9F9', 'P60709')"
"('P62993', 'P27635')"
"('P62987', 'Q05195')"
"('Q9UJU5', 'Q9H9S0')"
"('P42702', 'P42338')"
"('P16871', 'O75368')"
"('P11940', 'Q96DH6')"
"('Q9HCK5', 'P19474')"
"('O00257', 'O95931')"
"('P62750', 'P61313')"
"('P15260', 'P10914')"
"('Q9UKI2', 'P60953')"
"('Q7L590', 'O43929')"
"('Q07000', 'P30457')"
"('P23396', 'P08708')"
"('Q16777', 'P23527')"
"('P28566', 'Q9UK08')"
"('P15918', 'P55895')"
"('Q96DI7', 'P83876')"
"('P54253', 'P54368')"
"('P23511', 'P14859')"
"('P60709', 'P55884')"
"('O15357', 'P00533')"
"('Q9Y4A5', 'P62805')"
"('Q01130', 'Q08211')"
"('P30480', 'Q9Y265')"
"('P20226', 'Q01094')"
"('Q6P2Q9', 'P52756')"
"('P29350', 'Q8NHL6')"
"('P17181', 'Q16539')"
"('P78509', 'Q05397')"
"('Q6P1X5', 'Q15287')"
"('Q00005', 'P50991')"
"('P00441', 'P43004')"
"('O43318', 'Q9NR33')"
"('P41182', 'P42684')"
"('Q9UNE7', 'P19838')"
"('Q00526', 'P19525')"
"('O75553', 'P04626')"
"('Q9P2M7', 'A7E2Y1')"
"('P01834', 'Q03135')"
"('Q14676', 'Q9NYB0')"
"('Q13233', 'P50990')"
"('P27037', 'Q04771')"
"('Q9BZL6', 'Q9P2E9')"
"('Q9UQ26', 'P16333')"
"('P27986', 'P30530')"
"('P04049', 'Q12805')"
"('Q96AG4', 'Q9UET6')"
"('Q9H0R8', 'Q15139')"
"('P68104', 'Q8TF21')"
"('Q13588', 'A7KAX9')"
"('Q13485', 'Q96PN8')"
"('Q9Y5J5', 'P63173')"
"('Q86YR5', 'Q9H492')"
"('P08581', 'P19174')"
"('Q96CS2', 'P42771')"
"('Q9H8Y8', 'Q9HCM4')"
"('P30872', 'P04899')"
"('P19438', 'Q07890')"
"('Q9Y6K8', 'Q7Z4K8')"
"('Q13547', 'P19793')"
