negatives
"('Q9HCK5', 'Q04837')"
"('Q13255', 'O60391')"
"('Q92466', 'P0C0S5')"
"('P43686', 'Q14525')"
"('O14933', 'Q9UBS8')"
"('P43403', 'P00519')"
"('P02768', 'Q92628')"
"('P68400', 'Q16695')"
"('Q04206', 'Q13352')"
"('P18124', 'P39023')"
"('Q9GZT8', 'P27348')"
"('P15407', 'Q9P1Z2')"
"('P10914', 'Q14919')"
"('O95405', 'P14923')"
"('Q9C0J8', 'Q6UXN9')"
"('P25686', 'P62979')"
"('P61601', 'Q86UW9')"
"('Q9UD71', 'P51817')"
"('P04004', 'P17301')"
"('Q9Y383', 'Q92698')"
"('O95352', 'Q9H492')"
"('P60709', 'Q92574')"
"('Q9H0E3', 'Q96BN2')"
"('Q16663', 'P51677')"
"('P43699', 'Q9H2G2')"
"('P18754', 'P05060')"
"('Q9NSA3', 'P14923')"
"('O43298', 'Q12933')"
"('P28482', '26820')"
"('P42166', 'O75531')"
"('Q8N6T3', 'P04183')"
"('P05067', 'P07196')"
"('Q9UL18', 'P67809')"
"('Q16763', 'Q99459')"
"('Q86Y01', 'Q5VVX9')"
"('Q8IY92', 'Q01469')"
"('Q9UMX1', 'P17096')"
"('Q9Y490', 'P98164')"
"('P30480', 'Q12904')"
"('P21333', 'Q9BZW7')"
"('P03915', 'O95178')"
"('P26641', 'Q96HD1')"
"('P25963', 'Q9UN86')"
"('Q86UL8', 'P01135')"
"('O75880', 'Q14061')"
"('P46108', 'O00254')"
"('Q9NQZ3', 'Q96PU8')"
"('Q13683', 'P12814')"
"('Q92993', 'O43781')"
"('P62993', 'Q9Y4K4')"
"('P02686', 'Q9NSY1')"
"('Q15019', 'P40337')"
"('P23258', 'Q13573')"
"('Q99689', 'Q9H7E9')"
"('Q13315', 'Q9BZL4')"
"('P42702', 'P27986')"
"('Q8IVF5', 'Q7L0Q8')"
"('P49720', 'P16104')"
"('P34932', 'Q15750')"
"('Q9ULW2', 'Q00722')"
"('P20702', 'P17676')"
"('Q03164', 'Q9Y5J1')"
"('P49005', 'P28340')"
"('P01563', 'Q14627')"
"('P78545', 'Q9NZC4')"
"('P00519', 'P43699')"
"('Q969V3', 'P62330')"
"('O94777', 'O60762')"
"('P27348', 'P50991')"
"('Q8NCM8', 'Q96AH8')"
"('P16520', 'O60840')"
"('Q969G3', 'Q9NQC7')"
"('Q00610', 'P63010')"
"('Q9NYF5', 'P63104')"
"('O96019', 'Q9H9F9')"
"('O76071', 'Q7Z7L1')"
"('P05412', 'Q9NR30')"
"('Q99873', 'Q5JVS0')"
"('Q92905', 'O00182')"
"('Q9NUP1', 'O95295')"
"('P50591', 'P42224')"
"('P01570', 'P01589')"
"('Q07011', 'O00463')"
"('O75369', 'P62993')"
"('P63104', 'O00750')"
"('Q96A00', 'Q02156')"
"('Q13485', 'Q9HAV4')"
"('P06400', 'P15056')"
"('P29590', 'Q99607')"
"('Q15843', 'P78395')"
"('P61952', 'Q00975')"
"('O75528', 'O15265')"
"('P35222', 'P03956')"
"('O60341', 'Q96BD5')"
"('Q9UBE8', 'P98177')"
"('P51970', 'O96000')"
"('P22607', 'O00329')"
"('P23246', 'O95400')"
"('P41279', 'Q9Y6K9')"
"('O60291', 'P61077')"
"('Q9P2D1', 'Q12824')"
"('Q7Z5Q5', 'P12004')"
"('P35462', 'P08754')"
"('P08670', 'Q7L311')"
"('P32780', 'P19447')"
"('Q01344', 'O00560')"
"('O95467', 'P0C869')"
"('Q04206', 'Q13489')"
"('P22612', 'P46020')"
"('P51532', 'Q01196')"
"('P61956', 'Q03405')"
"('Q02363', 'P15173')"
"('P41227', 'P43629')"
"('P63279', 'Q13569')"
"('Q14457', 'Q13625')"
"('P04844', 'Q15910')"
"('Q9Y2G2', 'Q04206')"
"('Q96G04', 'Q9NRG1')"
"('P30559', 'Q9NY47')"
"('P14317', 'P61160')"
"('P02768', 'P04259')"
"('P54253', 'Q14157')"
"('P23526', 'O15264')"
"('Q8TBE7', 'Q13275')"
"('P78556', 'P49238')"
"('P23297', 'P25815')"
"('Q13683', 'Q9Y4G6')"
"('Q9Y248', 'Q9BRX5')"
"('Q6VAB6', 'Q02750')"
"('Q9BRP4', 'P43686')"
"('P30153', 'Q5THK1')"
"('Q9NPI8', 'Q0VG06')"
"('Q5T3J3', 'Q15102')"
"('P08631', 'Q13094')"
"('P42768', 'Q9BPX5')"
"('P00519', 'Q15036')"
"('O43921', 'P10721')"
"('P12980', 'Q9UKT5')"
"('Q96DX5', 'P12277')"
"('Q6W2J9', 'P0C0S5')"
"('P01241', 'Q9HC73')"
"('P12931', 'Q13444')"
"('P01375', 'Q13490')"
"('P35580', 'Q13233')"
"('P04083', 'P62714')"
"('P78396', 'Q99741')"
"('Q00005', 'P42285')"
"('Q92956', 'P50395')"
"('P31269', 'O15162')"
"('Q86YM7', 'Q9UPX8')"
"('P08476', 'P09529')"
"('P12004', 'Q99638')"
"('Q9BUF5', 'Q71U36')"
"('Q9NZJ5', 'O75956')"
"('Q04206', 'Q15653')"
"('O95071', 'O95402')"
"('P61077', 'P38398')"
"('Q99677', 'P50148')"
"('Q6P1M3', 'Q12959')"
"('O15111', 'Q16584')"
"('P45974', 'Q9Y478')"
"('Q13191', 'P07949')"
"('P61981', 'P49815')"
"('Q15014', 'Q9NV56')"
"('P41595', 'P30679')"
"('P04839', 'P14780')"
"('P62633', 'Q9H171')"
"('Q99459', 'Q16629')"
"('Q9C0E4', 'P62993')"
"('Q13509', 'Q96NA2')"
"('Q9Y572', 'P78371')"
"('Q13569', 'P12757')"
"('O95819', 'Q8IZL8')"
"('P25445', 'P51681')"
"('Q9Y2W2', 'Q96EZ8')"
"('P35609', 'P26232')"
"('P11021', 'P48039')"
"('Q9H0Q3', 'Q5RL73')"
"('P52434', 'Q9H9Y6')"
"('P35637', 'O75554')"
"('P51955', 'Q13042')"
"('O75643', 'P51617')"
"('Q8IWZ8', 'Q16629')"
"('P11142', 'P84090')"
"('P11142', 'O75190')"
"('Q09472', 'Q13416')"
"('P01871', 'Q9UIG0')"
"('P10747', 'O00329')"
"('P51610', 'O15245')"
"('Q14457', 'P15170')"
"('P50914', 'P30050')"
"('P20336', 'Q8TBN0')"
"('O00574', 'P49407')"
"('P18084', 'O43707')"
"('O60282', 'P27348')"
"('O43504', 'Q9P2H0')"
"('Q8IZI9', 'Q14627')"
"('Q96KM6', 'O43719')"
"('Q9Y4K3', 'P51965')"
"('Q9H422', 'Q9UII5')"
"('Q08043', 'Q5TCQ9')"
"('P08069', 'Q9ULV8')"
"('Q9H3R0', 'P10275')"
"('P01116', 'O15211')"
"('P84022', 'Q9H0E3')"
"('Q96SB8', 'Q8IY18')"
"('Q15697', 'P17028')"
"('Q08495', 'O43237')"
"('Q9H0E3', 'P68431')"
"('P14770', 'P07948')"
"('Q8WVC0', 'P30876')"
"('Q93034', 'Q15345')"
"('P18621', 'Q02878')"
"('P12883', 'Q9P2M7')"
"('P23508', 'Q13347')"
"('Q12778', 'P55316')"
"('O00221', 'Q3ZCQ8')"
"('P20073', 'P08670')"
"('P43026', 'O00238')"
"('O14775', 'P53779')"
"('P02751', 'P26010')"
"('Q9UNX3', 'P61353')"
"('P11171', 'Q13642')"
"('Q9Y6R4', 'P0CG48')"
"('Q969T4', 'Q8NF67')"
"('P09237', 'Q96GW7')"
"('P41235', 'P04637')"
"('Q13007', 'P19235')"
"('Q14191', 'P12004')"
"('Q9P2H0', 'Q9Y383')"
"('P53667', 'P23528')"
"('P10720', 'P61073')"
"('O60921', 'A5PKW4')"
"('O43639', 'Q13191')"
"('P98082', 'P27986')"
"('Q5JVS0', 'Q13242')"
"('P33316', 'P11474')"
"('O75116', 'P35579')"
"('O75173', 'P01009')"
"('Q2TAY7', 'O95777')"
"('Q9Y3S1', 'P06241')"
"('P35442', 'O75578')"
"('Q9H0R3', 'O95872')"
"('P32121', 'Q8NG76')"
"('P41182', 'Q15771')"
"('Q96G75', 'Q96B02')"
"('P49336', 'P24863')"
"('O15040', 'O95166')"
"('P46934', 'P00533')"
"('P35222', 'Q16531')"
"('P26367', 'P55316')"
"('P19793', 'Q2M1K9')"
"('P04626', 'P48357')"
"('P16035', 'O76070')"
"('P07947', 'P00533')"
"('Q13490', 'Q9Y3I1')"
"('P22694', 'P04899')"
"('P01138', 'Q9UPU3')"
"('P49354', 'P52735')"
"('Q04206', 'Q5VVH5')"
"('O60500', 'O43809')"
"('P26641', 'Q9C0J8')"
"('Q86UW7', 'Q969T4')"
"('Q9UBD9', 'P38484')"
"('P28072', 'Q9Y4K3')"
"('P62068', 'O60346')"
"('O96017', 'O15534')"
"('P38159', 'Q00839')"
"('O14879', 'Q7Z434')"
"('P13569', 'P60468')"
"('P49116', 'Q9NYJ8')"
"('O00422', 'Q16082')"
"('406906', 'Q99650')"
"('O43242', 'Q9UET6')"
"('Q9UPN9', 'O43439')"
"('Q15185', 'Q9Y4K3')"
"('P35609', 'Q9UBN4')"
"('Q03405', 'P05107')"
"('O14764', 'Q9H0R8')"
"('P46108', 'Q7Z408')"
"('P49407', 'P25963')"
"('P32519', 'P17096')"
"('P08637', 'P59901')"
"('O43521', 'P11802')"
"('Q9NYB9', 'Q8IY31')"
"('Q6FHJ7', 'P56705')"
"('Q9GZT8', 'Q8TC92')"
"('Q6P0Q8', 'Q99962')"
"('Q9BZ23', 'P63104')"
"('Q93063', 'P20073')"
"('Q9Y261', 'Q9UBC0')"
"('Q15047', 'P11802')"
"('P16035', 'P22234')"
"('P43364', 'Q9NXH9')"
"('Q92915', 'P17948')"
"('O75438', 'P03923')"
"('P60520', 'O00591')"
"('P35326', 'P08631')"
"('Q08050', 'P24941')"
"('O14559', 'P06241')"
"('P21860', 'O43639')"
"('P09661', 'P11387')"
"('693144', 'Q13330')"
"('Q15399', 'Q99836')"
"('P13994', 'P68104')"
"('O95402', 'Q9BQ39')"
"('O43592', 'P62826')"
"('Q86US8', 'Q9UBE8')"
"('P51965', 'Q96GF1')"
"('P46531', 'Q5TA89')"
"('O43707', 'P68133')"
"('P67809', 'Q86V81')"
"('Q9NYF0', 'Q02156')"
"('Q13526', 'Q9Y4K3')"
"('P63279', 'P35398')"
"('Q13310', 'Q9H074')"
"('P13489', 'P05141')"
"('O43320', 'P35968')"
"('P06899', 'P0C5Y9')"
"('P51970', 'O95168')"
"('Q9NWZ3', 'P62380')"
"('Q9Y2G2', 'Q14192')"
"('Q12933', 'Q16512')"
"('P16333', 'Q9Y5X2')"
"('P04637', 'Q03013')"
"('Q13547', 'Q9H7L9')"
"('P52948', 'Q92621')"
"('Q9Y2Q3', 'P39656')"
"('P16220', 'Q99501')"
"('P13010', 'O15131')"
"('Q01469', 'P23508')"
"('Q9P2I0', 'Q9NP77')"
"('O60675', 'P35638')"
"('Q9HCE7', 'O75995')"
"('O95467', 'P61952')"
"('Q8NCD3', 'P62805')"
"('Q9NZL4', 'Q13233')"
"('Q14872', 'P67870')"
"('Q13753', 'P30101')"
"('Q9GZX7', 'O95816')"
"('P62993', 'Q9UL51')"
"('O00548', 'Q9Y219')"
"('P53708', 'Q07889')"
"('P98175', 'P55795')"
"('Q9UMX0', 'O95967')"
"('P10275', 'Q6AZZ1')"
"('Q13315', 'Q92802')"
"('P10244', 'P28749')"
"('Q13191', 'P16234')"
"('Q52LW3', 'Q96L33')"
"('Q96J77', 'P55327')"
"('Q5SXM2', 'P20226')"
"('P53779', 'Q12968')"
"('P20382', 'P01303')"
"('P83369', 'P62318')"
"('P10909', 'P35222')"
"('Q15102', 'Q96ID5')"
"('P98170', 'Q96HA8')"
"('P53621', 'Q9UL18')"
"('Q9GZX6', 'P26992')"
"('P62760', 'P60709')"
"('P68871', 'P69905')"
"('Q15714', 'O95785')"
"('Q92988', 'P16333')"
"('P98164', 'Q12959')"
"('Q14161', 'Q96PE2')"
"('P13637', 'Q96A49')"
"('Q9UK08', 'P53779')"
"('P09012', 'P26599')"
"('P63000', 'Q9Y2Y0')"
"('P33992', 'P78527')"
"('Q13485', 'Q9BQ65')"
"('P04156', 'P25788')"
"('Q9Y6G3', 'Q99570')"
"('O43516', 'O75554')"
"('Q15464', 'P14784')"
"('O95751', 'Q5VWN6')"
"('Q99558', 'P62701')"
"('Q13042', 'P51955')"
"('Q9BQ67', 'Q86VZ2')"
"('P52756', 'Q14683')"
"('Q9BSD3', 'P49716')"
"('Q8IYW5', 'P60604')"
"('P20393', 'O00327')"
"('Q8NGZ3', 'P38405')"
"('P54619', 'O60825')"
"('Q9UIF9', 'P16333')"
"('P61758', 'P62714')"
"('Q04917', 'O15151')"
"('O15105', 'Q9NYJ8')"
"('Q15714', 'Q96T76')"
"('P46821', 'Q9H0Y0')"
"('Q00653', 'P61247')"
"('Q9UNE7', 'P17066')"
"('P23258', 'Q9H853')"
"('P55103', 'P01137')"
"('Q9NV56', 'P04637')"
"('O15514', 'Q6P1J9')"
"('P62987', 'P39023')"
"('P42336', 'P49418')"
"('P01106', 'Q00722')"
"('Q96S99', 'P13805')"
"('Q9Y446', 'P31947')"
"('Q9H2G2', 'Q9Y3S1')"
"('O75947', 'P05496')"
"('O60493', 'P16333')"
"('Q9UIF9', 'P55157')"
"('Q9HCU4', 'P12931')"
"('Q13547', 'Q13330')"
"('P10645', 'P51955')"
"('O15069', 'Q9ULV8')"
"('P25098', 'P62166')"
"('P51665', 'Q9Y5K5')"
"('O15533', 'Q03518')"
"('P27694', 'Q9UIF7')"
"('P49747', 'P53708')"
"('Q8WU39', 'Q16659')"
"('O95747', 'Q9Y376')"
"('Q04724', 'Q99547')"
"('P01112', 'Q9NZL6')"
"('Q7L5N1', 'Q15102')"
"('P34931', 'P45983')"
"('Q14257', 'Q13077')"
"('P61981', 'Q9UJF2')"
"('Q01081', 'O95400')"
"('P49023', 'P06241')"
"('P61421', 'P39748')"
"('Q5T5P2', 'Q9NQT4')"
"('P04843', 'Q92782')"
"('P18031', 'Q16620')"
"('Q01094', 'Q96KQ4')"
"('P57721', 'P78537')"
"('Q05397', 'P98077')"
"('P38936', 'P10074')"
"('Q9NY26', 'Q8IWE5')"
"('P54253', 'Q15654')"
"('Q86UR5', 'P06241')"
"('P01286', 'Q12884')"
"('Q8NFZ5', 'P41279')"
"('Q9H0W8', 'Q96Q15')"
"('P16520', 'P35626')"
"('Q99435', 'P10644')"
"('Q96C03', 'Q9UI14')"
"('P40337', 'Q5XKP0')"
"('Q9Y6K9', 'Q969H6')"
"('P42345', 'Q9UMX0')"
"('Q13813', 'Q9UI08')"
"('Q92915', 'P08069')"
"('Q9HCE7', 'Q8TB52')"
"('P08700', 'P14784')"
"('Q15291', 'Q5TH69')"
"('P30876', 'O95402')"
"('P04637', 'P17844')"
"('Q9Y3C7', 'O00267')"
"('P51671', 'P49238')"
"('Q13535', 'P38398')"
"('Q16566', 'Q08462')"
"('Q14240', 'P06730')"
"('P09455', 'O00422')"
"('P62875', 'A0JLT2')"
"('Q07955', 'Q16629')"
"('O60331', 'P42768')"
"('Q13541', 'A6NMX2')"
"('P10301', 'P15056')"
"('P22681', 'P22607')"
"('Q8NBJ4', 'Q9H8U3')"
"('P83731', 'P62633')"
"('P35244', 'O95985')"
"('Q01105', 'P29372')"
"('P42338', 'P63000')"
"('Q96G01', 'Q9NRI5')"
"('P23297', 'P08133')"
"('O00487', 'Q13200')"
"('Q92905', 'Q7L5N1')"
"('O60674', 'Q99683')"
"('P62316', 'O00459')"
"('P22694', 'Q14721')"
"('O15530', 'P31749')"
"('P01100', 'O60869')"
"('O75916', 'P11488')"
"('Q9Y3M8', 'P68366')"
"('Q09472', 'Q14790')"
"('Q13976', 'Q70SY1')"
"('P49840', 'Q12840')"
"('P61266', 'P63027')"
"('P10398', 'Q3ZCQ8')"
"('O43617', 'P48553')"
"('Q86SQ7', 'Q9Y4K3')"
"('O60739', 'P61254')"
"('Q8N6Y0', 'O14639')"
"('Q9BPX5', 'P61158')"
"('P00519', 'Q8IZD9')"
"('Q13002', 'Q8NBJ4')"
"('Q9ULK6', 'P51668')"
"('Q12824', 'O00716')"
"('O00471', 'P20700')"
"('Q12933', 'Q15398')"
"('O14717', 'P58107')"
"('Q9HAV0', 'Q8NFM4')"
"('Q16186', 'P60709')"
"('P60484', 'P05060')"
"('O43353', 'O60603')"
"('Q96HA7', 'P05141')"
"('Q7L4P6', 'P51946')"
"('P53350', 'P23258')"
"('Q00987', 'Q8N488')"
"('Q96SN7', 'Q7L5N1')"
"('P51149', 'Q13748')"
"('O00232', 'O43242')"
"('Q14571', 'Q9UQM7')"
"('P05015', 'P16871')"
"('P07900', 'Q9GZX7')"
"('P40337', 'P17980')"
"('Q13315', 'P16104')"
"('Q02878', 'P30050')"
"('P84098', 'P61353')"
"('Q04759', 'Q9NYF0')"
"('P80303', 'P55210')"
"('P09525', 'P19838')"
"('Q9BUK6', 'Q8IWF7')"
"('Q9ULK4', 'O95402')"
"('O95983', 'P01137')"
"('P26368', 'Q9UKJ5')"
"('Q13485', 'Q8N1F8')"
"('P30304', 'P32243')"
"('P01566', 'P42701')"
"('Q92765', 'Q9H1J5')"
"('P10827', 'Q9Y618')"
"('Q5T3J3', 'P00491')"
"('O43524', 'O43521')"
"('Q8N5R6', 'Q9Y3Q8')"
"('Q8WTQ7', 'P51684')"
"('P62891', 'P32969')"
"('P16333', 'P52757')"
"('Q9Y4H2', 'P63104')"
"('P78527', 'Q86WJ1')"
"('P18621', 'P50914')"
"('Q969L2', 'P55327')"
"('Q99816', 'Q9H9H4')"
"('P26641', 'Q9H4M7')"
"('Q00005', 'Q8IX01')"
"('P27986', 'Q99836')"
"('P18146', 'P35573')"
"('Q12791', 'Q13936')"
"('P19338', 'Q15653')"
"('Q9NZJ4', 'Q9P1U0')"
"('O43660', 'Q99459')"
"('Q9H201', 'P22607')"
"('P26368', 'P61978')"
"('P42566', 'O75886')"
"('P46778', 'Q07020')"
"('P32121', 'O43749')"
"('Q01094', 'Q14526')"
"('Q6P1J9', 'Q6PD62')"
"('P22681', 'P62993')"
"('P02768', 'Q9UPM8')"
"('Q9BRQ0', 'O14686')"
"('P16615', 'Q9H3N1')"
"('O75800', 'Q96EP1')"
"('Q14152', 'P20042')"
"('O43353', 'Q4G148')"
"('Q9Y4G8', 'P63104')"
"('Q9NX58', 'Q99848')"
"('P51787', 'P22612')"
"('O15360', 'O15111')"
"('Q9BTM1', 'Q8WUI4')"
"('Q16531', 'Q12962')"
"('P16104', 'P06733')"
"('Q8N357', 'P50454')"
"('Q309B1', 'P29466')"
"('P22681', 'P46108')"
"('Q9P2H0', 'P0CAP2')"
"('P16403', 'O15264')"
"('P35080', 'Q8TAX7')"
"('Q15835', 'P49238')"
"('Q03135', 'P22307')"
"('Q09013', 'Q13526')"
"('Q99731', 'P51677')"
"('Q5VWG9', 'Q15542')"
"('Q03113', 'P47712')"
"('Q5VTB9', 'Q93009')"
"('O15111', 'O94832')"
"('406952', 'P08670')"
"('Q13416', 'Q14566')"
"('O00238', 'Q99717')"
"('P02679', 'P05362')"
"('Q14839', 'Q16576')"
"('O14980', 'P04637')"
"('P63096', 'Q8NFM4')"
"('P53355', 'P09493')"
"('Q7Z6B7', 'P61587')"
"('P04083', 'O75688')"
"('P01106', 'P07910')"
"('P04085', 'P02751')"
"('P05412', 'P05231')"
"('Q969G3', 'Q92922')"
"('P40225', 'Q8N6P7')"
"('P13569', 'O95049')"
"('Q9P212', 'Q16513')"
"('O96000', 'Q16795')"
"('Q9HAV4', 'P62826')"
"('P08603', 'O43524')"
"('O43320', 'P17948')"
"('Q9Y2H8', 'P49716')"
"('Q6PCD5', 'P61077')"
"('P48443', 'Q6P2C8')"
"('O15021', 'Q15797')"
"('Q9UPT5', 'Q9H8T0')"
"('Q96HR3', 'Q9BWU1')"
"('P24723', 'P19883')"
"('Q13838', 'P61981')"
"('P17612', 'Q16695')"
"('P60510', 'Q99832')"
"('Q9Y3C5', 'Q9NWF9')"
"('Q04724', 'O43809')"
"('Q9UHX1', 'P07237')"
"('P20042', 'P67870')"
"('Q9BRT6', 'Q9NX58')"
"('P13746', 'Q8NHL6')"
"('O75044', 'P52198')"
"('P13498', 'A8MVU1')"
"('Q9NRI5', 'O95613')"
"('O15514', 'Q6PD62')"
"('P03905', 'P03915')"
"('Q8WYR1', 'P15153')"
"('Q9Y6K1', 'Q9UBC3')"
"('O75367', 'O60814')"
"('Q9P2S5', 'P31948')"
"('Q15759', 'P04637')"
"('Q12933', 'O00329')"
"('P49736', 'Q9BRX5')"
"('Q13625', 'Q04206')"
"('O14508', 'P42702')"
"('Q9H492', 'P55084')"
"('Q13753', 'Q7L1I2')"
"('Q00839', 'P25963')"
"('P35609', 'P18564')"
"('Q9H2X6', 'Q01196')"
"('Q15714', 'Q9UMN6')"
"('O15198', 'Q9UBL3')"
"('Q92536', 'P05556')"
"('Q00653', 'Q6P2Q9')"
"('Q9Y6K9', 'Q969K3')"
"('Q71U36', 'Q3ZCM7')"
"('Q8ND25', 'P62837')"
"('Q02363', 'Q06710')"
"('Q9ULV8', 'P10721')"
"('O43143', 'Q9UKV8')"
"('Q99459', 'Q92974')"
"('P85298', 'P15153')"
"('P62993', 'Q9UHB6')"
"('Q9Y3C5', 'Q9UJY5')"
"('O94864', 'Q8NEM7')"
"('P33076', 'P10914')"
"('Q86WN2', 'Q8N6P7')"
"('Q01081', 'P26368')"
"('P51636', 'P05556')"
"('O76070', 'O60566')"
"('Q9Y2Q5', 'Q6IAA8')"
"('Q9Y3C7', 'P15927')"
"('P46783', 'P62979')"
"('O75508', 'O15551')"
"('P04049', 'P04150')"
"('406948', 'P19544')"
"('Q9UPT9', 'O94864')"
"('Q99459', 'O75694')"
"('P06899', 'O75367')"
"('P46937', 'O15350')"
"('O95059', 'P78346')"
"('P51153', 'Q13485')"
"('Q9ULC4', 'Q9Y4K3')"
"('P12081', 'Q15843')"
"('P35268', 'P49207')"
"('Q12860', 'P06241')"
"('Q8NEU8', 'P23945')"
"('Q9UGN5', 'O76075')"
"('P14866', 'O43390')"
"('P01133', 'Q13191')"
"('O43865', 'Q8IY92')"
"('Q13114', 'Q92956')"
"('P49715', '26765')"
"('Q8NBE8', 'P04083')"
"('P62316', 'P62993')"
"('P60709', 'P11055')"
"('O95178', 'O96000')"
"('Q03431', 'P62158')"
"('Q9P2S5', 'Q9UHV9')"
"('P14616', 'Q07890')"
"('Q15843', 'Q00839')"
"('P10721', 'P29350')"
"('Q15139', 'P20701')"
"('A8K6C2', 'P40238')"
"('P14555', 'P18054')"
"('P60709', 'Q9UBQ5')"
"('P18754', 'O75815')"
"('Q5VVX9', 'Q9ULK6')"
"('Q5RL73', 'Q16637')"
"('O15111', 'O14965')"
"('Q96KR7', 'P12980')"
"('Q99459', 'Q09666')"
"('Q5RL73', 'P04183')"
"('P49840', 'Q12879')"
"('P62987', 'P61513')"
"('O60934', 'P09874')"
"('P01889', 'P46060')"
"('O95267', 'P01112')"
"('Q8TC12', 'Q6QNY1')"
"('Q93034', 'P62877')"
"('O75438', 'Q16795')"
"('Q9BQD3', 'Q9GZQ8')"
"('Q8NER5', 'Q13485')"
"('P03886', 'O43678')"
"('P61026', 'Q9UHY7')"
"('P62837', 'Q9Y508')"
"('Q86UA1', 'P13637')"
"('Q9NWA0', 'Q9Y3C7')"
"('P19438', 'P07900')"
"('P41240', 'P61978')"
"('Q05655', 'P63261')"
"('Q9P2D8', 'P27348')"
"('P28072', 'Q9Y244')"
"('Q9UL18', 'Q9BQ39')"
"('P45973', 'Q9Y6K1')"
"('Q6NZY4', 'P30153')"
"('P49747', 'P26010')"
"('O60671', 'Q99615')"
"('Q13882', 'O14654')"
"('P16104', 'Q9NUW8')"
"('O75815', 'P00533')"
"('Q66LE6', 'Q92736')"
"('Q92769', 'O94776')"
"('Q9Y6K1', 'P61244')"
"('P15259', 'P18206')"
"('P36897', 'P61586')"
"('P53539', 'P84022')"
"('P78406', 'Q8N1F7')"
"('P19438', 'O43353')"
"('O95139', 'O14561')"
"('Q9H2G2', 'Q86SG6')"
"('Q92796', 'Q15334')"
"('407047', 'P56817')"
"('P26678', 'Q93084')"
"('O43318', 'Q9Y4D1')"
"('Q00005', 'P11021')"
"('Q9NQT4', 'Q92841')"
"('P08253', 'P01033')"
"('P28340', 'P06241')"
"('Q9NPF7', 'Q99665')"
"('Q9UNN5', 'P04083')"
"('P25116', 'Q9P2W3')"
"('Q04695', 'P13987')"
"('P05013', 'P42702')"
"('P62258', 'A8K0R7')"
"('Q9NYW5', 'A8MTJ3')"
"('Q9Y375', 'Q16795')"
"('Q16254', 'Q14566')"
"('Q15306', 'O43353')"
"('Q9UGN5', 'O94832')"
"('P13804', 'Q14197')"
"('Q10586', 'P78527')"
"('Q13404', 'Q7Z419')"
"('P67775', 'Q15672')"
"('Q01082', 'Q9Y572')"
"('P62745', 'Q13829')"
"('P21333', 'Q9BXR5')"
"('P40818', 'P27348')"
"('Q96IP4', 'P46379')"
"('P21246', 'P40306')"
"('P62979', 'P42677')"
"('P61026', 'P61966')"
"('Q13113', 'Q7L5N1')"
"('P30480', 'P13797')"
"('Q8TDR0', 'P11142')"
"('P35626', 'Q8NGR4')"
"('P08670', 'Q8N2W9')"
"('Q9UH92', 'P60520')"
"('P15692', 'P09619')"
"('Q92901', 'P61927')"
"('P08123', 'P18084')"
"('P02768', 'Q9Y6Q9')"
"('O14727', 'P62136')"
"('P48740', 'Q92890')"
"('Q14194', 'P55774')"
"('P10276', 'Q00056')"
"('Q9HBE4', 'Q8N6P7')"
"('Q8N2Z9', 'Q0VG06')"
"('P22694', 'Q09428')"
"('P27694', 'Q9UHY7')"
"('P08123', 'P51511')"
"('P52272', 'Q13243')"
"('O14576', 'Q13885')"
"('O95819', 'P16989')"
"('Q5T3J3', 'P50453')"
"('Q6QNY1', 'Q9H7E9')"
"('P09936', 'P63279')"
"('P48729', 'O75581')"
"('Q9BYM8', 'Q9NYJ8')"
"('P22694', 'P52565')"
"('P02511', 'P05067')"
"('P80162', 'P32246')"
"('Q15388', 'Q8NEY8')"
"('Q96PU5', 'P61981')"
"('P35626', 'Q8NGP9')"
"('P01891', 'P51571')"
"('P00519', 'Q13191')"
"('Q86Y13', 'P0C0S5')"
"('P16520', 'Q13698')"
"('P49207', 'Q9NY93')"
"('Q13247', 'Q15287')"
"('O00206', 'P28482')"
"('P42766', 'Q9Y3U8')"
"('P01106', 'O43823')"
"('P22301', 'P32927')"
"('P62987', 'P61254')"
"('P10826', 'Q15796')"
"('Q00610', 'O15111')"
"('P55201', 'P49736')"
"('O14807', 'O00329')"
"('P49848', 'P41235')"
"('O14939', 'Q00535')"
"('P78368', 'P16220')"
"('Q6UX04', 'Q70Z53')"
"('P62877', 'P56645')"
"('Q9UNE7', 'P07900')"
"('P33240', 'P46379')"
"('Q07507', 'P46379')"
"('P50570', 'Q96RU3')"
"('Q15417', 'P50402')"
"('P62826', 'Q09161')"
"('P67870', 'Q6UXH1')"
"('Q99624', 'Q9H7B4')"
"('P29350', 'P10914')"
"('O14965', 'P49450')"
"('Q6P2C8', 'Q9BWU1')"
"('P68400', 'Q01082')"
"('P26599', 'P49023')"
"('P51965', 'Q96BH1')"
"('Q9NX76', 'Q9HC24')"
"('O60296', 'Q99928')"
"('P12956', 'Q00839')"
"('Q9NT62', 'Q9C0C7')"
"('Q9Y2X8', 'Q9BY78')"
"('O14920', 'P55957')"
"('P62244', 'Q99558')"
"('Q96EZ8', 'P0C1Z6')"
"('P52333', 'Q9Y4H2')"
"('P61244', 'Q8IWI9')"
"('P51808', 'P15151')"
"('P18146', 'Q96S97')"
"('Q09472', 'Q13625')"
"('P26641', 'Q9UQL6')"
"('O00329', 'P23443')"
"('Q99459', 'Q01085')"
"('O15198', 'Q5T5Y3')"
"('Q13418', 'Q92621')"
