negatives
"('Q9HD36', 'Q07812')"
"('Q9Y5C1', 'P06756')"
"('P54619', 'P54840')"
"('Q92974', 'P61981')"
"('Q93077', 'Q99877')"
"('O95977', 'Q14344')"
"('P38405', 'O60503')"
"('Q9HBG4', 'O95704')"
"('Q99741', 'P42771')"
"('Q92597', 'Q13200')"
"('P32969', 'O96007')"
"('O95229', 'Q9H081')"
"('P10275', 'P11182')"
"('P09038', 'P39019')"
"('Q8IXH6', 'P60520')"
"('P61019', 'Q9H8Y8')"
"('Q8IUQ4', 'Q96SN8')"
"('P01106', 'Q14697')"
"('P16220', 'Q8N5C7')"
"('O43318', 'O15105')"
"('P56556', 'O95139')"
"('P62805', 'P68431')"
"('Q9H8S9', 'Q9Y4K3')"
"('Q8TAQ2', 'O15360')"
"('P10276', 'O15516')"
"('Q5QNW6', 'O15379')"
"('Q8NGR1', 'P38405')"
"('P63096', 'Q86XP0')"
"('Q13237', 'P16220')"
"('Q15139', 'P16885')"
"('Q04206', 'Q99757')"
"('O94979', 'Q9NR31')"
"('Q9HCK4', 'Q7Z6B7')"
"('P31939', 'O43586')"
"('P49641', 'O95163')"
"('Q16531', 'Q96F24')"
"('P0CJ72', 'P25090')"
"('P20333', 'P0CG47')"
"('Q14966', 'P19012')"
"('Q9Y5J5', 'P08195')"
"('P46776', 'Q9UNX3')"
"('P06241', 'Q86WV1')"
"('Q8WU90', 'P13805')"
"('Q9UMX0', 'O75830')"
"('P08670', 'O60603')"
"('P31947', 'O43524')"
"('Q9ULZ3', 'Q96P20')"
"('Q9NRI5', 'Q63HM2')"
"('Q13315', 'Q9Y6D5')"
"('Q13523', 'A0JLT2')"
"('O60244', 'Q6P2C8')"
"('Q02543', 'P40429')"
"('P04196', 'P02679')"
"('Q9Y6G9', 'Q9BQE3')"
"('Q969V6', 'P16220')"
"('P50570', 'Q9BX66')"
"('P62945', 'P18124')"
"('P17844', 'P07437')"
"('O76081', 'Q93045')"
"('P46781', 'P22090')"
"('Q16520', 'Q10586')"
"('Q15418', 'P49815')"
"('Q9H2G2', 'Q9NRJ4')"
"('O00463', 'P36941')"
"('P48039', 'P63211')"
"('P03956', 'P80162')"
"('P42684', 'P01112')"
"('Q9C040', 'P78324')"
"('Q16659', 'Q15435')"
"('P38398', 'P18146')"
"('Q96RT1', 'P35222')"
"('Q13683', 'P23229')"
"('O14512', 'O60504')"
"('Q04206', 'O43707')"
"('Q49A88', 'Q96MT8')"
"('Q00987', 'Q15648')"
"('Q13315', 'Q49MG5')"
"('Q99750', 'O43299')"
"('O95402', 'Q9Y2X0')"
"('Q12841', 'P08571')"
"('Q9Y5J5', 'O94874')"
"('Q15631', 'Q14164')"
"('P15692', 'P49841')"
"('Q92858', 'Q9BZE3')"
"('Q9UPV0', 'P23025')"
"('O43493', 'P11717')"
"('Q15583', 'Q13547')"
"('P04637', 'Q8IUQ4')"
"('Q6P1J9', 'Q15388')"
"('P49841', 'Q9Y600')"
"('O00487', 'Q9BRP4')"
"('Q92956', 'Q969V3')"
"('Q16663', 'P19838')"
"('P35268', 'P61313')"
"('Q8IWT3', 'P12931')"
"('Q9BVJ7', 'Q6NUN9')"
"('O95782', 'Q9Y6I3')"
"('P63104', 'Q8N3V7')"
"('P08047', 'P01375')"
"('P45984', 'Q8WWQ8')"
"('P63000', 'O95793')"
"('P61077', 'Q8TDB6')"
"('Q9UHB6', 'Q9Y6K9')"
"('Q8IYK4', 'P18146')"
"('Q9ULV8', 'P08581')"
"('Q9H9B4', 'Q15714')"
"('Q9UM07', 'Q9ULA0')"
"('Q14152', 'P20042')"
"('P20333', 'Q9BVA1')"
"('P53816', 'Q9NRR5')"
"('Q9NRR5', 'Q13564')"
"('P30457', 'O95347')"
"('P26368', 'Q9NXG2')"
"('P16104', 'P30041')"
"('P30101', 'P78536')"
"('P10636', 'P27348')"
"('Q13554', 'Q8IZS8')"
"('P51654', 'P56704')"
"('P62993', 'Q86UX6')"
"('Q9Y6Q9', 'Q13153')"
"('Q9P286', 'P53680')"
"('Q9UBF6', 'Q9Y297')"
"('P01106', 'O00629')"
"('O60828', 'P61006')"
"('Q9Y4P8', 'Q9NRL3')"
"('Q86UX6', 'P62993')"
"('Q99731', 'P42224')"
"('P04279', 'P17252')"
"('P32969', 'P62913')"
"('P12931', 'Q05397')"
"('Q00978', 'P48551')"
"('P63165', 'Q8N1G0')"
"('Q13435', 'O75533')"
"('Q8IWZ8', 'P07910')"
"('Q99941', 'P35638')"
"('Q09472', 'P25205')"
"('P46108', 'O95886')"
"('P01563', 'P15509')"
"('P39019', 'P62701')"
"('P05067', 'P17538')"
"('Q9H936', 'P49662')"
"('Q15109', 'P12931')"
"('Q9NQC7', 'Q9UBN7')"
"('Q13042', 'P30260')"
"('Q9NZV8', 'P56537')"
"('P52597', 'Q92945')"
"('P47914', 'P61254')"
"('P05388', 'P18621')"
"('Q06323', 'Q92569')"
"('Q9BSJ2', 'Q9H853')"
"('Q9H2X6', 'Q92793')"
"('P29597', 'P51692')"
"('O75937', 'Q05519')"
"('Q04206', 'P28562')"
"('P79483', 'P01730')"
"('Q08379', 'Q92542')"
"('P60900', 'P30480')"
"('Q15796', 'Q92963')"
"('P63165', 'P35609')"
"('Q9Y5V3', 'Q9NWB1')"
"('P32121', 'Q8NGS4')"
"('Q9UM73', 'Q92985')"
"('O15444', 'P49682')"
"('P19793', 'P10827')"
"('Q9UQB3', 'P49768')"
"('O15264', 'P16403')"
"('P32121', 'Q8NG83')"
"('Q15796', 'P53355')"
"('Q15669', 'Q5T3J3')"
"('Q96KM6', 'Q9BXP8')"
"('Q9Y297', 'O14965')"
"('P19838', 'O00626')"
"('P19174', 'Q9UNH6')"
"('Q96KC8', 'P80294')"
"('P15509', 'P23458')"
"('P62136', 'Q9NZT1')"
"('P51684', 'O15263')"
"('P04259', 'Q00005')"
"('P28566', 'P50151')"
"('Q92569', 'Q9Y259')"
"('Q8NEC5', 'O95967')"
"('P31995', 'Q96RQ1')"
"('Q7L5N1', 'Q13616')"
"('O95872', 'P13164')"
"('7503', 'Q09028')"
"('P48594', 'P20333')"
"('P67775', 'Q7Z3S7')"
"('P53350', 'Q9H773')"
"('Q9Y252', 'P10275')"
"('P67870', 'P51693')"
"('Q8TEL6', 'O15111')"
"('Q9Y675', 'Q96B02')"
"('O14593', 'Q16650')"
"('P46781', 'Q9Y478')"
"('Q9NR28', 'O43557')"
"('P61586', 'P63000')"
"('Q92620', 'Q9BUJ2')"
"('Q14683', 'Q29RF7')"
"('P62258', 'P04637')"
"('P54652', 'P45984')"
"('Q13573', 'Q14562')"
"('Q9HCK5', 'Q71U36')"
"('P12757', 'P14543')"
"('Q9Y250', 'P62875')"
"('P08238', 'P31749')"
"('Q9Y3B3', 'O15455')"
"('Q8WUI4', 'P55210')"
"('Q9HC98', 'Q15021')"
"('Q9UQE7', 'Q9NP77')"
"('Q8WUM4', 'P62993')"
"('P60953', 'P53779')"
"('Q9BQF6', 'P41182')"
"('P27540', 'P08833')"
"('Q96PU8', 'Q14576')"
"('P49901', 'Q9BQ66')"
"('Q9BQA1', 'P62310')"
"('P01903', 'P01912')"
"('P46109', 'Q9HB21')"
"('Q9Y6I3', 'P10721')"
"('O75525', 'Q8IUQ4')"
"('P05106', 'P05771')"
"('Q6NUN9', 'P30519')"
"('Q9P0U4', 'Q96A08')"
"('Q9NNW5', 'Q7L622')"
"('P55316', 'Q09472')"
"('O14745', 'Q9ULV1')"
"('P62736', 'P62993')"
"('P62258', 'Q00613')"
"('Q9P1A6', 'P12931')"
"('O14519', 'P01876')"
"('Q8N257', 'O75367')"
"('P08047', 'P03372')"
"('Q96HR3', 'P19793')"
"('P00338', 'O14933')"
"('Q00987', 'P81605')"
"('Q7Z4W1', 'Q9Y2Q3')"
"('Q9HCK5', 'Q9UBX3')"
"('Q13535', 'O15360')"
"('P42345', 'P10644')"
"('P17676', 'P41440')"
"('P17858', 'Q9Y490')"
"('Q96AJ9', 'O60499')"
"('P27986', 'P20810')"
"('P12956', 'O15131')"
"('Q7Z6Z7', 'P01106')"
"('Q9NQZ2', 'P21246')"
"('P16471', 'P15498')"
"('P62140', 'Q12972')"
"('P00519', 'Q9ULH1')"
"('O14544', 'O00238')"
"('P54132', 'Q13573')"
"('P49207', 'P83881')"
"('Q9UI10', 'Q13144')"
"('Q05925', 'P18146')"
"('P11274', 'P22681')"
"('A0JLT2', 'P51681')"
"('Q9BPW8', 'P41743')"
"('P30086', 'O43318')"
"('P63000', 'O95466')"
"('P38484', 'P35228')"
"('Q92598', 'P68366')"
"('Q92835', 'P52333')"
"('O75676', 'P05114')"
"('Q9UQB3', 'P02766')"
"('Q9UKL0', 'P35498')"
"('Q6XUX3', 'P61106')"
"('O14818', 'P25788')"
"('P02787', 'P04350')"
"('O60333', 'P51681')"
"('Q92625', 'P61981')"
"('Q9HAW0', 'Q9Y333')"
"('P16144', 'Q03001')"
"('Q96EP5', 'Q96DU9')"
"('Q9UBI6', 'P53779')"
"('Q9UL25', 'Q9UJ41')"
"('Q96P20', 'O15553')"
"('Q05516', 'P40424')"
"('P41227', 'Q8NFF5')"
"('O95267', 'P0C869')"
"('P22087', 'Q9UKS6')"
"('O14775', 'O60238')"
"('407007', 'P03372')"
"('Q7LFL8', 'O15105')"
"('O14818', 'P25786')"
"('P21810', 'P55001')"
"('P62910', 'P32969')"
"('P35244', 'Q15714')"
"('Q9BXL8', 'Q9Y2T4')"
"('Q9H9Q2', 'Q9UBW8')"
"('O60739', 'P27797')"
"('P50281', 'O43493')"
"('P19387', 'O00267')"
"('P42224', 'P42345')"
"('Q6X4U4', 'P49716')"
"('P13861', 'Q8TBZ2')"
"('Q9BZW8', 'Q14155')"
"('P22694', 'P53805')"
"('Q9H1D9', 'O76061')"
"('P31314', 'P14635')"
"('P27482', 'Q13972')"
"('P52735', 'Q15633')"
"('Q15369', 'Q9H8Y8')"
"('P29466', 'Q7Z434')"
"('P38432', 'Q9Y4C2')"
"('Q5TCQ9', 'Q13224')"
"('Q05193', 'Q8IWF7')"
"('O95832', 'P08253')"
"('P32121', 'Q8NGY6')"
"('P41182', 'P29350')"
"('Q8N392', 'O00212')"
"('Q05516', 'Q03013')"
"('P12931', 'Q6S5L8')"
"('Q676U5', 'O94817')"
"('P29966', 'Q9Y4K3')"
"('P61088', 'Q9NZS9')"
"('O75398', 'P01116')"
"('P29475', 'Q92769')"
"('P05230', 'P10721')"
"('P22612', 'Q96BA8')"
"('Q15796', 'P36894')"
"('O95988', 'P31751')"
"('P51948', 'P18074')"
"('Q92698', 'Q9H7U1')"
"('Q9Y6X2', 'Q14765')"
"('P45379', 'P19429')"
"('Q8TE23', 'Q7RTX0')"
"('P32246', 'O60674')"
"('P21802', 'Q9ULV8')"
"('Q14596', 'Q99689')"
"('Q9NZC7', 'Q92797')"
"('Q96ID5', 'P50453')"
"('Q13444', 'Q9UKS6')"
"('P52798', 'P07333')"
"('Q13114', 'Q8TDR0')"
"('P10398', 'Q92614')"
"('P43405', 'P09693')"
"('Q12933', 'Q9H857')"
"('P23508', 'Q15691')"
"('P84095', 'O75116')"
"('P19174', 'Q8WV28')"
"('O43597', 'Q12933')"
"('P53618', 'P09619')"
"('P25786', 'Q9H6J7')"
"('O95931', 'Q99496')"
"('P20618', 'P27824')"
"('Q8N6C8', 'O75015')"
"('P63218', 'P51828')"
"('P62993', 'P08133')"
"('Q15149', 'Q13573')"
"('Q04206', 'P50990')"
"('P62993', 'Q14210')"
"('Q5SRE5', 'P35658')"
"('Q13387', 'O95084')"
"('P62136', 'P13807')"
"('P05230', 'Q99584')"
"('Q6P1J9', 'O75150')"
"('Q16514', 'P01106')"
"('O15372', 'P47813')"
"('P01106', 'O00124')"
"('P09668', 'P41220')"
"('P18146', 'Q8N6M6')"
"('P06493', 'P35251')"
"('O00222', 'P50151')"
"('P61981', 'O95544')"
"('P17947', 'Q15080')"
"('Q7Z5H3', 'Q96L33')"
"('Q13535', 'Q9H063')"
"('Q9Y2R4', 'Q9NWA0')"
"('P26583', 'Q01105')"
"('P68400', 'Q15287')"
"('P06899', 'Q6UXN9')"
"('P51617', 'Q13114')"
"('P55957', 'O14920')"
"('Q13228', 'P27694')"
"('Q99877', 'Q9UBN7')"
"('O43318', 'P01112')"
"('P07332', 'P23458')"
"('Q9UQM7', 'Q96PM5')"
"('O15151', 'P27348')"
"('P49005', 'Q15054')"
"('P31751', 'Q99941')"
"('Q14790', 'Q86TL0')"
"('P49238', 'P32121')"
"('P17509', 'P55347')"
"('O95140', 'Q16611')"
"('P49841', 'P25054')"
"('P14210', 'P16234')"
"('Q15428', 'Q86XP3')"
"('Q9H9Y6', 'Q5UIP0')"
"('Q6WCQ1', 'O94832')"
"('Q9H204', 'Q9H2G2')"
"('Q8NG27', 'Q14807')"
"('P61586', 'P12883')"
"('O60683', 'P28328')"
"('P62993', 'Q9P0K7')"
"('Q9Y3M8', 'P68363')"
"('Q9GZQ8', 'Q14677')"
"('Q14103', 'Q14683')"
"('P62140', 'O95685')"
"('Q14240', 'P62273')"
"('Q8N257', 'P61964')"
"('Q9UPY6', 'O15144')"
"('P49841', 'Q13467')"
"('O95816', 'O75061')"
"('Q9Y4K3', 'Q969H8')"
"('Q9HBW0', 'O95467')"
"('Q07820', 'Q16611')"
"('Q08209', 'Q96GX8')"
"('P01133', 'Q07889')"
"('P13725', 'P78552')"
"('Q8IZI9', 'P48357')"
"('Q6UXF1', 'Q99962')"
"('P29353', 'P46940')"
"('Q75QN2', 'Q99459')"
"('Q12873', 'Q96C92')"
"('Q13573', 'O60443')"
"('Q9Y230', 'Q12933')"
"('Q8NFJ9', 'P01258')"
"('Q86YM7', 'Q9NSC5')"
"('Q9NX65', 'P17028')"
"('Q9H211', 'O75496')"
"('Q13153', 'P49023')"
"('O60925', 'P21246')"
"('P03886', 'O95168')"
"('P62314', 'Q99459')"
"('Q13557', 'Q13555')"
"('Q16514', 'Q13573')"
"('P42702', 'P52333')"
"('P82094', 'P20340')"
"('O14512', 'P42226')"
"('Q14814', 'O95644')"
"('Q9BT92', 'O95140')"
"('Q13177', 'P15056')"
"('P22694', 'Q07869')"
"('Q9UKV8', 'Q8TEX9')"
"('Q14164', 'Q9UHD2')"
"('Q13469', 'P51692')"
"('O75593', 'Q13485')"
"('Q16254', 'Q92698')"
"('P40227', 'Q9GZX7')"
"('Q13136', 'Q9NS73')"
"('Q9NP80', 'P35354')"
"('P18146', 'P10242')"
"('Q96N67', 'Q14451')"
"('P84098', 'P05386')"
"('Q5T9A4', 'Q96T60')"
"('Q07912', 'P16333')"
"('C9JDP6', 'P56746')"
"('P07942', 'P08514')"
"('Q92934', 'P99999')"
"('O15530', 'Q9H6R7')"
"('O14686', 'Q6UXN9')"
"('O95168', 'O95182')"
"('Q9Y3B2', 'Q9NQT4')"
"('P31946', 'O14757')"
"('P22415', 'Q02880')"
"('P20809', 'P40189')"
"('Q969D9', 'P42702')"
"('P42773', 'Q9NXS2')"
"('P10275', 'O75376')"
"('P0CG48', 'P31749')"
"('Q08170', 'Q92620')"
"('P06241', 'P15391')"
"('P16220', 'Q9UPW6')"
"('P05129', 'Q96BA8')"
"('P31749', 'O14920')"
"('Q7Z6B7', 'O00238')"
"('P50750', 'Q7L2E3')"
"('Q13573', 'Q9BZK7')"
"('Q8TBZ2', 'P40337')"
"('P12931', 'P21980')"
"('P22392', 'P63104')"
"('Q04206', 'P42224')"
"('Q12834', 'Q9UJX4')"
"('Q9H2X0', 'Q6KF10')"
"('P62993', 'Q96NZ9')"
"('Q9UI09', 'O95168')"
"('P13533', 'P10916')"
"('P98172', 'P00533')"
"('Q07020', 'Q15843')"
"('P62273', 'P08708')"
"('O14775', 'A5PKW4')"
"('P19338', 'P06748')"
"('P51817', 'P20941')"
"('Q03135', 'Q9H0E2')"
"('Q9P2G9', 'Q9H6Y2')"
"('Q9NR28', 'P36941')"
"('Q16539', 'P61244')"
"('O00238', 'P53778')"
"('P62195', 'P43354')"
"('P19338', 'P12544')"
"('O15534', 'Q99743')"
"('P62841', 'P08708')"
"('P40337', 'Q9HAV7')"
"('P22105', 'Q05397')"
"('P17252', 'P15311')"
"('P04626', 'Q68CZ2')"
"('P51636', 'P20936')"
"('P62979', 'P38936')"
"('P05997', 'P23229')"
"('P00403', 'P01889')"
"('Q8NFM7', 'P00533')"
"('Q9UBL3', 'Q6DN03')"
"('Q9HD67', 'P41743')"
"('O00743', 'P78318')"
"('Q8TDG2', 'P24928')"
"('P09914', 'O14879')"
"('P41440', 'P08047')"
"('P08631', 'P08637')"
"('Q93074', 'Q9NVC6')"
"('Q9BPY8', 'Q9H2F5')"
"('Q9UKV0', 'Q99880')"
"('P10074', 'P41220')"
"('Q05516', 'Q12933')"
"('P19174', 'P12236')"
"('P01236', 'P16871')"
"('P49716', 'Q70EL3')"
"('Q6DT37', 'P17081')"
"('Q13884', 'Q9Y4J8')"
"('Q13242', 'P55795')"
"('P30679', 'Q01970')"
"('P04637', 'O14514')"
"('P15311', 'P07332')"
"('Q99750', 'Q9H7H0')"
"('Q6UWE0', 'Q9Y4K3')"
"('P22681', 'Q96J02')"
"('Q13976', 'O96001')"
"('P55795', 'P62993')"
"('O15397', 'P62258')"
"('P16144', 'P49023')"
"('P32121', 'Q96R47')"
"('Q8WY64', 'Q13126')"
"('P05013', 'P10912')"
"('Q9BUQ8', 'O75643')"
"('P00519', 'Q92988')"
"('Q8NGH8', 'P38405')"
"('P63261', 'Q86UA6')"
"('O95178', 'O43676')"
"('P20674', 'P40337')"
"('Q9UHP3', 'P12757')"
"('Q13177', 'P25787')"
"('Q16625', 'O00501')"
"('Q9C005', 'Q99880')"
"('P62258', 'O75791')"
"('O43150', 'Q9UKS6')"
"('Q53GL0', 'P31749')"
"('P39748', 'P52565')"
"('Q5TCQ9', 'P07550')"
"('Q13315', 'Q9H6E5')"
"('P49716', 'P37275')"
"('P45983', 'Q15759')"
"('Q9HAU4', 'O43541')"
"('Q8IZC6', 'P05556')"
"('P08651', 'Q01130')"
"('Q96SB3', 'Q9UD71')"
"('Q13485', 'Q9UI36')"
"('P63218', 'O00459')"
"('O75390', 'P56537')"
"('Q09472', 'P52630')"
"('P63104', 'P55851')"
"('P30050', 'P18124')"
"('O95819', 'P46777')"
"('Q96A08', 'P16104')"
"('P48436', 'P21941')"
"('P20042', 'Q13432')"
"('Q8NBJ4', 'Q15029')"
"('O95167', 'P03923')"
"('Q13315', 'Q96T58')"
"('O14744', 'O15105')"
"('P21462', 'P63092')"
"('Q13263', 'Q13177')"
"('P06753', 'Q12913')"
"('Q9NVP2', 'Q09028')"
"('P02747', 'P00736')"
"('Q9H3S7', 'Q99816')"
"('Q92698', 'O43543')"
"('Q8TBB1', 'O95544')"
"('P19838', 'O00629')"
"('Q9NR97', 'Q9NR96')"
"('P52272', 'Q15653')"
"('P40225', 'P26992')"
"('Q00535', 'Q8TDN4')"
"('Q92900', 'P62424')"
"('P01106', 'P08195')"
"('Q96AX1', 'Q86VX9')"
"('P40855', 'P00533')"
"('Q01658', 'Q9NR33')"
"('Q9GZY6', 'Q9NRR5')"
"('O14490', 'Q15788')"
"('P56199', 'P26012')"
"('P35544', 'P62979')"
"('P05000', 'Q6UXL0')"
"('P56537', 'P07355')"
"('Q13177', 'Q13526')"
"('Q8IUG5', 'P46108')"
"('Q9Y4K3', 'Q86SQ7')"
"('Q92730', 'O75914')"
"('P54253', 'Q8N8B7')"
"('Q01094', 'P09884')"
"('Q14686', 'Q92753')"
"('P40337', 'P60900')"
"('Q969M7', 'Q9UI10')"
"('Q8IZP0', 'P42685')"
"('P55072', 'P01889')"
"('P06213', 'P46108')"
"('P62834', 'P05556')"
"('O95166', 'Q8NI08')"
"('A7KAX9', 'P60953')"
"('P04183', 'O15054')"
"('P18146', 'Q9Y2Y6')"
"('Q16531', 'Q13619')"
"('P52756', 'P51991')"
"('Q96N67', 'Q07889')"
"('O60381', 'Q01844')"
"('Q8NGE2', 'P38405')"
"('P62714', 'P07355')"
"('P01889', 'Q14954')"
"('Q13148', 'A0JLT2')"
"('P01225', 'P48546')"
"('Q9BTT4', 'Q14498')"
"('P43243', 'O75509')"
"('P62158', 'P30504')"
"('P07237', 'Q9UHX1')"
"('P05386', 'Q9GZQ8')"
"('P32121', 'Q8NGZ3')"
"('P17342', 'P01160')"
"('P59046', 'Q99558')"
"('Q9Y3U8', 'Q96JB5')"
"('Q92993', 'P62805')"
"('P56748', 'O95832')"
"('P50750', 'Q9UPN9')"
"('P32969', 'P46778')"
"('P03372', 'P11166')"
"('P01135', 'P08069')"
"('Q8TC57', 'O43186')"
"('Q9HAU0', 'O43909')"
"('P42224', 'P11309')"
"('Q13526', 'Q01538')"
"('P08195', 'P17931')"
"('Q7L7L0', 'P33778')"
"('Q06124', 'O95297')"
"('Q8NC44', 'Q12873')"
"('P42704', 'P01889')"
"('P01243', 'Q13347')"
"('Q13535', 'O43823')"
"('Q9HAU5', 'P42285')"
"('P04406', 'P06703')"
"('P62993', 'P51587')"
"('P01375', 'Q12968')"
"('Q14112', 'P98160')"
"('P50914', 'P62945')"
"('O00339', 'O95460')"
"('P06899', 'O75367')"
"('O75928', 'Q13838')"
"('P62269', 'P42677')"
"('O60603', 'Q04206')"
"('Q9Y4K3', 'Q92844')"
"('P18146', 'P55210')"
"('Q14397', 'Q12933')"
"('P04217', 'Q14451')"
"('Q86UW7', 'Q96KG7')"
"('Q9H8T0', 'Q9P2H0')"
"('P06729', 'P06241')"
"('P08243', 'P29083')"
"('P63261', 'P62993')"
"('Q9BWF3', 'P98175')"
"('P18084', 'P51636')"
"('P09496', 'P11142')"
"('P16871', 'Q9Y281')"
"('Q12933', 'Q13114')"
"('Q06124', 'P07355')"
"('Q9HCK8', 'Q13573')"
"('Q15811', 'P67870')"
"('P01243', 'O75190')"
"('Q9P2H0', 'Q8WYH8')"
"('Q13546', 'Q8IVM0')"
"('Q09472', 'P35638')"
"('Q13588', 'P10721')"
"('Q6ZVL6', 'P25788')"
"('Q96BK5', 'Q9Y3U8')"
"('Q9BRR9', 'O00212')"
"('P38936', 'O75398')"
"('Q14061', 'Q9UKR5')"
"('Q9GZM8', 'Q9Y383')"
"('P49841', 'O95163')"
"('Q9Y297', 'Q9GZV5')"
"('Q13042', 'Q96DE5')"
"('P51784', 'Q15170')"
"('O95071', 'Q969T4')"
"('Q8WUM4', 'Q99963')"
"('A7KAX9', 'P54253')"
"('Q92785', 'Q01201')"
"('O43921', 'P08069')"
"('P16104', 'Q7Z2G1')"
"('Q86WZ6', 'P49674')"
"('Q07955', 'Q13247')"
"('P62913', 'Q9Y6K9')"
"('O15105', 'O75807')"
"('O95257', 'Q8WWL7')"
"('O00459', 'P42336')"
"('P59990', 'P18146')"
"('P10451', 'Q9NUQ8')"
"('P48729', 'P10070')"
"('P30542', 'P21728')"
"('Q71UI9', 'Q9UKV0')"
"('P63096', 'P27361')"
"('P04118', 'P18146')"
"('Q16445', 'P54257')"
"('Q9HBE4', 'Q08334')"
"('Q96EQ0', 'Q9Y5P3')"
"('Q00722', 'Q05655')"
"('Q9UNX3', 'Q07020')"
"('P48736', 'Q9H0R8')"
"('P46783', 'P62701')"
"('P23396', 'P62993')"
"('P62280', 'Q9H4L4')"
"('P42773', 'Q14919')"
"('Q9UHD2', 'P23246')"
"('Q16659', 'P60002')"
"('P05387', 'P16104')"
"('Q53TQ3', 'O96019')"
"('P19532', 'P55072')"
"('P98170', 'Q9NR28')"
"('Q0VDF9', 'Q9H816')"
"('P15923', 'P12980')"
"('Q15834', 'Q00994')"
"('P36873', 'Q9NY47')"
"('P26373', 'P40429')"
"('O95295', 'Q96AW1')"
"('Q93098', 'Q9H461')"
"('Q9HBE4', 'P24394')"
"('P21281', 'P05108')"
"('P53350', 'Q9NYZ3')"
"('Q6PI98', 'Q53TQ3')"
"('O60641', 'P49642')"
"('P49721', 'Q9Y5K5')"
"('O75534', 'P01241')"
"('O94818', 'Q16659')"
"('O75643', 'O43187')"
"('Q13153', 'P63104')"
"('P32298', 'P49238')"
"('Q92914', 'P07333')"
"('Q01105', 'Q9Y6K9')"
"('P14635', 'P04637')"
"('P32519', 'O95644')"
"('P0CG48', 'Q13191')"
"('O94875', 'Q9BUZ4')"
"('O95433', 'P54253')"
"('Q01201', 'Q8IU54')"
"('P56856', 'P78369')"
"('P35372', 'P62873')"
"('P20042', 'P67870')"
"('P21246', 'Q6P1K2')"
"('Q92900', 'O95870')"
"('Q8TAM1', 'P22736')"
"('Q05516', 'Q8WXG1')"
"('Q9HCU9', 'Q9H7L9')"
"('P54253', 'Q6DKK2')"
"('P30480', 'Q15813')"
"('P25774', 'P04233')"
"('Q13573', 'P60228')"
"('O75832', 'Q9Y5K5')"
"('O60573', 'P63104')"
"('P21675', 'P28360')"
"('P28482', 'P16949')"
"('Q9BUJ2', 'O75400')"
"('Q99618', 'P30291')"
"('Q8WUF5', 'P04637')"
"('P21554', 'P08754')"
"('P35228', 'Q15717')"
"('P36551', 'O60684')"
"('P55884', 'P23443')"
"('P20042', 'Q14194')"
"('P17252', 'Q02156')"
"('Q9Y275', 'Q99558')"
"('406983', 'P37275')"
"('Q13616', 'P62877')"
"('Q16288', 'O14492')"
"('Q8NGJ9', 'P38405')"
"('P08754', 'O14610')"
"('P40337', 'P47914')"
"('Q8N1F7', 'Q8NFH3')"
"('Q13368', 'Q96RT1')"
"('P60709', 'P62826')"
"('P62158', 'P48436')"
"('Q5T4F7', 'Q9GZT5')"
"('Q96L34', 'Q9BQG0')"
"('P20338', 'O95704')"
"('P55072', 'Q96CS3')"
"('Q00653', 'P15924')"
"('P10451', 'Q13683')"
"('P55201', 'P25205')"
"('O94762', 'P39880')"
"('Q9P086', 'Q9NWA0')"
"('P00519', 'P46013')"
"('Q96RG2', 'Q9NRA8')"
"('O15397', 'P46060')"
"('O95168', 'P03905')"
"('P63167', 'Q14204')"
"('P61106', 'O43747')"
"('Q6P2I7', 'O94817')"
"('Q3ZCQ8', 'Q14BN4')"
"('O60925', 'O43681')"
"('Q6PI73', 'P12314')"
"('P29353', 'P20273')"
"('Q96BK5', 'Q6ZRQ5')"
"('Q8IYF3', 'P54252')"
"('Q8TEL6', 'Q13546')"
"('Q99459', 'P19474')"
"('P01241', 'Q9HB71')"
"('Q11206', 'P52565')"
"('P05113', 'Q13261')"
"('Q9Y6I3', 'P0CG48')"
"('O14965', 'P04198')"
"('Q99459', 'Q12996')"
"('P81408', 'Q13424')"
"('O00459', 'P61586')"
"('Q9UI30', 'Q9Y478')"
"('P24928', 'Q6PD62')"
"('Q9UPT9', 'P0C0S5')"
"('Q9NVC6', 'P41235')"
"('P22681', 'P05783')"
"('Q15008', 'Q99436')"
"('P48552', 'P28702')"
"('P04899', 'Q9UK08')"
"('O60879', 'P60673')"
"('P05141', 'Q9Y277')"
"('P18146', 'Q96NX5')"
"('P43403', 'P31749')"
"('Q9Y4K3', 'Q14257')"
"('Q13228', 'Q9H8Y8')"
"('P01857', 'Q9GZM6')"
"('Q9NVF9', 'P18146')"
"('Q3ZCQ8', 'P19438')"
"('P42224', 'P63279')"
"('P51843', 'P35398')"
"('Q05397', 'O43294')"
"('O14807', 'P42336')"
"('Q9GZU2', 'O43255')"
"('P50148', 'Q9UNX9')"
"('Q15306', 'Q99836')"
"('Q05519', 'Q01081')"
"('Q5JY77', 'P11229')"
"('Q13387', 'P62877')"
"('O43295', 'P60953')"
"('Q969H6', 'O94817')"
"('P62736', 'P60660')"
"('P42226', 'P16050')"
"('P35227', 'Q8NDX5')"
"('Q8N5F7', 'O43395')"
"('Q17RW2', 'P53708')"
"('P00747', 'P55085')"
"('P22455', 'Q92529')"
"('Q9UHD2', 'P18124')"
"('Q7L5N1', 'Q3KQU3')"
