negatives
"('Q8IZE3', 'Q86X19')"
"('Q15382', 'Q92624')"
"('P04070', 'P07225')"
"('P40227', 'P84077')"
"('Q8NAP3', 'Q7Z6E9')"
"('Q9H5I1', 'Q9H2G9')"
"('P61244', 'Q9H3U1')"
"('P27348', 'Q5S007')"
"('P13612', 'Q9Y3C6')"
"('Q14627', 'Q9HCU9')"
"('Q7Z3S9', 'P43353')"
"('Q9UBF6', 'Q13951')"
"('Q96JN8', 'Q8TEY7')"
"('Q93077', 'P48039')"
"('Q14999', 'P39023')"
"('P21589', 'Q92990')"
"('Q96RI1', 'P13010')"
"('Q93034', 'P34897')"
"('Q99471', 'Q8TBB1')"
"('P35222', 'P33151')"
"('O14980', 'O43566')"
"('Q8IW41', 'P04637')"
"('Q9Y371', 'Q9UBB9')"
"('O95817', 'Q13363')"
"('Q9Y478', 'Q15459')"
"('O75665', 'O94986')"
"('O43918', 'Q9BQE3')"
"('Q9UI30', 'O75400')"
"('Q8WYA6', 'Q9H0G5')"
"('P35222', 'P42167')"
"('Q9HCE1', 'P46783')"
"('P35222', 'O43623')"
"('O43143', 'P06702')"
"('P09651', 'O94979')"
"('O00425', 'Q8WX92')"
"('P29401', 'P12956')"
"('Q9H2G2', 'P21333')"
"('P48637', 'Q5VZM2')"
"('Q13415', 'Q8IWS0')"
"('Q9UNH7', 'P34897')"
"('P35222', 'P35869')"
"('Q5U5X0', 'Q8IWL3')"
"('P24941', 'Q9BUR5')"
"('O14744', 'P04908')"
"('O76071', 'P49643')"
"('Q8NH43', 'O60262')"
"('Q96AY4', 'P31946')"
"('Q08380', 'O15226')"
"('P02763', 'P05121')"
"('P24941', 'P19367')"
"('Q8N6N6', 'Q0VD86')"
"('Q8N392', 'P08134')"
"('Q9P2W3', 'Q68CZ6')"
"('Q16644', 'P46934')"
"('Q07627', 'Q6L8G4')"
"('P60842', 'P62917')"
"('P55735', 'Q9NRC8')"
"('P83731', 'P40429')"
"('P05388', 'Q9UKV8')"
"('P03372', 'Q96EB6')"
"('Q9NSG2', 'P43115')"
"('O14862', 'Q92522')"
"('O75147', 'P62258')"
"('Q99683', 'O75340')"
"('P61026', 'Q96I24')"
"('P25398', 'P83731')"
"('P61981', 'Q13009')"
"('Q86W54', 'Q5BJF6')"
"('Q7L5A3', 'Q9UHJ3')"
"('Q96AE4', 'Q16719')"
"('P06396', 'P16871')"
"('Q6ZRS2', 'O95365')"
"('O75083', 'Q9C0C7')"
"('Q8NCF5', 'Q9Y4K3')"
"('P29350', 'P78314')"
"('P15498', 'P10747')"
"('Q92547', 'P11142')"
"('P49802', 'P09471')"
"('P53365', 'P49638')"
"('O95817', 'Q14240')"
"('P22223', 'P46937')"
"('P15884', 'Q969G3')"
"('Q92918', 'O14920')"
"('Q13002', 'Q12959')"
"('Q4VC12', 'Q9NSC5')"
"('P00414', 'P01116')"
"('Q96NL6', 'Q8NHV4')"
"('O60271', 'Q16600')"
"('Q96GG9', 'Q13404')"
"('P29317', 'O94992')"
"('Q08AG7', 'Q9P0N9')"
"('Q8N1G2', 'P15884')"
"('Q04864', 'Q5T7W7')"
"('O95886', 'Q9BYB0')"
"('Q92541', 'Q14980')"
"('P57078', 'Q99570')"
"('Q15717', 'O95857')"
"('Q15061', 'O76071')"
"('Q5S007', 'Q86V25')"
"('Q8TCT0', 'Q8IUB9')"
"('Q99966', 'P35222')"
"('Q14C86', 'Q12952')"
"('Q7L576', 'P55160')"
"('O14730', 'P0DP24')"
"('P31483', 'O00625')"
"('P61769', 'P43629')"
"('Q9HCI5', 'Q93009')"
"('Q92506', 'P19838')"
"('P07814', 'P02751')"
"('O75554', 'Q8IWX8')"
"('P01106', 'Q01196')"
"('P10599', 'P26885')"
"('Q16643', 'P21333')"
"('P49336', 'Q92830')"
"('Q7L273', 'Q15654')"
"('P16871', 'Q15084')"
"('Q9Y2V2', 'P78362')"
"('Q99728', 'P24666')"
"('Q00325', 'P20333')"
"('Q96S53', 'Q6IQ23')"
"('Q86SE9', 'Q99496')"
"('Q96GD4', 'Q9H788')"
"('Q9BRK4', 'Q8NEA9')"
"('P21281', 'P24928')"
"('Q09472', 'O15047')"
"('Q9UMX1', 'Q8NEA6')"
"('Q9H4A6', 'Q9C002')"
"('Q8WVM8', 'O75787')"
"('Q96T58', 'Q9ULK4')"
"('P22492', 'Q13185')"
"('O75575', 'P05423')"
"('Q02878', 'Q9Y2X3')"
"('Q8TBB1', 'Q9BT40')"
"('O95816', 'P02751')"
"('P17612', 'P62879')"
"('P48745', 'P02751')"
"('P09429', 'P28358')"
"('Q4VC31', 'Q96AE4')"
"('Q8WWF8', 'P05067')"
"('Q96HE9', 'Q7L3S4')"
"('P03372', 'Q92793')"
"('Q15773', 'Q9UBU9')"
"('Q9Y5B9', 'Q08945')"
"('P05412', 'Q14008')"
"('Q6IPM2', 'P0DP24')"
"('Q12931', 'P37173')"
"('P78362', 'Q86U06')"
"('Q00610', 'Q9Y6K9')"
"('O95198', 'O95881')"
"('P68431', 'O43663')"
"('P13987', 'Q15149')"
"('Q8IWL3', 'P11233')"
"('Q5VVQ6', 'Q9Y385')"
"('P13647', 'P07550')"
"('Q9UPT5', 'Q96RK4')"
"('Q13042', 'Q9P2B7')"
"('P49755', 'P24941')"
"('P29590', 'Q9UKD2')"
"('Q30201', 'P61769')"
"('O94808', 'P15289')"
"('O75396', 'O95249')"
"('Q6ZVM7', 'P46934')"
"('Q5BKZ1', 'Q12906')"
"('Q8IVT5', 'P55209')"
"('O00267', 'P51003')"
"('Q9P2J5', 'O43324')"
"('O00311', 'Q9Y5N6')"
"('Q9NRX4', 'P54253')"
"('Q9UBE8', 'Q13485')"
"('Q96BJ8', 'Q9P253')"
"('Q7L590', 'P62807')"
"('P45880', 'P06576')"
"('Q9H0W5', 'Q9NVH0')"
"('Q9H1Y0', 'P12268')"
"('P41235', 'O00257')"
"('Q9NP66', 'P47897')"
"('P67870', 'Q6ZW49')"
"('Q86VM9', 'Q02878')"
"('P05154', 'P00749')"
"('Q13616', 'Q99714')"
"('Q96H20', 'O14641')"
"('Q01844', 'P63241')"
"('Q16610', 'A8MQ03')"
"('Q9HBG4', 'O00213')"
"('Q15077', 'P60409')"
"('Q9ULZ2', 'P18146')"
"('Q9NYL4', 'Q99496')"
"('Q15006', 'P22626')"
"('Q5QP82', 'Q9Y5W9')"
"('Q9GZX7', 'O95433')"
"('Q09472', 'P11473')"
"('Q00987', 'Q86XP3')"
"('Q12874', 'Q8IZP0')"
"('Q9BV68', 'P28340')"
"('P04271', 'Q00987')"
"('Q9NR12', 'Q8TDG2')"
"('P03372', 'P04040')"
"('P53384', 'Q12904')"
"('Q9Y5S9', 'Q8IYB3')"
"('P41182', 'P13500')"
"('Q13618', 'P63104')"
"('Q14012', 'P18848')"
"('Q86XK2', 'Q99469')"
"('Q9HAC8', 'P51668')"
"('Q9GZT3', 'Q9Y6B2')"
"('O14763', 'P25445')"
"('P42771', 'Q9NZ52')"
"('Q86Y79', 'O15084')"
"('Q9UPN7', 'P13727')"
"('Q0VG06', 'O95721')"
"('Q5T5B0', 'Q701N4')"
"('P62316', 'O75643')"
"('P60520', 'O75143')"
"('Q16695', 'P49848')"
"('P11171', 'Q9UI30')"
"('Q96P70', 'P0DMS8')"
"('O95171', 'Q9BVG8')"
"('P62263', 'Q8NC51')"
"('Q9BZW7', 'Q08379')"
"('Q9P2K5', 'O14744')"
"('Q13424', 'Q99712')"
"('Q14197', 'Q12905')"
"('Q9P0U1', 'O94826')"
"('Q8WXA9', 'Q15717')"
"('Q9H8Y8', 'P32320')"
"('Q86V81', 'Q8IX12')"
"('P48378', 'Q33E94')"
"('P62917', 'P62945')"
"('Q13490', 'Q14249')"
"('Q9H2G2', 'Q9Y2J2')"
"('P31040', 'Q96E29')"
"('Q99750', 'Q9UK11')"
"('P35813', 'P54619')"
"('O14893', 'P62304')"
"('Q13523', 'P14678')"
"('Q9BUL8', 'Q14BN4')"
"('Q8NEY1', 'Q5TCZ1')"
"('O75150', 'P19174')"
"('Q96RB7', 'P62873')"
"('Q99832', 'Q66LE6')"
"('P02751', 'P14618')"
"('P50222', 'O95602')"
"('Q9NPH0', 'Q13011')"
"('Q8NC69', 'P51784')"
"('Q9BTM9', 'P80188')"
"('P08238', 'Q8NEE6')"
"('P12830', 'P28827')"
"('Q96GA3', 'Q8NBT0')"
"('Q92831', 'P06401')"
"('Q06265', 'Q86VP6')"
"('P28065', 'P48556')"
"('P22234', 'Q9C0B0')"
"('Q9BXT5', 'O95758')"
"('P04629', 'Q9UPN6')"
"('Q8IZ21', 'P05067')"
"('Q9BY27', 'Q7Z6G3')"
"('Q12952', 'Q9NRZ9')"
"('Q9Y2T4', 'Q7Z3S7')"
"('Q13547', 'Q03468')"
"('Q86TW2', 'Q9HBV2')"
"('Q9BU76', 'Q8TD10')"
"('Q13347', 'P20042')"
"('O60271', 'Q9UBC2')"
"('Q8WTU0', 'Q14683')"
"('O95817', 'P20338')"
"('P60409', 'Q7L2K0')"
"('O75208', 'Q8N183')"
"('Q16665', 'Q9UQL6')"
"('Q9UNF1', 'O00443')"
"('Q96S82', 'Q9UBQ0')"
"('Q07065', 'Q16513')"
"('P24941', 'P62136')"
"('P14210', 'P04629')"
"('O43567', 'O00182')"
"('Q8N201', 'Q5TA45')"
"('P27797', 'O15511')"
"('Q9UJV9', 'Q8IUQ4')"
"('Q9NS73', 'Q9H8E8')"
"('P46087', 'P24941')"
"('Q15517', 'Q8IY92')"
"('Q6EMB2', 'O43889')"
"('Q5T5P2', 'Q8IYF3')"
"('Q5TA45', 'P62714')"
"('P20248', 'P14635')"
"('Q9H9S0', 'P28370')"
"('Q8IXL6', 'Q9BPY3')"
"('O75420', 'Q9H0I2')"
"('P08913', 'Q99961')"
"('Q9UQB8', 'P63104')"
"('P15407', 'Q9Y5Q3')"
"('P35998', 'P48556')"
"('Q8N4S9', 'Q9UBU9')"
"('P01563', 'P52333')"
"('Q9HCE1', 'Q7L2E3')"
"('Q99417', 'Q8TBZ2')"
"('P35637', 'P00338')"
"('P57721', 'Q6NYC8')"
"('Q14166', 'Q08J23')"
"('Q12962', 'Q9Y4A5')"
"('Q9UQM7', 'Q9Y3A4')"
"('P42345', 'P46777')"
"('P61006', 'P37840')"
"('P07307', 'Q96G23')"
"('Q99856', 'Q12952')"
"('Q13190', 'P43360')"
"('P17812', 'P49736')"
"('Q13813', 'Q9H492')"
"('O75820', 'P01116')"
"('Q9H2J4', 'Q9UPM9')"
"('P68431', 'O75955')"
"('O14498', 'Q3ZCM7')"
"('P62258', 'Q12912')"
"('Q9P0P0', 'P61088')"
"('P32519', 'P17535')"
"('Q13162', 'Q9H0R8')"
"('P34947', 'P08238')"
"('P17612', 'Q9H340')"
"('Q86X55', 'Q96GM5')"
"('Q8N4P3', 'P21283')"
"('Q15303', 'P78352')"
"('Q9Y4K3', 'P00533')"
"('P37173', 'P05556')"
"('Q9BT92', 'Q9NRM7')"
"('P10415', 'P12956')"
"('P28066', 'Q9NQT4')"
"('P04629', 'Q8NEB9')"
"('Q96S44', 'P78395')"
"('Q07021', 'P82650')"
"('P32456', 'P49841')"
"('Q16637', 'P11441')"
"('O00567', 'P36578')"
"('P60484', 'P18085')"
"('P25705', 'P36542')"
"('Q9GZQ8', 'Q8IXB1')"
"('P40925', 'P55809')"
"('Q8IVT5', 'O75534')"
"('Q96RN5', 'P61218')"
"('Q14653', 'Q9H171')"
"('Q96G03', 'P40925')"
"('Q9NZC7', 'O43395')"
"('P61019', 'P27105')"
"('P54253', 'Q13554')"
"('Q99439', 'Q504Q3')"
"('P03372', 'Q9H7B4')"
"('Q13424', 'P35080')"
"('Q13045', 'Q9UKB1')"
"('P28070', 'Q93008')"
"('Q9NXX6', 'Q9H213')"
"('Q5TC82', 'P36578')"
"('P35626', 'Q9H346')"
"('O75365', 'P42704')"
"('P18031', 'O94822')"
"('P60369', 'P82987')"
"('P17655', 'Q13564')"
"('P35228', 'Q99619')"
"('Q10570', 'Q9H4L7')"
"('P62750', 'O75530')"
"('Q13137', 'O95990')"
"('P16220', 'Q7Z3K3')"
"('O75147', 'P67870')"
"('Q99611', 'Q8N8Q3')"
"('O43318', 'O15117')"
"('O75604', 'P19474')"
"('O43291', 'Q9BSJ2')"
"('A1L190', 'Q96CS2')"
"('Q9UJU2', 'Q9NQB0')"
"('Q6P5X5', 'Q0VD86')"
"('P35226', 'Q9P035')"
"('Q9UN42', 'Q6NSJ0')"
"('Q9NYK5', 'Q9BYD6')"
"('O60636', 'B7ZAP0')"
"('O15455', 'A1A4Y4')"
"('Q9UHB6', 'Q5T5U3')"
"('Q9BYZ2', 'O75083')"
"('Q13426', 'Q12873')"
"('Q01968', 'Q68CQ7')"
"('P56192', 'P41252')"
"('Q8TBJ4', 'Q6PID6')"
"('Q16627', 'P51684')"
"('P35354', 'Q9BUN8')"
"('P0C0S5', 'Q9UKV0')"
"('P14635', 'P54578')"
"('P04629', 'Q96RT8')"
"('Q9NVS2', 'Q8N5N7')"
"('O60506', 'P10253')"
"('Q9Y512', 'P50222')"
"('Q7Z4Q2', 'P50502')"
"('P62158', 'Q03431')"
"('Q01201', 'P10145')"
"('P04637', 'Q6VAB6')"
"('P26371', 'Q9H5Z6')"
"('Q16543', 'Q08345')"
"('P07237', 'Q13217')"
"('Q969G6', 'O15498')"
"('Q93086', 'Q96FH0')"
"('Q8IXS6', 'Q12955')"
"('P23771', 'P10275')"
"('Q8NE01', 'P60410')"
"('Q15834', 'Q96SQ5')"
"('Q8N1B4', 'Q9BYD6')"
"('P08172', 'Q9UK08')"
"('O95185', 'P04629')"
"('P34931', 'Q9NX70')"
"('Q15038', 'Q86UY5')"
"('P50452', 'P49736')"
"('O75365', 'Q9NRH3')"
"('P61619', 'Q9NPJ6')"
"('P62241', 'P27694')"
"('Q9NY93', 'P22087')"
"('P09758', 'O14493')"
"('O95429', 'Q93034')"
"('Q9GZT9', 'P80108')"
"('Q15005', 'P49184')"
"('Q4KMG0', 'P55291')"
"('P21246', 'Q9NXU5')"
"('P07437', 'Q8TB36')"
"('Q16531', 'Q5QP82')"
"('P15336', 'P13639')"
"('Q9BUJ2', 'Q13620')"
"('Q9BSD7', 'P15927')"
"('O76071', 'Q15773')"
"('P60953', 'Q86VI3')"
"('Q06210', 'Q92945')"
"('Q03060', 'Q96BA8')"
"('Q6ZW49', 'P07195')"
"('Q6PEW1', 'P55854')"
"('P78362', 'Q9H329')"
"('P05067', 'Q96GA3')"
"('P62805', 'Q15436')"
"('Q9NVS2', 'Q6XE24')"
"('Q9UNX3', 'P47897')"
"('Q96GX1', 'Q9BVC6')"
"('Q9NVI7', 'Q9Y2R0')"
"('Q5JVF3', 'O95155')"
"('P30484', 'P43632')"
"('P61513', 'P61964')"
"('P04628', 'Q9UEF7')"
"('P00403', 'P62993')"
"('O43559', 'P15976')"
"('P0CG38', 'O94907')"
"('Q96GD4', 'O60260')"
"('P52333', 'Q8IV50')"
"('P83876', 'Q70EL4')"
"('Q5VTE0', 'P49736')"
"('Q8IYE0', 'Q9Y605')"
"('P18848', 'P34897')"
"('Q14315', 'O95433')"
"('Q96EP5', 'Q01844')"
"('P03372', 'Q06190')"
"('P34897', 'Q8IZQ1')"
"('Q9HCE1', 'Q12894')"
"('Q9Y6Q6', 'Q9UQC2')"
"('Q8N7R7', 'P30291')"
"('P49407', 'Q8NH19')"
"('P09651', 'P22301')"
"('O00159', 'P62993')"
"('Q07627', 'Q8WWY3')"
"('Q9BVL2', 'Q7Z3Y8')"
"('Q9UER7', 'O43918')"
"('Q86SG6', 'O00170')"
"('Q13190', 'O15400')"
"('P35222', 'P31947')"
"('P04629', 'Q8TCS8')"
"('Q92934', 'Q01844')"
"('Q6A162', 'Q8IYE0')"
"('Q9NYJ8', 'P98170')"
"('Q99608', 'Q9Y2K1')"
"('Q04743', 'P98175')"
"('Q5VIR6', 'Q6P5Z2')"
"('P62736', 'Q9Y5K3')"
"('P50150', 'Q02156')"
"('O95900', 'Q13011')"
"('A3KN83', 'P33991')"
"('Q96ST8', 'Q5VT06')"
"('Q08170', 'O75494')"
"('P06753', 'Q9BT49')"
"('Q6NWY9', 'P49756')"
"('P63010', 'Q16643')"
"('P35249', 'P29372')"
"('P10515', 'P51692')"
"('Q96J84', 'Q9H4B6')"
"('O96006', 'Q9H8Y8')"
"('P54274', 'P04632')"
"('Q86UU0', 'P46937')"
"('O14920', 'P46531')"
"('P19838', 'P04083')"
"('Q9BUQ8', 'Q96FW1')"
"('O15357', 'P12236')"
"('Q9UNE7', 'O75368')"
"('P46087', 'Q96DB2')"
"('Q8TD86', 'P01112')"
"('P33552', 'P25208')"
"('Q8NHH9', 'P83369')"
"('P60409', 'P33992')"
"('P31749', 'P25963')"
"('O60216', 'O75530')"
"('Q96B97', 'Q92599')"
"('Q01860', 'O43395')"
"('Q53F19', 'Q02878')"
"('Q99496', 'Q96IX5')"
"('Q96CS2', 'A1L190')"
"('Q86VR2', 'Q00765')"
"('P28074', 'O14818')"
"('Q9UNE0', 'Q15628')"
"('P00966', 'P32119')"
"('Q00610', 'Q12933')"
"('Q7Z3S9', 'Q92925')"
"('Q86SE5', 'Q8TAP4')"
"('Q9Y4K3', 'P49321')"
"('Q14145', 'Q8IUH3')"
"('Q9NPF5', 'Q99496')"
"('Q6NT16', 'Q15717')"
"('Q9BXW9', 'Q9ULX7')"
"('P10606', 'P14373')"
"('Q9UBU9', 'O60239')"
"('Q9NSG2', 'P30556')"
"('P16333', 'P31273')"
"('P11362', 'P16144')"
"('P28356', 'P09429')"
"('Q9BRK4', 'Q9ULW3')"
"('P22061', 'Q13155')"
"('Q9UNY4', 'Q6ZU80')"
"('Q8TC92', 'Q05516')"
"('P06576', 'P15336')"
"('Q03112', 'Q15717')"
"('P35228', 'O14818')"
"('O14964', 'O43474')"
"('Q14683', 'Q9BUN8')"
"('A6NM03', 'P62873')"
"('Q9NS23', 'P31947')"
"('Q9BTT6', 'Q12959')"
"('O00411', 'Q9H5Q4')"
"('P35523', 'Q13620')"
"('P01911', 'Q58DX5')"
"('P25445', 'P84085')"
"('Q9BWQ8', 'Q6P531')"
"('P12755', 'P50914')"
"('O95487', 'Q15436')"
"('O43776', 'P47224')"
"('Q15345', 'Q15369')"
"('Q9UBX2', 'P62826')"
"('Q8WUZ0', 'P54252')"
"('P29350', 'P15260')"
"('Q9UBU9', 'P47897')"
"('P01106', 'P23921')"
"('Q9UIA9', 'Q9HCE1')"
"('Q13568', 'Q7Z434')"
"('P78424', 'O43167')"
"('Q13467', 'O75487')"
"('Q9BTZ2', 'P30837')"
"('Q5VVX9', 'Q9P0P0')"
"('O75792', 'Q15811')"
"('P18146', 'Q14566')"
"('O60293', 'Q15834')"
"('Q6NYC8', 'O95751')"
"('Q9UF11', 'P52306')"
"('P40424', 'Q12948')"
"('Q2KHR3', 'Q96QT6')"
"('Q6YN16', 'Q15637')"
"('Q969T4', 'Q9HBD1')"
"('P62753', 'Q00987')"
"('Q5D862', 'O75364')"
"('O14867', 'Q69YN4')"
"('Q9UBX2', 'P62753')"
"('Q9H8V3', 'P19105')"
"('P05060', 'Q13085')"
"('P17812', 'P56545')"
"('P46108', 'Q8ND30')"
"('P24941', 'Q13118')"
"('Q01081', 'Q15910')"
"('O75489', 'Q9H2W6')"
"('P49588', 'Q6FI81')"
"('Q8NE31', 'O00139')"
"('Q96DN5', 'Q2M1P5')"
"('O15067', 'P40337')"
"('P49848', 'P04150')"
"('Q92794', 'Q14566')"
"('P22102', 'P83731')"
"('Q99426', 'P55010')"
"('Q9HAU5', 'Q92785')"
"('Q9H5K3', 'Q9H1B5')"
"('Q14896', 'P51911')"
"('P07948', 'P27361')"
"('P12757', 'O95551')"
"('Q9Y3E5', 'Q8NBR6')"
"('Q99932', 'O14744')"
"('P05387', 'P60866')"
"('Q9Y277', 'O95470')"
"('A1A4S6', 'Q8IXI1')"
"('Q5VZK9', 'P78346')"
"('P62308', 'P08621')"
"('Q02575', 'Q6IPU0')"
"('P23528', 'Q15418')"
"('P35637', 'P02768')"
"('P01127', 'Q13442')"
"('Q6UVK1', 'P61077')"
"('O75530', 'Q9HC52')"
"('Q8IY92', 'Q9P015')"
"('Q00536', 'Q14680')"
"('P55072', 'P62258')"
"('O43809', 'O15121')"
"('Q13310', 'Q02878')"
"('Q9NVP2', 'Q04323')"
"('P09651', 'Q9H7Z6')"
"('P02751', 'Q9H0A0')"
"('O75477', 'Q9Y3E0')"
"('Q7Z465', 'Q14318')"
"('Q8TEX9', 'Q9Y230')"
"('Q99081', 'P34897')"
"('P51784', 'P0C2W1')"
"('Q13501', 'Q9BZF1')"
"('P05067', 'O60268')"
"('Q9Y5X3', 'Q92624')"
"('P49715', 'P20292')"
"('Q99958', 'Q7Z6I8')"
"('Q8TBB1', 'Q9NP66')"
"('Q969T7', 'Q9UBU9')"
"('Q9H788', 'O75886')"
"('Q15306', 'Q9Y603')"
"('Q92522', 'P00533')"
"('P06748', 'Q9H211')"
"('Q00839', 'Q13595')"
"('Q9BW61', 'Q13131')"
"('P05113', 'P08887')"
"('Q8IZU1', 'Q9Y2T2')"
"('P48634', 'O43639')"
"('Q08AG5', 'Q9GZM8')"
"('Q16695', 'Q8WTS6')"
"('Q9NRD5', 'Q9H7E9')"
"('Q15013', 'P20783')"
"('Q8IYH5', 'Q9H2G9')"
"('Q9NXC2', 'Q9H9Y6')"
"('Q9H1E1', 'Q14943')"
"('P09234', 'Q6NVU6')"
"('P78527', 'Q9H0R8')"
"('Q6IQ23', 'Q9BZF9')"
"('Q9NQZ6', 'Q86VS8')"
"('P55957', 'Q04864')"
"('Q9Y6X2', 'P03372')"
"('Q13164', 'P25705')"
"('Q8TEB1', 'Q7L5N1')"
"('O14641', 'P61586')"
"('Q9NXF1', 'Q05209')"
"('P61077', 'Q9BY78')"
"('Q96LB3', 'Q9Y2I6')"
"('Q5U5Q3', 'Q9NP92')"
"('P36639', 'Q7L5N1')"
"('P01106', 'Q13263')"
"('P04406', 'P49023')"
"('P27635', 'Q08J23')"
"('P53350', 'Q96T23')"
"('Q7Z3S9', 'Q13330')"
"('Q96AZ1', 'Q58FF6')"
"('Q96GQ7', 'P46777')"
"('Q12931', 'Q8IYX4')"
"('P04629', 'Q5T6F2')"
"('P63279', 'O75679')"
"('Q00403', 'Q14995')"
"('Q14511', 'Q93062')"
"('Q16629', 'P51991')"
"('P00734', 'P00740')"
"('P16471', 'P43403')"
"('Q96AX9', 'Q13224')"
"('Q03001', 'P43355')"
"('Q9NS23', 'O60341')"
"('Q5T5B0', 'Q9BYQ0')"
"('P09651', 'Q96MU7')"
"('Q9Y265', 'Q9P2H0')"
"('P56279', 'Q12933')"
"('Q8TEW0', 'O00629')"
"('P78527', 'P15735')"
"('Q8NC51', 'P60033')"
"('Q9H2A9', 'Q9P2N5')"
"('P21359', 'P24928')"
"('P34932', 'Q9Y265')"
"('Q7LC44', 'Q9NWF9')"
"('P63000', 'Q5S007')"
"('Q15233', 'Q96GM5')"
"('P30153', 'O00506')"
"('P17844', 'P37108')"
"('O43638', 'P55265')"
"('Q9Y580', 'P12004')"
"('Q9BUQ8', 'Q15428')"
"('Q15560', 'Q92997')"
"('O75369', 'Q5T4S7')"
"('Q13618', 'Q53H96')"
"('Q8IV63', 'Q99816')"
"('Q9NZ42', 'Q9UM47')"
"('Q9P275', 'O15355')"
"('Q9H0A8', 'P19838')"
"('Q8IUE6', 'O43709')"
"('O95644', 'Q16666')"
"('O94929', 'P33993')"
"('Q15583', 'Q96BX8')"
"('P06744', 'P52815')"
"('Q13418', 'Q96MF7')"
"('O75937', 'P11021')"
"('Q96PM5', 'P09067')"
"('Q9NYB0', 'P08758')"
"('Q8IUC0', 'Q9GZQ4')"
"('A7MD48', 'Q8TAD8')"
"('Q8WUW1', 'Q9UN73')"
"('P08238', 'Q9BUU2')"
"('Q9HCS7', 'Q9UMS4')"
"('Q8N5S1', 'O75695')"
"('Q3B820', 'Q6NUQ1')"
"('Q9Y2T4', 'Q13698')"
"('P45452', 'P01100')"
"('Q13535', 'Q9H3H1')"
"('P68133', 'Q13547')"
"('Q13838', 'P38919')"
"('Q13619', 'Q16769')"
"('Q13153', 'P51522')"
"('O15524', 'P62993')"
"('P28799', 'P34810')"
"('Q3V6T2', 'P62258')"
"('Q99750', 'Q2WGJ6')"
"('Q6ZMK1', 'Q9H201')"
"('Q15436', 'P63146')"
"('Q9BUZ4', 'P19878')"
"('Q9Y4K3', 'P38646')"
"('Q96EB6', 'O60477')"
"('Q13418', 'P40227')"
"('Q9NX04', 'O75360')"
"('Q9NVN8', 'P04637')"
"('P00491', 'P49821')"
"('O75044', 'Q9P244')"
"('O95644', 'P52926')"
"('Q92564', 'Q13472')"
"('P50914', 'P61313')"
"('Q9UMX0', 'P51668')"
"('Q8IYI8', 'Q9BYR9')"
"('O94955', 'Q93062')"
"('Q96D71', 'P48059')"
"('Q96JC1', 'P36897')"
"('P78396', 'Q13347')"
"('P25098', 'Q8NGJ0')"
"('Q6STE5', 'Q9Y3M8')"
"('P0DP24', 'P63104')"
"('Q8NGK1', 'O60262')"
"('Q14166', 'Q93008')"
"('Q13233', 'Q71U36')"
"('P08579', 'Q15428')"
"('Q99728', 'Q9Y4W2')"
"('P07951', 'P35244')"
"('P15927', 'Q13885')"
"('Q6P9B9', 'P01375')"
"('P25398', 'Q9BV73')"
"('P17980', 'O60260')"
"('Q9HC38', 'P23508')"
"('P35240', 'Q16630')"
"('P05067', 'P05452')"
"('Q99459', 'Q9H9A5')"
"('Q9BY43', 'P25116')"
"('P08621', 'P08579')"
"('P14780', 'P10909')"
"('Q13616', 'Q9BXB5')"
"('O43242', 'Q99459')"
"('P46781', 'Q2NL82')"
"('O75251', 'Q02252')"
"('Q9Y6H1', 'Q9Y4W6')"
"('Q6UX41', 'Q96K49')"
"('Q9H8X3', 'O75716')"
"('P52732', 'Q68DC2')"
"('Q9H0U6', 'Q9NYK5')"
"('Q96PN8', 'O14558')"
"('Q9UGJ1', 'P34810')"
"('Q8TBB1', 'Q9BWG6')"
"('Q9H211', 'Q13620')"
"('Q7Z3S9', 'P00742')"
"('P46934', 'P49761')"
"('Q66K89', 'Q9HAU5')"
"('Q9Y2Z0', 'Q14318')"
"('Q96QK1', 'Q15717')"
"('Q9UBI1', 'Q9Y371')"
"('Q12906', 'P62993')"
"('Q03468', 'Q9Y3C5')"
"('P84103', 'O60341')"
"('Q9NYB9', 'P08727')"
"('Q9NR45', 'Q9HC38')"
"('Q9UKY1', 'P49841')"
"('Q9NP90', 'O94955')"
"('P08047', 'P10276')"
"('Q9P0N5', 'Q9H2J7')"
"('Q96EE3', 'Q12980')"
"('Q96CN7', 'P11172')"
"('P20333', 'P29508')"
"('Q96F07', 'O95793')"
"('P01909', 'Q5UIP0')"
"('P54253', 'Q08397')"
"('P62837', 'O95786')"
"('Q08211', 'Q05519')"
"('Q6P1J9', 'Q7L523')"
"('P25786', 'Q8WZ19')"
"('Q16772', 'O75360')"
"('Q9NRC8', 'Q9UKF6')"
"('O43639', 'P42684')"
"('P42166', 'P42766')"
"('P07942', 'P04629')"
"('O75525', 'Q86VE0')"
"('P15924', 'O14879')"
"('Q13573', 'Q12905')"
"('Q99459', 'O75146')"
"('P15918', 'P09429')"
"('Q8NI29', 'O75503')"
"('Q15363', 'P40337')"
"('Q9H9S0', 'Q9UPN9')"
"('Q9BRP8', 'Q9Y5S9')"
"('P12035', 'Q7Z3Y7')"
"('P49411', 'P27824')"
"('Q9NR96', 'P49715')"
"('P63218', 'Q8NFM4')"
"('O60341', 'Q16236')"
"('Q9HC16', 'P21246')"
"('Q9Y244', 'P28074')"
"('O95721', 'Q9HBM1')"
"('P35414', 'P61952')"
