negatives
"('P42345', 'Q07817')"
"('Q13535', 'Q9NVC6')"
"('P27348', 'Q07955')"
"('Q00653', 'Q969H0')"
"('Q9UGJ0', 'O60825')"
"('Q9NWZ3', 'Q15109')"
"('Q92956', 'Q12873')"
"('Q09472', 'P20594')"
"('Q9NPH3', 'Q86XR7')"
"('Q13263', 'Q16587')"
"('Q9UKV8', 'Q9BVP2')"
"('Q9Y297', 'P49427')"
"('Q99623', 'Q6P996')"
"('P61224', 'Q92569')"
"('Q01081', 'Q99459')"
"('P06748', 'P04637')"
"('Q9UI09', 'O95167')"
"('P24864', 'Q9BS18')"
"('Q15303', 'P03372')"
"('P62847', 'P39019')"
"('Q9UBQ5', 'O15372')"
"('Q14289', 'Q8WUM4')"
"('P30457', 'Q07000')"
"('Q92831', 'Q8WXI9')"
"('P51610', 'O43318')"
"('P30260', 'Q9UJX6')"
"('P04628', 'Q9BXY4')"
"('O75347', 'P04222')"
"('Q9NPF7', 'P35638')"
"('Q9NVI1', 'P62987')"
"('O00585', 'P46092')"
"('Q13472', 'P15927')"
"('P52435', 'P24928')"
"('P49720', 'P20618')"
"('P55196', 'Q9Y2D8')"
"('Q14204', 'Q9NRI5')"
"('P42768', 'Q06187')"
"('Q92914', 'P16234')"
"('P12111', 'P18084')"
"('O75376', 'Q07869')"
"('Q9UK45', 'P62310')"
"('P00533', 'Q13393')"
"('P62258', 'Q9GZM8')"
"('Q9H9G7', 'P04350')"
"('Q8WUM4', 'Q16659')"
"('O43741', 'Q9Y478')"
"('P62875', 'O15514')"
"('P05000', 'Q01113')"
"('O00212', 'P51805')"
"('Q15291', 'Q9HCK8')"
"('P39656', 'P56537')"
"('Q13200', 'P19438')"
"('Q9H4L4', 'P62269')"
"('P01871', 'P15391')"
"('Q9UQM7', 'P01116')"
"('Q15797', 'Q96NW4')"
"('Q8WTQ7', 'P25116')"
"('P18074', 'P32780')"
"('O75477', 'P18146')"
"('P51116', 'P02794')"
"('Q09013', 'O95166')"
"('Q13573', 'Q9Y618')"
"('Q13485', 'P25686')"
"('Q15714', 'Q99623')"
"('P58400', 'Q8N0W4')"
"('Q9H9A7', 'P54132')"
"('P49716', 'P26358')"
"('P63104', 'Q9BYG5')"
"('P22004', 'Q13873')"
"('P35658', 'P49792')"
"('P51531', 'O94906')"
"('Q13163', 'P41743')"
"('P36873', 'P03372')"
"('Q9H9Y6', 'Q15572')"
"('Q02833', 'Q8WWW0')"
"('Q9BVJ6', 'O43261')"
"('P25054', 'Q13363')"
"('Q13098', 'Q9Y4E8')"
"('A8TX70', 'P18827')"
"('P55064', 'Q99750')"
"('P82933', 'Q14197')"
"('Q13045', 'Q32MZ4')"
"('P38398', 'P24522')"
"('P63104', 'Q5T5U3')"
"('Q8IYI6', 'O14964')"
"('P31946', 'Q9P2M7')"
"('Q9H201', 'Q13571')"
"('Q9Y4K3', 'P49755')"
"('P35749', 'P63267')"
"('Q96HE7', 'P30040')"
"('P19105', 'Q9Y478')"
"('Q9UDV6', 'Q8TAU0')"
"('Q13315', 'Q13123')"
"('P48454', 'Q9UD71')"
"('Q7Z5R6', 'P07737')"
"('407025', 'Q9Y6K1')"
"('P48443', 'Q9Y2X0')"
"('Q14774', 'O15162')"
"('P41182', 'Q99677')"
"('Q9UNY4', 'Q8WUM4')"
"('Q9H1J5', 'Q9ULW2')"
"('P07996', 'P98066')"
"('P21728', 'O95467')"
"('P62979', 'P38936')"
"('Q9NRM2', 'P15880')"
"('P39656', 'P30480')"
"('P01106', 'Q96BZ4')"
"('P12931', 'O15111')"
"('O94874', 'P62837')"
"('P62424', 'P05388')"
"('P04637', '406970')"
"('O60936', 'Q07812')"
"('Q13573', 'Q16629')"
"('P04150', 'P06241')"
"('P16104', 'Q8N257')"
"('Q9H0I3', 'Q9Y2X7')"
"('O75674', 'P31943')"
"('P30305', 'P78386')"
"('Q13547', 'Q15014')"
"('Q9Y5V3', 'Q3ZCQ8')"
"('P12270', 'P01111')"
"('Q13535', 'O15360')"
"('P67809', 'P22626')"
"('P08254', 'P08123')"
"('Q8TB22', 'Q8IZH2')"
"('P21580', 'Q13077')"
"('P06241', 'P43699')"
"('Q13007', 'P48551')"
"('Q9BRP8', 'P62829')"
"('Q9UPN9', 'P50750')"
"('Q9Y4K3', 'Q15303')"
"('O60238', 'Q9HCK4')"
"('P09958', 'Q9H8Y8')"
"('P06213', 'Q9BX66')"
"('O75937', 'Q13242')"
"('Q9Y4L1', 'Q9Y4K3')"
"('O43240', 'Q5UIP0')"
"('Q12789', 'Q9Y5Q8')"
"('P08648', 'P06756')"
"('Q5THK1', 'P62714')"
"('Q15560', 'P53803')"
"('P50995', 'Q9H553')"
"('P28062', 'P35609')"
"('P32121', 'P47888')"
"('P60510', 'Q9NY27')"
"('Q15436', 'P30480')"
"('P33991', 'Q9Y5B9')"
"('O75496', 'Q99741')"
"('P30154', 'Q9Y243')"
"('Q13643', 'Q05516')"
"('Q9H0W9', 'Q15645')"
"('O96019', 'P06400')"
"('P22626', 'O75937')"
"('P11021', 'Q00005')"
"('P61981', 'Q08AD1')"
"('O43583', 'Q9ULC4')"
"('P02747', 'P0C0L4')"
"('Q9Y620', 'Q92630')"
"('P07741', 'Q9Y4K3')"
"('Q9NVP2', 'Q86UE8')"
"('574493', 'Q9UNQ0')"
"('P19388', 'Q9Y535')"
"('P28749', 'Q9Y605')"
"('P16615', 'Q9H3N1')"
"('P18146', 'P14778')"
"('P56134', 'P56556')"
"('P08758', 'P16104')"
"('O75365', 'Q5SRE5')"
"('P01889', 'Q13642')"
"('Q13555', 'Q14315')"
"('P63104', 'Q92974')"
"('P12236', 'Q9NWF9')"
"('P23528', 'P68032')"
"('Q92925', 'Q8IZH2')"
"('Q9H1D9', 'Q9BT43')"
"('P10415', 'Q9Y371')"
"('Q9Y4K3', 'Q9Y3B3')"
"('P80075', 'P41597')"
"('P35222', 'Q6P1J9')"
"('P20774', 'P10914')"
"('Q96CV9', 'Q9BTV5')"
"('P50542', 'P35346')"
"('Q14204', 'Q9BUF5')"
"('Q13191', 'Q9H8Y8')"
"('Q9UBN7', 'Q71U36')"
"('Q9UPS6', 'O15047')"
"('O14639', 'O95751')"
"('Q9NPB9', 'O15444')"
"('Q9GZT6', 'P20073')"
"('O75821', 'P20042')"
"('Q9UJ04', 'Q9NYQ7')"
"('Q9UQM7', 'P18848')"
"('P17987', 'Q13233')"
"('P04183', 'P60510')"
"('Q99497', 'O75928')"
"('Q00987', 'P61289')"
"('O43307', 'Q9HAU0')"
"('Q96BK5', 'Q9Y2Q5')"
"('A6NHL2', 'Q96AH8')"
"('P62241', 'P62244')"
"('O60573', 'P78344')"
"('O75362', 'O60341')"
"('Q5T3J3', 'Q15583')"
"('P48736', 'Q08881')"
"('P26368', 'Q13573')"
"('Q6UWE0', 'Q9NPR9')"
"('Q86VP1', 'Q13546')"
"('Q9Y3C7', 'P26641')"
"('Q7L5D6', 'P14314')"
"('P10275', 'Q9UBK9')"
"('O43676', 'Q9UI09')"
"('O95073', 'O95400')"
"('Q13797', 'Q08043')"
"('Q13239', 'Q3ZCQ8')"
"('442896', 'P43354')"
"('P63000', 'Q07890')"
"('Q9NX58', 'Q13823')"
"('P38646', 'Q6WCQ1')"
"('Q93062', 'Q9H0E2')"
"('Q9HAW0', 'Q9Y3T9')"
"('O95256', 'P63000')"
"('P37231', 'P07148')"
"('P83731', 'Q9UQ80')"
"('P25054', 'Q16787')"
"('O14544', 'P15260')"
"('Q96QV1', 'Q9Y4K3')"
"('Q9BXS5', 'Q14872')"
"('P15884', 'P01589')"
"('P62993', 'Q96DH6')"
"('Q9P0V3', 'P11021')"
"('Q9UQ35', 'Q8TAD8')"
"('O15031', 'P21246')"
"('Q14814', 'Q92905')"
"('Q8IU54', 'Q9HC73')"
"('P37231', 'P19793')"
"('Q9NVC6', 'Q71F56')"
"('Q00839', 'Q13573')"
"('P42224', 'Q13158')"
"('O14807', 'Q13009')"
"('P31260', 'P40424')"
"('P15924', 'P01241')"
"('P08581', 'Q92569')"
"('Q9NQT5', 'Q13868')"
"('Q13315', 'P36873')"
"('P49841', 'Q15796')"
"('P46100', 'Q9UER7')"
"('P28482', 'P01111')"
"('Q16254', 'O15392')"
"('P61313', 'P83881')"
"('P62979', 'P13569')"
"('P62987', 'O00238')"
"('Q9NS91', 'Q96S55')"
"('O15525', 'Q16621')"
"('P19525', 'P63000')"
"('P0C5Y9', 'Q5QNW6')"
"('Q9Y265', 'Q6P4R8')"
"('Q14240', 'Q9H074')"
"('Q15120', 'Q14197')"
"('P30480', 'P49321')"
"('P21333', 'P16144')"
"('P62330', 'Q08211')"
"('Q9BY84', 'P27361')"
"('P14136', 'P23297')"
"('P11802', 'O96020')"
"('Q92609', 'P50607')"
"('P21817', 'P62993')"
"('Q9UHX1', 'Q13310')"
"('O75365', 'O60477')"
"('O14561', 'O95298')"
"('P10275', 'Q9H334')"
"('P08183', 'Q03135')"
"('Q8WYH8', 'Q9UGN5')"
"('P08754', 'P01112')"
"('P42226', 'Q9Y6Q9')"
"('P01242', 'Q8N6P7')"
"('Q9UBN7', 'Q8N257')"
"('P27361', 'Q9NQ66')"
"('P01567', 'Q99062')"
"('Q9UN74', 'P04637')"
"('Q13889', 'P51946')"
"('P63096', 'Q13585')"
"('P67775', 'Q86XL3')"
"('P19387', 'P62875')"
"('Q13191', 'O43597')"
"('Q7Z5H3', 'P84095')"
"('P62495', 'Q96Q15')"
"('Q6STE5', 'Q12824')"
"('Q9Y4K3', 'P25789')"
"('O14508', 'P40763')"
"('Q9Y478', 'Q15717')"
"('Q9NRJ3', 'P51677')"
"('P20333', 'Q86UL8')"
"('P05060', 'P22607')"
"('P63146', 'Q92985')"
"('Q9BUN8', 'P55072')"
"('O95049', 'O15551')"
"('Q92769', 'Q7Z2G1')"
"('P59551', 'A8MTJ3')"
"('Q13573', 'P50570')"
"('O14544', 'P42226')"
"('P01222', 'P16473')"
"('P52597', 'Q13247')"
"('Q93079', 'Q93077')"
"('Q8N2Z9', 'Q00597')"
"('Q92905', 'Q9H9Q2')"
"('P14921', 'P17542')"
"('O95400', 'P26368')"
"('O15524', 'O00459')"
"('P63215', 'O00459')"
"('Q8TEM1', 'Q9NRG9')"
"('Q15008', 'P51665')"
"('Q9H0B6', 'P61981')"
"('P62195', 'P35398')"
"('O75438', 'O43677')"
"('O95398', 'P62070')"
"('P62993', 'Q9Y3U8')"
"('Q9Y3C7', 'O15525')"
"('Q14938', 'P06400')"
"('P22301', 'P15509')"
"('P29459', 'Q02556')"
"('O95433', 'Q9P1A6')"
"('P40123', 'P14317')"
"('Q13895', 'P38432')"
"('P63167', 'Q9Y2B9')"
"('P08107', 'P54725')"
"('Q9NPJ6', 'P48443')"
"('Q13573', 'Q9UQ35')"
"('Q13315', 'O43524')"
"('Q9Y478', 'Q9Y3U8')"
"('P08107', 'O95817')"
"('P52757', 'P52198')"
"('Q9NV58', 'O43318')"
"('Q14683', 'Q15366')"
"('Q92833', 'P52952')"
"('P52803', 'P09619')"
"('Q15911', 'Q9Y2I6')"
"('P12931', 'Q96B97')"
"('P60510', 'Q13322')"
"('Q5JVS0', 'Q70Z53')"
"('P27348', 'P30304')"
"('P14780', 'P53420')"
"('Q15147', 'Q8TEW0')"
"('P04637', 'P42773')"
"('Q9UHX1', 'Q9BQ52')"
"('P31949', 'P04083')"
"('Q16787', 'Q7L0J3')"
"('O75496', 'Q9H211')"
"('P46108', 'Q9BXM0')"
"('O00257', 'Q05516')"
"('Q9BPY3', 'Q8TB96')"
"('Q8IY92', 'Q8WXX5')"
"('Q14457', 'Q9HD26')"
"('Q969S8', 'Q71UI9')"
"('P35222', 'Q13363')"
"('Q8NHW4', 'P49682')"
"('P19174', 'Q96T58')"
"('Q16539', 'P15336')"
"('Q13049', 'Q9NRR5')"
"('P63010', 'Q9H0H5')"
"('Q9UP52', 'Q30201')"
"('O00459', 'P50993')"
"('Q6KC79', 'Q13573')"
"('Q16543', 'P53041')"
"('P0CG48', 'P07550')"
"('Q15831', 'Q14232')"
"('P14921', 'Q13287')"
"('P61088', 'Q96P09')"
"('O76015', 'P61981')"
"('P40145', 'P22612')"
"('P05783', 'Q07889')"
"('Q04206', 'P52815')"
"('Q9Y572', 'P29692')"
"('Q08AD1', 'P06753')"
"('P20226', 'P35227')"
"('P49768', 'P18850')"
"('Q9BZK7', 'P25054')"
"('Q99956', 'P53779')"
"('O00305', 'P21246')"
"('P00533', 'P10599')"
"('Q13772', 'P10275')"
"('Q96CG3', 'Q8TBB1')"
"('P61421', 'P49005')"
"('Q2NL82', 'Q9Y478')"
"('Q03135', 'P51617')"
"('Q00722', 'Q05655')"
"('P13725', 'P78552')"
"('P38919', 'Q9UL18')"
"('P62979', 'Q9HCE7')"
"('P20333', 'O43521')"
"('P68400', 'P30291')"
"('P04150', 'P10275')"
"('Q13976', 'Q8TEY5')"
"('P07199', 'P49841')"
"('P24394', 'Q92835')"
"('P42858', 'P21980')"
"('Q14213', 'P29459')"
"('P51149', 'Q9BQE3')"
"('P14174', 'Q9H9D4')"
"('P62847', 'P23396')"
"('P63208', 'P56645')"
"('Q9ULJ6', 'P61244')"
"('Q92844', 'P41252')"
"('Q92569', 'P02675')"
"('Q29RF7', 'Q8N3U4')"
"('P27986', 'P16410')"
"('P21266', 'Q13177')"
"('P52735', 'P29353')"
"('Q16576', 'P01889')"
"('P25445', 'P63279')"
"('Q08211', 'Q9BUJ2')"
"('P32302', 'P50148')"
"('Q9NQS7', 'O15392')"
"('Q969G2', 'P01236')"
"('Q9UKT7', 'P63208')"
"('Q9UJX2', 'Q9UM13')"
"('P05000', 'P15509')"
"('P12757', 'P30260')"
"('P34741', 'P18827')"
"('O00311', 'Q9UBU7')"
"('Q6XZF7', 'Q9NQY0')"
"('Q9BTU6', 'O14986')"
"('Q15008', 'Q9NVI7')"
"('P31152', 'Q01196')"
"('Q9P289', 'Q08379')"
"('P08238', 'Q12933')"
"('Q15393', 'Q99638')"
"('Q14919', 'P04406')"
"('P19438', 'Q969G6')"
"('Q15047', 'P51784')"
"('P26010', 'P17252')"
"('P62993', 'P16298')"
"('Q9Y478', 'P50395')"
"('P60510', 'P62714')"
"('O14602', 'O75822')"
"('P18146', 'Q16667')"
"('P18054', 'P47712')"
"('Q13409', 'Q96AH8')"
"('Q9UBV4', 'O75084')"
"('P19338', 'P15923')"
"('O00329', 'O15530')"
"('P04637', 'Q96GM5')"
"('P61981', 'O75494')"
"('P67870', 'P46199')"
"('P14866', 'Q15287')"
"('P46776', 'P62993')"
"('P13569', 'P53675')"
"('O43390', 'Q15366')"
"('P42285', 'P40425')"
"('P62993', 'P32239')"
"('O95433', 'Q8TD31')"
"('A0MZ66', 'P61981')"
"('Q96G25', 'O95402')"
"('Q9UBF8', 'P62166')"
"('P56597', 'Q04206')"
"('Q8N6Y0', 'Q96CN9')"
"('P63010', 'Q9HCE7')"
"('Q14194', 'Q9BTT6')"
"('O95989', 'P56182')"
"('P58107', 'P62316')"
"('O75533', 'P62136')"
"('P62244', 'P39019')"
"('Q9HCK5', 'Q9UKV8')"
"('Q9C0K0', 'O43463')"
"('P23769', 'P10276')"
"('P16671', 'P06241')"
"('P04637', 'O15350')"
"('Q96EV8', 'Q6QNY1')"
"('Q9BSM1', 'Q6W2J9')"
"('Q96BK5', 'P61254')"
"('PB_10', 'O00459')"
"('Q9Y3T6', 'Q00005')"
"('P20585', 'P23025')"
"('Q96Q15', 'P38919')"
"('P48200', 'Q9BYM8')"
"('Q8NFF5', 'P36406')"
"('O60739', 'P26583')"
"('Q5JTH9', 'O95819')"
"('O15264', 'P19419')"
"('P62136', 'Q6UN15')"
"('Q08AD1', 'Q16630')"
"('Q14164', 'Q13642')"
"('Q14061', 'Q9UKR5')"
"('O43242', 'Q9P1U1')"
"('Q92540', 'P22607')"
"('Q9Y5K5', 'O96019')"
"('O14775', 'Q15759')"
"('P12318', 'P35354')"
"('P20618', 'P49720')"
"('Q9Y383', 'P61970')"
"('Q9Y5L4', 'Q9Y3A3')"
"('P62140', 'Q8TCU5')"
"('Q9NR55', 'P49716')"
"('Q15797', 'Q92765')"
"('O14901', 'Q13547')"
"('Q8NEM0', 'Q9NTJ3')"
"('P17706', 'P06213')"
"('P29400', 'P17301')"
"('P24941', 'Q9H1A4')"
"('Q14164', 'P39019')"
"('P30260', 'P12757')"
"('P78314', 'P19174')"
"('Q9NQ87', 'O15105')"
"('P12270', 'P19838')"
"('P67870', 'P51946')"
"('P05161', 'Q9UMW8')"
"('Q9UKJ5', 'Q9UGJ1')"
"('Q96RY7', 'O60925')"
"('O60739', 'O15372')"
"('O60682', 'P15884')"
"('Q969H8', 'P40337')"
"('Q15628', 'Q9NYJ8')"
"('Q96HD1', 'P21246')"
"('O95777', 'P52209')"
"('O00442', 'P20700')"
"('Q16665', 'P00558')"
"('P17612', 'P48051')"
"('Q9Y4Y9', 'P62310')"
"('Q9BUJ2', 'Q05519')"
"('Q9HCS7', 'Q13435')"
"('Q9Y333', 'P22392')"
"('Q13237', 'Q70SY1')"
"('P39023', 'P62993')"
"('Q9NRV9', 'O14964')"
"('O60341', 'P04637')"
"('Q9NRI5', 'Q02833')"
"('Q5UIP0', 'O43657')"
"('P61513', 'P05388')"
"('Q9NYJ8', 'O15111')"
"('Q16270', 'Q9Y5Y6')"
"('Q13418', 'Q14558')"
"('P30480', 'P00403')"
"('P12931', 'Q92918')"
"('Q92973', 'Q9UNH7')"
"('P05062', 'Q13621')"
"('O95049', 'O95500')"
"('Q5T4F7', 'Q14332')"
"('Q9NPI8', 'Q02556')"
"('Q05513', 'O60603')"
"('P41240', 'P23467')"
"('Q13285', 'P58012')"
"('Q03405', 'Q15527')"
"('Q6ZVK8', 'P19012')"
"('Q96EZ8', 'Q15834')"
"('P08237', 'Q13573')"
"('Q9Y265', 'Q9H6R7')"
"('Q9H1Y0', 'O14818')"
"('Q8TEM1', 'Q15654')"
"('P05771', 'P46527')"
"('P05112', 'P14784')"
"('Q14191', 'P04637')"
"('Q9BY11', 'P03928')"
"('P49821', 'P19404')"
"('Q9NSB4', 'P61981')"
"('P18847', 'P19838')"
"('O95453', 'Q9NZW5')"
"('Q99832', 'P36542')"
"('Q96SB4', 'Q9BRL6')"
"('Q13761', 'Q99706')"
"('P59998', 'Q86XS8')"
"('P25208', 'Q14919')"
"('Q9BPX3', 'Q8NEM0')"
"('Q9BY76', 'Q99996')"
"('P10914', 'P40763')"
"('Q02246', 'P32004')"
"('Q13347', 'O00303')"
"('Q99879', 'Q15291')"
"('Q9NS73', 'Q9NR33')"
"('Q16543', 'Q14894')"
"('P62136', 'Q13224')"
"('Q9Y5K5', 'P17980')"
"('P20338', 'Q9UJ41')"
"('P01106', 'Q9Y5Q9')"
"('P01100', 'O94916')"
"('Q9Y4K3', 'O00463')"
"('O60925', 'P54257')"
"('P27361', 'P17676')"
"('Q07960', 'P60763')"
"('Q9Y3S2', 'Q9H9D4')"
"('P63000', 'O60260')"
"('P56597', 'Q96IM9')"
"('Q9Y4G6', 'Q9UKX5')"
"('Q9Y466', 'O00505')"
"('P50552', 'P26012')"
"('O43426', 'P49418')"
"('P15941', 'P00533')"
"('Q08209', 'P55157')"
"('Q9Y6K1', 'Q13547')"
"('Q8WZ42', 'O75147')"
"('O00221', 'Q5H9R7')"
"('Q9Y2H0', 'P46108')"
"('Q9Y264', 'P21802')"
"('Q9C0F1', 'Q9P2A4')"
"('Q13151', 'P84103')"
"('Q9P0L0', 'P23763')"
"('P48729', 'P17181')"
"('Q07869', 'Q96AQ7')"
"('O15264', 'Q16644')"
"('Q13315', 'P08238')"
"('P01100', 'P42224')"
"('Q9H160', 'O00422')"
"('Q9NZI8', 'Q9NRG4')"
"('Q9NX70', 'O60244')"
"('Q9Y478', 'P01303')"
"('Q9UKL0', 'Q96BD5')"
"('P49137', 'P30304')"
"('P10276', 'P55317')"
"('P05019', 'P17948')"
"('Q07157', 'P04264')"
"('Q12906', 'O15541')"
"('P12318', 'P59901')"
"('Q92901', 'Q9UNX3')"
"('P07900', 'Q14318')"
"('P02778', 'P49682')"
"('P29508', 'P20333')"
"('P25788', 'O75815')"
"('P46977', 'P39656')"
"('Q16543', 'P62244')"
"('P0CG48', 'P06239')"
"('Q9P0M9', 'P12980')"
"('O43390', 'P06241')"
"('P22612', 'P16118')"
"('O95167', 'P03897')"
"('Q96ST3', 'P51610')"
"('P43699', 'P06241')"
"('Q15323', 'Q96CS7')"
"('P07737', 'P63261')"
"('Q8IUC6', 'O14920')"
"('P30153', 'O60359')"
"('Q14197', 'Q96A35')"
"('P10244', 'P0CG47')"
"('P52272', 'Q9UBN6')"
"('P21673', 'Q9GZT8')"
"('Q01668', 'P35609')"
"('P60174', 'P12004')"
"('Q7L5D6', 'O75947')"
"('P17813', 'P32121')"
"('Q9HCK8', 'Q14653')"
"('Q13233', 'P61962')"
"('Q13332', 'P21246')"
"('Q5W0V3', 'Q9UGN5')"
"('Q9Y4K0', 'Q9UHF1')"
"('Q00653', 'P54136')"
"('P46531', 'P27986')"
"('P22626', 'P62937')"
"('P28482', 'P19838')"
"('Q12789', 'Q9H1I8')"
"('P14618', 'O95897')"
"('Q9Y4K3', 'Q9UDY8')"
"('Q9BWH6', 'O76071')"
"('O43166', 'P58400')"
"('406913', 'O60784')"
"('Q14103', 'P31942')"
"('P01106', 'Q9UNL2')"
"('P45452', 'P04150')"
"('406906', 'Q86V21')"
"('P35626', 'Q15617')"
"('Q96L14', 'Q06455')"
"('P49674', 'Q12778')"
"('Q13105', 'P62256')"
"('O94776', 'Q96KQ7')"
"('Q14653', 'Q13794')"
"('Q9UKR5', 'P20073')"
"('P01111', 'Q9P212')"
"('Q9BQD7', 'P54257')"
"('Q9P031', 'Q9Y5V3')"
"('Q9NVV9', 'P63010')"
"('P25490', 'P15336')"
"('O43318', 'P07437')"
"('Q9UI09', 'Q9NX14')"
"('Q9Y2W2', 'Q15642')"
"('P10415', 'P17931')"
"('Q6WCQ1', 'P31946')"
"('Q9H7U1', 'P46100')"
"('Q96EV8', 'Q9NX95')"
"('O14905', 'O60353')"
"('P27361', 'P17600')"
"('Q15047', 'Q8IYT8')"
"('P22392', 'P68402')"
"('Q14938', 'P12755')"
"('P22736', 'Q8TAM1')"
"('P05106', 'O14924')"
"('P33993', 'P49918')"
"('Q5T3J3', 'P00491')"
"('Q04917', 'P49674')"
"('Q00005', 'P40227')"
"('P21554', 'P63218')"
"('P31947', 'Q9H1K1')"
"('Q05193', 'Q8IWF7')"
"('P17948', 'P62993')"
"('P60709', 'P21281')"
"('O95405', 'P12644')"
"('P56537', 'P47813')"
"('Q96ST3', 'P12755')"
"('Q99700', 'P54253')"
"('O43379', 'P60520')"
"('Q9NRZ9', 'Q9UJW3')"
"('Q15256', 'P53778')"
"('Q8N8V2', 'Q9Y2M5')"
"('P52597', 'Q07955')"
"('P51817', 'Q01118')"
"('Q13255', 'Q9NSC5')"
"('P02649', 'P98155')"
"('O95197', 'P51116')"
"('Q9Y5I7', 'P57739')"
"('P11678', 'P16333')"
"('Q96BK5', 'O60783')"
"('Q92966', 'Q13487')"
"('P35442', 'P26006')"
"('P20908', 'P08648')"
"('O00444', 'Q9HC77')"
"('Q9C0C9', 'P60866')"
"('P63104', 'P0CG47')"
"('P51617', 'Q86WV6')"
"('P47914', 'P49207')"
"('Q86VW0', 'O76061')"
"('Q13451', 'O15111')"
"('P18146', 'Q06136')"
"('Q9NQX6', 'Q05397')"
"('O43719', 'Q96KM6')"
"('O15379', 'P24468')"
"('Q8N302', 'Q96GM8')"
"('P17844', 'P40763')"
"('P40763', 'P42345')"
"('P06241', 'O43390')"
"('Q13085', 'P23508')"
"('Q05655', 'P15056')"
"('Q9NYJ8', 'O75376')"
"('P61956', 'Q9UJU2')"
"('P17252', 'P42345')"
"('P05388', 'P61927')"
"('Q9H213', 'Q8N2W9')"
"('Q15759', 'P49137')"
"('Q9HCE7', 'Q9H9T3')"
"('Q969D9', 'Q9HC73')"
"('Q9Y2D1', 'P17676')"
"('Q7L5Y6', 'Q8NHY2')"
"('P29372', 'Q9UIS9')"
"('O15379', 'Q92793')"
"('P0C0S8', 'Q7Z2G1')"
"('P01024', 'O00187')"
"('Q12972', 'Q16821')"
"('Q5QNW6', 'Q92769')"
"('Q9Y6J9', 'P06899')"
"('P62891', 'P83731')"
"('P04150', 'Q13263')"
"('P04637', '574501')"
"('P31749', 'P67809')"
"('P61421', 'P54253')"
"('Q9UBS0', 'P23588')"
"('P30457', 'P16188')"
"('P83369', 'P62306')"
"('Q06323', 'P51665')"
"('P29353', 'O94973')"
"('P40938', 'P12004')"
"('Q10587', 'Q9NR55')"
"('P23508', 'P35580')"
"('P14616', 'O00329')"
"('Q9Y336', 'P29350')"
"('Q86VP1', 'O15111')"
"('Q9BUF5', 'P17302')"
"('O95178', 'O43677')"
"('P78406', 'P31947')"
"('O00311', 'O43913')"
"('Q9NVI1', 'Q15714')"
"('Q9UQK1', 'Q15435')"
"('P16989', 'Q99558')"
"('P01266', 'P07307')"
"('P35226', 'P60484')"
"('Q92597', 'P60866')"
"('P30511', 'P01732')"
"('Q38SD2', 'P05109')"
"('Q9Y243', 'P46527')"
"('Q16659', 'P52565')"
"('Q9NYB0', 'Q92878')"
"('P49639', 'Q99750')"
"('P62277', 'P22090')"
"('Q08999', 'P28749')"
"('P07384', 'P68032')"
"('Q9UJX2', 'O43929')"
"('Q9P0L2', 'Q9UM73')"
"('Q14289', 'O15259')"
"('P30530', 'P06239')"
"('Q99729', 'O94817')"
"('Q9NPG1', 'O14641')"
"('O75461', 'Q14186')"
"('Q9H7B4', 'P40425')"
"('P14859', 'P26583')"
"('P30153', 'P51959')"
"('P32121', 'Q8NGA8')"
"('Q9H213', 'Q9NPI1')"
"('Q9P1W9', 'Q9NTM9')"
"('P04049', 'P98170')"
"('O60260', 'P68402')"
"('Q9Y262', 'P01243')"
"('P26951', 'O00459')"
"('P01106', 'Q9NYJ1')"
"('Q12962', 'Q16531')"
"('Q9Y5W5', 'Q9GZT5')"
"('O60264', 'P62805')"
"('P06241', 'P48357')"
"('P51587', 'P55157')"
"('P26373', 'P39023')"
"('Q9UKX3', 'Q16760')"
"('Q9HCE7', 'Q496Y0')"
"('Q15596', 'P11473')"
"('Q9P2F6', 'P17081')"
"('O95989', 'P27695')"
"('P50750', 'P19838')"
"('Q16891', 'Q9H5J8')"
"('P25054', '64397')"
"('Q08043', 'Q8WWI1')"
"('Q15287', 'Q15393')"
"('Q07960', 'Q7L0Q8')"
"('P61586', 'Q9NQU5')"
"('P98095', 'P98160')"
"('Q93009', 'O15479')"
"('Q13557', 'P27815')"
"('Q9Y2W2', 'P17844')"
"('P22694', 'P04899')"
"('P52907', 'Q6IBS0')"
"('P0C5Z0', 'Q8IYW5')"
"('Q12905', 'P49736')"
"('Q6UB35', 'Q15714')"
"('Q9H0R5', 'O95819')"
"('Q14197', 'Q9HC36')"
"('O15131', 'O60684')"
"('Q9Y572', 'P62873')"
"('P49792', 'Q8NFH5')"
"('Q13535', 'Q15382')"
"('P26599', 'Q13151')"
"('P54253', 'O43306')"
"('Q9BTM1', 'Q9UQL6')"
"('Q9UJX6', 'Q9UJX5')"
"('Q96PG8', 'Q00653')"
"('P08172', 'P61952')"
"('Q9P2G9', 'P05387')"
"('Q8NEA9', 'Q9UEU5')"
"('P10275', 'O60711')"
"('Q9Y675', 'O76070')"
"('Q96EB6', 'Q9Y618')"
"('Q9NRR5', 'P19793')"
"('Q16513', 'P19883')"
"('Q00839', 'Q9Y297')"
"('P62891', 'P18621')"
"('P56199', 'P18564')"
"('O43684', 'Q8NHZ8')"
"('Q13432', 'Q96SN7')"
"('P25786', 'Q9UNM6')"
"('Q14451', 'P10721')"
