negatives
"frozenset({'Q9ULK4', 'Q8IYB3', 'IL2'})"
"frozenset({'P49736', 'P63173', 'IL2'})"
"frozenset({'Q8NGT5', 'P49407', 'IL2'})"
"frozenset({'P42704', 'Q9NPL8', 'IL2'})"
"frozenset({'IL2', 'Q9Y3Z3', 'Q8IWL3'})"
"frozenset({'P46934', 'IL2', 'Q9Y383'})"
"frozenset({'Q15910', 'Q9UK61', 'IL2'})"
"frozenset({'P54274', 'Q9NSY1', 'IL2'})"
"frozenset({'Q86U70', 'IL2', 'O75081'})"
"frozenset({'Q86V81', 'Q15022', 'IL2'})"
"frozenset({'IL2', 'Q16629', 'Q13123'})"
"frozenset({'Q15424', 'P09651', 'IL2'})"
"frozenset({'Q5TA45', 'Q9NV88', 'IL2'})"
"frozenset({'Q13618', 'Q04917', 'IL2'})"
"frozenset({'P35232', 'Q9H2U1', 'IL2'})"
"frozenset({'Q16526', 'P40227', 'IL2'})"
"frozenset({'Q9UQR1', 'Q6K0P9', 'IL2'})"
"frozenset({'P20648', 'P05026', 'IL2'})"
"frozenset({'Q9UI15', 'P10599', 'IL2'})"
"frozenset({'Q86W92', 'IL2', 'Q96B97'})"
"frozenset({'Q86Y78', 'Q96CW5', 'IL2'})"
"frozenset({'Q15056', 'Q14696', 'IL2'})"
"frozenset({'Q14686', 'Q9Y618', 'IL2'})"
"frozenset({'P30685', 'Q8N423', 'IL2'})"
"frozenset({'Q6P1J9', 'Q9BRQ0', 'IL2'})"
"frozenset({'P05000', 'Q99665', 'IL2'})"
"frozenset({'P0DMV8', 'Q9NVX0', 'IL2'})"
"frozenset({'Q9NQS3', 'P60409', 'IL2'})"
"frozenset({'Q86V81', 'Q9UNX3', 'IL2'})"
"frozenset({'O75449', 'Q9Y4B6', 'IL2'})"
"frozenset({'Q9P209', 'Q16531', 'IL2'})"
"frozenset({'P61218', 'IL2', 'Q6PD62'})"
"frozenset({'Q13618', 'Q14568', 'IL2'})"
"frozenset({'P09669', 'O00483', 'IL2'})"
"frozenset({'Q15370', 'Q8WXI3', 'IL2'})"
"frozenset({'Q9NZC7', 'Q9BUJ2', 'IL2'})"
"frozenset({'P47755', 'Q9UKS6', 'IL2'})"
"frozenset({'Q7L775', 'Q04864', 'IL2'})"
"frozenset({'P11021', 'P62195', 'IL2'})"
"frozenset({'Q9H1A4', 'Q9H4L7', 'IL2'})"
"frozenset({'Q9Y265', 'Q96JC9', 'IL2'})"
"frozenset({'Q9UJX3', 'Q08209', 'IL2'})"
"frozenset({'O14939', 'IL2', 'P49746'})"
"frozenset({'Q04759', 'IL2', 'P11234'})"
"frozenset({'P49411', 'IL2', 'O15519'})"
"frozenset({'Q5VST9', 'Q96JN0', 'IL2'})"
"frozenset({'P04745', 'O00421', 'IL2'})"
"frozenset({'P48047', 'O75947', 'IL2'})"
"frozenset({'O75152', 'IL2', 'P06493'})"
"frozenset({'P42771', 'Q15361', 'IL2'})"
"frozenset({'P16298', 'IL2', 'P63098'})"
"frozenset({'P07910', 'IL2', 'Q8NFW5'})"
"frozenset({'P08473', 'P61225', 'IL2'})"
"frozenset({'Q9UBT7', 'Q92888', 'IL2'})"
"frozenset({'P27694', 'Q15286', 'IL2'})"
"frozenset({'Q14999', 'Q07065', 'IL2'})"
"frozenset({'O95644', 'P18146', 'IL2'})"
"frozenset({'Q07065', 'P63208', 'IL2'})"
"frozenset({'Q96EF6', 'Q92905', 'IL2'})"
"frozenset({'P43487', 'P05412', 'IL2'})"
"frozenset({'P49716', 'IL2', 'O94991'})"
"frozenset({'Q9NS87', 'Q9BV20', 'IL2'})"
"frozenset({'P63104', 'IL2', 'Q8WZ42'})"
"frozenset({'P08240', 'P20020', 'IL2'})"
"frozenset({'Q02750', 'IL2', 'Q9UHC1'})"
"frozenset({'A5D8V6', 'IL2', 'Q16633'})"
"frozenset({'IL2', 'Q92905', 'P13639'})"
"frozenset({'Q9NRR5', 'IL2', 'Q969W9'})"
"frozenset({'Q9C004', 'P49639', 'IL2'})"
"frozenset({'P62979', 'Q9NRM7', 'IL2'})"
"frozenset({'Q9UP65', 'P61218', 'IL2'})"
"frozenset({'Q86UA1', 'Q9UQL6', 'IL2'})"
"frozenset({'Q8IX15', 'IL2', 'Q8TBB1'})"
"frozenset({'O00560', 'O95379', 'IL2'})"
"frozenset({'P53355', 'IL2', 'A8MW95'})"
"frozenset({'P42574', 'Q08209', 'IL2'})"
"frozenset({'Q92688', 'Q15831', 'IL2'})"
"frozenset({'P35232', 'P08574', 'IL2'})"
"frozenset({'P17252', 'IL2', 'Q8WZ42'})"
"frozenset({'Q9NS68', 'O00463', 'IL2'})"
"frozenset({'Q9UJX3', 'Q49AN0', 'IL2'})"
"frozenset({'O14980', 'IL2', 'Q14141'})"
"frozenset({'Q07002', 'Q96GX5', 'IL2'})"
"frozenset({'Q5S007', 'P24844', 'IL2'})"
"frozenset({'P10244', 'P24864', 'IL2'})"
"frozenset({'Q9NVK5', 'IL2', 'Q9P289'})"
"frozenset({'P45984', 'Q12967', 'IL2'})"
"frozenset({'IL2', 'P35240', 'P18887'})"
"frozenset({'Q9HCK5', 'P30050', 'IL2'})"
"frozenset({'P61758', 'Q9NQP4', 'IL2'})"
"frozenset({'P22087', 'Q9UHI6', 'IL2'})"
"frozenset({'Q12948', 'Q12800', 'IL2'})"
"frozenset({'P05412', 'Q9P035', 'IL2'})"
"frozenset({'O95359', 'Q02224', 'IL2'})"
"frozenset({'P63104', 'P60709', 'IL2'})"
"frozenset({'P38646', 'P09651', 'IL2'})"
"frozenset({'O75083', 'Q96H55', 'IL2'})"
"frozenset({'Q8IZJ0', 'IL2', 'P19235'})"
"frozenset({'P21579', 'P46934', 'IL2'})"
"frozenset({'Q9H0Z9', 'O43251', 'IL2'})"
"frozenset({'P27361', 'IL2', 'P06756'})"
"frozenset({'Q9NY46', 'P98164', 'IL2'})"
"frozenset({'Q96Q83', 'IL2', 'Q9Y3R4'})"
"frozenset({'Q9P258', 'O96013', 'IL2'})"
"frozenset({'Q13617', 'IL2', 'P62745'})"
"frozenset({'Q9BYD3', 'IL2', 'Q14197'})"
"frozenset({'Q9HC52', 'IL2', 'Q13643'})"
"frozenset({'P40238', 'O60674', 'IL2'})"
"frozenset({'P42226', 'IL2', 'P40763'})"
"frozenset({'IL2', 'O94986', 'B2RTY4'})"
"frozenset({'O14610', 'O95622', 'IL2'})"
"frozenset({'P84103', 'Q12906', 'IL2'})"
"frozenset({'Q03001', 'Q8N3C7', 'IL2'})"
"frozenset({'P25786', 'P35520', 'IL2'})"
"frozenset({'P13945', 'IL2', 'P63096'})"
"frozenset({'P19525', 'Q12906', 'IL2'})"
"frozenset({'P01106', 'P0DMV8', 'IL2'})"
"frozenset({'Q8TE77', 'Q99523', 'IL2'})"
"frozenset({'Q86Y38', 'Q02078', 'IL2'})"
"frozenset({'IL2', 'Q12906', 'Q9Y3B7'})"
"frozenset({'IL2', 'P21281', 'Q9BQE3'})"
"frozenset({'Q92529', 'IL2', 'P62993'})"
"frozenset({'Q9Y297', 'IL2', 'O60826'})"
"frozenset({'Q7Z699', 'Q8TAU3', 'IL2'})"
"frozenset({'P68366', 'P30408', 'IL2'})"
"frozenset({'Q99417', 'P68431', 'IL2'})"
"frozenset({'P62879', 'Q9Y478', 'IL2'})"
"frozenset({'Q9C0B0', 'Q12996', 'IL2'})"
"frozenset({'Q9H4K1', 'IL2', 'P14136'})"
"frozenset({'Q6IPU0', 'IL2', 'Q8N8Y2'})"
"frozenset({'P09972', 'Q8IWB7', 'IL2'})"
"frozenset({'P53667', 'IL2', 'P15056'})"
"frozenset({'Q7Z2W9', 'IL2', 'Q9NYK5'})"
"frozenset({'P38646', 'P11441', 'IL2'})"
"frozenset({'P18848', 'Q6UUV9', 'IL2'})"
"frozenset({'O94906', 'P38919', 'IL2'})"
"frozenset({'Q03519', 'Q6NUS6', 'IL2'})"
"frozenset({'Q03518', 'IL2', 'Q13087'})"
"frozenset({'P22694', 'Q8NGN6', 'IL2'})"
"frozenset({'P04637', 'Q9HCM9', 'IL2'})"
"frozenset({'P11308', 'Q00839', 'IL2'})"
"frozenset({'P61604', 'Q15124', 'IL2'})"
"frozenset({'Q7Z6A9', 'P01871', 'IL2'})"
"frozenset({'O95433', 'Q8NC51', 'IL2'})"
"frozenset({'P42858', 'P23560', 'IL2'})"
"frozenset({'Q8IUH5', 'O95416', 'IL2'})"
"frozenset({'Q96KM6', 'O95983', 'IL2'})"
"frozenset({'P14416', 'IL2', 'P04899'})"
"frozenset({'Q86VP6', 'Q13616', 'IL2'})"
"frozenset({'O00217', 'Q9Y4W6', 'IL2'})"
"frozenset({'P24941', 'Q13416', 'IL2'})"
"frozenset({'O75340', 'P10599', 'IL2'})"
"frozenset({'O76076', 'Q2VPK5', 'IL2'})"
"frozenset({'P49768', 'Q96FJ0', 'IL2'})"
"frozenset({'Q93034', 'Q16778', 'IL2'})"
"frozenset({'Q99856', 'Q9Y4F3', 'IL2'})"
"frozenset({'P05109', 'Q5T3J3', 'IL2'})"
"frozenset({'Q8WUI4', 'Q02078', 'IL2'})"
"frozenset({'Q2TBE0', 'Q8IZU0', 'IL2'})"
"frozenset({'Q70SY1', 'P49841', 'IL2'})"
"frozenset({'Q86UV7', 'P07900', 'IL2'})"
"frozenset({'P60520', 'Q9BQ04', 'IL2'})"
"frozenset({'Q9UM13', 'Q14114', 'IL2'})"
"frozenset({'Q14676', 'Q00987', 'IL2'})"
"frozenset({'Q06787', 'P19338', 'IL2'})"
"frozenset({'Q14764', 'IL2', 'Q9H668'})"
"frozenset({'P01106', 'Q8N6R0', 'IL2'})"
"frozenset({'Q8IU60', 'Q9HAU5', 'IL2'})"
"frozenset({'P54198', 'IL2', 'P84243'})"
"frozenset({'P32121', 'Q8NGT7', 'IL2'})"
"frozenset({'O75083', 'IL2', 'P63241'})"
"frozenset({'P05141', 'IL2', 'P12755'})"
"frozenset({'P54132', 'O15287', 'IL2'})"
"frozenset({'Q5TA82', 'IL2', 'Q6UY14'})"
"frozenset({'Q99961', 'Q07960', 'IL2'})"
"frozenset({'P31749', 'P68431', 'IL2'})"
"frozenset({'A1L4K1', 'Q9BWG6', 'IL2'})"
"frozenset({'Q86X19', 'Q9UKG1', 'IL2'})"
"frozenset({'P17947', 'Q08722', 'IL2'})"
"frozenset({'P61289', 'Q3KNV8', 'IL2'})"
"frozenset({'Q9UKB1', 'Q9Y4L5', 'IL2'})"
"frozenset({'P82675', 'IL2', 'Q10471'})"
"frozenset({'Q14498', 'IL2', 'P13010'})"
"frozenset({'Q8TAB5', 'IL2', 'P62333'})"
"frozenset({'P14859', 'IL2', 'Q16633'})"
"frozenset({'P23508', 'Q9UL25', 'IL2'})"
"frozenset({'Q96NL6', 'IL2', 'Q9NX08'})"
"frozenset({'Q5T7W0', 'Q6W0C5', 'IL2'})"
"frozenset({'P29350', 'P10747', 'IL2'})"
"frozenset({'Q15797', 'O60315', 'IL2'})"
"frozenset({'P42336', 'Q9UQC2', 'IL2'})"
"frozenset({'P08631', 'P29353', 'IL2'})"
"frozenset({'Q13315', 'Q7LFL8', 'IL2'})"
"frozenset({'Q96EL3', 'IL2', 'Q9NP92'})"
"frozenset({'Q9BYD3', 'Q96E29', 'IL2'})"
"frozenset({'Q8N205', 'O00461', 'IL2'})"
"frozenset({'Q969J5', 'P40933', 'IL2'})"
"frozenset({'Q96GX1', 'Q9H490', 'IL2'})"
"frozenset({'Q9Y5V3', 'P56178', 'IL2'})"
"frozenset({'P17655', 'Q8IUH5', 'IL2'})"
"frozenset({'Q16576', 'IL2', 'P01889'})"
"frozenset({'P32121', 'Q8NGI8', 'IL2'})"
"frozenset({'Q9BVL4', 'IL2', 'Q6IN84'})"
"frozenset({'Q13183', 'P78362', 'IL2'})"
"frozenset({'P03905', 'IL2', 'Q99801'})"
"frozenset({'P20936', 'IL2', 'P43403'})"
"frozenset({'P58340', 'IL2', 'Q9UMZ2'})"
"frozenset({'P99999', 'IL2', 'P01889'})"
"frozenset({'O43674', 'O75489', 'IL2'})"
"frozenset({'Q9HB65', 'IL2', 'O94921'})"
"frozenset({'Q96A65', 'IL2', 'Q86X19'})"
"frozenset({'P05067', 'Q9Y5N6', 'IL2'})"
"frozenset({'Q63ZY3', 'O95678', 'IL2'})"
"frozenset({'O15541', 'Q13435', 'IL2'})"
"frozenset({'O75426', 'Q9UNE7', 'IL2'})"
"frozenset({'P11172', 'Q9UKI2', 'IL2'})"
"frozenset({'Q93074', 'Q6P2Q9', 'IL2'})"
"frozenset({'Q14028', 'Q9NZT1', 'IL2'})"
"frozenset({'P15336', 'P11166', 'IL2'})"
"frozenset({'P78362', 'Q15287', 'IL2'})"
"frozenset({'Q15714', 'IL2', 'Q9UQ03'})"
"frozenset({'Q9H0M4', 'Q02078', 'IL2'})"
"frozenset({'P29083', 'P52655', 'IL2'})"
"frozenset({'P22694', 'P63218', 'IL2'})"
"frozenset({'P03923', 'IL2', 'O95167'})"
"frozenset({'P49411', 'IL2', 'P62993'})"
"frozenset({'Q92993', 'P24394', 'IL2'})"
"frozenset({'P35637', 'Q99436', 'IL2'})"
"frozenset({'Q13573', 'P43246', 'IL2'})"
"frozenset({'P26368', 'P26196', 'IL2'})"
"frozenset({'P05412', 'P15407', 'IL2'})"
"frozenset({'Q15814', 'IL2', 'Q96JB2'})"
"frozenset({'Q92997', 'IL2', 'Q8N960'})"
"frozenset({'Q05397', 'P20849', 'IL2'})"
"frozenset({'O00329', 'P14616', 'IL2'})"
"frozenset({'Q9Y6K9', 'Q6P9F5', 'IL2'})"
"frozenset({'P26951', 'P01111', 'IL2'})"
"frozenset({'P53804', 'P19784', 'IL2'})"
"frozenset({'Q9HCH0', 'Q96BD5', 'IL2'})"
"frozenset({'P10644', 'Q9Y297', 'IL2'})"
"frozenset({'P78371', 'Q9NZC7', 'IL2'})"
"frozenset({'Q8N201', 'P62714', 'IL2'})"
"frozenset({'Q9Y244', 'P17980', 'IL2'})"
"frozenset({'P05412', 'P26641', 'IL2'})"
"frozenset({'P29400', 'IL2', 'P08514'})"
"frozenset({'Q9UKT4', 'IL2', 'O75496'})"
"frozenset({'P22087', 'IL2', 'O00567'})"
"frozenset({'Q5HYI8', 'IL2', 'Q5T3F8'})"
"frozenset({'O00116', 'Q8NBN3', 'IL2'})"
"frozenset({'O00159', 'P24941', 'IL2'})"
"frozenset({'P51610', 'IL2', 'P28749'})"
"frozenset({'P31948', 'O43865', 'IL2'})"
"frozenset({'P49116', 'Q9Y4B6', 'IL2'})"
"frozenset({'P45973', 'Q9BXL5', 'IL2'})"
"frozenset({'Q9NYP9', 'Q9Y2I6', 'IL2'})"
"frozenset({'Q13501', 'Q12923', 'IL2'})"
"frozenset({'Q9H4B6', 'Q8N137', 'IL2'})"
"frozenset({'P34931', 'Q00526', 'IL2'})"
"frozenset({'Q9P2M7', 'IL2', 'Q8N122'})"
"frozenset({'Q96MT4', 'Q9BYQ3', 'IL2'})"
"frozenset({'P20963', 'IL2', 'P43403'})"
"frozenset({'Q14684', 'P02647', 'IL2'})"
"frozenset({'Q9Y548', 'O95758', 'IL2'})"
"frozenset({'Q63HR2', 'A1A580', 'IL2'})"
"frozenset({'Q99489', 'P50542', 'IL2'})"
"frozenset({'Q9Y6R4', 'P63104', 'IL2'})"
"frozenset({'P31749', 'O43889', 'IL2'})"
"frozenset({'Q9Y446', 'P33993', 'IL2'})"
"frozenset({'O60573', 'Q13107', 'IL2'})"
"frozenset({'Q15637', 'IL2', 'P52294'})"
"frozenset({'P04629', 'IL2', 'P20827'})"
"frozenset({'Q9UBY5', 'IL2', 'P63211'})"
"frozenset({'P12956', 'P78545', 'IL2'})"
"frozenset({'P78362', 'IL2', 'O60814'})"
"frozenset({'Q6RW13', 'Q9UMS0', 'IL2'})"
"frozenset({'O95429', 'P34932', 'IL2'})"
"frozenset({'P60411', 'IL2', 'P09211'})"
"frozenset({'O60840', 'IL2', 'P08754'})"
"frozenset({'O95983', 'IL2', 'P52292'})"
"frozenset({'P83731', 'P62263', 'IL2'})"
"frozenset({'Q9Y5X3', 'IL2', 'Q9UBS4'})"
"frozenset({'P43353', 'A8MQ03', 'IL2'})"
"frozenset({'Q6UWR7', 'Q9Y6M9', 'IL2'})"
"frozenset({'Q7KZF4', 'P12830', 'IL2'})"
"frozenset({'Q8WVB6', 'P35244', 'IL2'})"
"frozenset({'Q14839', 'Q8IZH2', 'IL2'})"
"frozenset({'P42684', 'P15153', 'IL2'})"
"frozenset({'P50914', 'P39019', 'IL2'})"
"frozenset({'O43474', 'Q92793', 'IL2'})"
"frozenset({'IL2', 'P34925', 'Q9NYQ6'})"
"frozenset({'Q14839', 'Q13422', 'IL2'})"
"frozenset({'P61158', 'O15145', 'IL2'})"
"frozenset({'Q9NRW3', 'P78362', 'IL2'})"
"frozenset({'P08514', 'Q14050', 'IL2'})"
"frozenset({'Q8N9N5', 'Q00987', 'IL2'})"
"frozenset({'Q9Y285', 'P60953', 'IL2'})"
"frozenset({'O00308', 'O75791', 'IL2'})"
"frozenset({'P79483', 'P08238', 'IL2'})"
"frozenset({'Q01826', 'O60264', 'IL2'})"
"frozenset({'Q9UBU8', 'IL2', 'Q15025'})"
"frozenset({'P01732', 'IL2', 'Q8TBB1'})"
"frozenset({'IL2', 'P10599', 'P11441'})"
"frozenset({'Q9ULK5', 'IL2', 'Q05513'})"
"frozenset({'P25788', 'O00488', 'IL2'})"
"frozenset({'P02776', 'IL2', 'P02749'})"
"frozenset({'O60513', 'P20036', 'IL2'})"
"frozenset({'Q969L4', 'IL2', 'Q9UBU9'})"
"frozenset({'P02771', 'IL2', 'P30480'})"
"frozenset({'Q92993', 'Q9BYV9', 'IL2'})"
"frozenset({'Q99611', 'Q9Y5S9', 'IL2'})"
"frozenset({'Q8TES7', 'P41250', 'IL2'})"
"frozenset({'Q9BRX9', 'Q9BYG4', 'IL2'})"
"frozenset({'P47898', 'IL2', 'P04899'})"
"frozenset({'Q6PGN9', 'Q96HQ2', 'IL2'})"
"frozenset({'P04156', 'IL2', 'Q93070'})"
"frozenset({'P33992', 'Q96E39', 'IL2'})"
"frozenset({'Q9NQB0', 'Q92793', 'IL2'})"
"frozenset({'P60410', 'P42892', 'IL2'})"
"frozenset({'Q96MX0', 'IL2', 'P10451'})"
"frozenset({'IL2', 'P41279', 'Q15418'})"
"frozenset({'Q13618', 'Q9Y3B9', 'IL2'})"
"frozenset({'Q96CV9', 'IL2', 'Q5JWF2'})"
"frozenset({'P37840', 'IL2', 'Q9UJY1'})"
"frozenset({'O60290', 'P54259', 'IL2'})"
"frozenset({'Q96RN5', 'IL2', 'Q01844'})"
"frozenset({'Q15831', 'Q9H093', 'IL2'})"
"frozenset({'P78371', 'Q9H0W9', 'IL2'})"
"frozenset({'P80188', 'P54646', 'IL2'})"
"frozenset({'Q9NYB9', 'IL2', 'Q8N2Q7'})"
"frozenset({'P23526', 'Q8TD30', 'IL2'})"
"frozenset({'P35968', 'P09619', 'IL2'})"
"frozenset({'Q9HCU4', 'IL2', 'Q9Y337'})"
"frozenset({'P06396', 'P47755', 'IL2'})"
"frozenset({'O75095', 'Q5VTD9', 'IL2'})"
"frozenset({'Q13247', 'Q9P127', 'IL2'})"
"frozenset({'Q8IXW0', 'Q701N4', 'IL2'})"
"frozenset({'Q9NY33', 'IL2', 'Q15654'})"
"frozenset({'Q15714', 'IL2', 'Q96FW1'})"
"frozenset({'P13646', 'Q92905', 'IL2'})"
"frozenset({'P04003', 'Q9H0Q3', 'IL2'})"
"frozenset({'P42702', 'P15018', 'IL2'})"
"frozenset({'O94906', 'O95400', 'IL2'})"
"frozenset({'P82979', 'IL2', 'Q9Y277'})"
"frozenset({'P52701', 'Q9HCK8', 'IL2'})"
"frozenset({'Q9UQE7', 'O60264', 'IL2'})"
"frozenset({'Q13895', 'Q7RTU3', 'IL2'})"
"frozenset({'Q9UM63', 'O15350', 'IL2'})"
"frozenset({'Q07817', 'Q9H1Y0', 'IL2'})"
"frozenset({'Q13616', 'IL2', 'Q15717'})"
"frozenset({'P51587', 'Q9BX63', 'IL2'})"
"frozenset({'Q9BSG0', 'Q08AM6', 'IL2'})"
"frozenset({'Q8IUC6', 'P15407', 'IL2'})"
"frozenset({'Q9H5H4', 'Q8IZD2', 'IL2'})"
"frozenset({'Q7Z7A1', 'P51149', 'IL2'})"
"frozenset({'Q13573', 'O14981', 'IL2'})"
"frozenset({'Q15973', 'Q08379', 'IL2'})"
"frozenset({'Q14469', 'P34932', 'IL2'})"
"frozenset({'P04792', 'Q9Y617', 'IL2'})"
"frozenset({'P45984', 'Q9UIG0', 'IL2'})"
"frozenset({'Q86Y01', 'P61077', 'IL2'})"
"frozenset({'P05067', 'Q71RC2', 'IL2'})"
"frozenset({'P04275', 'IL2', 'P05106'})"
"frozenset({'Q9NR12', 'Q12933', 'IL2'})"
"frozenset({'Q7Z6M2', 'P63208', 'IL2'})"
"frozenset({'Q6NSJ2', 'Q9NS73', 'IL2'})"
"frozenset({'P54253', 'Q9NQ87', 'IL2'})"
"frozenset({'Q8TCJ0', 'P62195', 'IL2'})"
"frozenset({'Q7Z6J9', 'P36406', 'IL2'})"
"frozenset({'Q9P0N5', 'O00400', 'IL2'})"
"frozenset({'P60568', 'P01100', 'IL2'})"
"frozenset({'P30153', 'O95999', 'IL2'})"
"frozenset({'P17844', 'P53779', 'IL2'})"
"frozenset({'Q9NW08', 'IL2', 'P43243'})"
"frozenset({'Q9BXU7', 'P42771', 'IL2'})"
"frozenset({'Q9Y6W6', 'P49639', 'IL2'})"
"frozenset({'Q9H7X3', 'IL2', 'Q8N5Z5'})"
"frozenset({'Q13163', 'Q99471', 'IL2'})"
"frozenset({'P63279', 'Q7L4P6', 'IL2'})"
"frozenset({'P62888', 'P19320', 'IL2'})"
"frozenset({'Q8TAF3', 'IL2', 'Q14152'})"
"frozenset({'Q15910', 'Q9UHB6', 'IL2'})"
"frozenset({'P21741', 'O60674', 'IL2'})"
"frozenset({'Q9BRP1', 'IL2', 'Q7L5N1'})"
"frozenset({'Q96G01', 'Q13561', 'IL2'})"
"frozenset({'P46695', 'Q13490', 'IL2'})"
"frozenset({'Q96EU7', 'Q8WXA8', 'IL2'})"
"frozenset({'Q96AQ9', 'Q96EY1', 'IL2'})"
"frozenset({'Q14999', 'Q13435', 'IL2'})"
"frozenset({'Q9UGV2', 'Q96T58', 'IL2'})"
"frozenset({'Q9P2H3', 'P31146', 'IL2'})"
"frozenset({'P67775', 'P30260', 'IL2'})"
"frozenset({'P35637', 'Q9BUJ2', 'IL2'})"
"frozenset({'Q13546', 'Q14790', 'IL2'})"
"frozenset({'P04637', 'O60678', 'IL2'})"
"frozenset({'Q9UM47', 'O14641', 'IL2'})"
"frozenset({'Q13618', 'Q8NBE8', 'IL2'})"
"frozenset({'Q96T76', 'Q6ZRP7', 'IL2'})"
"frozenset({'O95274', 'P08069', 'IL2'})"
"frozenset({'Q8NF50', 'Q7L9L4', 'IL2'})"
"frozenset({'Q9UQE7', 'IL2', 'O00267'})"
"frozenset({'P22612', 'Q8NGS1', 'IL2'})"
"frozenset({'Q9Y6K9', 'Q15653', 'IL2'})"
"frozenset({'IL2', 'Q15118', 'Q9BYG4'})"
"frozenset({'P24941', 'Q9H009', 'IL2'})"
"frozenset({'P20073', 'P13942', 'IL2'})"
"frozenset({'Q5TC82', 'IL2', 'P35030'})"
"frozenset({'O60262', 'O95013', 'IL2'})"
"frozenset({'Q9NZL3', 'P40692', 'IL2'})"
"frozenset({'P21333', 'Q16539', 'IL2'})"
"frozenset({'Q9NWB7', 'Q86VS8', 'IL2'})"
"frozenset({'IL2', 'P48357', 'P20809'})"
"frozenset({'Q9ULL5', 'Q14671', 'IL2'})"
"frozenset({'P55769', 'O43264', 'IL2'})"
"frozenset({'P32969', 'Q6NT76', 'IL2'})"
"frozenset({'Q96IK5', 'Q9UBW7', 'IL2'})"
"frozenset({'Q86X19', 'IL2', 'P27986'})"
"frozenset({'Q01130', 'Q9UBN7', 'IL2'})"
"frozenset({'Q8WWI1', 'IL2', 'P62993'})"
"frozenset({'Q96A65', 'IL2', 'A8K0Z3'})"
"frozenset({'P05187', 'P32242', 'IL2'})"
"frozenset({'Q08AM6', 'Q9BXC9', 'IL2'})"
"frozenset({'Q5C9Z4', 'Q12800', 'IL2'})"
"frozenset({'Q96DX5', 'P00338', 'IL2'})"
"frozenset({'Q13315', 'IL2', 'Q13111'})"
"frozenset({'P62081', 'IL2', 'O00567'})"
"frozenset({'P62280', 'IL2', 'P62910'})"
"frozenset({'Q9NY47', 'IL2', 'Q9Y5P8'})"
"frozenset({'Q9UF56', 'O43318', 'IL2'})"
"frozenset({'P04637', 'O60763', 'IL2'})"
"frozenset({'O75426', 'P07900', 'IL2'})"
"frozenset({'P05067', 'IL2', 'Q96FZ2'})"
"frozenset({'P12830', 'P53367', 'IL2'})"
"frozenset({'Q99683', 'P43686', 'IL2'})"
"frozenset({'Q8WWY3', 'IL2', 'O95273'})"
"frozenset({'P08842', 'P01023', 'IL2'})"
"frozenset({'Q14676', 'Q99700', 'IL2'})"
"frozenset({'P48047', 'Q9BXU3', 'IL2'})"
"frozenset({'Q01094', 'P98170', 'IL2'})"
"frozenset({'P04629', 'P04040', 'IL2'})"
"frozenset({'IL2', 'O95292', 'Q7L4E1'})"
"frozenset({'P26599', 'Q86SJ2', 'IL2'})"
"frozenset({'P26012', 'IL2', 'P06756'})"
"frozenset({'Q6ZWI9', 'A6NLU0', 'IL2'})"
"frozenset({'Q9NRY6', 'IL2', 'Q92754'})"
"frozenset({'P35754', 'P23511', 'IL2'})"
"frozenset({'P26368', 'Q99728', 'IL2'})"
"frozenset({'P35228', 'P27361', 'IL2'})"
"frozenset({'Q8N205', 'P54849', 'IL2'})"
"frozenset({'Q6PIV2', 'IL2', 'O95347'})"
"frozenset({'P60520', 'Q14204', 'IL2'})"
"frozenset({'O60711', 'Q99608', 'IL2'})"
"frozenset({'Q9Y4K3', 'IL2', 'O14836'})"
"frozenset({'Q9NX63', 'O95466', 'IL2'})"
"frozenset({'Q9UBX2', 'P84103', 'IL2'})"
"frozenset({'Q96RT7', 'IL2', 'Q9BQE3'})"
"frozenset({'Q8N4S0', 'Q8NC67', 'IL2'})"
"frozenset({'P27540', 'IL2', 'P14618'})"
"frozenset({'P13497', 'P01241', 'IL2'})"
"frozenset({'O15320', 'IL2', 'Q8IWL3'})"
"frozenset({'Q14451', 'Q96N67', 'IL2'})"
"frozenset({'P00533', 'P62807', 'IL2'})"
"frozenset({'O96013', 'P36957', 'IL2'})"
"frozenset({'P54727', 'IL2', 'Q96PV4'})"
"frozenset({'P61513', 'IL2', 'P36578'})"
"frozenset({'O14498', 'P68366', 'IL2'})"
"frozenset({'Q9NUX5', 'Q9BV29', 'IL2'})"
"frozenset({'P62136', 'Q92499', 'IL2'})"
"frozenset({'Q16659', 'Q6ZNG1', 'IL2'})"
"frozenset({'P33176', 'P62258', 'IL2'})"
"frozenset({'P06241', 'P27635', 'IL2'})"
"frozenset({'Q9UMX0', 'Q96GD3', 'IL2'})"
"frozenset({'Q9Y265', 'O75665', 'IL2'})"
"frozenset({'Q5VSY0', 'Q969R5', 'IL2'})"
"frozenset({'P05067', 'P19086', 'IL2'})"
"frozenset({'Q96IW7', 'IL2', 'P21757'})"
"frozenset({'O95182', 'O75438', 'IL2'})"
"frozenset({'Q2YD98', 'Q13216', 'IL2'})"
"frozenset({'P02788', 'Q9P1W8', 'IL2'})"
"frozenset({'Q92733', 'Q9BQ15', 'IL2'})"
"frozenset({'P27635', 'Q07020', 'IL2'})"
"frozenset({'P54274', 'P52565', 'IL2'})"
"frozenset({'O43790', 'P08779', 'IL2'})"
"frozenset({'Q14103', 'O60508', 'IL2'})"
