negatives
"frozenset({'O43747', 'BCR', 'Q96S82'})"
"frozenset({'Q9H0E3', 'BCR', 'Q01664'})"
"frozenset({'Q9Y3C7', 'BCR', 'Q9Y6I3'})"
"frozenset({'BCR', 'Q03001', 'P24941'})"
"frozenset({'Q1MSJ5', 'Q96KN7', 'BCR'})"
"frozenset({'Q13137', 'Q14164', 'BCR'})"
"frozenset({'P61221', 'Q9P0L0', 'BCR'})"
"frozenset({'Q9NX53', 'O15162', 'BCR'})"
"frozenset({'P12882', 'Q6P597', 'BCR'})"
"frozenset({'P54284', 'BCR', 'Q6FI81'})"
"frozenset({'P14625', 'P12956', 'BCR'})"
"frozenset({'BCR', 'P01106', 'P06733'})"
"frozenset({'P01133', 'P14616', 'BCR'})"
"frozenset({'BCR', 'Q5VTU8', 'Q6DD88'})"
"frozenset({'P19532', 'Q01844', 'BCR'})"
"frozenset({'Q96DB2', 'BCR', 'Q9Y2T7'})"
"frozenset({'Q9BUQ8', 'O43172', 'BCR'})"
"frozenset({'P04899', 'BCR', 'Q9H228'})"
"frozenset({'P62330', 'BCR', 'O00471'})"
"frozenset({'Q96CS2', 'Q5JR59', 'BCR'})"
"frozenset({'Q00597', 'BCR', 'Q9NW38'})"
"frozenset({'O43463', 'BCR', 'P45973'})"
"frozenset({'BCR', 'P46527', 'Q9UQM7'})"
"frozenset({'BCR', 'Q96ST8', 'Q7Z7A1'})"
"frozenset({'BCR', 'P35968', 'Q15464'})"
"frozenset({'O94782', 'Q96B01', 'BCR'})"
"frozenset({'Q9UNM6', 'BCR', 'P54578'})"
"frozenset({'Q8IUB9', 'BCR', 'Q5T749'})"
"frozenset({'O43390', 'BCR', 'P55795'})"
"frozenset({'Q9H0E3', 'BCR', 'O75529'})"
"frozenset({'Q9NRD1', 'BCR', 'P35998'})"
"frozenset({'BCR', 'P49715', 'P33992'})"
"frozenset({'Q12792', 'BCR', 'P55060'})"
"frozenset({'Q92847', 'P63096', 'BCR'})"
"frozenset({'BCR', 'O75530', 'Q15269'})"
"frozenset({'Q14258', 'P61077', 'BCR'})"
"frozenset({'Q9Y3E1', 'BCR', 'P07948'})"
"frozenset({'Q9H4L7', 'BCR', 'Q99459'})"
"frozenset({'BCR', 'Q9UPN9', 'Q9UIF9'})"
"frozenset({'P25963', 'BCR', 'Q99570'})"
"frozenset({'Q96FJ2', 'BCR', 'Q13409'})"
"frozenset({'Q5VTB9', 'P61077', 'BCR'})"
"frozenset({'BCR', 'Q9NUX5', 'Q9BTP6'})"
"frozenset({'P12814', 'BCR', 'P12277'})"
"frozenset({'P19438', 'BCR', 'Q9GZR1'})"
"frozenset({'P63096', 'BCR', 'P28566'})"
"frozenset({'Q08AD1', 'BCR', 'P0C7T5'})"
"frozenset({'Q63HR2', 'P02795', 'BCR'})"
"frozenset({'Q13464', 'O14974', 'BCR'})"
"frozenset({'BCR', 'P02768', 'O75791'})"
"frozenset({'Q68DD2', 'P09471', 'BCR'})"
"frozenset({'P68400', 'P23443', 'BCR'})"
"frozenset({'Q8N6R1', 'BCR', 'P12277'})"
"frozenset({'O95848', 'P04049', 'BCR'})"
"frozenset({'BCR', 'P53611', 'Q12974'})"
"frozenset({'Q9UNK4', 'BCR', 'P50148'})"
"frozenset({'P60412', 'Q96SQ5', 'BCR'})"
"frozenset({'Q9Y4C1', 'BCR', 'Q5VYK3'})"
"frozenset({'P05141', 'BCR', 'Q13286'})"
"frozenset({'Q14192', 'P11177', 'BCR'})"
"frozenset({'P08574', 'BCR', 'P47985'})"
"frozenset({'Q8WWY8', 'Q86XX4', 'BCR'})"
"frozenset({'Q9Y2X9', 'BCR', 'Q96T76'})"
"frozenset({'BCR', 'Q14626', 'P40189'})"
"frozenset({'P52292', 'BCR', 'Q86Y26'})"
"frozenset({'Q9Y2G2', 'Q9H8E8', 'BCR'})"
"frozenset({'P05013', 'P19838', 'BCR'})"
"frozenset({'Q9UHF4', 'BCR', 'O14508'})"
"frozenset({'Q9UGI0', 'BCR', 'Q9Y3A3'})"
"frozenset({'P25098', 'BCR', 'A6NF89'})"
"frozenset({'P30480', 'O14737', 'BCR'})"
"frozenset({'P00390', 'BCR', 'Q8NG27'})"
"frozenset({'Q96S38', 'Q99624', 'BCR'})"
"frozenset({'Q9BUT9', 'BCR', 'P26641'})"
"frozenset({'Q5VIR6', 'O14530', 'BCR'})"
"frozenset({'Q9UN86', 'Q6IQ23', 'BCR'})"
"frozenset({'P02689', 'O95273', 'BCR'})"
"frozenset({'P14678', 'BCR', 'Q969P0'})"
"frozenset({'P27986', 'O75167', 'BCR'})"
"frozenset({'Q96FC9', 'P35250', 'BCR'})"
"frozenset({'BCR', 'P10073', 'O14978'})"
"frozenset({'Q8IY81', 'BCR', 'Q15050'})"
"frozenset({'P56856', 'O95484', 'BCR'})"
"frozenset({'BCR', 'P13929', 'P07237'})"
"frozenset({'P39023', 'P08238', 'BCR'})"
"frozenset({'P53675', 'BCR', 'O14976'})"
"frozenset({'BCR', 'Q12926', 'Q6VAB6'})"
"frozenset({'Q86Y82', 'BCR', 'Q9H115'})"
"frozenset({'Q9UNA4', 'Q8WW34', 'BCR'})"
"frozenset({'Q9UH99', 'BCR', 'P22314'})"
"frozenset({'Q6P2Q9', 'BCR', 'P15923'})"
"frozenset({'P34932', 'P35354', 'BCR'})"
"frozenset({'P0DMV8', 'BCR', 'Q00610'})"
"frozenset({'Q07889', 'BCR', 'P05787'})"
"frozenset({'P12235', 'P16455', 'BCR'})"
"frozenset({'Q8NFH8', 'BCR', 'Q13823'})"
"frozenset({'P27635', 'Q96GC5', 'BCR'})"
"frozenset({'BCR', 'P07900', 'Q15185'})"
"frozenset({'Q01831', 'BCR', 'P62807'})"
"frozenset({'Q96JM3', 'Q14137', 'BCR'})"
"frozenset({'P46776', 'BCR', 'P61513'})"
"frozenset({'Q9HCE1', 'BCR', 'Q14980'})"
"frozenset({'P06899', 'P60033', 'BCR'})"
"frozenset({'P27105', 'O43156', 'BCR'})"
"frozenset({'BCR', 'Q9Y6N6', 'P05556'})"
"frozenset({'P08151', 'P17661', 'BCR'})"
"frozenset({'Q8N8Y5', 'BCR', 'P23142'})"
"frozenset({'Q5VWX1', 'BCR', 'O14744'})"
"frozenset({'B5ME19', 'BCR', 'P20042'})"
"frozenset({'P29350', 'BCR', 'P43628'})"
"frozenset({'O00233', 'P06737', 'BCR'})"
"frozenset({'BCR', 'Q9UMX0', 'P49810'})"
"frozenset({'Q8N668', 'P38398', 'BCR'})"
"frozenset({'P23396', 'BCR', 'P17987'})"
"frozenset({'Q9Y478', 'BCR', 'P61960'})"
"frozenset({'O60336', 'BCR', 'Q5T749'})"
"frozenset({'P0DP23', 'Q15750', 'BCR'})"
"frozenset({'Q9H3M7', 'BCR', 'Q9HAU4'})"
"frozenset({'O14497', 'P60709', 'BCR'})"
"frozenset({'Q9Y3B4', 'BCR', 'P13612'})"
"frozenset({'P51959', 'BCR', 'Q659C4'})"
"frozenset({'Q92542', 'BCR', 'Q92785'})"
"frozenset({'P56556', 'Q9UI09', 'BCR'})"
"frozenset({'O60260', 'P63165', 'BCR'})"
"frozenset({'O75365', 'P52272', 'BCR'})"
"frozenset({'BCR', 'Q9Y490', 'Q15654'})"
"frozenset({'Q96KR7', 'BCR', 'Q14152'})"
"frozenset({'P04745', 'BCR', 'O43823'})"
"frozenset({'P52797', 'BCR', 'P50222'})"
"frozenset({'Q15154', 'Q9Y5V3', 'BCR'})"
"frozenset({'Q9Y4A9', 'BCR', 'P32121'})"
"frozenset({'P56545', 'BCR', 'P36402'})"
"frozenset({'BCR', 'O95813', 'P35813'})"
"frozenset({'P42336', 'BCR', 'P11215'})"
"frozenset({'P56192', 'BCR', 'P50750'})"
"frozenset({'Q9NRY4', 'Q13464', 'BCR'})"
"frozenset({'Q6IQ23', 'BCR', 'O95433'})"
"frozenset({'Q14204', 'BCR', 'O75381'})"
"frozenset({'P05067', 'BCR', 'Q16594'})"
"frozenset({'Q96LA8', 'P06401', 'BCR'})"
"frozenset({'Q6ZVX7', 'BCR', 'P49736'})"
"frozenset({'P04004', 'P52272', 'BCR'})"
"frozenset({'Q9UK41', 'BCR', 'Q16555'})"
"frozenset({'P35520', 'Q9NY65', 'BCR'})"
"frozenset({'P28482', 'BCR', 'Q13115'})"
"frozenset({'Q9UKS6', 'BCR', 'P42025'})"
"frozenset({'Q14032', 'BCR', 'Q9UIF7'})"
"frozenset({'P61247', 'Q9UKV8', 'BCR'})"
"frozenset({'BCR', 'Q9BRK4', 'P62993'})"
"frozenset({'BCR', 'P60896', 'Q14152'})"
"frozenset({'Q13315', 'Q13535', 'BCR'})"
"frozenset({'BCR', 'P05388', 'P62945'})"
"frozenset({'Q8WXE1', 'BCR', 'O60934'})"
"frozenset({'P62753', 'BCR', 'O60841'})"
"frozenset({'Q96DX5', 'BCR', 'P15121'})"
"frozenset({'Q86Z20', 'Q5TA81', 'BCR'})"
"frozenset({'BCR', 'Q14554', 'Q99459'})"
"frozenset({'P16989', 'Q13618', 'BCR'})"
"frozenset({'P31785', 'O15524', 'BCR'})"
"frozenset({'BCR', 'Q7RTX1', 'Q7RTX0'})"
"frozenset({'Q9GZP4', 'Q8N0W7', 'BCR'})"
"frozenset({'Q9UHD9', 'Q9H0X6', 'BCR'})"
"frozenset({'Q9NQW6', 'O75128', 'BCR'})"
"frozenset({'Q9HCE1', 'Q06587', 'BCR'})"
"frozenset({'P31946', 'BCR', 'Q6Y7W6'})"
"frozenset({'Q92858', 'BCR', 'O14983'})"
"frozenset({'P06493', 'O75164', 'BCR'})"
"frozenset({'Q8IWL3', 'Q5W0B1', 'BCR'})"
"frozenset({'P41240', 'O94986', 'BCR'})"
"frozenset({'Q92499', 'BCR', 'P35637'})"
"frozenset({'Q9UK96', 'BCR', 'Q8IW50'})"
"frozenset({'Q9UKV3', 'BCR', 'Q14999'})"
"frozenset({'Q14651', 'BCR', 'P35241'})"
"frozenset({'O75503', 'BCR', 'Q13438'})"
"frozenset({'P12956', 'Q00987', 'BCR'})"
"frozenset({'Q7Z6R9', 'Q07627', 'BCR'})"
"frozenset({'B5ME19', 'BCR', 'Q13043'})"
"frozenset({'BCR', 'Q9NRG4', 'Q13596'})"
"frozenset({'P30520', 'Q6ICL3', 'BCR'})"
"frozenset({'Q01082', 'BCR', 'P68431'})"
"frozenset({'BCR', 'P30304', 'O60318'})"
"frozenset({'Q04864', 'Q9Y275', 'BCR'})"
"frozenset({'Q9BYQ0', 'BCR', 'P49736'})"
"frozenset({'P10909', 'Q9Y4L1', 'BCR'})"
"frozenset({'Q9UIA9', 'Q9UBU9', 'BCR'})"
"frozenset({'BCR', 'P25440', 'Q9Y4F1'})"
"frozenset({'Q9Y5N6', 'BCR', 'Q9UBU7'})"
"frozenset({'O00241', 'BCR', 'O75553'})"
"frozenset({'P62987', 'P62068', 'BCR'})"
"frozenset({'P82933', 'BCR', 'P04637'})"
"frozenset({'O43674', 'P22695', 'BCR'})"
"frozenset({'Q9NRL3', 'BCR', 'Q15233'})"
"frozenset({'BCR', 'Q15027', 'P62993'})"
"frozenset({'Q9Y265', 'Q99714', 'BCR'})"
"frozenset({'Q9NYU2', 'BCR', 'P30450'})"
"frozenset({'O15145', 'O15511', 'BCR'})"
"frozenset({'BCR', 'P16455', 'P78527'})"
"frozenset({'A8MQ03', 'Q9BSW2', 'BCR'})"
"frozenset({'O75360', 'BCR', 'O43299'})"
"frozenset({'Q9Y2M5', 'BCR', 'Q9NTZ6'})"
"frozenset({'P62241', 'Q9H0A0', 'BCR'})"
"frozenset({'Q9UQ35', 'O75937', 'BCR'})"
"frozenset({'Q9UQL6', 'BCR', 'P41182'})"
"frozenset({'Q8WZA2', 'Q9NRZ7', 'BCR'})"
"frozenset({'P0DMV9', 'BCR', 'Q7Z7A1'})"
"frozenset({'Q8NA72', 'Q9NSE4', 'BCR'})"
"frozenset({'BCR', 'P29372', 'P43487'})"
"frozenset({'Q99880', 'BCR', 'Q92769'})"
"frozenset({'Q93084', 'O43291', 'BCR'})"
"frozenset({'Q9UKX5', 'BCR', 'Q9HBI0'})"
"frozenset({'O15160', 'BCR', 'Q8IY37'})"
"frozenset({'BCR', 'Q9NZJ5', 'P30825'})"
"frozenset({'Q13315', 'O95863', 'BCR'})"
"frozenset({'P31948', 'P0DMV8', 'BCR'})"
"frozenset({'Q9HAU5', 'Q66K89', 'BCR'})"
"frozenset({'Q16665', 'O14746', 'BCR'})"
"frozenset({'BCR', 'Q96A00', 'Q9UQM7'})"
"frozenset({'BCR', 'P57078', 'P50851'})"
"frozenset({'P07737', 'Q9Y576', 'BCR'})"
"frozenset({'BCR', 'Q8N392', 'Q92730'})"
"frozenset({'Q15262', 'Q16706', 'BCR'})"
"frozenset({'Q8IWL3', 'BCR', 'O15160'})"
"frozenset({'Q05397', 'BCR', 'O00459'})"
"frozenset({'Q96PV4', 'Q8TBB1', 'BCR'})"
"frozenset({'BCR', 'P62324', 'Q13310'})"
"frozenset({'Q9HCE1', 'BCR', 'Q15654'})"
"frozenset({'P62070', 'P53611', 'BCR'})"
"frozenset({'Q9UHD9', 'P13489', 'BCR'})"
"frozenset({'P32249', 'P43250', 'BCR'})"
"frozenset({'P49754', 'BCR', 'Q92731'})"
"frozenset({'Q8IVT5', 'BCR', 'O00159'})"
"frozenset({'O60260', 'BCR', 'P17980'})"
"frozenset({'P11413', 'BCR', 'Q70J99'})"
"frozenset({'Q06265', 'Q86VP6', 'BCR'})"
"frozenset({'O75340', 'BCR', 'O94979'})"
"frozenset({'P12980', 'Q8WXW3', 'BCR'})"
"frozenset({'Q8IVF7', 'BCR', 'Q9Y3D0'})"
"frozenset({'P51684', 'BCR', 'P80098'})"
"frozenset({'Q08499', 'BCR', 'P27987'})"
"frozenset({'Q13698', 'P30154', 'BCR'})"
"frozenset({'Q96LK0', 'BCR', 'Q9UKD1'})"
"frozenset({'BCR', 'A6NK89', 'P67870'})"
"frozenset({'P12830', 'BCR', 'P26641'})"
"frozenset({'P57775', 'Q92905', 'BCR'})"
"frozenset({'Q6P2E9', 'Q9UBU9', 'BCR'})"
"frozenset({'P13637', 'BCR', 'Q9Y282'})"
"frozenset({'Q9HCH5', 'BCR', 'P62136'})"
"frozenset({'Q8NB90', 'BCR', 'Q6P656'})"
"frozenset({'Q92734', 'BCR', 'Q96AW1'})"
"frozenset({'Q8TDM5', 'Q9GZT8', 'BCR'})"
"frozenset({'Q96FW1', 'BCR', 'Q14166'})"
"frozenset({'P32302', 'P08754', 'BCR'})"
"frozenset({'Q9H446', 'Q8WZA2', 'BCR'})"
"frozenset({'BCR', 'P30626', 'P53350'})"
"frozenset({'BCR', 'P0C5Z0', 'Q96RL1'})"
"frozenset({'Q16254', 'Q9HB71', 'BCR'})"
"frozenset({'Q96GX1', 'Q9NZ01', 'BCR'})"
"frozenset({'Q86WV1', 'Q53EQ6', 'BCR'})"
"frozenset({'O60216', 'P62753', 'BCR'})"
"frozenset({'P62877', 'P16104', 'BCR'})"
"frozenset({'Q13263', 'BCR', 'Q9BSG1'})"
"frozenset({'P03901', 'P17568', 'BCR'})"
"frozenset({'Q92870', 'BCR', 'Q9BQE5'})"
"frozenset({'Q08379', 'P40222', 'BCR'})"
"frozenset({'P05412', 'P38159', 'BCR'})"
"frozenset({'Q00587', 'P60953', 'BCR'})"
"frozenset({'P43088', 'BCR', 'O95837'})"
"frozenset({'P00367', 'Q8IU60', 'BCR'})"
"frozenset({'P01133', 'BCR', 'P35227'})"
"frozenset({'BCR', 'P63146', 'P60981'})"
"frozenset({'Q14155', 'BCR', 'Q9P286'})"
"frozenset({'BCR', 'P57078', 'O94887'})"
"frozenset({'P29353', 'BCR', 'Q96P48'})"
"frozenset({'Q5T3J3', 'BCR', 'Q5JU00'})"
"frozenset({'P62955', 'BCR', 'P17612'})"
"frozenset({'Q5JVS0', 'BCR', 'Q9NZZ3'})"
"frozenset({'BCR', 'P10914', 'Q9BZS1'})"
"frozenset({'Q63ZY3', 'Q9HC52', 'BCR'})"
"frozenset({'P05129', 'BCR', 'Q4KWH8'})"
"frozenset({'Q92847', 'P27361', 'BCR'})"
"frozenset({'O15054', 'P61964', 'BCR'})"
"frozenset({'P22681', 'Q9BUZ4', 'BCR'})"
"frozenset({'P08253', 'BCR', 'Q86VP6'})"
"frozenset({'Q9GZV8', 'Q8N6U2', 'BCR'})"
"frozenset({'O95714', 'BCR', 'P31689'})"
"frozenset({'Q99700', 'P26196', 'BCR'})"
"frozenset({'Q9P2Y5', 'O15269', 'BCR'})"
"frozenset({'BCR', 'P13682', 'Q96BR9'})"
"frozenset({'Q03405', 'P29597', 'BCR'})"
"frozenset({'BCR', 'Q13131', 'P54646'})"
"frozenset({'O95817', 'BCR', 'P22415'})"
"frozenset({'Q99418', 'BCR', 'Q16659'})"
"frozenset({'BCR', 'Q8NC60', 'P07305'})"
"frozenset({'P55196', 'Q96QF0', 'BCR'})"
"frozenset({'P62877', 'BCR', 'Q9BTE7'})"
"frozenset({'Q05BV3', 'P04629', 'BCR'})"
"frozenset({'P22459', 'BCR', 'Q96EB6'})"
"frozenset({'BCR', 'P02746', 'O75530'})"
"frozenset({'BCR', 'Q9Y5X4', 'P11473'})"
"frozenset({'Q01130', 'P31947', 'BCR'})"
"frozenset({'O75899', 'BCR', 'Q96CX2'})"
"frozenset({'Q9Y230', 'O14746', 'BCR'})"
"frozenset({'P06400', 'Q969R5', 'BCR'})"
"frozenset({'Q01860', 'BCR', 'Q5T4S7'})"
"frozenset({'O60262', 'Q8NGC7', 'BCR'})"
"frozenset({'P43405', 'BCR', 'Q9UKW4'})"
"frozenset({'BCR', 'P05067', 'Q9P0U3'})"
"frozenset({'P49720', 'BCR', 'P53350'})"
"frozenset({'O95602', 'BCR', 'Q16659'})"
"frozenset({'Q5T0F9', 'P10451', 'BCR'})"
"frozenset({'P02749', 'Q6UXB4', 'BCR'})"
"frozenset({'P15822', 'P10253', 'BCR'})"
"frozenset({'Q9H2X3', 'Q96CW1', 'BCR'})"
"frozenset({'Q13887', 'BCR', 'Q92769'})"
"frozenset({'P13612', 'BCR', 'P37802'})"
"frozenset({'Q96MN2', 'BCR', 'Q9Y2E6'})"
"frozenset({'P09651', 'BCR', 'Q5T750'})"
"frozenset({'Q8IY31', 'BCR', 'Q13099'})"
"frozenset({'O95169', 'BCR', 'O95182'})"
"frozenset({'Q8IWF7', 'Q15935', 'BCR'})"
"frozenset({'P47813', 'Q6IN84', 'BCR'})"
"frozenset({'O75494', 'BCR', 'O14776'})"
"frozenset({'BCR', 'Q86TC9', 'Q08043'})"
"frozenset({'Q9UGL1', 'BCR', 'Q6P1X5'})"
"frozenset({'O95166', 'P62269', 'BCR'})"
"frozenset({'BCR', 'Q16778', 'Q00987'})"
"frozenset({'P27635', 'Q14807', 'BCR'})"
"frozenset({'Q9NVW2', 'O75177', 'BCR'})"
"frozenset({'Q9H5J0', 'BCR', 'Q9UBW7'})"
"frozenset({'Q9Y4K3', 'P14778', 'BCR'})"
"frozenset({'P06241', 'BCR', 'Q9BWW9'})"
"frozenset({'BCR', 'Q8WUM0', 'Q8NFH4'})"
"frozenset({'Q14244', 'P78362', 'BCR'})"
"frozenset({'BCR', 'Q6NUN9', 'P16615'})"
"frozenset({'Q13114', 'BCR', 'P12931'})"
"frozenset({'Q15560', 'BCR', 'Q9H4L5'})"
"frozenset({'BCR', 'P16104', 'P62158'})"
"frozenset({'P27348', 'BCR', 'P40939'})"
"frozenset({'O60519', 'BCR', 'Q9UJW3'})"
"frozenset({'Q6ZU80', 'BCR', 'Q86V97'})"
"frozenset({'Q02218', 'Q9C0B0', 'BCR'})"
"frozenset({'P13674', 'Q16637', 'BCR'})"
"frozenset({'P06748', 'P62314', 'BCR'})"
"frozenset({'Q99962', 'BCR', 'Q9UQ16'})"
"frozenset({'BCR', 'Q12888', 'O15350'})"
"frozenset({'Q5T5X7', 'BCR', 'Q96EZ8'})"
"frozenset({'BCR', 'O00214', 'P51790'})"
"frozenset({'Q9NXN4', 'Q6BDS2', 'BCR'})"
"frozenset({'Q07866', 'BCR', 'Q13131'})"
"frozenset({'Q9UBN6', 'O95347', 'BCR'})"
"frozenset({'Q5T700', 'O75379', 'BCR'})"
"frozenset({'Q96TA2', 'BCR', 'P27708'})"
"frozenset({'Q9H4E5', 'BCR', 'Q9P286'})"
"frozenset({'Q96QD8', 'BCR', 'Q5T3F8'})"
"frozenset({'P51665', 'BCR', 'Q9NPJ6'})"
"frozenset({'P19235', 'BCR', 'P01563'})"
"frozenset({'P07900', 'BCR', 'Q12933'})"
"frozenset({'P04629', 'BCR', 'Q14166'})"
"frozenset({'O60602', 'BCR', 'Q8IUC6'})"
"frozenset({'Q8TAB5', 'Q96HT8', 'BCR'})"
"frozenset({'Q9NTW7', 'BCR', 'Q8WWY3'})"
"frozenset({'O43918', 'BCR', 'P33992'})"
"frozenset({'Q8N5Z5', 'BCR', 'Q9H5L6'})"
"frozenset({'P18859', 'BCR', 'P30049'})"
"frozenset({'P29144', 'BCR', 'P01889'})"
"frozenset({'BCR', 'Q9BXB1', 'Q5H8A4'})"
"frozenset({'O15264', 'BCR', 'P00338'})"
"frozenset({'Q13118', 'Q96ST3', 'BCR'})"
"frozenset({'Q7L5A3', 'O95235', 'BCR'})"
"frozenset({'P13693', 'Q13315', 'BCR'})"
"frozenset({'Q15906', 'BCR', 'Q9Y4A5'})"
"frozenset({'Q93008', 'BCR', 'Q9P2P5'})"
"frozenset({'P32519', 'BCR', 'P07332'})"
"frozenset({'Q7Z4S6', 'BCR', 'O94919'})"
"frozenset({'BCR', 'Q9H6X2', 'O76024'})"
"frozenset({'P54253', 'BCR', 'Q5SWW7'})"
"frozenset({'P04629', 'BCR', 'O95140'})"
"frozenset({'P0DP23', 'Q9H2S1', 'BCR'})"
"frozenset({'Q9BZP6', 'BCR', 'Q96EN8'})"
"frozenset({'P01116', 'Q69YL0', 'BCR'})"
"frozenset({'P02452', 'BCR', 'P26010'})"
"frozenset({'P05387', 'BCR', 'Q969P0'})"
"frozenset({'O60477', 'P14625', 'BCR'})"
"frozenset({'Q8IYI6', 'BCR', 'Q9Y6H3'})"
"frozenset({'P13805', 'BCR', 'Q15834'})"
"frozenset({'O00744', 'BCR', 'O75084'})"
"frozenset({'P46459', 'BCR', 'P55072'})"
"frozenset({'Q9GZX6', 'P48357', 'BCR'})"
"frozenset({'O14980', 'Q6NZY4', 'BCR'})"
"frozenset({'O14862', 'BCR', 'Q8IXT5'})"
"frozenset({'Q07157', 'P24386', 'BCR'})"
"frozenset({'Q9NUI1', 'BCR', 'P50542'})"
"frozenset({'P12830', 'BCR', 'P62424'})"
"frozenset({'P49639', 'P04156', 'BCR'})"
"frozenset({'P40617', 'BCR', 'P63000'})"
"frozenset({'Q9NRN7', 'Q9H223', 'BCR'})"
"frozenset({'BCR', 'Q6IQ23', 'P27797'})"
"frozenset({'Q9H5I1', 'Q96QF0', 'BCR'})"
"frozenset({'O00220', 'BCR', 'P21580'})"
"frozenset({'P35222', 'BCR', 'O43623'})"
"frozenset({'Q99640', 'BCR', 'Q15418'})"
"frozenset({'BCR', 'P18583', 'Q15654'})"
"frozenset({'Q8WYA6', 'Q9NS37', 'BCR'})"
"frozenset({'BCR', 'P43657', 'P23468'})"
"frozenset({'P38398', 'BCR', 'Q9H6X2'})"
"frozenset({'Q6V9R5', 'BCR', 'Q86V97'})"
"frozenset({'Q66K79', 'BCR', 'Q96EM0'})"
"frozenset({'P07197', 'BCR', 'P01100'})"
"frozenset({'P54284', 'P30154', 'BCR'})"
"frozenset({'Q93008', 'BCR', 'Q13489'})"
"frozenset({'P01106', 'BCR', 'P29401'})"
"frozenset({'P61962', 'BCR', 'P17987'})"
"frozenset({'Q9Y5S8', 'P19438', 'BCR'})"
"frozenset({'Q9C0F1', 'O43379', 'BCR'})"
"frozenset({'Q12968', 'BCR', 'Q14814'})"
"frozenset({'Q8WUA4', 'P33993', 'BCR'})"
"frozenset({'Q13509', 'BCR', 'Q5S007'})"
"frozenset({'BCR', 'Q4KMP7', 'O60506'})"
"frozenset({'Q9UKN8', 'BCR', 'Q12789'})"
"frozenset({'BCR', 'Q9BRX9', 'Q15366'})"
"frozenset({'O14641', 'BCR', 'P06753'})"
"frozenset({'P08514', 'Q9Y4G6', 'BCR'})"
"frozenset({'P11021', 'BCR', 'P56945'})"
"frozenset({'P00533', 'BCR', 'P01308'})"
"frozenset({'B2RXF5', 'BCR', 'Q8N6Y0'})"
"frozenset({'BCR', 'P00439', 'P09417'})"
"frozenset({'Q15843', 'BCR', 'P04637'})"
"frozenset({'BCR', 'P62993', 'Q96GG9'})"
"frozenset({'P68400', 'Q01082', 'BCR'})"
"frozenset({'Q9Y3L3', 'BCR', 'P63000'})"
"frozenset({'BCR', 'O75815', 'P06753'})"
"frozenset({'O95813', 'BCR', 'O00755'})"
"frozenset({'P62906', 'BCR', 'Q96GQ7'})"
"frozenset({'Q5TCZ1', 'Q15717', 'BCR'})"
"frozenset({'Q71UI9', 'Q5QNW6', 'BCR'})"
"frozenset({'Q9UQC2', 'BCR', 'P16885'})"
"frozenset({'Q9UQ35', 'P62314', 'BCR'})"
"frozenset({'BCR', 'Q09472', 'Q14186'})"
"frozenset({'Q15633', 'Q9UKV8', 'BCR'})"
"frozenset({'Q08380', 'BCR', 'Q9UNF1'})"
"frozenset({'Q9NRR5', 'BCR', 'Q8N5R6'})"
"frozenset({'P26951', 'BCR', 'P07202'})"
"frozenset({'O95084', 'BCR', 'Q07812'})"
"frozenset({'BCR', 'Q9NV06', 'O00410'})"
"frozenset({'Q9H0W5', 'Q12948', 'BCR'})"
"frozenset({'Q14C86', 'BCR', 'Q9UKN8'})"
"frozenset({'O15294', 'P61964', 'BCR'})"
"frozenset({'P09104', 'Q13616', 'BCR'})"
"frozenset({'Q96AC1', 'BCR', 'Q96I15'})"
"frozenset({'Q96K21', 'P42858', 'BCR'})"
"frozenset({'P61457', 'BCR', 'Q99442'})"
"frozenset({'Q8NGC6', 'P35626', 'BCR'})"
"frozenset({'Q13509', 'BCR', 'Q96EY1'})"
"frozenset({'BCR', 'Q96MW5', 'Q9ULX7'})"
"frozenset({'P46776', 'Q504Q3', 'BCR'})"
"frozenset({'Q15915', 'Q496A3', 'BCR'})"
"frozenset({'BCR', 'P49427', 'Q9UKT8'})"
"frozenset({'BCR', 'Q02083', 'P13612'})"
"frozenset({'P81605', 'Q04206', 'BCR'})"
"frozenset({'Q15714', 'BCR', 'Q9UQ03'})"
"frozenset({'BCR', 'Q96CV9', 'P53350'})"
"frozenset({'Q149N8', 'BCR', 'P12004'})"
"frozenset({'P14618', 'Q504Q3', 'BCR'})"
"frozenset({'P04424', 'P19784', 'BCR'})"
"frozenset({'P61218', 'Q9BZ29', 'BCR'})"
"frozenset({'Q9UHB6', 'BCR', 'P24941'})"
"frozenset({'BCR', 'Q14683', 'Q68CZ6'})"
"frozenset({'Q01844', 'BCR', 'O95400'})"
"frozenset({'BCR', 'Q9Y5W5', 'P04628'})"
"frozenset({'BCR', 'P31947', 'Q2M3G4'})"
"frozenset({'P22626', 'P04908', 'BCR'})"
"frozenset({'P78423', 'P32302', 'BCR'})"
"frozenset({'BCR', 'P51531', 'P04637'})"
"frozenset({'BCR', 'P18206', 'Q06323'})"
"frozenset({'Q9HBE5', 'BCR', 'P10914'})"
"frozenset({'BCR', 'P51571', 'P60520'})"
"frozenset({'Q5TA76', 'Q9UKJ5', 'BCR'})"
"frozenset({'BCR', 'Q9NRA0', 'Q9NRD5'})"
"frozenset({'Q5VWK5', 'P15018', 'BCR'})"
"frozenset({'Q9UKG1', 'BCR', 'Q9NSI6'})"
"frozenset({'Q08830', 'Q08J23', 'BCR'})"
