negatives
"frozenset({'Q9UBV4', 'Q6FHJ7', 'RANKL'})"
"frozenset({'P55039', 'RANKL', 'Q9H446'})"
"frozenset({'Q9Y337', 'Q96SY0', 'RANKL'})"
"frozenset({'RANKL', 'O43818', 'O75530'})"
"frozenset({'RANKL', 'P0DP23', 'P51911'})"
"frozenset({'O75530', 'RANKL', 'P12270'})"
"frozenset({'RANKL', 'P54252', 'P30443'})"
"frozenset({'Q9NTX9', 'RANKL', 'Q16828'})"
"frozenset({'RANKL', 'Q92731', 'Q8NB90'})"
"frozenset({'P22612', 'RANKL', 'Q8NGK3'})"
"frozenset({'P55196', 'RANKL', 'Q6ZW31'})"
"frozenset({'RANKL', 'Q969J5', 'O14544'})"
"frozenset({'P04637', 'RANKL', 'Q15717'})"
"frozenset({'Q8NGK9', 'RANKL', 'P38405'})"
"frozenset({'Q99684', 'RANKL', 'Q15365'})"
"frozenset({'Q9Y4P3', 'RANKL', 'Q15884'})"
"frozenset({'P04637', 'RANKL', 'P62249'})"
"frozenset({'RANKL', 'O95759', 'P35222'})"
"frozenset({'O96013', 'RANKL', 'Q8IXI1'})"
"frozenset({'RANKL', 'P12931', 'P09848'})"
"frozenset({'P52272', 'RANKL', 'O60307'})"
"frozenset({'P60174', 'RANKL', 'Q99496'})"
"frozenset({'Q9BWU1', 'RANKL', 'P12273'})"
"frozenset({'RANKL', 'P45983', 'P55957'})"
"frozenset({'RANKL', 'Q9P0L0', 'P21281'})"
"frozenset({'O14980', 'RANKL', 'O95639'})"
"frozenset({'P60468', 'RANKL', 'P27824'})"
"frozenset({'Q9NW97', 'RANKL', 'Q8WVZ9'})"
"frozenset({'Q96ME1', 'RANKL', 'Q9BQ66'})"
"frozenset({'RANKL', 'P54278', 'P31749'})"
"frozenset({'Q9HCE1', 'RANKL', 'Q96S16'})"
"frozenset({'RANKL', 'Q93050', 'P07195'})"
"frozenset({'Q9NZ43', 'RANKL', 'O15400'})"
"frozenset({'RANKL', 'O60259', 'Q96S06'})"
"frozenset({'P14923', 'RANKL', 'P26196'})"
"frozenset({'Q9HBZ2', 'Q8IYX8', 'RANKL'})"
"frozenset({'P07948', 'RANKL', 'P10721'})"
"frozenset({'P17612', 'RANKL', 'Q8NGB8'})"
"frozenset({'RANKL', 'Q93045', 'P40222'})"
"frozenset({'RANKL', 'P10275', 'Q8TAE8'})"
"frozenset({'RANKL', 'P38919', 'Q9Y2W1'})"
"frozenset({'RANKL', 'Q6FI81', 'Q9P2J5'})"
"frozenset({'RANKL', 'O75665', 'P68363'})"
"frozenset({'RANKL', 'P22087', 'Q04637'})"
"frozenset({'P51858', 'RANKL', 'Q07065'})"
"frozenset({'P39023', 'RANKL', 'Q96HE9'})"
"frozenset({'P35241', 'RANKL', 'Q9NSI6'})"
"frozenset({'Q8IUQ4', 'RANKL', 'P29590'})"
"frozenset({'RANKL', 'Q8NBJ4', 'O75822'})"
"frozenset({'P22033', 'RANKL', 'Q8IVH4'})"
"frozenset({'Q9NX18', 'RANKL', 'P68104'})"
"frozenset({'RANKL', 'Q13227', 'Q86VW0'})"
"frozenset({'P19320', 'RANKL', 'P25786'})"
"frozenset({'RANKL', 'Q9NZL9', 'Q96AC1'})"
"frozenset({'P01106', 'RANKL', 'Q9H2E6'})"
"frozenset({'RANKL', 'P25788', 'P27449'})"
"frozenset({'Q06710', 'P22694', 'RANKL'})"
"frozenset({'Q07889', 'RANKL', 'P45983'})"
"frozenset({'RANKL', 'Q14764', 'Q08379'})"
"frozenset({'RANKL', 'O60504', 'Q8NEC5'})"
"frozenset({'RANKL', 'Q9UPP5', 'P42285'})"
"frozenset({'RANKL', 'Q9H4B4', 'P30304'})"
"frozenset({'Q01844', 'RANKL', 'O75475'})"
"frozenset({'Q6P161', 'P06748', 'RANKL'})"
"frozenset({'RANKL', 'Q96HA8', 'Q9BT25'})"
"frozenset({'Q8TC76', 'Q6IQ23', 'RANKL'})"
"frozenset({'RANKL', 'P06746', 'Q99638'})"
"frozenset({'RANKL', 'P01574', 'P31785'})"
"frozenset({'RANKL', 'Q9BYR5', 'O15169'})"
"frozenset({'O95166', 'RANKL', 'Q5VYV7'})"
"frozenset({'Q9UQV4', 'RANKL', 'P51151'})"
"frozenset({'P53597', 'P21912', 'RANKL'})"
"frozenset({'RANKL', 'Q15323', 'Q92835'})"
"frozenset({'RANKL', 'Q13263', 'Q9NX55'})"
"frozenset({'Q96GG9', 'RANKL', 'P62308'})"
"frozenset({'RANKL', 'P06454', 'P47755'})"
"frozenset({'Q9BQ83', 'O75360', 'RANKL'})"
"frozenset({'Q9BZC7', 'RANKL', 'Q5TBB1'})"
"frozenset({'RANKL', 'Q9HC77', 'Q96P70'})"
"frozenset({'RANKL', 'P53814', 'P11802'})"
"frozenset({'RANKL', 'P11441', 'P15880'})"
"frozenset({'Q15653', 'RANKL', 'P38646'})"
"frozenset({'P27361', 'RANKL', 'O00429'})"
"frozenset({'Q9P0N5', 'RANKL', 'Q9Y2U8'})"
"frozenset({'RANKL', 'Q9NUD5', 'Q16666'})"
"frozenset({'RANKL', 'Q04206', 'Q9Y265'})"
"frozenset({'P49792', 'Q96EE3', 'RANKL'})"
"frozenset({'P32121', 'RANKL', 'P43250'})"
"frozenset({'RANKL', 'Q9NYF8', 'Q92731'})"
"frozenset({'P63208', 'Q9NS23', 'RANKL'})"
"frozenset({'Q6IQ23', 'RANKL', 'P35222'})"
"frozenset({'RANKL', 'P62875', 'Q8N9N5'})"
"frozenset({'Q13043', 'RANKL', 'Q00526'})"
"frozenset({'P04844', 'RANKL', 'Q96PM5'})"
"frozenset({'RANKL', 'P42345', 'P59768'})"
"frozenset({'P50222', 'RANKL', 'Q96PM5'})"
"frozenset({'RANKL', 'Q96S65', 'Q15717'})"
"frozenset({'Q8N0Z3', 'RANKL', 'Q9HAU0'})"
"frozenset({'RANKL', 'P62258', 'O75147'})"
"frozenset({'RANKL', 'O00206', 'P41273'})"
"frozenset({'RANKL', 'Q96RY7', 'Q9P2L0'})"
"frozenset({'RANKL', 'Q9NQT4', 'P60174'})"
"frozenset({'Q99750', 'RANKL', 'A6NDS4'})"
"frozenset({'RANKL', 'Q14582', 'Q9UQE7'})"
"frozenset({'O43638', 'RANKL', 'Q01826'})"
"frozenset({'P27348', 'RANKL', 'P27448'})"
"frozenset({'P10809', 'P10909', 'RANKL'})"
"frozenset({'Q68CJ9', 'RANKL', 'O43765'})"
"frozenset({'P29323', 'RANKL', 'Q12974'})"
"frozenset({'P78395', 'P43686', 'RANKL'})"
"frozenset({'RANKL', 'Q9Y586', 'A6NEM1'})"
"frozenset({'Q00341', 'RANKL', 'P49407'})"
"frozenset({'P04629', 'RANKL', 'P08133'})"
"frozenset({'Q7Z6E9', 'RANKL', 'Q08AG7'})"
"frozenset({'RANKL', 'P36954', 'Q9NXV6'})"
"frozenset({'P51649', 'O94979', 'RANKL'})"
"frozenset({'Q5TA81', 'RANKL', 'Q2TAL6'})"
"frozenset({'P11169', 'RANKL', 'Q13424'})"
"frozenset({'RANKL', 'P25942', 'P17947'})"
"frozenset({'Q13148', 'RANKL', 'P07550'})"
"frozenset({'RANKL', 'P22087', 'P62277'})"
"frozenset({'RANKL', 'P21815', 'Q05397'})"
"frozenset({'P02461', 'P04085', 'RANKL'})"
"frozenset({'Q9NRD5', 'RANKL', 'Q9NRX1'})"
"frozenset({'RANKL', 'P17482', 'Q9BYR5'})"
"frozenset({'P49792', 'RANKL', 'Q00610'})"
"frozenset({'RANKL', 'P05067', 'Q92772'})"
"frozenset({'Q504Q3', 'RANKL', 'Q9Y2H1'})"
"frozenset({'P21580', 'RANKL', 'Q13158'})"
"frozenset({'P19174', 'RANKL', 'Q96LZ3'})"
"frozenset({'RANKL', 'P08238', 'Q9Y6S9'})"
"frozenset({'RANKL', 'Q9NPJ1', 'P07900'})"
"frozenset({'Q9UPS6', 'RANKL', 'P51610'})"
"frozenset({'RANKL', 'Q9NPB6', 'Q9HAU4'})"
"frozenset({'Q9HC98', 'RANKL', 'Q9UQE7'})"
"frozenset({'O75791', 'RANKL', 'Q8IYA8'})"
"frozenset({'Q7L190', 'RANKL', 'Q9Y6V0'})"
"frozenset({'RANKL', 'O15379', 'O75081'})"
"frozenset({'P62979', 'Q99759', 'RANKL'})"
"frozenset({'P42701', 'RANKL', 'P05000'})"
"frozenset({'Q9P244', 'RANKL', 'Q8WXF0'})"
"frozenset({'P54886', 'RANKL', 'Q96DZ9'})"
"frozenset({'Q9NPJ6', 'P49448', 'RANKL'})"
"frozenset({'Q92754', 'RANKL', 'Q15942'})"
"frozenset({'P30530', 'RANKL', 'Q96S59'})"
"frozenset({'P51532', 'RANKL', 'Q92925'})"
"frozenset({'RANKL', 'O15379', 'Q9HAJ7'})"
"frozenset({'P62258', 'Q15678', 'RANKL'})"
"frozenset({'Q99848', 'Q9BVP2', 'RANKL'})"
"frozenset({'Q9BYG3', 'RANKL', 'Q8IY37'})"
"frozenset({'Q7L523', 'P61916', 'RANKL'})"
"frozenset({'RANKL', 'Q92997', 'Q9HCK0'})"
"frozenset({'Q13751', 'P12532', 'RANKL'})"
"frozenset({'Q14103', 'RANKL', 'Q9Y5S9'})"
"frozenset({'P49207', 'RANKL', 'P46776'})"
"frozenset({'P04629', 'RANKL', 'P18858'})"
"frozenset({'RANKL', 'P49721', 'Q15008'})"
"frozenset({'Q14108', 'P10809', 'RANKL'})"
"frozenset({'RANKL', 'Q96LI6', 'O75603'})"
"frozenset({'Q99704', 'RANKL', 'P06241'})"
"frozenset({'P04004', 'RANKL', 'Q12905'})"
"frozenset({'A8MQ03', 'P78386', 'RANKL'})"
"frozenset({'RANKL', 'Q13356', 'Q16539'})"
"frozenset({'RANKL', 'Q9UJV3', 'P51668'})"
"frozenset({'Q6PCB8', 'RANKL', 'P17931'})"
"frozenset({'Q16526', 'RANKL', 'O60506'})"
"frozenset({'RANKL', 'Q53F19', 'Q16666'})"
"frozenset({'O75145', 'RANKL', 'P23468'})"
"frozenset({'Q14126', 'RANKL', 'Q92542'})"
"frozenset({'RANKL', 'P08247', 'Q9UHK0'})"
"frozenset({'Q99759', 'RANKL', 'P08238'})"
"frozenset({'P49411', 'Q92905', 'RANKL'})"
"frozenset({'RANKL', 'Q8N2W9', 'Q5VU43'})"
"frozenset({'RANKL', 'Q8NFQ8', 'Q8IWL3'})"
"frozenset({'P52701', 'RANKL', 'Q9UIF7'})"
"frozenset({'Q02809', 'RANKL', 'Q2MV58'})"
"frozenset({'RANKL', 'Q9NZ08', 'P18146'})"
"frozenset({'Q96GG9', 'P61586', 'RANKL'})"
"frozenset({'P56556', 'RANKL', 'Q9Y3E0'})"
"frozenset({'O14980', 'P35659', 'RANKL'})"
"frozenset({'Q14203', 'RANKL', 'Q9Y2I6'})"
"frozenset({'Q8NBB4', 'P35251', 'RANKL'})"
"frozenset({'RANKL', 'O60563', 'Q9HB65'})"
"frozenset({'P26368', 'RANKL', 'O60234'})"
"frozenset({'O95816', 'RANKL', 'Q96L14'})"
"frozenset({'RANKL', 'P60896', 'Q13617'})"
"frozenset({'P33991', 'RANKL', 'Q86T82'})"
"frozenset({'P34897', 'O75792', 'RANKL'})"
"frozenset({'Q05513', 'RANKL', 'O00206'})"
"frozenset({'RANKL', 'P35579', 'Q13829'})"
"frozenset({'RANKL', 'Q5TB80', 'O00159'})"
"frozenset({'P48506', 'RANKL', 'Q16236'})"
"frozenset({'Q9NYZ3', 'RANKL', 'Q9Y5P8'})"
"frozenset({'P31323', 'O95292', 'RANKL'})"
"frozenset({'Q9NSK0', 'RANKL', 'P35606'})"
"frozenset({'A8MQ03', 'RANKL', 'P01137'})"
"frozenset({'P30307', 'P62258', 'RANKL'})"
"frozenset({'Q14315', 'RANKL', 'A8K979'})"
"frozenset({'Q8N0Z3', 'RANKL', 'Q66K74'})"
"frozenset({'P68431', 'RANKL', 'Q6ZW49'})"
"frozenset({'RANKL', 'Q96DB2', 'Q13435'})"
"frozenset({'Q5TC82', 'RANKL', 'Q13435'})"
"frozenset({'P60410', 'RANKL', 'P24592'})"
"frozenset({'Q8NE79', 'RANKL', 'Q5XPI4'})"
"frozenset({'P04629', 'RANKL', 'Q9Y2A7'})"
"frozenset({'RANKL', 'Q5VTU8', 'Q6DD88'})"
"frozenset({'O60664', 'Q2NL67', 'RANKL'})"
"frozenset({'Q9NUX5', 'Q9BY77', 'RANKL'})"
"frozenset({'RANKL', 'P63244', 'Q14999'})"
"frozenset({'Q6NUS6', 'RANKL', 'Q9BVG9'})"
"frozenset({'P61601', 'RANKL', 'Q99732'})"
"frozenset({'P45379', 'RANKL', 'P68032'})"
"frozenset({'P30954', 'RANKL', 'Q9Y4K3'})"
"frozenset({'RANKL', 'P68366', 'Q14204'})"
"frozenset({'Q8NCY6', 'RANKL', 'P63211'})"
"frozenset({'Q8TDX7', 'Q15058', 'RANKL'})"
"frozenset({'P00533', 'RANKL', 'Q8N1I0'})"
"frozenset({'RANKL', 'P26006', 'P24821'})"
"frozenset({'RANKL', 'Q9Y6C9', 'Q9BXA5'})"
"frozenset({'Q9NPH2', 'RANKL', 'P55854'})"
"frozenset({'P26651', 'RANKL', 'P05067'})"
"frozenset({'RANKL', 'P61587', 'Q96HP0'})"
"frozenset({'P62906', 'RANKL', 'P61313'})"
"frozenset({'RANKL', 'Q9BRK4', 'Q13330'})"
"frozenset({'Q5JTH9', 'Q9H9Z2', 'RANKL'})"
"frozenset({'P41252', 'Q6FI81', 'RANKL'})"
"frozenset({'O95136', 'RANKL', 'P63096'})"
"frozenset({'Q9UKG1', 'RANKL', 'P10275'})"
"frozenset({'P11498', 'RANKL', 'P49327'})"
"frozenset({'RANKL', 'P60014', 'Q9BYR3'})"
"frozenset({'Q13618', 'RANKL', 'Q6YHU6'})"
"frozenset({'Q01844', 'P26368', 'RANKL'})"
"frozenset({'Q8TAB5', 'RANKL', 'P06753'})"
"frozenset({'RANKL', 'Q495W5', 'Q13635'})"
"frozenset({'Q504Q3', 'P30050', 'RANKL'})"
"frozenset({'RANKL', 'Q12923', 'P18146'})"
"frozenset({'Q9H9J4', 'RANKL', 'P10451'})"
"frozenset({'RANKL', 'P43246', 'P54132'})"
"frozenset({'O76070', 'RANKL', 'P17844'})"
"frozenset({'P25963', 'RANKL', 'P0DP25'})"
"frozenset({'P41250', 'Q6FI81', 'RANKL'})"
"frozenset({'P49790', 'RANKL', 'O15504'})"
"frozenset({'RANKL', 'P07237', 'P06733'})"
"frozenset({'RANKL', 'P39687', 'Q08945'})"
"frozenset({'RANKL', 'P62834', 'P11215'})"
"frozenset({'RANKL', 'Q5JU00', 'Q6P4R8'})"
"frozenset({'RANKL', 'Q6ZU80', 'Q16513'})"
"frozenset({'RANKL', 'O43639', 'Q15052'})"
"frozenset({'RANKL', 'Q7Z4H7', 'Q9C0F1'})"
"frozenset({'P12830', 'RANKL', 'P09525'})"
"frozenset({'RANKL', 'P47755', 'P06753'})"
"frozenset({'Q86XZ4', 'RANKL', 'P01111'})"
"frozenset({'Q9NRH1', 'RANKL', 'Q12873'})"
"frozenset({'Q9H8V3', 'RANKL', 'Q13363'})"
"frozenset({'RANKL', 'O95073', 'Q9NP31'})"
"frozenset({'P63096', 'RANKL', 'O00222'})"
"frozenset({'RANKL', 'Q8NFJ9', 'Q96AJ1'})"
"frozenset({'Q96ED9', 'RANKL', 'Q96K30'})"
"frozenset({'RANKL', 'P49005', 'Q8IWL3'})"
"frozenset({'Q9UBB6', 'RANKL', 'P04424'})"
"frozenset({'P46782', 'RANKL', 'P40337'})"
"frozenset({'O95817', 'Q14566', 'RANKL'})"
"frozenset({'RANKL', 'Q8TCG1', 'Q9UNE7'})"
"frozenset({'P07199', 'RANKL', 'Q13526'})"
"frozenset({'Q99836', 'RANKL', 'P78371'})"
"frozenset({'Q99062', 'RANKL', 'P05113'})"
"frozenset({'RANKL', 'P26717', 'P30511'})"
"frozenset({'P39880', 'RANKL', 'Q9BRX9'})"
"frozenset({'O95817', 'P21266', 'RANKL'})"
"frozenset({'P30740', 'RANKL', 'Q9NRD1'})"
"frozenset({'RANKL', 'Q99459', 'Q9H307'})"
"frozenset({'RANKL', 'Q5VZ18', 'Q13643'})"
"frozenset({'O75489', 'RANKL', 'Q96EL3'})"
"frozenset({'RANKL', 'O75937', 'P18146'})"
"frozenset({'RANKL', 'O15164', 'Q99496'})"
"frozenset({'P62987', 'Q99759', 'RANKL'})"
"frozenset({'RANKL', 'Q14839', 'Q13547'})"
"frozenset({'Q13148', 'O43390', 'RANKL'})"
"frozenset({'RANKL', 'Q9UKT8', 'P08238'})"
"frozenset({'RANKL', 'Q92922', 'Q9UQ35'})"
"frozenset({'P54725', 'RANKL', 'Q13233'})"
"frozenset({'P40123', 'RANKL', 'P14317'})"
"frozenset({'O95429', 'RANKL', 'Q9UKB1'})"
"frozenset({'P35226', 'Q9GZM8', 'RANKL'})"
"frozenset({'RANKL', 'Q13087', 'Q9NRR5'})"
"frozenset({'Q15942', 'RANKL', 'P26639'})"
"frozenset({'RANKL', 'Q4G0F5', 'Q9Y2Z2'})"
"frozenset({'Q9ULR0', 'RANKL', 'Q14562'})"
"frozenset({'P55081', 'RANKL', 'Q8IXK0'})"
"frozenset({'Q9NRD5', 'RANKL', 'Q9BT49'})"
"frozenset({'Q9NU53', 'RANKL', 'P10092'})"
"frozenset({'Q5T440', 'RANKL', 'Q86X76'})"
"frozenset({'P61266', 'RANKL', 'Q16854'})"
"frozenset({'Q9BPW8', 'RANKL', 'P50748'})"
"frozenset({'RANKL', 'O15264', 'P36969'})"
"frozenset({'P62158', 'RANKL', 'Q9BYC9'})"
"frozenset({'P29466', 'Q6UXS9', 'RANKL'})"
"frozenset({'Q6NUS6', 'RANKL', 'Q9H0H5'})"
"frozenset({'Q15560', 'RANKL', 'P52434'})"
"frozenset({'P50222', 'RANKL', 'P0C7T5'})"
"frozenset({'P04629', 'O94964', 'RANKL'})"
"frozenset({'Q9BRT3', 'RANKL', 'Q96D03'})"
"frozenset({'RANKL', 'P60484', 'Q9NV92'})"
"frozenset({'Q9H0R8', 'RANKL', 'Q8IVF2'})"
"frozenset({'O14512', 'O60504', 'RANKL'})"
"frozenset({'RANKL', 'Q9NRG1', 'P48431'})"
"frozenset({'P68431', 'RANKL', 'Q9Y468'})"
"frozenset({'RANKL', 'Q9BWC9', 'P43364'})"
"frozenset({'Q13315', 'P12273', 'RANKL'})"
"frozenset({'RANKL', 'Q93052', 'Q9Y371'})"
"frozenset({'Q13625', 'P62258', 'RANKL'})"
"frozenset({'RANKL', 'Q13554', 'O43318'})"
"frozenset({'P63167', 'RANKL', 'Q9Y2J4'})"
"frozenset({'P40763', 'Q7L591', 'RANKL'})"
"frozenset({'P23229', 'RANKL', 'P25391'})"
"frozenset({'RANKL', 'Q15077', 'Q9BYR9'})"
"frozenset({'RANKL', 'P35637', 'P17858'})"
"frozenset({'RANKL', 'Q96SB4', 'Q15326'})"
"frozenset({'RANKL', 'Q15633', 'Q96PU5'})"
"frozenset({'P21796', 'P42765', 'RANKL'})"
"frozenset({'P43632', 'RANKL', 'Q31612'})"
"frozenset({'RANKL', 'Q9Y3S2', 'Q14592'})"
"frozenset({'P60328', 'RANKL', 'Q07627'})"
"frozenset({'RANKL', 'P35372', 'P35212'})"
"frozenset({'Q96T76', 'Q7Z3U7', 'RANKL'})"
"frozenset({'Q86UP2', 'RANKL', 'P51149'})"
"frozenset({'Q8IVL6', 'RANKL', 'Q6UWL6'})"
"frozenset({'Q5TB80', 'RANKL', 'Q9ULM3'})"
"frozenset({'RANKL', 'Q15022', 'Q9BZE4'})"
"frozenset({'P29320', 'P20936', 'RANKL'})"
"frozenset({'Q9H9Z2', 'RANKL', 'P51991'})"
"frozenset({'Q8N5S1', 'RANKL', 'Q8TDZ2'})"
"frozenset({'RANKL', 'Q9BY78', 'P60604'})"
"frozenset({'P16220', 'RANKL', 'Q96NJ5'})"
"frozenset({'Q9NZT2', 'RANKL', 'Q13451'})"
"frozenset({'Q969H0', 'Q9UBU9', 'RANKL'})"
"frozenset({'P19105', 'RANKL', 'O60506'})"
"frozenset({'RANKL', 'P51965', 'O15344'})"
"frozenset({'Q9UHD2', 'RANKL', 'Q9H6Z9'})"
"frozenset({'RANKL', 'Q8WWX9', 'Q7Z3S9'})"
"frozenset({'P19174', 'RANKL', 'P42684'})"
"frozenset({'RANKL', 'O14920', 'Q16875'})"
"frozenset({'Q86X10', 'RANKL', 'P07437'})"
"frozenset({'Q86VQ0', 'RANKL', 'Q14244'})"
"frozenset({'P19438', 'RANKL', 'Q9BUF5'})"
"frozenset({'Q9H9Z2', 'O95625', 'RANKL'})"
"frozenset({'Q13127', 'RANKL', 'P41229'})"
"frozenset({'P37173', 'RANKL', 'Q9Y4K3'})"
"frozenset({'Q8N3U4', 'RANKL', 'Q96PK6'})"
"frozenset({'P60410', 'O43559', 'RANKL'})"
"frozenset({'Q01844', 'RANKL', 'P02751'})"
"frozenset({'RANKL', 'P42684', 'P60763'})"
"frozenset({'Q05209', 'RANKL', 'P24941'})"
"frozenset({'Q9Y657', 'RANKL', 'Q96SW2'})"
"frozenset({'RANKL', 'Q8IYQ7', 'Q14197'})"
"frozenset({'P36873', 'RANKL', 'Q9BSF8'})"
"frozenset({'RANKL', 'O15350', 'P24385'})"
"frozenset({'Q9BYD2', 'RANKL', 'Q6XE24'})"
"frozenset({'RANKL', 'O00213', 'Q16630'})"
"frozenset({'Q92729', 'RANKL', 'P04626'})"
"frozenset({'Q9UHD1', 'RANKL', 'Q00535'})"
"frozenset({'RANKL', 'Q9Y2T4', 'Q9GZV5'})"
"frozenset({'RANKL', 'Q8IXJ6', 'O95863'})"
"frozenset({'P61254', 'Q9UBS0', 'RANKL'})"
"frozenset({'RANKL', 'Q99996', 'Q9H9S0'})"
"frozenset({'P01912', 'P20963', 'RANKL'})"
"frozenset({'RANKL', 'P12980', 'O75925'})"
"frozenset({'RANKL', 'Q96KN3', 'Q96GM5'})"
"frozenset({'P62873', 'RANKL', 'Q8NGQ6'})"
"frozenset({'RANKL', 'Q9BSI4', 'P08238'})"
"frozenset({'RANKL', 'Q9UBE8', 'Q5U5X8'})"
"frozenset({'Q13148', 'Q00839', 'RANKL'})"
"frozenset({'RANKL', 'Q9BZE1', 'P06733'})"
"frozenset({'Q13144', 'Q99571', 'RANKL'})"
"frozenset({'RANKL', 'Q02880', 'Q05655'})"
"frozenset({'O95295', 'RANKL', 'P10451'})"
"frozenset({'RANKL', 'Q16658', 'Q13387'})"
"frozenset({'RANKL', 'P53680', 'P29353'})"
"frozenset({'RANKL', 'Q9UJM3', 'Q9Y3D0'})"
"frozenset({'Q7KZN9', 'RANKL', 'Q6PI78'})"
"frozenset({'RANKL', 'Q13554', 'Q5W111'})"
"frozenset({'O95714', 'RANKL', 'Q9GZQ8'})"
"frozenset({'RANKL', 'Q16186', 'Q9UHD9'})"
"frozenset({'P05114', 'RANKL', 'P51812'})"
"frozenset({'RANKL', 'P60033', 'Q5JSZ5'})"
"frozenset({'Q00839', 'RANKL', 'Q13242'})"
"frozenset({'Q12982', 'RANKL', 'O75841'})"
"frozenset({'RANKL', 'Q08379', 'P17931'})"
"frozenset({'P25054', 'RANKL', 'P47755'})"
"frozenset({'Q12959', 'RANKL', 'Q14160'})"
"frozenset({'O43166', 'RANKL', 'Q9HAU0'})"
"frozenset({'RANKL', 'Q8NHW5', 'P49736'})"
"frozenset({'RANKL', 'P05062', 'Q96AT9'})"
"frozenset({'Q7L576', 'Q9H251', 'RANKL'})"
"frozenset({'P37173', 'RANKL', 'P07900'})"
"frozenset({'Q92905', 'Q9P1Y6', 'RANKL'})"
"frozenset({'P62979', 'P19320', 'RANKL'})"
"frozenset({'Q9H9Z2', 'RANKL', 'Q13601'})"
"frozenset({'RANKL', 'Q8NHC5', 'P25098'})"
"frozenset({'Q6ZRF8', 'RANKL', 'P31689'})"
"frozenset({'RANKL', 'P49458', 'Q96LK0'})"
"frozenset({'RANKL', 'Q13617', 'Q9Y574'})"
"frozenset({'O60603', 'RANKL', 'Q02750'})"
"frozenset({'P35241', 'P15121', 'RANKL'})"
"frozenset({'Q92519', 'P23443', 'RANKL'})"
"frozenset({'RANKL', 'P62820', 'Q8N122'})"
"frozenset({'Q9UPT8', 'RANKL', 'Q9UBX3'})"
"frozenset({'Q99729', 'RANKL', 'P03372'})"
"frozenset({'RANKL', 'Q9NP86', 'Q969J2'})"
"frozenset({'O00560', 'Q99999', 'RANKL'})"
"frozenset({'RANKL', 'P37802', 'Q9Y4K3'})"
"frozenset({'O00308', 'RANKL', 'P48634'})"
"frozenset({'RANKL', 'O43825', 'O94829'})"
"frozenset({'Q9UM11', 'RANKL', 'Q14511'})"
"frozenset({'Q99633', 'RANKL', 'Q12933'})"
"frozenset({'P10301', 'RANKL', 'Q13972'})"
"frozenset({'RANKL', 'Q8WZA2', 'Q8WWW0'})"
"frozenset({'Q66GS9', 'RANKL', 'P33981'})"
"frozenset({'RANKL', 'Q8N5X7', 'Q15717'})"
"frozenset({'RANKL', 'Q9BQE3', 'P17302'})"
"frozenset({'O75063', 'RANKL', 'Q9H4A6'})"
"frozenset({'RANKL', 'P62280', 'P62273'})"
"frozenset({'Q9Y6K1', 'RANKL', 'P49716'})"
"frozenset({'Q8NDD1', 'RANKL', 'P05067'})"
"frozenset({'P51532', 'RANKL', 'Q92900'})"
"frozenset({'RANKL', 'Q13153', 'O95863'})"
"frozenset({'RANKL', 'Q9H270', 'Q96A37'})"
"frozenset({'Q8IVT5', 'Q86X27', 'RANKL'})"
"frozenset({'Q86X19', 'P30450', 'RANKL'})"
"frozenset({'RANKL', 'P17844', 'Q9HCE7'})"
"frozenset({'Q8WXA9', 'RANKL', 'Q13247'})"
"frozenset({'RANKL', 'P19838', 'O75436'})"
"frozenset({'RANKL', 'P20073', 'P15880'})"
"frozenset({'RANKL', 'O60264', 'P25205'})"
"frozenset({'P01106', 'RANKL', 'P23434'})"
"frozenset({'RANKL', 'Q9Y6G1', 'Q9BS40'})"
"frozenset({'O43586', 'RANKL', 'P62750'})"
"frozenset({'O95166', 'RANKL', 'Q96QE5'})"
"frozenset({'RANKL', 'Q8N1F7', 'Q9H173'})"
"frozenset({'RANKL', 'Q9UGI0', 'Q9BZE0'})"
"frozenset({'RANKL', 'O76014', 'Q96IX9'})"
"frozenset({'RANKL', 'P05109', 'Q96ID5'})"
"frozenset({'RANKL', 'P62917', 'P42677'})"
"frozenset({'RANKL', 'P57078', 'P17066'})"
"frozenset({'RANKL', 'P49366', 'Q9Y4X5'})"
"frozenset({'P07359', 'Q9NPF4', 'RANKL'})"
"frozenset({'RANKL', 'P40855', 'Q9ULV0'})"
"frozenset({'Q9BR76', 'RANKL', 'Q9BYD6'})"
"frozenset({'Q8N6K0', 'RANKL', 'Q03393'})"
"frozenset({'Q5T2T1', 'P29074', 'RANKL'})"
"frozenset({'P49768', 'RANKL', 'O43187'})"
"frozenset({'RANKL', 'P62857', 'P62913'})"
"frozenset({'Q15843', 'RANKL', 'Q9BRJ7'})"
"frozenset({'Q66GS9', 'Q2NL68', 'RANKL'})"
"frozenset({'O43390', 'RANKL', 'P27695'})"
"frozenset({'Q92791', 'P27348', 'RANKL'})"
"frozenset({'RANKL', 'P30044', 'Q8IWL3'})"
"frozenset({'RANKL', 'Q9P0W2', 'Q14687'})"
"frozenset({'RANKL', 'P13612', 'P52907'})"
"frozenset({'P16989', 'RANKL', 'Q92499'})"
"frozenset({'Q99728', 'RANKL', 'P51531'})"
"frozenset({'Q92797', 'RANKL', 'Q15366'})"
"frozenset({'Q12906', 'P07919', 'RANKL'})"
"frozenset({'RANKL', 'Q13469', 'Q05215'})"
"frozenset({'RANKL', 'Q8NGE8', 'P49407'})"
