negatives
"frozenset({'Q14CS0', 'IL6', 'Q8NFH3'})"
"frozenset({'IL6', 'Q16695', 'P07288'})"
"frozenset({'IL6', 'Q96CS7', 'Q15828'})"
"frozenset({'IL6', 'Q9UHK0', 'Q9Y265'})"
"frozenset({'IL6', 'P07858', 'Q9UPV0'})"
"frozenset({'IL6', 'P12270', 'Q8TEM1'})"
"frozenset({'Q9BUA6', 'P63261', 'IL6'})"
"frozenset({'IL6', 'Q92915', 'P08581'})"
"frozenset({'O15118', 'Q9NRD1', 'IL6'})"
"frozenset({'IL6', 'Q9BTY7', 'Q12789'})"
"frozenset({'IL6', 'P62701', 'P35240'})"
"frozenset({'Q8WTP8', 'Q8WTR7', 'IL6'})"
"frozenset({'IL6', 'O60844', 'O60381'})"
"frozenset({'Q15287', 'Q8WV44', 'IL6'})"
"frozenset({'IL6', 'Q9HCM9', 'O75604'})"
"frozenset({'IL6', 'Q07108', 'Q8WZ59'})"
"frozenset({'IL6', 'Q9UKG1', 'Q9NYF0'})"
"frozenset({'IL6', 'P78383', 'P54829'})"
"frozenset({'P04629', 'Q14690', 'IL6'})"
"frozenset({'IL6', 'P30153', 'P50213'})"
"frozenset({'IL6', 'Q9UHF1', 'P49639'})"
"frozenset({'P62314', 'Q9Y383', 'IL6'})"
"frozenset({'Q8N5R6', 'Q68D86', 'IL6'})"
"frozenset({'IL6', 'O75688', 'Q04727'})"
"frozenset({'IL6', 'P14653', 'P01236'})"
"frozenset({'IL6', 'P35680', 'Q8IWU6'})"
"frozenset({'IL6', 'P19338', 'P15927'})"
"frozenset({'IL6', 'P50151', 'P48736'})"
"frozenset({'O75864', 'P62140', 'IL6'})"
"frozenset({'IL6', 'P67775', 'Q96GD4'})"
"frozenset({'IL6', 'P48443', 'Q96HR3'})"
"frozenset({'IL6', 'P40933', 'P26992'})"
"frozenset({'IL6', 'Q9UBU7', 'Q13535'})"
"frozenset({'IL6', 'Q13148', 'O15226'})"
"frozenset({'IL6', 'Q8N1N4', 'Q92764'})"
"frozenset({'IL6', 'Q9P0K7', 'P62993'})"
"frozenset({'Q14247', 'Q9BVG8', 'IL6'})"
"frozenset({'IL6', 'Q04726', 'Q92793'})"
"frozenset({'P24522', 'IL6', 'P05452'})"
"frozenset({'IL6', 'Q02978', 'P35240'})"
"frozenset({'IL6', 'Q9BSM1', 'O75027'})"
"frozenset({'IL6', 'Q12906', 'O14965'})"
"frozenset({'O00213', 'P00519', 'IL6'})"
"frozenset({'Q8NF67', 'Q969T4', 'IL6'})"
"frozenset({'IL6', 'Q15436', 'Q9Y4J8'})"
"frozenset({'Q9NY93', 'IL6', 'P62910'})"
"frozenset({'Q00839', 'IL6', 'Q9BXL8'})"
"frozenset({'P35222', 'P16591', 'IL6'})"
"frozenset({'IL6', 'O75116', 'P19634'})"
"frozenset({'IL6', 'Q16643', 'Q9NUX5'})"
"frozenset({'P10144', 'P02751', 'IL6'})"
"frozenset({'Q9HAT8', 'P49116', 'IL6'})"
"frozenset({'IL6', 'Q15796', 'P84996'})"
"frozenset({'Q15262', 'Q86XX4', 'IL6'})"
"frozenset({'Q13886', 'P06401', 'IL6'})"
"frozenset({'IL6', 'Q9HCE1', 'Q9NWF9'})"
"frozenset({'IL6', 'Q92949', 'P62993'})"
"frozenset({'Q15303', 'P42684', 'IL6'})"
"frozenset({'IL6', 'Q9H0D2', 'Q96IF1'})"
"frozenset({'O75558', 'Q15836', 'IL6'})"
"frozenset({'IL6', 'Q9UBQ0', 'O95801'})"
"frozenset({'IL6', 'O15379', 'Q9H4Z3'})"
"frozenset({'IL6', 'P62081', 'P35244'})"
"frozenset({'IL6', 'P49674', 'P31946'})"
"frozenset({'IL6', 'P46087', 'Q15050'})"
"frozenset({'Q13191', 'P08887', 'IL6'})"
"frozenset({'IL6', 'Q13418', 'Q13492'})"
"frozenset({'Q93062', 'Q5TFQ8', 'IL6'})"
"frozenset({'IL6', 'Q5QJE6', 'Q16666'})"
"frozenset({'IL6', 'Q6DD88', 'P43657'})"
"frozenset({'IL6', 'Q13137', 'Q99496'})"
"frozenset({'Q96PX9', 'O76003', 'IL6'})"
"frozenset({'IL6', 'Q13547', 'O60675'})"
"frozenset({'IL6', 'Q8IVP5', 'Q08426'})"
"frozenset({'IL6', 'Q6P2E9', 'P35244'})"
"frozenset({'IL6', 'P35813', 'P32121'})"
"frozenset({'IL6', 'E9PAV3', 'Q96ID5'})"
"frozenset({'Q9UKN8', 'IL6', 'P01106'})"
"frozenset({'P10599', 'P24941', 'IL6'})"
"frozenset({'P62487', 'P14854', 'IL6'})"
"frozenset({'Q8NHY2', 'Q13620', 'IL6'})"
"frozenset({'IL6', 'O94776', 'Q8N5A5'})"
"frozenset({'IL6', 'Q9H0R8', 'Q86X55'})"
"frozenset({'IL6', 'Q9NTJ5', 'O14579'})"
"frozenset({'IL6', 'O15287', 'P27694'})"
"frozenset({'IL6', 'P21246', 'Q92963'})"
"frozenset({'IL6', 'Q9UKS6', 'P59991'})"
"frozenset({'IL6', 'Q9UHR5', 'Q16531'})"
"frozenset({'IL6', 'Q9Y466', 'Q15797'})"
"frozenset({'IL6', 'O14737', 'Q8TCT1'})"
"frozenset({'IL6', 'P28676', 'P43361'})"
"frozenset({'IL6', 'P33240', 'Q9NRJ5'})"
"frozenset({'IL6', 'Q92922', 'P38398'})"
"frozenset({'IL6', 'P78334', 'Q9NUT2'})"
"frozenset({'IL6', 'P00533', 'Q8IZV2'})"
"frozenset({'IL6', 'O15460', 'P25067'})"
"frozenset({'IL6', 'P40692', 'Q9ULG1'})"
"frozenset({'O95630', 'O94762', 'IL6'})"
"frozenset({'IL6', 'P25789', 'Q9HCE7'})"
"frozenset({'Q05BQ5', 'Q9NPF5', 'IL6'})"
"frozenset({'IL6', 'Q9GZZ9', 'Q14697'})"
"frozenset({'IL6', 'Q9H2G9', 'Q9BW66'})"
"frozenset({'IL6', 'Q6FI81', 'Q9NQW7'})"
"frozenset({'IL6', 'Q9P0K8', 'Q2TAL8'})"
"frozenset({'O43318', 'O15530', 'IL6'})"
"frozenset({'IL6', 'O15131', 'Q15637'})"
"frozenset({'IL6', 'P08729', 'Q05086'})"
"frozenset({'Q13315', 'Q9H7Z6', 'IL6'})"
"frozenset({'IL6', 'P39023', 'Q5JTH9'})"
"frozenset({'IL6', 'A0MZ66', 'Q96CX2'})"
"frozenset({'IL6', 'Q9NRQ2', 'Q9BTL3'})"
"frozenset({'IL6', 'O14980', 'Q96C57'})"
"frozenset({'IL6', 'Q14254', 'Q9H0W5'})"
"frozenset({'IL6', 'Q8IZ69', 'Q96RG2'})"
"frozenset({'IL6', 'Q96M61', 'P04637'})"
"frozenset({'Q16740', 'O75570', 'IL6'})"
"frozenset({'IL6', 'Q7Z624', 'Q15717'})"
"frozenset({'IL6', 'Q9NQ29', 'Q14966'})"
"frozenset({'IL6', 'Q8WWC4', 'Q99525'})"
"frozenset({'IL6', 'Q86X40', 'P17066'})"
"frozenset({'IL6', 'P62942', 'Q15717'})"
"frozenset({'IL6', 'Q8TDD1', 'P05455'})"
"frozenset({'IL6', 'O60341', 'O95983'})"
"frozenset({'IL6', 'P10244', 'Q96GY3'})"
"frozenset({'Q9H8H0', 'Q13439', 'IL6'})"
"frozenset({'IL6', 'Q13443', 'Q96T91'})"
"frozenset({'P0DP25', 'P41279', 'IL6'})"
"frozenset({'IL6', 'Q96FF9', 'Q6PKG0'})"
"frozenset({'IL6', 'Q6PKG0', 'Q9UGY1'})"
"frozenset({'IL6', 'P62424', 'Q9UNX3'})"
"frozenset({'IL6', 'P29353', 'Q02763'})"
"frozenset({'IL6', 'O14980', 'Q9UK41'})"
"frozenset({'IL6', 'Q09161', 'P35226'})"
"frozenset({'IL6', 'P25786', 'Q7Z6Z7'})"
"frozenset({'Q5JUK2', 'P51687', 'IL6'})"
"frozenset({'IL6', 'Q9Y4Z0', 'Q12874'})"
"frozenset({'IL6', 'P01889', 'O14737'})"
"frozenset({'IL6', 'P49848', 'P35711'})"
"frozenset({'IL6', 'Q6PKH6', 'O00154'})"
"frozenset({'IL6', 'P38405', 'Q8NGZ3'})"
"frozenset({'IL6', 'P11142', 'O43896'})"
"frozenset({'IL6', 'Q8IZQ1', 'Q8TAP6'})"
"frozenset({'IL6', 'A2RUU4', 'Q9C0D3'})"
"frozenset({'IL6', 'Q9H2X6', 'Q9HC62'})"
"frozenset({'IL6', 'Q9H1K6', 'Q15717'})"
"frozenset({'Q12913', 'P48357', 'IL6'})"
"frozenset({'Q13573', 'P35268', 'IL6'})"
"frozenset({'IL6', 'P37173', 'P23458'})"
"frozenset({'IL6', 'P46821', 'Q9UMN6'})"
"frozenset({'IL6', 'P51668', 'Q68DV7'})"
"frozenset({'IL6', 'P12544', 'P01023'})"
"frozenset({'P05452', 'Q92913', 'IL6'})"
"frozenset({'IL6', 'O94905', 'Q96NL6'})"
"frozenset({'IL6', 'Q9Y333', 'P62304'})"
"frozenset({'IL6', 'Q13813', 'P68431'})"
"frozenset({'IL6', 'O14817', 'P60410'})"
"frozenset({'IL6', 'O75792', 'A8MW92'})"
"frozenset({'IL6', 'O14654', 'P62993'})"
"frozenset({'Q15038', 'IL6', 'Q86YR5'})"
"frozenset({'IL6', 'O94966', 'P27824'})"
"frozenset({'IL6', 'Q9NYD6', 'P03372'})"
"frozenset({'IL6', 'P42345', 'Q13542'})"
"frozenset({'Q15477', 'P06748', 'IL6'})"
"frozenset({'IL6', 'Q6IQ23', 'P14625'})"
"frozenset({'IL6', 'P05015', 'P05067'})"
"frozenset({'IL6', 'P08238', 'Q8N568'})"
"frozenset({'Q13285', 'P78337', 'IL6'})"
"frozenset({'IL6', 'Q9UL03', 'Q6UX06'})"
"frozenset({'IL6', 'P42345', 'O75143'})"
"frozenset({'IL6', 'P15408', 'Q9UJW3'})"
"frozenset({'P06239', 'IL6', 'P40259'})"
"frozenset({'IL6', 'P41091', 'Q8NDD1'})"
"frozenset({'IL6', 'Q15147', 'P61952'})"
"frozenset({'P0C0L4', 'IL6', 'P01034'})"
"frozenset({'IL6', 'P41743', 'Q96QZ7'})"
"frozenset({'IL6', 'Q8WVF5', 'Q9UER7'})"
"frozenset({'IL6', 'Q96FB5', 'Q15717'})"
"frozenset({'IL6', 'O75901', 'P25311'})"
"frozenset({'IL6', 'Q9NYA3', 'Q9BW85'})"
"frozenset({'IL6', 'O95718', 'P14136'})"
"frozenset({'IL6', 'P60520', 'Q8NI08'})"
"frozenset({'IL6', 'O43765', 'Q969H8'})"
"frozenset({'IL6', 'Q15404', 'Q9BV86'})"
"frozenset({'IL6', 'Q9C0B5', 'P78362'})"
"frozenset({'IL6', 'Q15648', 'O95377'})"
"frozenset({'Q13315', 'P11532', 'IL6'})"
"frozenset({'IL6', 'Q7KZF4', 'P06748'})"
"frozenset({'Q8IVT2', 'Q14192', 'IL6'})"
"frozenset({'P00966', 'P61019', 'IL6'})"
"frozenset({'IL6', 'Q16630', 'P52298'})"
"frozenset({'IL6', 'Q8WVC0', 'O14980'})"
"frozenset({'IL6', 'P43115', 'Q04864'})"
"frozenset({'IL6', 'Q02790', 'Q9UBE0'})"
"frozenset({'IL6', 'P32121', 'P49238'})"
"frozenset({'IL6', 'A5D8V7', 'O95295'})"
"frozenset({'Q08043', 'P49023', 'IL6'})"
"frozenset({'IL6', 'P34897', 'Q9UBX2'})"
"frozenset({'IL6', 'P68431', 'O94762'})"
"frozenset({'IL6', 'Q9UK53', 'Q4LE39'})"
"frozenset({'IL6', 'O43889', 'O60830'})"
"frozenset({'IL6', 'P61247', 'P62081'})"
"frozenset({'IL6', 'P20936', 'P12931'})"
"frozenset({'Q9NXB0', 'IL6', 'P53621'})"
"frozenset({'IL6', 'P12757', 'Q13485'})"
"frozenset({'IL6', 'P05067', 'Q9UQB8'})"
"frozenset({'IL6', 'P60520', 'P62847'})"
"frozenset({'IL6', 'Q8IVT5', 'Q6P5R6'})"
"frozenset({'O95817', 'Q9H7C9', 'IL6'})"
"frozenset({'IL6', 'Q9Y3A5', 'P43360'})"
"frozenset({'IL6', 'Q99523', 'Q8IVD9'})"
"frozenset({'IL6', 'P00736', 'P0C0L5'})"
"frozenset({'IL6', 'P18146', 'O95751'})"
"frozenset({'IL6', 'A6NEM1', 'Q96EG3'})"
"frozenset({'IL6', 'Q8WTQ7', 'P51681'})"
"frozenset({'P54819', 'Q9UBN7', 'IL6'})"
"frozenset({'IL6', 'Q8TCZ2', 'Q9P0N5'})"
"frozenset({'IL6', 'P22607', 'P23458'})"
"frozenset({'IL6', 'P31749', 'Q53GL0'})"
"frozenset({'P04629', 'Q14687', 'IL6'})"
"frozenset({'IL6', 'P25054', 'Q13007'})"
"frozenset({'IL6', 'Q9Y2G5', 'Q8IWL3'})"
"frozenset({'IL6', 'P24071', 'Q9Y2G0'})"
"frozenset({'IL6', 'Q16629', 'P22626'})"
"frozenset({'IL6', 'P63279', 'P0DJD0'})"
"frozenset({'IL6', 'O60888', 'Q9BWU1'})"
"frozenset({'Q02750', 'Q9P286', 'IL6'})"
"frozenset({'IL6', 'O75147', 'Q8N163'})"
"frozenset({'IL6', 'P60411', 'Q9HAQ2'})"
"frozenset({'IL6', 'O00165', 'P04350'})"
"frozenset({'IL6', 'P63096', 'Q86YR5'})"
"frozenset({'P61812', 'P58166', 'IL6'})"
"frozenset({'IL6', 'Q8NHQ1', 'O00506'})"
"frozenset({'Q9UK08', 'P63092', 'IL6'})"
"frozenset({'IL6', 'Q08945', 'Q86VM9'})"
"frozenset({'IL6', 'P49407', 'Q6IFH4'})"
"frozenset({'Q99650', 'IL6', 'P05231'})"
"frozenset({'IL6', 'P30457', 'P30464'})"
"frozenset({'Q00987', 'IL6', 'O95863'})"
"frozenset({'O43823', 'IL6', 'P12931'})"
"frozenset({'IL6', 'Q9BYR6', 'Q9BYR5'})"
"frozenset({'IL6', 'P49848', 'P07992'})"
"frozenset({'IL6', 'P19838', 'Q9UJS0'})"
"frozenset({'IL6', 'Q16557', 'Q9NZ94'})"
"frozenset({'IL6', 'P33993', 'P23508'})"
"frozenset({'IL6', 'P78317', 'O14633'})"
"frozenset({'IL6', 'Q96CB9', 'P58012'})"
"frozenset({'IL6', 'Q9C0B0', 'O14929'})"
"frozenset({'P42285', 'P55060', 'IL6'})"
"frozenset({'IL6', 'Q92990', 'Q9UBF6'})"
"frozenset({'IL6', 'Q14500', 'Q13884'})"
"frozenset({'IL6', 'Q01105', 'P03372'})"
"frozenset({'Q96T58', 'IL6', 'P35548'})"
"frozenset({'P16070', 'IL6', 'P13611'})"
"frozenset({'IL6', 'Q8NBT0', 'Q9Y484'})"
"frozenset({'IL6', 'P68371', 'P40337'})"
"frozenset({'IL6', 'O14793', 'P09958'})"
"frozenset({'Q13352', 'O94762', 'IL6'})"
"frozenset({'IL6', 'P63279', 'P17028'})"
"frozenset({'IL6', 'Q07325', 'P46092'})"
"frozenset({'IL6', 'P56705', 'Q9H237'})"
"frozenset({'Q9BYG3', 'Q5QJE6', 'IL6'})"
"frozenset({'IL6', 'P52272', 'P67809'})"
"frozenset({'IL6', 'P05067', 'Q14197'})"
"frozenset({'IL6', 'Q13061', 'P0DP23'})"
"frozenset({'IL6', 'Q9HD26', 'Q6RVD6'})"
"frozenset({'IL6', 'Q8WVM8', 'Q01968'})"
"frozenset({'IL6', 'P23396', 'P47914'})"
"frozenset({'IL6', 'Q8NDV7', 'Q8IYD8'})"
"frozenset({'IL6', 'P02452', 'P53708'})"
"frozenset({'IL6', 'P22681', 'Q99575'})"
"frozenset({'IL6', 'Q4V328', 'Q8IYX8'})"
"frozenset({'P36406', 'Q9UK80', 'IL6'})"
"frozenset({'IL6', 'Q92830', 'P61244'})"
"frozenset({'IL6', 'Q07021', 'P52815'})"
"frozenset({'Q9UKX5', 'O15230', 'IL6'})"
"frozenset({'IL6', 'P31749', 'Q9UKG1'})"
"frozenset({'P35626', 'IL6', 'Q8N148'})"
"frozenset({'IL6', 'O94854', 'Q96L14'})"
"frozenset({'P49736', 'Q9Y285', 'IL6'})"
"frozenset({'IL6', 'O14617', 'Q01860'})"
"frozenset({'IL6', 'Q13547', 'Q9Y6D9'})"
"frozenset({'IL6', 'O94762', 'P49419'})"
"frozenset({'IL6', 'O60925', 'P62857'})"
"frozenset({'IL6', 'P15880', 'Q9Y230'})"
"frozenset({'IL6', 'P05067', 'P09651'})"
"frozenset({'IL6', 'P13010', 'Q9UBX2'})"
"frozenset({'IL6', 'Q8IXQ5', 'P63104'})"
"frozenset({'IL6', 'P05412', 'P28482'})"
"frozenset({'IL6', 'Q8IYB3', 'Q16629'})"
"frozenset({'IL6', 'Q86WV6', 'P09913'})"
"frozenset({'IL6', 'P63146', 'P04818'})"
"frozenset({'IL6', 'Q86U06', 'P03372'})"
"frozenset({'P60484', 'P42336', 'IL6'})"
"frozenset({'IL6', 'P62760', 'Q03692'})"
"frozenset({'IL6', 'Q9UET6', 'Q8N6T7'})"
"frozenset({'IL6', 'P46782', 'P07550'})"
"frozenset({'IL6', 'Q9BYQ3', 'Q9H2X0'})"
"frozenset({'IL6', 'O15111', 'P32121'})"
"frozenset({'IL6', 'O75376', 'O95758'})"
"frozenset({'IL6', 'P05141', 'Q15388'})"
"frozenset({'IL6', 'P63241', 'Q9UNE7'})"
"frozenset({'IL6', 'P11142', 'Q9UPP1'})"
"frozenset({'IL6', 'O95881', 'Q9UHD9'})"
"frozenset({'P55884', 'Q8NHW5', 'IL6'})"
"frozenset({'Q12824', 'Q6ZRP7', 'IL6'})"
"frozenset({'IL6', 'Q13617', 'Q86X55'})"
"frozenset({'IL6', 'Q9UQL6', 'Q15366'})"
"frozenset({'IL6', 'Q14966', 'Q99459'})"
"frozenset({'IL6', 'P42566', 'Q15691'})"
"frozenset({'P06493', 'P29966', 'IL6'})"
"frozenset({'P10599', 'IL6', 'Q86XK2'})"
"frozenset({'IL6', 'P48552', 'O00482'})"
"frozenset({'Q9Y3Y2', 'P26368', 'IL6'})"
"frozenset({'O15212', 'Q8TC44', 'IL6'})"
"frozenset({'Q8N3J5', 'Q16082', 'IL6'})"
"frozenset({'IL6', 'P15884', 'Q9NQX3'})"
"frozenset({'IL6', 'Q9NRC8', 'O94964'})"
"frozenset({'IL6', 'P06241', 'O60500'})"
"frozenset({'Q9UGU5', 'O95278', 'IL6'})"
"frozenset({'IL6', 'Q01130', 'O75665'})"
"frozenset({'Q96KQ7', 'Q53FZ2', 'IL6'})"
"frozenset({'IL6', 'Q07889', 'P61160'})"
"frozenset({'IL6', 'Q96LM5', 'Q9BWT7'})"
"frozenset({'IL6', 'O00303', 'O60739'})"
"frozenset({'IL6', 'Q9P286', 'Q15052'})"
"frozenset({'IL6', 'P16144', 'P06241'})"
"frozenset({'IL6', 'P52564', 'Q5XUX0'})"
"frozenset({'P04629', 'O00154', 'IL6'})"
"frozenset({'Q9UGI0', 'Q7Z4V0', 'IL6'})"
"frozenset({'IL6', 'Q9BQA1', 'Q9UL18'})"
"frozenset({'IL6', 'P29353', 'P01857'})"
"frozenset({'IL6', 'Q71SY5', 'Q9Y4A5'})"
"frozenset({'IL6', 'Q8TAD8', 'Q13123'})"
"frozenset({'IL6', 'Q9Y6J0', 'Q10567'})"
"frozenset({'IL6', 'Q14197', 'Q8N0V3'})"
"frozenset({'P46531', 'Q9NZ42', 'IL6'})"
"frozenset({'IL6', 'Q16385', 'Q15022'})"
"frozenset({'IL6', 'Q9H237', 'P04628'})"
"frozenset({'IL6', 'Q86UD3', 'Q12959'})"
"frozenset({'Q9UKX5', 'Q13797', 'IL6'})"
"frozenset({'IL6', 'P50552', 'Q99816'})"
"frozenset({'IL6', 'Q14498', 'Q99728'})"
"frozenset({'P32881', 'Q5VWK5', 'IL6'})"
"frozenset({'IL6', 'Q99496', 'P06753'})"
"frozenset({'IL6', 'O14893', 'P53621'})"
"frozenset({'Q5S007', 'IL6', 'O00231'})"
"frozenset({'IL6', 'Q8N0U6', 'O75360'})"
"frozenset({'IL6', 'Q96S06', 'Q9Y231'})"
"frozenset({'IL6', 'Q13535', 'P02545'})"
"frozenset({'Q15287', 'O43586', 'IL6'})"
"frozenset({'P05771', 'Q9GZT9', 'IL6'})"
"frozenset({'IL6', 'P04183', 'O95741'})"
"frozenset({'IL6', 'Q8NDC4', 'A1L443'})"
"frozenset({'Q7L7L0', 'IL6', 'P62937'})"
"frozenset({'IL6', 'Q30154', 'P42224'})"
"frozenset({'IL6', 'Q8NHQ1', 'P17021'})"
"frozenset({'IL6', 'Q6HA08', 'P11021'})"
"frozenset({'IL6', 'O95866', 'P42684'})"
"frozenset({'IL6', 'P62266', 'P20671'})"
"frozenset({'IL6', 'Q504Q3', 'Q9P0K7'})"
"frozenset({'IL6', 'O60936', 'P54274'})"
"frozenset({'IL6', 'P22694', 'Q08499'})"
"frozenset({'IL6', 'Q6P2E9', 'Q92499'})"
"frozenset({'IL6', 'O95402', 'P53803'})"
"frozenset({'IL6', 'Q9UKV0', 'Q16777'})"
"frozenset({'Q9ULX3', 'P27635', 'IL6'})"
"frozenset({'IL6', 'Q9BUN8', 'A0FGR8'})"
"frozenset({'P34931', 'Q96CW1', 'IL6'})"
"frozenset({'Q9BRK5', 'P38936', 'IL6'})"
"frozenset({'Q15428', 'Q15717', 'IL6'})"
"frozenset({'IL6', 'Q86UK5', 'Q96HY6'})"
"frozenset({'IL6', 'Q14978', 'O14980'})"
"frozenset({'IL6', 'P82650', 'Q9Y3D9'})"
"frozenset({'Q99877', 'P0C0S5', 'IL6'})"
"frozenset({'IL6', 'P21266', 'P62993'})"
"frozenset({'O43463', 'O00257', 'IL6'})"
"frozenset({'Q05519', 'Q9BSE5', 'IL6'})"
"frozenset({'IL6', 'Q01860', 'Q8IWZ8'})"
"frozenset({'O75558', 'O00161', 'IL6'})"
"frozenset({'IL6', 'Q6P1X5', 'Q15543'})"
"frozenset({'IL6', 'P12883', 'P27348'})"
"frozenset({'O75436', 'P13798', 'IL6'})"
"frozenset({'IL6', 'P00533', 'Q92973'})"
"frozenset({'IL6', 'Q96SQ5', 'P60412'})"
"frozenset({'IL6', 'Q15654', 'P12236'})"
"frozenset({'Q15843', 'P61254', 'IL6'})"
"frozenset({'IL6', 'Q9UHR5', 'Q14192'})"
"frozenset({'IL6', 'Q9BYE3', 'O43610'})"
"frozenset({'IL6', 'P51812', 'Q9UQK1'})"
"frozenset({'P19525', 'P05412', 'IL6'})"
"frozenset({'IL6', 'Q9HCN8', 'Q8IX04'})"
"frozenset({'IL6', 'Q14469', 'P02743'})"
"frozenset({'Q86V48', 'Q5JU00', 'IL6'})"
"frozenset({'P62258', 'P48730', 'IL6'})"
"frozenset({'P04629', 'P49763', 'IL6'})"
"frozenset({'IL6', 'Q99496', 'O60216'})"
"frozenset({'P05362', 'P30050', 'IL6'})"
"frozenset({'IL6', 'P20823', 'Q9Y2T1'})"
"frozenset({'IL6', 'Q13615', 'Q96B26'})"
"frozenset({'IL6', 'P98170', 'Q9H0F6'})"
"frozenset({'IL6', 'Q16666', 'P56537'})"
"frozenset({'IL6', 'Q9HCT0', 'P09619'})"
"frozenset({'IL6', 'Q8NC69', 'Q8WWY3'})"
"frozenset({'IL6', 'P05107', 'Q15762'})"
"frozenset({'Q03989', 'Q9NRY2', 'IL6'})"
"frozenset({'Q12830', 'Q16236', 'IL6'})"
"frozenset({'IL6', 'P01040', 'Q13620'})"
"frozenset({'IL6', 'P61221', 'P08559'})"
"frozenset({'IL6', 'O75489', 'Q9UBU9'})"
"frozenset({'IL6', 'Q99496', 'Q13123'})"
"frozenset({'IL6', 'Q13188', 'Q96NL0'})"
"frozenset({'IL6', 'Q96IX5', 'Q9Y297'})"
"frozenset({'IL6', 'P55060', 'P27105'})"
"frozenset({'IL6', 'P53779', 'P49918'})"
"frozenset({'IL6', 'P56706', 'Q5T4F7'})"
"frozenset({'IL6', 'A5PLL7', 'Q9BWF3'})"
"frozenset({'IL6', 'Q96JN2', 'O76041'})"
"frozenset({'IL6', 'Q15293', 'P51617'})"
"frozenset({'Q96H20', 'IL6', 'Q9BRG1'})"
"frozenset({'Q15785', 'Q7L3B6', 'IL6'})"
"frozenset({'IL6', 'Q13227', 'A5D8V6'})"
"frozenset({'IL6', 'Q70Z53', 'Q8TBK6'})"
"frozenset({'IL6', 'P30480', 'Q9HB71'})"
"frozenset({'Q9Y5P6', 'Q8NBS9', 'IL6'})"
"frozenset({'IL6', 'Q03111', 'P30050'})"
"frozenset({'IL6', 'O75369', 'Q14324'})"
"frozenset({'Q96BJ3', 'Q8N5S1', 'IL6'})"
"frozenset({'IL6', 'O75940', 'Q8NCF5'})"
"frozenset({'IL6', 'P43246', 'Q8WXE1'})"
"frozenset({'IL6', 'Q9UIW2', 'Q14563'})"
"frozenset({'IL6', 'Q99496', 'Q92945'})"
"frozenset({'P17301', 'Q9HBI0', 'IL6'})"
"frozenset({'IL6', 'O95714', 'P53621'})"
"frozenset({'IL6', 'O75360', 'P63241'})"
"frozenset({'P15121', 'P31948', 'IL6'})"
"frozenset({'IL6', 'Q9BQ90', 'Q13617'})"
"frozenset({'IL6', 'P63279', 'Q8IYD8'})"
"frozenset({'IL6', 'O15084', 'Q9BT49'})"
"frozenset({'IL6', 'Q9UKT9', 'O75716'})"
"frozenset({'IL6', 'O95990', 'P63151'})"
"frozenset({'Q9P2K3', 'O60341', 'IL6'})"
"frozenset({'IL6', 'P29692', 'Q9NUX5'})"
"frozenset({'IL6', 'P01112', 'Q8IZJ4'})"
"frozenset({'IL6', 'P62888', 'P62081'})"
"frozenset({'IL6', 'P07858', 'P02760'})"
"frozenset({'IL6', 'P31930', 'Q6ZQN5'})"
"frozenset({'IL6', 'Q7LBR1', 'P15313'})"
"frozenset({'O14508', 'P42701', 'IL6'})"
"frozenset({'Q13573', 'P60842', 'IL6'})"
"frozenset({'IL6', 'Q9UBK2', 'P03372'})"
"frozenset({'IL6', 'Q13164', 'P63104'})"
"frozenset({'O75533', 'P62136', 'IL6'})"
"frozenset({'IL6', 'Q9Y5P8', 'Q9UF02'})"
"frozenset({'IL6', 'O75360', 'Q9HBI0'})"
"frozenset({'IL6', 'O43159', 'Q9NRD5'})"
"frozenset({'IL6', 'P22415', 'Q99873'})"
"frozenset({'IL6', 'O95231', 'Q5T4B2'})"
"frozenset({'IL6', 'P53539', 'P68400'})"
"frozenset({'IL6', 'Q13393', 'P11233'})"
"frozenset({'IL6', 'P48169', 'O75907'})"
"frozenset({'IL6', 'P51571', 'Q9Y5J5'})"
"frozenset({'IL6', 'P42892', 'P60331'})"
"frozenset({'P57078', 'IL6', 'P53814'})"
"frozenset({'IL6', 'P28482', 'P08237'})"
"frozenset({'IL6', 'Q9NR30', 'P82930'})"
"frozenset({'Q96N95', 'Q9BRR0', 'IL6'})"
"frozenset({'IL6', 'Q7Z2T5', 'O15318'})"
"frozenset({'IL6', 'P51686', 'P78423'})"
"frozenset({'IL6', 'P0CAP2', 'P30876'})"
"frozenset({'IL6', 'Q8WW24', 'Q03431'})"
"frozenset({'IL6', 'Q15365', 'O75530'})"
"frozenset({'IL6', 'P41218', 'P56182'})"
"frozenset({'IL6', 'P14174', 'Q8WUM4'})"
"frozenset({'IL6', 'O14980', 'Q92599'})"
"frozenset({'IL6', 'Q96DT7', 'Q9UPW0'})"
"frozenset({'IL6', 'Q9UBN7', 'Q3ZCQ8'})"
"frozenset({'IL6', 'Q92185', 'Q8N201'})"
"frozenset({'P36542', 'Q16891', 'IL6'})"
"frozenset({'IL6', 'O14625', 'P51677'})"
"frozenset({'P54259', 'P48634', 'IL6'})"
"frozenset({'IL6', 'P15531', 'Q9UMW8'})"
"frozenset({'Q9UBR4', 'Q96PU8', 'IL6'})"
"frozenset({'IL6', 'Q8TBB1', 'Q96G04'})"
