negatives
"('P38646', 'Q9Y4K3')"
"('P14416', 'P62714')"
"('P36954', 'Q9HCS7')"
"('P20963', 'P26045')"
"('Q12913', 'Q07912')"
"('Q9NR30', 'A0JLT2')"
"('Q16543', 'Q9NRG4')"
"('O60739', 'P16152')"
"('P34931', 'Q00653')"
"('O00459', 'Q96L33')"
"('Q9UNN5', 'Q8TAD8')"
"('Q96RR4', 'Q13131')"
"('Q9NW38', 'Q9BTP7')"
"('P35244', 'Q96E14')"
"('Q9H2A7', 'P32246')"
"('O60828', 'P54253')"
"('P21728', 'P63092')"
"('P00846', 'P18859')"
"('P13500', 'P50281')"
"('P17028', 'P54257')"
"('P13501', 'P51677')"
"('Q9C0J1', 'Q8NBJ4')"
"('P42768', 'P59998')"
"('Q01094', 'Q75NE6')"
"('Q9Y230', 'Q04206')"
"('P30260', 'P06493')"
"('O00255', 'Q96ST3')"
"('P04049', 'P30305')"
"('Q5THR3', 'Q99497')"
"('Q6ZUM4', 'Q07890')"
"('Q13188', 'Q9H8S9')"
"('P14678', 'P62306')"
"('P06241', 'Q07666')"
"('Q9Y2X0', 'P49336')"
"('P08754', 'Q9HAV0')"
"('P14209', 'P07355')"
"('O95299', 'O95168')"
"('Q8TB96', 'Q9H5J8')"
"('P01112', 'Q9NS23')"
"('Q9Y4K3', 'O15320')"
"('P42262', 'P07948')"
"('Q9UII4', 'P51965')"
"('Q13162', 'P21731')"
"('P62910', 'P62891')"
"('P26641', 'P29692')"
"('Q9BQD3', 'Q6ZVK8')"
"('Q969Q6', 'Q9UBN1')"
"('P05162', 'P05556')"
"('P51970', 'O43678')"
"('O75578', 'P26012')"
"('O14737', 'O95989')"
"('Q86YR5', 'P08754')"
"('P06400', 'P27540')"
"('P35813', 'Q562F6')"
"('Q8TBB1', 'Q2M3C7')"
"('Q08043', 'Q9UKX5')"
"('P15498', 'P52566')"
"('P49903', 'Q14164')"
"('Q9H832', 'Q12933')"
"('P17931', 'P08575')"
"('Q15796', 'P12755')"
"('Q13153', 'O14640')"
"('Q06547', 'Q8TAP4')"
"('O43586', 'Q9Y3U8')"
"('Q9BV47', 'Q9ULV5')"
"('Q13315', 'Q96GM5')"
"('P04156', 'P55347')"
"('Q6P4I2', 'P04183')"
"('Q9P2G9', 'Q9Y4P3')"
"('P35637', 'Q8IX12')"
"('Q8IXH7', 'Q9ULA0')"
"('Q99697', 'P67809')"
"('Q9BRR9', 'Q07890')"
"('P02786', 'Q9Y4K3')"
"('Q99963', 'Q9C0J8')"
"('Q16637', 'P01871')"
"('Q99683', 'P45984')"
"('P50914', 'O95793')"
"('Q13526', 'P14635')"
"('P06241', 'Q01362')"
"('Q9Y385', 'P14373')"
"('Q9UKR5', 'Q9NPA5')"
"('P63104', 'P04049')"
"('Q9UNM6', 'P25788')"
"('Q8N3Z6', 'Q8TAD8')"
"('Q9NRD5', 'P78348')"
"('P09603', 'P16234')"
"('O75496', 'Q9H211')"
"('Q07325', 'P51677')"
"('P09769', 'P29353')"
"('Q15750', 'P36897')"
"('P05413', 'Q9UK41')"
"('P61952', 'P48051')"
"('P56880', 'O15551')"
"('O95067', 'Q9H2G2')"
"('Q9UNP9', 'Q03164')"
"('Q96BT3', 'Q15560')"
"('P63244', 'Q96QB1')"
"('Q9H0M0', 'P10721')"
"('Q8TBK6', 'Q14498')"
"('Q5VVJ2', 'O14744')"
"('Q9Y4K3', 'Q8TD23')"
"('Q86UW7', 'P51965')"
"('P53708', 'P49023')"
"('O43318', 'P01112')"
"('P36551', 'O15131')"
"('Q13573', 'Q15459')"
"('Q8TBB1', 'O75525')"
"('Q15750', 'P45984')"
"('Q15797', 'O60381')"
"('Q92993', 'P25440')"
"('P35609', 'Q05586')"
"('Q13573', 'P78371')"
"('P62633', 'O60506')"
"('O60921', 'O60671')"
"('Q9Y297', 'Q9UHD2')"
"('Q16611', 'O95140')"
"('Q99570', 'P49641')"
"('O75800', 'Q9HBD1')"
"('Q9UM73', 'P60709')"
"('P49792', 'Q99607')"
"('Q9BUV8', 'Q16740')"
"('P08047', 'Q99988')"
"('P19876', 'P49682')"
"('Q99418', 'Q9Y487')"
"('P40337', 'O00264')"
"('P54259', 'O95674')"
"('P07948', 'P32519')"
"('Q5SW79', 'P52735')"
"('Q14164', 'P22061')"
"('P08107', 'P49841')"
"('Q9UD71', 'P22612')"
"('Q00005', 'Q86US8')"
"('P22392', 'Q15084')"
"('Q6ZU52', 'Q9P2A4')"
"('Q9Y618', 'P10827')"
"('Q9NZT1', 'P29973')"
"('Q9H0E9', 'Q92993')"
"('Q9H1R2', 'Q9H2G2')"
"('P38936', 'P24385')"
"('Q6UVK1', 'Q969T4')"
"('Q13315', 'Q9Y6J0')"
"('P62256', 'Q86Y13')"
"('P38117', 'P13804')"
"('Q92835', 'P29353')"
"('P30793', 'Q02447')"
"('Q15653', 'Q9GZS1')"
"('P60953', 'Q9NPB6')"
"('P19484', 'O75030')"
"('P55157', 'O76081')"
"('O14965', 'P68036')"
"('Q14241', 'Q15370')"
"('O95208', 'P22455')"
"('Q9UBG0', 'P10600')"
"('P10275', 'Q13888')"
"('Q8NBM4', 'Q7L5D6')"
"('Q9NRR8', 'P60953')"
"('Q9UHD2', 'Q96CV9')"
"('O14508', 'P42701')"
"('P01106', 'P24752')"
"('Q96S38', 'P40425')"
"('O75365', 'P25205')"
"('Q9H0U9', 'P54257')"
"('Q9ULL4', 'O15085')"
"('Q13509', 'Q07666')"
"('Q5VTR2', 'P51665')"
"('Q9HCK5', 'O60884')"
"('Q9H0E9', 'P62805')"
"('Q8IWW6', 'P61587')"
"('P01106', 'Q9NTI5')"
"('Q15349', 'P43405')"
"('P62993', 'P63167')"
"('P01903', 'P79483')"
"('Q8N163', 'Q15628')"
"('Q16539', 'P63151')"
"('Q8ND90', 'Q92831')"
"('P05412', 'Q9UPN3')"
"('P22612', 'P18847')"
"('P56279', 'P43403')"
"('Q9H1I8', 'P55789')"
"('P06702', 'Q13418')"
"('P01100', 'P05231')"
"('Q8WUI4', 'P62807')"
"('P32121', 'Q7Z3T1')"
"('Q9UQM7', 'Q70SY1')"
"('P61254', 'P62633')"
"('Q12983', 'Q07820')"
"('Q5VT06', 'Q7Z2E3')"
"('Q96B33', 'Q96AP7')"
"('P67870', 'P46199')"
"('P62834', 'Q9UKW4')"
"('P62333', 'Q15834')"
"('P02751', 'Q16610')"
"('P62987', 'P50914')"
"('Q5TAQ9', 'O14980')"
"('O75177', 'Q8HWS3')"
"('Q9NS23', 'Q9H5I1')"
"('Q6ZU52', 'Q9P209')"
"('Q13315', 'Q9P2W1')"
"('Q15464', 'O43561')"
"('P68400', 'P14316')"
"('O75940', 'Q15427')"
"('P16871', 'P30041')"
"('Q13131', 'P36956')"
"('Q9BW04', 'Q86YM7')"
"('Q9UL42', 'Q96L34')"
"('Q99504', 'Q93062')"
"('P0C1H6', 'Q96DB2')"
"('Q9NRI5', 'Q99615')"
"('Q9HC98', 'P08195')"
"('P50749', 'P01112')"
"('P12956', 'Q96P48')"
"('Q9ULH1', 'P42680')"
"('Q15573', 'Q53T94')"
"('Q9ULH1', 'Q99962')"
"('407047', 'Q9UKL0')"
"('Q92729', 'Q15118')"
"('P14923', 'P15924')"
"('P41091', 'P20042')"
"('P26951', 'P06241')"
"('Q9ULK4', 'Q9NWA0')"
"('Q06265', 'Q13526')"
"('Q8IZS8', 'P16220')"
"('Q99623', 'P58107')"
"('P85298', 'Q07960')"
"('Q9UQM7', 'Q9NZT1')"
"('Q96FI4', 'P15927')"
"('P49716', 'Q9UBC3')"
"('P02774', 'P84101')"
"('P62140', 'P48058')"
"('Q8IYH5', 'P51610')"
"('P47901', 'P30679')"
"('P55157', 'Q15427')"
"('P07996', 'P26012')"
"('P55209', 'P69905')"
"('P35626', 'Q8NGG7')"
"('Q04206', 'Q13490')"
"('Q8WVB3', 'Q969X0')"
"('Q13573', 'Q9NXV6')"
"('Q92979', 'P14091')"
"('P16144', 'Q06124')"
"('Q13114', 'O15455')"
"('Q9ULJ8', 'P62136')"
"('O95989', 'O94806')"
"('P01106', 'Q658P3')"
"('P04637', 'Q96SB4')"
"('Q6PGN9', 'P10124')"
"('Q9BSD3', 'P49716')"
"('P14174', 'Q9UET6')"
"('P63104', 'P09382')"
"('P04278', 'Q96G75')"
"('Q99962', 'Q15811')"
"('P30273', 'Q06547')"
"('P04141', 'Q14627')"
"('P62993', 'Q7Z6E9')"
"('O75528', 'Q9H0E3')"
"('O43913', 'P33991')"
"('Q8TBB1', 'Q9P209')"
"('P23760', 'P20265')"
"('Q15154', 'Q9NYB9')"
"('Q9Y572', 'O00571')"
"('Q9GZQ8', 'Q8WUM4')"
"('P07384', 'O75629')"
"('Q13191', 'Q8IZP0')"
"('Q8WUI4', 'P63104')"
"('P46777', 'P47914')"
"('Q14974', 'O95149')"
"('Q13451', 'Q14164')"
"('Q99816', 'P28838')"
"('P32321', 'Q8TAP6')"
"('P17028', 'Q92993')"
"('Q9UBS3', 'O95907')"
"('Q09472', 'P49736')"
"('P15531', 'P18146')"
"('P35555', 'P02751')"
"('P25940', 'Q13797')"
"('Q9GZN1', 'Q15365')"
"('P26367', 'Q13394')"
"('Q13404', 'Q14164')"
"('Q6DKJ4', 'Q96FZ7')"
"('Q5QNW6', 'Q08945')"
"('Q8N2W9', 'Q13315')"
"('Q13586', 'Q96SN7')"
"('P17612', 'P62834')"
"('Q96DZ5', 'P31749')"
"('P01106', 'Q9UPT9')"
"('O75800', 'Q9NZS9')"
"('P08670', 'O60603')"
"('P49023', 'P08648')"
"('Q96GD4', 'Q15691')"
"('O75051', 'P60763')"
"('P68104', 'Q00005')"
"('P51817', 'Q16558')"
"('P31314', 'Q00653')"
"('P46781', 'P62979')"
"('P03901', 'O15239')"
"('Q9HCS7', 'Q13435')"
"('Q86XR7', 'Q13546')"
"('O75367', 'Q08945')"
"('O14980', 'Q13568')"
"('P04899', 'O43306')"
"('P29350', 'Q6GTX8')"
"('Q9UK33', 'Q15052')"
"('P07910', 'P04141')"
"('P55273', 'Q00534')"
"('P17706', 'P10912')"
"('Q15648', 'Q86YW9')"
"('Q13535', 'Q7Z6Z7')"
"('P36957', 'Q9H6F5')"
"('Q13315', 'Q9H816')"
"('Q12933', 'P05186')"
"('P50914', 'P18124')"
"('Q9Y383', 'O75665')"
"('P59768', 'P25116')"
"('P22392', 'P50502')"
"('Q9NQX3', 'Q8N1C3')"
"('P29992', 'Q01970')"
"('P04637', 'Q9UI32')"
"('P48443', 'Q9NPJ6')"
"('P18146', 'Q08945')"
"('Q9C099', 'P04632')"
"('P25054', 'P63010')"
"('P15927', 'Q9H9A7')"
"('Q92851', 'Q12933')"
"('O95983', 'Q13573')"
"('Q13131', 'P04035')"
"('Q6QNY1', 'P78537')"
"('P08238', 'P22314')"
"('P51587', 'P46736')"
"('Q9NS69', 'O96008')"
"('P60568', 'Q04864')"
"('P16220', 'P12018')"
"('P43360', 'P62714')"
"('P04637', 'Q16594')"
"('P22090', 'P62241')"
"('P56748', 'P56750')"
"('O60762', 'Q9Y5V3')"
"('A4D0S4', 'Q7L1I2')"
"('P60709', 'Q9Y696')"
"('O14730', 'P0CG48')"
"('Q9ULW2', 'Q9NQ66')"
"('P17252', 'Q9BX67')"
"('Q9UKN7', 'P48023')"
"('P62837', 'P25963')"
"('Q14197', 'Q9HC36')"
"('P62993', 'Q9H2X0')"
"('P68371', 'Q96AH8')"
"('P22004', 'P18146')"
"('Q06413', 'Q09472')"
"('P35968', 'Q9Y6I3')"
"('Q9NXE8', 'Q15834')"
"('Q9BTM1', 'Q9UKV0')"
"('O60936', 'P78324')"
"('Q12996', 'Q9P2I0')"
"('P62888', 'Q01201')"
"('Q92831', 'P22415')"
"('P16871', 'Q3ZCW2')"
"('Q14194', 'P62308')"
"('Q9H2M9', 'Q9H492')"
"('Q15797', 'P36508')"
"('P62701', 'P42677')"
"('P45973', 'P63165')"
"('O95777', 'P37837')"
"('P61247', 'Q9H6J7')"
"('Q76LX8', 'P00451')"
"('Q15303', 'O43639')"
"('Q92973', 'Q99459')"
"('P04004', 'P01137')"
"('P01106', 'Q13177')"
"('P08670', 'Q92574')"
"('Q16539', 'P35638')"
"('Q15788', 'P17844')"
"('Q96B02', 'Q8TDB6')"
"('P35222', 'Q9Y6N8')"
"('P23258', 'P01106')"
"('P29353', 'O95782')"
"('Q9Y5P8', 'P54284')"
"('Q96PF2', 'Q9UJT2')"
"('Q8WVC0', 'P53803')"
"('O60262', 'Q96PN6')"
"('O75928', 'P52952')"
"('Q9Y3A3', 'Q8WZ74')"
"('Q08117', 'Q9Y3E5')"
"('Q9H2G2', 'P34820')"
"('Q15025', 'Q00653')"
"('P48552', 'P04150')"
"('P01106', 'Q9NTK5')"
"('Q9Y600', 'P49841')"
"('Q9BZL4', 'P60660')"
"('Q14416', 'P25098')"
"('P80075', 'P51686')"
"('P07900', 'P14868')"
"('Q96L34', 'Q9H4P4')"
"('O95167', 'Q9P0J0')"
"('Q02575', 'P25791')"
"('P46776', 'P62913')"
"('Q02156', 'Q9NYA1')"
"('Q5D0E6', 'P04183')"
"('P33764', 'P23297')"
"('O43639', 'Q9NQU5')"
"('Q8IZ13', 'P26641')"
"('P58753', 'O75643')"
"('P49746', 'P53708')"
"('O95376', 'A4D1P6')"
"('O00512', 'Q6P1J9')"
"('P45983', 'P63267')"
"('Q9Y3C5', 'Q6ZVM7')"
"('Q9H410', 'Q13155')"
"('P10276', 'Q15910')"
"('Q16658', 'Q9Y4K3')"
"('P29590', 'Q86Z02')"
"('Q9Y2Z0', 'P34932')"
"('P17544', 'O14867')"
"('Q16478', 'O43292')"
"('Q9UBF8', 'P62166')"
"('P16220', 'Q7RTR2')"
"('P09341', 'P49238')"
"('Q96BK5', 'P33316')"
"('Q8N461', 'Q16659')"
"('P25774', 'P48594')"
"('P22681', 'Q9C004')"
"('Q04206', 'P01569')"
"('Q12788', 'O00305')"
"('P55211', 'Q13635')"
"('Q9GZM6', 'P01857')"
"('O75474', 'Q92997')"
"('P50148', 'Q9BZM2')"
"('P00533', 'O60880')"
"('Q00796', 'Q9UKE5')"
"('Q14CB8', 'P17081')"
"('Q8TBE9', 'Q9H8Y8')"
"('O15554', 'Q9NRX4')"
"('A8K6C2', 'Q9UHF4')"
"('Q9Y2W2', 'Q06455')"
"('O43561', 'Q8WYR1')"
"('O14530', 'Q9Y2X7')"
"('P51817', 'Q02641')"
"('Q13618', 'P62877')"
"('Q13573', 'Q96PK6')"
"('P29350', 'P09619')"
"('Q96DE5', 'Q9H1A4')"
"('Q01844', 'P54252')"
"('P35637', 'Q16629')"
"('P43628', 'Q13761')"
"('A0JLT2', 'O00567')"
"('Q9UMX1', 'P17096')"
"('Q92752', 'P08514')"
"('P42771', 'Q9UET6')"
"('Q9GZR7', 'Q96E40')"
"('Q14031', 'Q05397')"
"('Q6WCQ1', 'Q9UKW4')"
"('P27986', 'P01111')"
"('P60709', 'Q9Y2J2')"
"('Q15819', 'P50876')"
"('Q9H1J1', 'Q9HAU5')"
"('Q04206', 'P33681')"
"('P01106', 'Q8IX90')"
"('P48061', 'P46092')"
"('Q01081', 'Q86V81')"
"('Q9UGJ0', 'P01303')"
"('Q02878', 'P62899')"
"('Q9NR97', 'Q99836')"
"('Q13015', 'P18146')"
"('P49758', 'Q9NPF5')"
"('Q8IXH7', 'P00403')"
"('Q9HD15', 'Q92769')"
"('Q9NW61', 'Q8N4B1')"
"('P26447', 'P46379')"
"('Q13315', 'Q8TCU4')"
"('Q16777', 'Q92769')"
"('O00237', 'Q9H832')"
"('P25787', 'P40337')"
"('P15104', 'P63279')"
"('O43556', 'O95376')"
"('Q13151', 'Q12986')"
"('O95139', 'O43677')"
"('P61224', 'P01023')"
"('Q13007', 'P48551')"
"('P32456', 'P24522')"
"('Q96B97', 'P08631')"
"('Q15572', 'P02766')"
"('Q99558', 'P14778')"
"('Q14832', 'P08754')"
"('P61353', 'P61927')"
"('P04141', 'Q969J5')"
"('P07948', 'P30273')"
"('O15360', 'Q9NPI8')"
"('Q86YW0', 'Q13554')"
"('O95467', 'Q99614')"
"('P15172', 'P11831')"
"('P60953', 'Q15286')"
"('Q13573', 'O60216')"
"('P31995', 'Q9H2G2')"
"('O14497', 'P51532')"
"('P01106', 'Q8N1G2')"
"('Q15717', 'P60709')"
"('Q7L014', 'Q13573')"
"('P03372', 'Q9BT22')"
"('O94805', 'Q12824')"
"('Q4LE39', 'P49792')"
"('P23497', 'P46100')"
"('P27986', 'P30086')"
"('P10275', 'O95251')"
"('Q2TB90', 'P30613')"
"('Q16778', 'Q9BZK7')"
"('P56537', 'P62249')"
"('P04156', 'P51693')"
"('P01100', 'P17861')"
"('P12757', 'Q15036')"
"('Q7Z5H3', 'Q92730')"
"('P52735', 'P49368')"
"('P02675', 'Q13155')"
"('Q13882', 'Q13444')"
"('Q9Y5Z7', 'Q9Y5J1')"
"('O75376', 'Q9UQL6')"
"('P08833', 'O43524')"
"('Q9P2W3', 'Q00975')"
"('P06239', 'P07900')"
"('Q9Y3M8', 'P84095')"
"('P04626', 'Q13671')"
"('Q96BN2', 'Q9BRQ0')"
"('P62263', 'Q9UKE5')"
"('Q8NFZ5', 'P0CG48')"
"('O00762', 'P14635')"
"('P67775', 'Q02641')"
"('P07942', 'P08514')"
"('Q8WTU0', 'P0CG48')"
"('Q96BK5', 'P60660')"
"('P29372', 'P18077')"
"('P51991', 'Q13247')"
"('P26927', 'P01889')"
"('P49207', 'P84098')"
"('Q9ULW2', 'O14641')"
"('P19793', 'Q9BZL6')"
"('P56192', 'Q13233')"
"('P10412', 'Q96EB6')"
"('O95169', 'O43677')"
"('P33993', 'Q9Y5S9')"
"('Q01196', 'P51451')"
"('Q6ULP2', 'Q05086')"
"('P36897', 'O14544')"
"('P61769', 'Q15853')"
"('Q03135', 'P36897')"
"('P16144', 'Q9HBI1')"
"('Q9P2F6', 'P60763')"
"('Q9ULG1', 'Q6PI98')"
"('Q8IVF5', 'P16104')"
"('P42772', 'Q9P2H0')"
"('P12830', 'Q92597')"
"('Q99750', 'Q01844')"
"('Q9NX70', 'P19387')"
"('Q03001', 'Q9UKE5')"
"('Q4VXU2', 'P62324')"
"('P01106', 'P13747')"
"('Q96EK5', 'Q9BW19')"
"('P36954', 'P52435')"
"('Q13485', 'Q9NPI6')"
"('P21980', 'P02751')"
"('P35398', 'P15531')"
"('O00198', 'Q16548')"
"('Q9BVA1', 'P68363')"
"('P18847', 'Q53ET0')"
"('O95988', 'P31751')"
"('O00487', 'P62191')"
"('P31689', 'Q9NPF4')"
"('P42772', 'P43364')"
"('Q71U36', 'Q16659')"
"('P28702', 'Q13547')"
"('Q13561', 'P09471')"
"('Q99558', 'Q9BQG0')"
"('Q969S8', 'Q8N257')"
"('P35998', 'P0CAP1')"
"('Q00994', 'Q12933')"
"('P52565', 'P15153')"
"('Q9BWD1', 'P01889')"
"('Q13042', 'P84022')"
"('O60739', 'Q09028')"
"('P18146', 'Q9H246')"
"('Q13162', 'Q15084')"
"('Q8NI35', 'O14493')"
"('O43889', 'Q13021')"
"('Q9UQ80', 'P61353')"
"('P55210', 'P49768')"
"('P36542', 'P00403')"
"('Q15019', 'P01241')"
"('Q12933', 'P21580')"
"('P84022', 'O00231')"
"('Q96RL1', 'Q06609')"
"('P04731', 'P63096')"
"('Q8IVG9', 'Q07820')"
"('Q8NEM0', 'Q8TAQ2')"
"('P48551', 'P50591')"
"('Q16594', 'O75528')"
"('P24522', 'Q6UXH1')"
"('Q13882', 'P04626')"
"('P49841', 'Q9H1J1')"
"('P53779', 'Q8WXG6')"
"('Q8WXG6', 'Q9HB75')"
"('P23769', 'P29590')"
"('Q7Z6G3', 'Q96HA8')"
"('Q9Y6J8', 'Q08117')"
"('Q8IX12', 'Q00839')"
"('P51681', 'P56282')"
"('Q9NWB7', 'Q14790')"
"('Q13077', 'Q00653')"
"('P39023', 'P84022')"
"('Q13315', 'Q8IX01')"
"('O15488', 'P13807')"
"('P83731', 'O95777')"
"('O00238', 'Q9NYN1')"
"('Q00005', 'Q13177')"
"('P62857', 'P25398')"
"('Q86UU0', 'P18146')"
"('P67775', 'Q13188')"
"('Q13315', 'O15519')"
"('P32121', 'Q8NGY5')"
"('O43516', 'P42768')"
"('Q9NZT1', 'P11217')"
"('P52292', 'A0JLT2')"
"('P55268', 'Q9Y3C0')"
"('P05162', 'Q7Z569')"
"('P21281', 'P21796')"
"('P56134', 'Q6PK04')"
"('Q8WUM0', 'Q8WYP5')"
"('P43146', 'P26373')"
"('P40763', 'Q29980')"
"('Q9NTX7', 'P60604')"
"('P06730', 'Q13177')"
"('Q9UMS4', 'O60508')"
"('P18077', 'P50914')"
"('Q9BTP7', 'Q14469')"
"('P17987', 'Q9H7D0')"
"('Q9BVI4', 'O60232')"
"('A6NMZ7', 'P31431')"
"('P60709', 'Q14974')"
"('O95182', 'P03915')"
"('Q13616', 'Q9NP62')"
"('P16870', 'Q5UIP0')"
"('Q14164', 'P06748')"
"('Q92901', 'P62987')"
"('P62333', 'Q14997')"
"('P03897', 'Q9P0J0')"
"('Q13137', 'Q9NVV4')"
"('Q99759', 'P0CG48')"
"('P04406', 'Q06830')"
"('Q5VVH5', 'P51617')"
"('Q5QNW6', 'O15047')"
"('O15297', 'P53778')"
"('P49715', 'Q05195')"
"('Q92564', 'P52735')"
"('Q15797', 'Q5T5Y3')"
"('O00238', 'Q96B97')"
"('Q9UJZ1', 'Q9UKV8')"
"('Q16665', 'P61073')"
"('Q9UNM6', 'P48556')"
"('P61981', 'O75533')"
"('P03915', 'O95167')"
"('Q01094', 'O14757')"
"('Q01130', 'P26599')"
"('P54646', 'Q53ET0')"
"('P63104', 'P81605')"
"('Q14164', 'O00193')"
"('Q13526', 'Q13177')"
"('Q9H9Q2', 'Q9UBW8')"
"('P82279', 'Q9NY93')"
"('P32881', 'Q9HC73')"
"('P32004', 'P13591')"
"('Q14197', 'Q9H2W6')"
"('Q14152', 'O75822')"
"('Q9Y2L9', 'P84022')"
"('Q96RT1', 'P23508')"
"('Q9ULK4', 'Q9BWU1')"
"('Q13573', 'P30050')"
"('Q13617', 'P01243')"
"('Q12884', 'P16860')"
"('Q9NPG1', 'P50148')"
"('P78527', 'Q04206')"
"('P10114', 'P49354')"
"('P52630', 'P09913')"
"('P62993', 'Q9UMN6')"
"('Q9NP31', 'P55072')"
"('P21802', 'Q99961')"
"('P14780', 'O00214')"
"('Q08211', 'Q12986')"
"('P04629', 'Q99962')"
"('O95484', 'P56748')"
"('Q14653', 'P29459')"
"('Q14807', 'Q8NG27')"
"('Q9H5V7', 'Q9UKS7')"
"('P25963', 'P27348')"
"('Q12873', 'Q06323')"
"('O15304', 'P0CAP1')"
"('Q92793', 'Q71DI3')"
"('407051', 'Q9UKL0')"
"('Q9H1A4', 'Q9UM13')"
"('Q9NZJ5', 'Q13490')"
"('P63104', 'P27797')"
"('Q9UM73', 'Q9UQ80')"
"('Q9NR12', 'Q9NRR5')"
"('Q15363', 'P01889')"
"('P01106', 'P43378')"
"('P07196', 'P41219')"
"('Q96GF1', 'P62837')"
"('P23508', 'Q96PZ0')"
"('P00519', 'P42167')"
"('P33778', 'Q96QV6')"
"('Q86U86', 'Q68CP9')"
"('Q96NA2', 'Q13409')"
"('O60762', 'O76071')"
"('Q99062', 'P15336')"
"('P61769', 'Q8NHL6')"
"('Q9GZX7', 'P08238')"
"('P27930', 'Q9NPH3')"
"('6702', 'Q92995')"
"('Q96J02', 'Q16655')"
"('Q9H832', 'Q6UVK1')"
"('P49711', 'Q14683')"
"('Q9BQG0', 'Q7L2E3')"
"('P50402', 'Q9BZK7')"
"('P11161', 'Q9Y3C7')"
"('P32121', 'P47890')"
"('P68366', 'Q96NA2')"
"('P16989', 'P28482')"
"('Q15185', 'P42574')"
"('Q7L5N1', 'P50453')"
"('Q9Y6Q1', 'P21281')"
"('P62158', 'Q9UHD2')"
"('O95863', 'O60341')"
"('Q08945', 'P62807')"
"('Q9Y5K5', 'Q9C086')"
"('Q7L7L0', 'Q92769')"
"('Q96BK5', 'Q9Y283')"
"('Q13042', 'Q99459')"
"('Q99759', 'Q13797')"
"('Q15466', 'P62508')"
"('P35243', 'P43250')"
"('P61981', 'O43896')"
"('O15085', 'Q7L0Q8')"
"('O60674', 'Q9UM73')"
"('P62906', 'P62888')"
"('O43318', 'Q9Y265')"
"('P0CG48', 'Q16186')"
"('P61077', 'Q6ZN04')"
"('P67775', 'P01106')"
"('O75147', 'Q9NT62')"
"('Q5VTR2', 'O00232')"
"('P17947', 'P13727')"
"('Q9Y6M9', 'P03891')"
"('Q8TBE0', 'Q9BQ66')"
"('Q12967', 'Q92963')"
"('P05129', 'Q14957')"
"('Q2M1K9', 'O95197')"
"('Q5VZM2', 'Q9UHA4')"
"('P63211', 'P25116')"
"('P61964', 'Q8IYH5')"
"('Q13085', 'Q96EB6')"
"('P08637', 'P46109')"
"('P05106', 'Q15147')"
"('P27635', 'Q02878')"
"('Q6PHR2', 'O75143')"
"('Q00653', 'P62195')"
"('Q14103', 'Q15365')"
"('Q06124', 'P29353')"
"('P39023', 'P61313')"
"('Q99836', 'P07900')"
"('Q8IY92', 'P62487')"
"('Q9BY41', 'Q99877')"
"('O75956', 'P26641')"
"('Q6SZW1', 'P46977')"
"('P63279', 'Q8TAD8')"
"('Q9UMR2', 'P63244')"
"('P09471', 'O60503')"
"('P07900', 'P09769')"
"('P12931', 'P42336')"
"('Q9H0E9', 'Q9Y230')"
"('P01562', 'P10912')"
"('Q9NPF5', 'Q92993')"
"('P52797', 'P21709')"
"('P33778', 'Q9UBN7')"
"('Q6ZNA4', 'O15169')"
"('Q96Q15', 'P62714')"
"('Q9NYM9', 'Q13190')"
"('P62280', 'Q00005')"
"('Q8WXH5', 'Q14627')"
"('Q9BV68', 'P46379')"
"('P53778', 'P28324')"
"('P51816', 'P19174')"
"('Q92598', 'P08238')"
"('P05556', 'Q9UKX5')"
"('Q9HBE5', 'P10914')"
"('P53680', 'O00291')"
"('P17612', 'P63096')"
"('O43677', 'Q9P0J0')"
"('P0C1Z6', 'Q96JC9')"
"('Q96KM6', 'Q9UBW7')"
"('P56556', 'O95169')"
"('Q7Z5H3', 'O00212')"
"('P36897', 'Q14344')"
"('O43633', 'Q70EL1')"
"('Q96RI1', 'P04406')"
"('Q92731', 'P51398')"
"('P06400', 'P12830')"
"('Q9UK45', 'P25929')"
"('O15198', 'Q9UJ70')"
"('P09651', 'Q92561')"
"('Q16619', 'P48551')"
"('P27348', 'P55196')"
"('P46100', 'Q9H7U1')"
"('Q9NPF5', 'P62805')"
"('P33991', 'Q6IE81')"
"('P33778', 'Q13547')"
"('Q14457', 'Q9HD26')"
"('P01225', 'P48546')"
"('P62993', 'P34931')"
"('O15111', 'P60709')"
"('O14980', 'O15392')"
"('P16885', 'Q9H400')"
"('Q9UGI9', 'Q49AN0')"
"('P07900', 'O14746')"
"('O75376', 'P19793')"
"('P29350', 'Q9HC73')"
"('P19525', 'O60812')"
"('O75145', 'O15083')"
"('Q96CW1', 'P35268')"
"('P62805', 'O60907')"
"('Q14246', 'P17947')"
"('P02647', 'P08779')"
"('P62837', 'Q9H6Y7')"
"('P51817', 'Q92934')"
"('Q8N668', 'Q86VX2')"
"('Q9Y230', 'Q99759')"
"('Q9Y6W8', 'P42336')"
"('Q15717', 'P28562')"
"('P16333', 'P20936')"
"('P62910', 'Q92901')"
"('Q8N5V2', 'Q9BPY3')"
"('P62258', 'Q14188')"
"('O15226', 'P35228')"
"('Q93008', 'Q00653')"
"('P61981', 'O43524')"
"('Q13485', 'P26010')"
"('O15511', 'P42768')"
"('Q13813', 'Q86YD1')"
"('Q13424', 'Q9Y4J8')"
"('P43657', 'P63215')"
