negatives
"('Q8NAT1', 'P05067')"
"('Q15834', 'Q9C086')"
"('P58012', 'O75925')"
"('P62316', 'P02751')"
"('Q96EY1', 'P38646')"
"('P16333', 'Q99572')"
"('O95273', 'Q8IVD9')"
"('Q08752', 'P29034')"
"('O43255', 'Q16236')"
"('P05067', 'O14735')"
"('O43167', 'Q6NT76')"
"('P52306', 'Q9H0U4')"
"('O14965', 'O14776')"
"('O75147', 'Q9BVI4')"
"('Q12768', 'O43264')"
"('Q5THJ4', 'P62191')"
"('O43772', 'O60506')"
"('Q7L4I2', 'Q6NUQ1')"
"('O60934', 'Q9P1Y6')"
"('O95273', 'Q9BYI3')"
"('Q96QH2', 'Q86WV1')"
"('Q13094', 'Q96QH2')"
"('Q13547', 'Q9UKN5')"
"('P63104', 'O95613')"
"('P68400', 'Q9UNN5')"
"('P61586', 'Q9NQU5')"
"('P61371', 'Q9BWG4')"
"('Q9HCK5', 'Q00325')"
"('Q96HE9', 'Q6ZN17')"
"('P16333', 'Q13023')"
"('Q9P2R7', 'Q9HCK5')"
"('Q9HAY2', 'P14373')"
"('Q8WXA8', 'Q14332')"
"('Q9BQA1', 'O95166')"
"('Q15029', 'Q15910')"
"('Q6ZU80', 'Q99598')"
"('Q03001', 'Q9UKG1')"
"('P35221', 'P01112')"
"('O95400', 'Q9BUI4')"
"('Q14CZ7', 'P54886')"
"('P68431', 'Q8TAE8')"
"('Q9Y4K3', 'Q99623')"
"('Q8IZH2', 'O95807')"
"('P42858', 'P13674')"
"('P04629', 'P10515')"
"('Q9UNN5', 'Q96IV0')"
"('Q9Y250', 'P26196')"
"('P46937', 'P31947')"
"('Q9UI14', 'P53350')"
"('P46782', 'Q2NL82')"
"('Q5XKP0', 'Q8IWL3')"
"('Q96H55', 'P98082')"
"('Q9Y6C9', 'Q9H6K4')"
"('Q13616', 'Q9BVP2')"
"('Q14324', 'P26038')"
"('Q03135', 'P02786')"
"('P30511', 'Q3KPI0')"
"('P19838', 'Q8TF21')"
"('P42285', 'Q8N6R0')"
"('P00533', 'P51149')"
"('Q15102', 'P32456')"
"('Q9UM47', 'P49711')"
"('P84085', 'Q9NU53')"
"('Q15388', 'P54257')"
"('O15357', 'P0DMV9')"
"('O43182', 'Q07890')"
"('P63279', 'Q8WYB5')"
"('Q9NVI1', 'P62330')"
"('Q8N302', 'O43143')"
"('P46087', 'Q99549')"
"('Q96EQ0', 'Q02952')"
"('Q16654', 'P10515')"
"('O95433', 'Q9UJV9')"
"('P24534', 'Q9HCE1')"
"('Q99933', 'Q86TG7')"
"('Q6IQ23', 'P62258')"
"('P24928', 'Q12824')"
"('Q9C0F1', 'Q86VQ0')"
"('Q15287', 'P06702')"
"('Q92564', 'Q13619')"
"('Q2M3T9', 'Q9NSE4')"
"('Q9BXM7', 'P61081')"
"('P00519', 'O43493')"
"('Q8WWY3', 'Q9UJX2')"
"('Q9BXB1', 'Q14203')"
"('Q9UNM6', 'P01241')"
"('Q9H0H5', 'Q7RTP6')"
"('P41220', 'P10074')"
"('Q8WZA2', 'O15264')"
"('P49757', 'Q9Y297')"
"('Q9UQ35', 'P55884')"
"('Q9ULX7', 'Q12769')"
"('Q6DKI7', 'O15031')"
"('P67870', 'P48742')"
"('Q09472', 'P38398')"
"('O15156', 'Q15014')"
"('P0C1Z6', 'P55199')"
"('Q96GD4', 'P06493')"
"('Q86YQ8', 'Q8NFB2')"
"('A6NCF5', 'Q8IVD9')"
"('Q14511', 'P16333')"
"('P00747', 'P01876')"
"('O94952', 'Q15554')"
"('Q13107', 'O43447')"
"('P63000', 'P46379')"
"('P42229', 'Q04206')"
"('Q9BSU1', 'Q9Y4P8')"
"('P35998', 'Q9NRD1')"
"('Q8TB24', 'Q2M385')"
"('P08581', 'Q96JZ2')"
"('Q53S58', 'Q9Y2R0')"
"('Q15365', 'Q07812')"
"('Q9UBU9', 'Q9H1C4')"
"('Q9H3D4', 'P17676')"
"('Q9NR97', 'P04637')"
"('P12931', 'P25098')"
"('O43586', 'Q08426')"
"('Q9H0F5', 'P51668')"
"('Q13950', 'P10275')"
"('Q13247', 'Q8TAD8')"
"('Q15834', 'Q96LL4')"
"('Q9H6T3', 'Q9HB75')"
"('P11387', 'P61978')"
"('Q15007', 'Q5T200')"
"('P47914', 'P62854')"
"('P60410', 'Q9BYR0')"
"('Q9NRC8', 'Q8IZL8')"
"('Q9HCY8', 'O95817')"
"('P06454', 'P40763')"
"('P78334', 'P08397')"
"('O60260', 'Q9BPW8')"
"('P35579', 'Q9BUA6')"
"('Q16560', 'Q13418')"
"('Q9UQM7', 'P08238')"
"('P23511', 'Q15011')"
"('P08238', 'Q9UGR2')"
"('P29083', 'P49848')"
"('O75530', 'Q6W2J9')"
"('Q8IX21', 'Q9BQI6')"
"('P54646', 'P04035')"
"('P07951', 'P08047')"
"('Q86X83', 'Q96KN7')"
"('Q96FW1', 'P11021')"
"('P62829', 'Q71UM5')"
"('Q14627', 'O60674')"
"('P04181', 'P17174')"
"('Q93034', 'P37198')"
"('Q13330', 'Q16576')"
"('Q9Y6X5', 'O00214')"
"('P30153', 'Q13033')"
"('A0JLT2', 'Q8WYP5')"
"('Q96MF2', 'Q8N9E0')"
"('Q9H255', 'Q9UNN8')"
"('P17676', 'P05108')"
"('P20618', 'P17980')"
"('Q8TDP1', 'Q5TBB1')"
"('Q96J02', 'P08069')"
"('P11940', 'Q15843')"
"('Q13616', 'P26641')"
"('P52565', 'P15374')"
"('Q8TCJ0', 'O14744')"
"('Q92979', 'P15822')"
"('Q93008', 'Q5U5Q3')"
"('P11274', 'Q9H2K2')"
"('Q6P2H3', 'P35711')"
"('Q02083', 'Q86UD1')"
"('Q08117', 'Q9NR56')"
"('Q86XT4', 'P62837')"
"('O60281', 'O43463')"
"('Q02413', 'P03372')"
"('O00506', 'Q9Y6K9')"
"('Q9C0E2', 'Q8NI27')"
"('O95810', 'Q969G5')"
"('P49639', 'Q3LI76')"
"('O43598', 'O00488')"
"('P23560', 'P09619')"
"('Q8N5L8', 'Q92974')"
"('Q92793', 'P54725')"
"('Q99571', 'O15270')"
"('Q9Y580', 'Q66LE6')"
"('P19793', 'Q9UHV7')"
"('Q8WWY3', 'Q8IUQ4')"
"('Q8WUE5', 'Q92600')"
"('Q15029', 'Q9BUQ8')"
"('Q12947', 'Q9BRK5')"
"('Q9H0E2', 'Q86UW6')"
"('P23511', 'O95067')"
"('Q96EQ8', 'Q9Y2X8')"
"('Q13620', 'P0C0S8')"
"('Q15276', 'Q15075')"
"('Q9NP98', 'P05067')"
"('Q96PZ0', 'P33992')"
"('Q8IU85', 'P30304')"
"('P20594', 'P01160')"
"('P36776', 'Q7Z434')"
"('Q9BSE2', 'Q5BJF2')"
"('P80723', 'O00159')"
"('Q9UG63', 'P35637')"
"('Q9UBD9', 'P08887')"
"('Q8IXL6', 'P19823')"
"('P49703', 'P05067')"
"('P55072', 'O95801')"
"('Q9UK22', 'P56817')"
"('P49841', 'P58012')"
"('O15294', 'O43889')"
"('Q155Q3', 'P63000')"
"('Q92793', 'Q9UBG7')"
"('Q14164', 'Q13404')"
"('P62136', 'Q13454')"
"('Q13094', 'O75791')"
"('Q9UKT9', 'P36508')"
"('P01106', 'O60885')"
"('P17612', 'Q96RD2')"
"('Q9P286', 'Q9UBK9')"
"('Q13618', 'O14979')"
"('Q04941', 'Q9H813')"
"('O15259', 'P56945')"
"('Q8IWB9', 'Q9P0N5')"
"('P46527', 'P31749')"
"('Q14676', 'O60934')"
"('Q9UL54', 'Q9H2K2')"
"('Q01844', 'P10599')"
"('Q99496', 'P56182')"
"('Q9Y597', 'Q9NYF3')"
"('O94927', 'Q9Y2I6')"
"('P07900', 'P49758')"
"('P54727', 'Q9UNE7')"
"('P19338', 'P39019')"
"('Q2MV58', 'P50454')"
"('Q9NP86', 'Q04864')"
"('Q16539', 'Q6IN85')"
"('Q9NP79', 'P21283')"
"('O14508', 'Q08334')"
"('P15313', 'P38606')"
"('Q9NX70', 'Q9BTT4')"
"('P26373', 'Q9UER7')"
"('Q99741', 'P41002')"
"('O60293', 'Q99547')"
"('Q9Y2Q9', 'Q9UKY7')"
"('O43447', 'Q14103')"
"('O75446', 'Q9UK53')"
"('P40222', 'Q9Y3C0')"
"('P48047', 'Q9Y277')"
"('Q66K89', 'P04637')"
"('P13612', 'P63220')"
"('P62424', 'Q02878')"
"('Q93009', 'Q15435')"
"('Q06210', 'P08243')"
"('Q14999', 'Q08945')"
"('P36404', 'P99999')"
"('P07550', 'O94826')"
"('P49736', 'Q9Y6C9')"
"('O43918', 'Q8TD26')"
"('Q14686', 'P19793')"
"('P07900', 'Q6ZNA4')"
"('P27694', 'Q6P2E9')"
"('Q9H2X6', 'Q6GPH4')"
"('Q6IQ23', 'Q14126')"
"('Q86Y82', 'Q99747')"
"('Q9HCY8', 'P34949')"
"('Q7Z794', 'Q96CW1')"
"('Q96NZ8', 'O14793')"
"('P20226', 'Q9NVP2')"
"('Q9UGI0', 'Q13895')"
"('P62753', 'Q92901')"
"('Q3KQV3', 'P23508')"
"('Q9UKV8', 'P49917')"
"('P17181', 'Q9UKB1')"
"('O14976', 'P10275')"
"('Q9H0E2', 'Q8TD26')"
"('Q15034', 'Q3SYC2')"
"('P61964', 'O15550')"
"('P25788', 'Q8WVV5')"
"('P04792', 'P20618')"
"('Q13683', 'P05556')"
"('Q9UL63', 'Q8IUR7')"
"('P09601', 'O43889')"
"('P53621', 'Q96FW1')"
"('Q96SW2', 'P61254')"
"('P16109', 'P25063')"
"('P00533', 'Q71RC2')"
"('Q99456', 'Q9Y4K3')"
"('P06748', 'O75821')"
"('O95714', 'Q13867')"
"('O43320', 'P17948')"
"('Q13888', 'Q13469')"
"('Q9UIA9', 'P49790')"
"('Q15323', 'P32242')"
"('P55809', 'P60174')"
"('Q14289', 'O14543')"
"('P10827', 'Q15596')"
"('Q9NRA8', 'Q3V5L5')"
"('Q99757', 'P61289')"
"('O43809', 'Q9H0R8')"
"('P0DP25', 'Q96NL6')"
"('Q13287', 'P42224')"
"('P19438', 'Q92597')"
"('Q02446', 'Q96Q77')"
"('P41252', 'P22314')"
"('Q9H6Y7', 'P61081')"
"('P53041', 'Q15291')"
"('P61077', 'Q9UNE7')"
"('Q9NQH7', 'P14735')"
"('Q92620', 'P61978')"
"('Q13595', 'Q96EY7')"
"('O95500', 'Q96B33')"
"('Q8N5M1', 'A6NEM1')"
"('O43896', 'P63104')"
"('P15822', 'Q13615')"
"('P20336', 'P05067')"
"('Q14919', 'P04183')"
"('Q9UKN8', 'Q7L190')"
"('P53701', 'Q9C002')"
"('Q93096', 'O43242')"
"('Q14766', 'Q15113')"
"('O60664', 'Q13685')"
"('P62277', 'P51991')"
"('P47985', 'Q9UHD8')"
"('Q9UHD9', 'Q15717')"
"('Q6UN15', 'Q13573')"
"('O75342', 'Q9BYJ1')"
"('P50395', 'Q15907')"
"('P50750', 'Q96J88')"
"('Q2TAL8', 'Q16609')"
"('Q86UN3', 'Q8WVJ2')"
"('P63104', 'Q9Y4D8')"
"('P04629', 'P22102')"
"('P78424', 'P35680')"
"('P62256', 'Q6FI13')"
"('Q9Y224', 'Q15102')"
"('P11309', 'P08183')"
"('Q99836', 'P07437')"
"('Q03135', 'Q9NZT1')"
"('Q96A08', 'Q5QJE6')"
"('P17931', 'Q8WUM4')"
"('P19174', 'Q99501')"
"('P31689', 'Q9NRD1')"
"('Q9UBU9', 'O60287')"
"('Q86YN6', 'P03372')"
"('P45983', 'P68133')"
"('P19012', 'Q96CS2')"
"('P0DMM9', 'P34896')"
"('Q92630', 'P11142')"
"('Q99439', 'Q9NWT6')"
"('Q9UFD9', 'Q9NW38')"
"('P0DP23', 'Q9NQ29')"
"('O75385', 'Q15436')"
"('Q96KN1', 'O96017')"
"('Q93052', 'Q9UBE0')"
"('Q7KZN9', 'Q9UHA4')"
"('Q9BWX1', 'P62837')"
"('P20226', 'Q14686')"
"('Q9GZZ9', 'Q9Y573')"
"('P80370', 'Q12767')"
"('Q8WXA9', 'Q13242')"
"('Q5T6S3', 'Q92800')"
"('O43765', 'O95072')"
"('P05114', 'Q13315')"
"('P52630', 'P38398')"
"('P09497', 'Q8WXE9')"
"('P15311', 'Q9BXI6')"
"('P55157', 'O43708')"
"('P25391', 'P05106')"
"('P62873', 'O60266')"
"('P49715', 'P12956')"
"('P08670', 'P25787')"
"('Q9UJU2', 'Q13469')"
"('O14879', 'P08579')"
"('O75386', 'Q01167')"
"('Q3SY84', 'Q9GZQ8')"
"('P29083', 'Q9C019')"
"('Q13243', 'P49759')"
"('Q9UKX7', 'P57740')"
"('Q8TF01', 'Q05519')"
"('Q9NVA2', 'P18887')"
"('Q06323', 'P56537')"
"('Q8WUF5', 'P62826')"
"('Q9NX00', 'Q66GS9')"
"('P0C7P0', 'P20674')"
"('Q6NUS6', 'Q86Y07')"
"('P12236', 'Q86VP6')"
"('Q15014', 'O95292')"
"('Q9BYD2', 'Q9NYK5')"
"('Q13287', 'Q6PEY2')"
"('O96028', 'P12004')"
"('P62987', 'Q12933')"
"('P45877', 'O75164')"
"('P0C0S8', 'Q99877')"
"('O43765', 'Q8WUU8')"
"('P42574', 'P55212')"
"('P51617', 'P40763')"
"('Q08379', 'O75934')"
"('P21127', 'P49756')"
"('Q4V328', 'Q8IYX8')"
"('P48454', 'Q92934')"
"('Q16539', 'P21462')"
"('Q96GQ7', 'Q13601')"
"('P16989', 'Q504Q3')"
"('P52735', 'P29353')"
"('P07737', 'P60520')"
"('P01859', 'Q9UMR2')"
"('Q6I9Y2', 'Q9P2N5')"
"('O00214', 'Q08722')"
"('P49959', 'Q14244')"
"('Q16666', 'Q5SSJ5')"
"('Q96S52', 'O75533')"
"('Q99942', 'Q9H832')"
"('O00571', 'P18206')"
"('P04629', 'Q13472')"
"('P11021', 'P55795')"
"('P49458', 'Q96Q45')"
"('Q14687', 'Q9UBB9')"
"('P07355', 'Q9NUX5')"
"('Q9UBB4', 'Q99623')"
"('O96008', 'P09622')"
"('P15880', 'Q5C9Z4')"
"('P23396', 'P55769')"
"('P08235', 'P04150')"
"('O60844', 'Q9Y2W7')"
"('Q9UQM7', 'Q14318')"
"('P61244', 'Q5VIR6')"
"('P35232', 'P01857')"
"('Q6NUN9', 'P07332')"
"('Q71UI9', 'Q9UKV0')"
"('P05067', 'Q8N2I9')"
"('Q96F07', 'Q9UQB8')"
"('P55081', 'Q9NSC5')"
"('P62979', 'Q15185')"
"('P61086', 'O75083')"
"('P02741', 'Q16777')"
"('P35580', 'Q9UBN7')"
"('Q13148', 'Q92900')"
"('P83436', 'Q9UP83')"
"('Q15796', 'O14964')"
"('Q9HCE1', 'P20594')"
"('P28062', 'Q92620')"
"('P78362', 'P07864')"
"('Q04323', 'Q99614')"
"('P23258', 'O43900')"
"('P16871', 'P02787')"
"('P49903', 'Q9Y2Z0')"
"('Q9NRN7', 'Q99750')"
"('P12931', 'P12235')"
"('P05067', 'O43903')"
"('Q13835', 'Q9BU20')"
"('P09661', 'P67809')"
"('P17612', 'Q9Y297')"
"('Q92574', 'P20936')"
"('P38398', 'Q7KZ85')"
"('Q9UMX0', 'O75084')"
"('Q5TB80', 'Q9H3G5')"
"('Q8N1I0', 'Q07890')"
"('Q14980', 'P46108')"
"('P62873', 'Q13972')"
"('P36508', 'P07498')"
"('Q9P2J5', 'Q9BS26')"
"('Q13404', 'P20618')"
"('P63151', 'Q86US8')"
"('Q00535', 'P41236')"
"('P08238', 'Q13509')"
"('O95831', 'P00390')"
"('Q9Y487', 'Q9Y3E5')"
"('Q16512', 'P05771')"
"('P08887', 'P98077')"
"('Q96HY6', 'Q96E29')"
"('P17612', 'Q96R69')"
"('P78549', 'P15927')"
"('Q9Y230', 'P17480')"
"('O15255', 'Q9UMX0')"
"('P63096', 'P81274')"
"('O15084', 'Q9UHD2')"
"('P45974', 'Q92995')"
"('Q9UHB9', 'Q9BYG3')"
"('P46934', 'Q7L2E3')"
"('O60504', 'Q9UHY1')"
"('P30566', 'P53634')"
"('Q8N7H5', 'O75150')"
"('P68104', 'P35520')"
"('O00124', 'Q86TM6')"
"('Q9BQ95', 'Q16543')"
"('Q96CP2', 'P28799')"
"('P46531', 'Q29RF7')"
"('P78424', 'Q9BRT3')"
"('P24941', 'P16455')"
"('Q9P258', 'P62318')"
"('P56945', 'Q13905')"
"('Q49A88', 'Q8N137')"
"('P43246', 'P16455')"
"('P14373', 'Q96FQ7')"
"('Q01664', 'P55347')"
"('O14579', 'Q9BWJ5')"
"('P55198', 'Q13526')"
"('P38398', 'Q9Y5B9')"
"('Q8TCJ0', 'Q8IW19')"
"('Q92905', 'P42766')"
"('Q9BZL6', 'Q9NR12')"
"('P07237', 'Q8TCT1')"
"('P78424', 'Q15052')"
"('Q03154', 'Q8N9W6')"
"('P20671', 'P19320')"
"('P04637', 'Q92481')"
"('Q8IV48', 'P43363')"
"('Q9NZD8', 'Q8IWE2')"
"('Q96CS3', 'Q9BQ95')"
"('Q96H20', 'P62258')"
"('Q15369', 'Q9NSE2')"
"('O95670', 'P15313')"
"('Q9Y5U4', 'O00487')"
"('O60271', 'Q9H5N1')"
"('Q12905', 'Q9H7B2')"
"('P15260', 'P34897')"
"('P48740', 'P35247')"
"('P04629', 'Q8WVM8')"
"('Q9UJS0', 'P51617')"
"('Q06830', 'P63104')"
"('P49848', 'Q92922')"
"('Q9UBU9', 'Q9NRG4')"
"('P31749', 'P20248')"
"('P60372', 'P49639')"
"('P61353', 'Q00325')"
"('P01375', 'Q13469')"
"('Q93084', 'P01891')"
"('P55212', 'Q14980')"
"('P07951', 'P35609')"
"('P29400', 'Q13033')"
"('P01569', 'P40189')"
"('Q9Y4W6', 'Q9H944')"
"('Q96JC1', 'P51149')"
"('P22392', 'P25787')"
"('Q9BZS1', 'Q96BF6')"
"('O14980', 'Q9UPQ3')"
"('P05177', 'P16435')"
"('O14980', 'Q14106')"
"('Q00796', 'P10275')"
"('O95071', 'Q8TEQ6')"
"('P48643', 'Q13033')"
"('Q14807', 'Q8WWK9')"
"('Q13595', 'O15234')"
"('Q15717', 'Q9Y584')"
"('P78560', 'Q7L273')"
"('P04629', 'Q96A35')"
"('Q9UPY5', 'Q86X19')"
"('O14980', 'Q6PCD5')"
"('P22830', 'O00264')"
"('A0A087WW87', 'Q504Q3')"
"('Q53GQ0', 'Q9H0U4')"
"('Q2KJY2', 'Q12959')"
"('Q9Y297', 'Q9C026')"
"('Q6PI77', 'Q3B820')"
"('P08670', 'Q9NRH1')"
"('Q13547', 'Q99717')"
"('Q09666', 'O75147')"
"('P60369', 'O00144')"
"('P40227', 'P42025')"
"('O95433', 'P11310')"
"('Q9UGL9', 'O76081')"
"('P62913', 'O60216')"
"('Q9H832', 'O75382')"
"('Q9UHV2', 'P51692')"
"('P27448', 'O14920')"
"('Q09028', 'Q9Y483')"
"('P09651', 'P78347')"
"('Q9BYG3', 'P62899')"
"('Q9UJQ4', 'Q9H9S0')"
"('P01871', 'P01591')"
"('Q5TA79', 'Q5T7P3')"
"('Q95460', 'Q401N2')"
"('P33992', 'Q15393')"
"('P09067', 'Q9NTZ6')"
"('Q969Q0', 'P42677')"
"('Q13439', 'Q7Z7L7')"
"('O95221', 'Q96C23')"
"('O15160', 'Q0VD86')"
"('P06454', 'Q99426')"
"('Q14697', 'O43776')"
"('Q9UJF2', 'Q07890')"
"('P03973', 'O43765')"
"('P32121', 'O60404')"
"('P35579', 'P84996')"
"('Q07021', 'O95819')"
"('O00267', 'P52434')"
"('Q9NRC8', 'O00566')"
"('Q01082', 'O95425')"
"('Q9H8M7', 'Q9NZW5')"
"('Q9GZP9', 'Q9UBV2')"
"('P06493', 'P53602')"
"('Q9NS23', 'Q66K89')"
"('P51571', 'P13073')"
"('Q9Y221', 'Q9BRK4')"
"('P35579', 'P60033')"
"('Q9BYR9', 'Q9UKJ5')"
"('Q86V97', 'O95166')"
"('Q9NSK0', 'O75478')"
"('O95678', 'Q9BWT7')"
"('Q8TAP4', 'O43298')"
"('Q9Y5W8', 'O95467')"
"('Q9NSC5', 'Q0VD86')"
"('Q13501', 'Q96IZ0')"
"('Q6L8G9', 'Q5T754')"
"('Q9UQE7', 'O96017')"
"('Q9H040', 'P54252')"
"('Q13148', 'Q15366')"
"('P49411', 'P10909')"
"('Q9H1D9', 'Q8N5M1')"
"('Q8IYX4', 'Q12931')"
"('P14923', 'P04040')"
"('Q9UBL3', 'P61964')"
"('Q9UBU9', 'Q7Z3K3')"
"('Q15022', 'P63244')"
"('Q96SB4', 'Q9NUK0')"
"('Q99459', 'O60239')"
"('P17661', 'O75923')"
"('Q9Y574', 'Q92963')"
"('Q9UBQ7', 'P01100')"
"('Q9UL15', 'P34932')"
"('Q96LM6', 'O43711')"
"('Q15382', 'P01112')"
"('Q8NA61', 'Q8IYY4')"
"('P26641', 'Q12905')"
"('Q8NBF2', 'Q8IUD2')"
"('Q6UXH0', 'Q9Y5C1')"
"('Q9Y561', 'O43291')"
"('Q16584', 'P45985')"
"('P24941', 'Q13112')"
"('Q13315', 'P20585')"
"('Q5S007', 'P42568')"
"('P11940', 'O75554')"
"('Q92997', 'Q96BV0')"
"('Q14247', 'P63261')"
"('Q9BRT9', 'P25205')"
"('P07195', 'P84085')"
"('Q03112', 'Q15797')"
"('P49459', 'Q8TAZ6')"
"('Q8IZD4', 'Q96F86')"
"('P09884', 'P13010')"
"('P62820', 'P27694')"
"('Q04206', 'P30154')"
"('Q6IBS0', 'P17655')"
"('P01106', 'Q13077')"
"('P26599', 'P13569')"
"('Q92845', 'Q9UFN0')"
"('P52272', 'Q92841')"
"('P01889', 'Q3V6T2')"
"('P12814', 'P35232')"
"('P01100', 'P18847')"
"('Q2NL82', 'Q9NRD1')"
"('P50750', 'P48643')"
"('P05067', 'Q07954')"
"('Q9UBX2', 'P12236')"
"('Q96E11', 'Q9Y5M8')"
"('Q13418', 'P49368')"
"('Q9H910', 'O43374')"
"('Q9UN86', 'Q99567')"
"('P22681', 'P52735')"
"('Q9UPN7', 'Q14694')"
"('Q9Y6C9', 'P56705')"
"('P30153', 'Q12834')"
"('O14975', 'Q05D32')"
"('P49336', 'P24928')"
"('Q96QF0', 'Q9UBF8')"
"('Q9BW61', 'Q15717')"
"('P62837', 'P23511')"
"('Q9BQB6', 'O15260')"
"('P14780', 'P10909')"
"('O75787', 'Q5HYA8')"
"('Q8TDM6', 'P09493')"
"('Q9NX04', 'Q9UHV2')"
"('Q8WVM0', 'P27635')"
"('P23396', 'P18621')"
"('Q01543', 'P15976')"
"('Q9BSR8', 'Q15041')"
"('Q92963', 'P55196')"
"('O94906', 'Q9Y333')"
"('P27658', 'Q9BYQ3')"
"('Q9UNF1', 'Q92905')"
"('P62249', 'P03372')"
"('Q9UBX2', 'P09496')"
"('Q71DI3', 'Q9H9S0')"
"('O95750', 'P22607')"
"('P06241', 'P68366')"
"('P0DP24', 'P22830')"
"('P61956', 'Q9Y4B4')"
"('P45984', 'P38936')"
"('P47756', 'Q6P1J9')"
"('P46379', 'Q16659')"
"('Q00987', 'P10589')"
"('Q8N8B7', 'P38398')"
"('Q96HA7', 'P01106')"
"('P12980', 'Q9H7Z6')"
"('P08648', 'O14786')"
"('P35228', 'P05412')"
"('P62879', 'Q13619')"
"('Q16537', 'Q01668')"
"('Q92544', 'P11279')"
"('Q04724', 'Q16385')"
"('Q96DB2', 'Q9Y2W1')"
"('O14980', 'Q9UKE5')"
"('Q9NRD1', 'P11279')"
"('Q9BWL3', 'Q6P5W5')"
"('P11049', 'P48736')"
"('Q9UKD2', 'P51858')"
"('O00159', 'P35968')"
"('Q6IQ55', 'Q9UPV0')"
"('P15408', 'Q8IWZ3')"
"('Q7LBC6', 'P62166')"
"('Q15717', 'Q9NNX1')"
"('O60828', 'O43711')"
"('P43405', 'Q9UKW4')"
"('P05129', 'P15336')"
"('Q9HAT2', 'Q9P2B2')"
"('Q6UW68', 'O60512')"
"('Q13547', 'Q86Y13')"
"('P40763', 'P07949')"
"('P34896', 'P05412')"
"('Q9NRW3', 'Q9P0T4')"
"('Q93008', 'Q96JG8')"
"('P21554', 'P50151')"
"('Q8NHY2', 'Q9H9Q2')"
"('P40337', 'Q8TBZ2')"
"('Q6P9G9', 'Q13526')"
"('P63000', 'Q8TEJ3')"
"('O95967', 'Q5T753')"
"('Q6PIV2', 'Q05BQ5')"
"('O75190', 'P26447')"
"('P31939', 'Q96FW1')"
"('P55072', 'O14519')"
"('P49327', 'Q13233')"
"('Q9NRR6', 'Q9ULJ3')"
"('Q92526', 'Q96Q40')"
"('O15197', 'Q8N5V2')"
"('Q96JC9', 'Q96CW1')"
"('Q9P1Z9', 'O95999')"
"('Q9Y5Y2', 'Q06323')"
"('P10412', 'P51858')"
"('Q96IV0', 'Q2NL98')"
"('O15265', 'P36406')"
"('Q92597', 'Q99816')"
"('Q16543', 'P11021')"
"('Q15819', 'Q5TC82')"
"('P17275', 'P18848')"
"('Q96RL7', 'O75351')"
"('Q13188', 'Q9H814')"
"('P23508', 'P61224')"
"('P02679', 'Q6P1J9')"
"('Q14197', 'Q16891')"
"('P85037', 'Q8N3K9')"
"('P42224', 'O94925')"
"('P56279', 'Q8N448')"
"('Q6RI45', 'Q13620')"
"('P0DP23', 'Q15750')"
"('Q96RU7', 'P41182')"
"('P24534', 'Q93034')"
"('Q8N6T7', 'Q5VTR2')"
"('Q13616', 'P10827')"
"('Q9P2K1', 'Q9H7B2')"
"('Q8TEW0', 'Q13480')"
"('P55072', 'Q9H9A5')"
"('P00533', 'O15357')"
"('P20742', 'P01137')"
"('O75182', 'Q15047')"
"('Q96A33', 'Q92905')"
"('Q12952', 'Q86UP3')"
"('P50222', 'Q9BYQ4')"
"('Q8N8S7', 'Q9HCK4')"
"('P17844', 'O95166')"
"('Q9UKA9', 'Q99729')"
"('Q92831', 'O75486')"
"('Q04721', 'P53611')"
"('Q8N163', 'O75593')"
"('P50238', 'P12532')"
"('Q06830', 'Q9HB71')"
"('P62269', 'P11441')"
"('Q9ULP9', 'Q8NFB2')"
"('Q15717', 'Q9H944')"
"('Q9H788', 'Q13748')"
"('P0DMV8', 'P69905')"
"('Q969V6', 'Q96LK0')"
"('Q8WVZ9', 'O00409')"
"('Q2NKX9', 'P60410')"
"('O75665', 'Q12904')"
"('Q86Y13', 'Q96EK4')"
"('P34931', 'Q13546')"
"('P34947', 'P48426')"
"('Q14999', 'P62913')"
"('P42702', 'O60674')"
"('Q99836', 'O94885')"
"('Q6ICG6', 'Q9UBV8')"
"('P17987', 'P43307')"
"('Q96CS3', 'Q96HW7')"
"('P15374', 'Q70CQ2')"
"('O14949', 'P24539')"
"('P51668', 'Q9NTX7')"
"('O15273', 'P06733')"
"('P01236', 'Q01113')"
"('Q8IZH2', 'Q9BSG0')"
"('P29972', 'O76081')"
"('Q9H1Y0', 'P50395')"
"('Q14974', 'Q9Y3Z3')"
"('P02751', 'Q99439')"
"('Q13263', 'Q00987')"
"('Q9Y371', 'Q9NZL4')"
"('P00533', 'Q86VI3')"
"('O75874', 'Q9Y3A5')"
"('P62993', 'P01133')"
"('O15294', 'Q5JU00')"
"('Q5VU43', 'O60925')"
"('P49720', 'Q15008')"
"('Q9Y463', 'P84243')"
"('P38606', 'Q9HB90')"
"('P68400', 'Q9H4L7')"
"('P17482', 'Q9BYR9')"
"('O15144', 'Q6IQ23')"
"('Q14974', 'O75909')"
"('Q9Y2K6', 'P11310')"
"('Q5JTH9', 'Q7L5N1')"
"('Q15645', 'Q9H0W5')"
"('O95999', 'Q92878')"
"('Q9BTC8', 'P22626')"
"('P04406', 'P60709')"
"('Q86VP6', 'P98179')"
"('P68036', 'P19838')"
"('Q92997', 'O15371')"
"('Q99575', 'P05198')"
"('P52743', 'Q8N653')"
