negatives
"('P18850', 'Q68CJ9')"
"('Q13509', 'Q96NA2')"
"('O14775', 'P48051')"
"('P07910', 'Q13242')"
"('Q9BTT4', 'P52435')"
"('P51636', 'P05106')"
"('Q9NQ76', 'P19174')"
"('P15498', 'P11215')"
"('P39656', 'P21281')"
"('Q96Q15', 'Q66LE6')"
"('Q92769', 'Q9BTM1')"
"('P09237', 'Q96GW7')"
"('P51808', 'Q13409')"
"('P61421', 'Q9UPZ9')"
"('P49286', 'P63211')"
"('Q15642', 'P42858')"
"('Q9UL18', 'Q9UI10')"
"('P82279', 'Q8N3R9')"
"('P13693', 'Q14164')"
"('P12314', 'Q13094')"
"('Q9UIG0', 'Q9H9Y6')"
"('Q06330', 'P06734')"
"('P16333', 'O60674')"
"('Q6MZP7', 'P10244')"
"('P29350', 'Q9UKJ1')"
"('P18146', 'P31749')"
"('P61224', 'O00459')"
"('O75494', 'P08621')"
"('Q75N90', 'P49841')"
"('Q6P4I2', 'Q15714')"
"('P56545', 'Q13363')"
"('Q99698', 'P27348')"
"('Q16635', 'Q15561')"
"('Q9H9V4', 'O14933')"
"('O95425', 'O43294')"
"('Q53FD0', 'P35900')"
"('P01106', 'O14981')"
"('P37173', 'O43541')"
"('P07900', 'Q9UKG9')"
"('P63000', 'Q15286')"
"('P10644', 'O43572')"
"('Q16539', 'P05783')"
"('Q8WXE1', 'P78527')"
"('Q5RL73', 'O43809')"
"('P16220', 'P19883')"
"('P12931', 'P42684')"
"('Q12834', 'Q3LI72')"
"('P17693', 'P10966')"
"('Q9BVA1', 'O43318')"
"('P78368', 'Q13330')"
"('Q15796', 'Q9Y2U8')"
"('Q9HB19', 'O75970')"
"('O43566', 'P05556')"
"('Q14624', 'P62993')"
"('Q15915', 'Q92858')"
"('Q12796', 'Q92753')"
"('Q9H3S7', 'Q99962')"
"('O95639', 'Q6UN15')"
"('Q04206', 'P52815')"
"('O15111', 'O00221')"
"('O00744', 'Q9H461')"
"('Q9BUJ2', 'Q9BWF3')"
"('Q9BTT4', 'O94953')"
"('P16870', 'Q14181')"
"('O43541', 'Q96FA3')"
"('P56524', 'P10276')"
"('Q9UNI6', 'P55055')"
"('Q9BUV8', 'Q96G23')"
"('P51991', 'Q16629')"
"('Q9BT49', 'Q96LR2')"
"('P11142', 'Q6WCQ1')"
"('P01871', 'Q01196')"
"('P00533', 'P31947')"
"('P99999', 'Q9C000')"
"('Q9P0P0', 'P51965')"
"('Q8IX12', 'P22626')"
"('P15391', 'Q8WYR1')"
"('P51787', 'P51817')"
"('P05783', 'P22681')"
"('Q00653', 'P51665')"
"('Q9UKE5', 'P51572')"
"('P62280', 'Q9Y230')"
"('P12107', 'Q9UKX5')"
"('P10451', 'Q05397')"
"('Q8IX12', 'O60508')"
"('P37231', 'O95257')"
"('P62837', 'Q86Y13')"
"('P62854', 'P62857')"
"('P40855', 'Q9Y5Y5')"
"('O14625', 'P51686')"
"('P62888', 'P05387')"
"('Q13535', 'P61978')"
"('P01106', 'O60343')"
"('Q14145', 'P27144')"
"('Q9BTT4', 'Q9BUE0')"
"('Q9UQN3', 'P36542')"
"('P01857', 'P02766')"
"('Q96G25', 'Q15370')"
"('P15311', 'P11229')"
"('O15169', 'O15105')"
"('O00716', 'Q96T88')"
"('P10276', 'Q05086')"
"('Q9NVD7', 'Q13683')"
"('O95163', 'Q14204')"
"('O15131', 'P63165')"
"('P62306', 'P62312')"
"('P13501', 'P51685')"
"('P62714', 'Q99832')"
"('Q9UNM6', 'Q16401')"
"('P62993', 'Q9Y4K4')"
"('Q13467', 'Q9ULW2')"
"('P07910', 'Q9Y4K3')"
"('Q8N752', 'P10070')"
"('P49810', 'Q96BI3')"
"('Q9H0R8', 'O94806')"
"('Q9Y572', 'P48643')"
"('O94806', 'Q9H492')"
"('O14796', 'Q9UIB8')"
"('P42771', 'Q08050')"
"('Q14994', 'Q3L8U1')"
"('Q15811', 'Q15427')"
"('P53992', 'Q99459')"
"('Q6P1N0', 'P31749')"
"('P28288', 'P40855')"
"('Q9BQE3', 'P04350')"
"('P08670', 'Q9NRH1')"
"('P52798', 'Q15375')"
"('P60510', 'Q14738')"
"('O43639', 'O96013')"
"('Q93008', 'P62987')"
"('Q13748', 'Q15628')"
"('P12931', 'P42229')"
"('Q7Z6Z7', 'Q93008')"
"('P17612', 'P05026')"
"('Q8WZ42', 'Q9UHX1')"
"('Q92914', 'P08138')"
"('P35606', 'Q92597')"
"('O75530', 'Q15714')"
"('P62714', 'Q4G163')"
"('P01569', 'P16471')"
"('Q13347', 'P60709')"
"('Q92793', 'Q9Y6Q9')"
"('P0CG48', 'P38936')"
"('Q9UIG0', 'O60264')"
"('O60296', 'P14867')"
"('P63092', 'P40145')"
"('P38398', 'Q01094')"
"('Q9NZT1', 'P27348')"
"('P62244', 'P62851')"
"('Q9Y6K9', 'P01860')"
"('P50552', 'P63261')"
"('Q12769', 'Q9Y3B2')"
"('P19474', 'P29692')"
"('P22612', 'Q9Y698')"
"('O43521', 'Q9HD36')"
"('P30480', 'P52272')"
"('Q8IU54', 'P10914')"
"('P23508', 'Q9UGP8')"
"('P05230', 'P21802')"
"('Q96EK5', 'P16444')"
"('Q7KZI7', 'P10636')"
"('P48230', 'P20823')"
"('O14978', 'Q9Y5X1')"
"('Q96EP1', 'Q9Y2X8')"
"('P11171', 'P24534')"
"('Q99873', 'Q9HC24')"
"('Q14643', 'P06241')"
"('P14317', 'P18858')"
"('P34947', 'P61073')"
"('Q13237', 'P26678')"
"('Q15262', 'P08581')"
"('P38919', 'P06493')"
"('Q86V81', 'O00422')"
"('Q8IZI9', 'P42701')"
"('P55157', 'P16333')"
"('Q13573', 'P61964')"
"('O95835', 'Q15942')"
"('Q96RI0', 'P84996')"
"('P10242', 'P21333')"
"('P42224', 'P12931')"
"('Q99963', 'P08670')"
"('Q9P0L2', 'P63104')"
"('Q14789', 'Q9H8Y8')"
"('P56856', 'P57739')"
"('Q92621', 'Q9Y5V3')"
"('P33778', 'P56524')"
"('P29372', 'P25787')"
"('P25398', 'P60709')"
"('P56945', 'P18031')"
"('P41235', 'Q13503')"
"('Q7L5N1', 'Q53FE4')"
"('Q13432', 'P12429')"
"('P57739', 'O15551')"
"('P78563', 'Q9H8S9')"
"('P46934', 'O15350')"
"('Q13045', 'P36957')"
"('Q13007', 'Q5VWK5')"
"('Q13643', 'Q14192')"
"('P01889', 'P61513')"
"('Q9UIJ7', 'Q14919')"
"('P06899', 'Q96QV6')"
"('O75150', 'O14933')"
"('P10720', 'P25024')"
"('Q96HA1', 'P46976')"
"('Q9UKN8', 'Q13573')"
"('Q9UBR4', 'Q9NVW2')"
"('P11362', 'P42336')"
"('Q9UHF0', 'Q8IWV7')"
"('Q6ZU52', 'Q15834')"
"('Q99717', 'Q05209')"
"('P21333', 'P35462')"
"('Q15562', 'Q9NQB0')"
"('Q9HC44', 'Q9H8W4')"
"('P58107', 'P53680')"
"('P50991', 'Q15418')"
"('Q5VWX1', 'P38159')"
"('P24394', 'O95376')"
"('P35227', 'Q06587')"
"('Q14192', 'O95405')"
"('P19174', 'P29474')"
"('P32121', 'Q8NGF3')"
"('P43220', 'P84996')"
"('Q5VVJ2', 'Q15208')"
"('Q9UK32', 'Q8TDZ2')"
"('P18146', 'Q9BYU1')"
"('P08670', 'Q9P0W2')"
"('P16220', 'Q7Z5A7')"
"('P21731', 'Q14344')"
"('P09429', 'P52701')"
"('Q9Y4P1', 'Q9H0R8')"
"('P51965', 'Q9NVW2')"
"('Q00005', 'P46940')"
"('O60237', 'Q14005')"
"('P46108', 'Q9H9L3')"
"('Q7L5D6', 'Q92993')"
"('Q99877', 'Q13547')"
"('P49662', 'Q14203')"
"('Q9BQS6', 'P49711')"
"('Q14164', 'P20290')"
"('Q7Z434', 'P42224')"
"('Q6IE81', 'O95251')"
"('Q9P2W3', 'O14827')"
"('Q9Y244', 'P25788')"
"('406928', 'Q00534')"
"('O43674', 'Q9Y6M9')"
"('O15409', 'Q9H334')"
"('O95777', 'Q96AB3')"
"('406885', 'Q2Q1W2')"
"('P43686', 'O14730')"
"('Q99706', 'P08047')"
"('Q15843', 'P62280')"
"('O15524', 'P24394')"
"('O76093', 'P09619')"
"('P19634', 'Q9H4A3')"
"('P35348', 'Q14344')"
"('P52272', 'P26599')"
"('Q15047', 'P17028')"
"('Q93079', 'P0C5Z0')"
"('P22362', 'P49682')"
"('Q9NR50', 'P05198')"
"('P52630', 'P63244')"
"('P19438', 'Q9Y4K3')"
"('Q8IX90', 'Q66LE6')"
"('P02776', 'P32302')"
"('C9JDP6', 'Q96B33')"
"('Q9BRP4', 'P62191')"
"('P35637', 'P61978')"
"('O60941', 'Q9NP66')"
"('P55884', 'O60739')"
"('P41235', 'Q9NVC6')"
"('Q13315', 'P46821')"
"('P17480', 'O15160')"
"('P37173', 'P06493')"
"('P10827', 'Q96ST3')"
"('Q9Y333', 'P62310')"
"('P26373', 'P61927')"
"('P67870', 'O43427')"
"('Q96A08', 'P56524')"
"('Q6Y7W6', 'P09012')"
"('P14416', 'P21333')"
"('Q8WZA2', 'P30307')"
"('9757', 'Q9C005')"
"('P55196', 'P57087')"
"('Q99877', 'O15265')"
"('P48147', 'P30480')"
"('Q8WX92', 'P38398')"
"('P61077', 'Q86UW7')"
"('P23508', 'P55072')"
"('Q9Y4Z0', 'Q2TAY7')"
"('Q96RR4', 'Q9UGI9')"
"('O95897', 'Q13243')"
"('Q00005', 'P62826')"
"('Q9UGN5', 'Q9BU40')"
"('Q15653', 'P05109')"
"('P25789', 'P25788')"
"('Q92794', 'P33991')"
"('Q15287', 'P78362')"
"('Q96EZ8', 'Q9BZI7')"
"('Q9UNE7', 'Q9HCE7')"
"('Q9UMN6', 'P61224')"
"('Q9Y580', 'Q00005')"
"('P56693', 'P07949')"
"('P04839', 'P53778')"
"('Q96CB8', 'P19387')"
"('P10276', 'P23769')"
"('P40227', 'P60510')"
"('Q8IZ52', 'Q13526')"
"('P62993', 'Q9H1H9')"
"('P29353', 'P30530')"
"('Q9UPN3', 'Q13439')"
"('Q15029', 'P01106')"
"('P62263', 'P39019')"
"('P23396', 'O15264')"
"('Q9NVI1', 'Q9HC98')"
"('Q9Y6X2', 'P84022')"
"('P25398', 'P08708')"
"('P62910', 'P42766')"
"('P33681', 'P16410')"
"('P84022', 'P41235')"
"('Q16539', 'P35354')"
"('P10914', 'Q03518')"
"('Q9UJU5', 'O75751')"
"('P20023', 'P60033')"
"('P28482', 'Q03135')"
"('Q13485', '114614')"
"('Q06455', 'Q13547')"
"('P62834', 'Q9UET6')"
"('Q9H1R2', 'P19174')"
"('P63104', 'Q9UQL6')"
"('Q9UNK0', 'Q9UEU0')"
"('P04049', 'Q12967')"
"('O76064', 'Q15834')"
"('Q99459', 'P38919')"
"('P63279', 'Q7Z333')"
"('Q5T3J3', 'Q16891')"
"('Q99558', 'Q13895')"
"('P19838', 'P27708')"
"('P42768', 'Q9Y5X1')"
"('P10145', 'P18146')"
"('P26951', 'P52333')"
"('Q9BQ61', 'Q15428')"
"('P63165', 'P48552')"
"('P19484', 'O75030')"
"('Q58WW2', 'O00267')"
"('Q13349', 'P46108')"
"('Q92905', 'Q13616')"
"('Q9UK08', 'O43306')"
"('P46108', 'Q9Y2H0')"
"('Q92993', 'O60333')"
"('Q07021', 'P67809')"
"('Q9H1R3', 'Q96A32')"
"('Q9UMN6', 'P00519')"
"('O00327', 'P61956')"
"('P49815', 'P04183')"
"('P63000', 'P68133')"
"('P01106', 'P49368')"
"('P07288', 'P35222')"
"('P03923', 'P56556')"
"('Q92922', 'P06400')"
"('P40337', 'Q96QK1')"
"('Q92841', 'Q8WXA9')"
"('Q92538', 'P20333')"
"('Q12834', 'Q9UJX2')"
"('P35626', 'P32246')"
"('P07199', 'O14777')"
"('Q14197', 'Q9NYY8')"
"('Q92624', 'Q15050')"
"('Q92858', 'Q15319')"
"('P01106', 'Q92667')"
"('Q9Y2V2', 'Q15418')"
"('P05455', 'Q99558')"
"('Q8N9I9', 'P62256')"
"('Q9H9A7', 'Q2NKX8')"
"('Q9NQC3', 'P55199')"
"('P16035', 'P50281')"
"('O15198', 'Q9NQ87')"
"('O75116', 'Q13480')"
"('Q9UJU2', 'O14627')"
"('Q99459', 'Q15366')"
"('O60506', 'Q14103')"
"('Q93062', 'Q9NX55')"
"('Q92830', 'Q9Y4A5')"
"('P42345', 'Q13541')"
"('O95391', 'O43395')"
"('P04629', 'Q99963')"
"('O14640', 'Q96MT3')"
"('P28328', 'Q9UKR5')"
"('O60504', 'P61978')"
"('P63104', 'P35749')"
"('P08572', 'P18827')"
"('P78352', 'Q9P021')"
"('P0CG48', 'P19438')"
"('P60953', 'Q07912')"
"('Q8IWZ6', 'P05783')"
"('Q9BPX5', 'P61160')"
"('P25787', 'Q15008')"
"('O14777', 'Q9Y3C0')"
"('Q9BRH9', 'Q15797')"
"('P05387', 'P05386')"
"('P01111', 'Q7Z569')"
"('Q15121', 'Q9NVE7')"
"('P35244', 'Q96FI4')"
"('P63173', 'P83881')"
"('P68363', 'Q9BUF5')"
"('P22694', 'Q9BXT2')"
"('P62191', 'Q9UL46')"
"('Q13489', 'Q13077')"
"('P60520', 'Q9Y3P9')"
"('Q9Y478', 'Q13131')"
"('Q13573', 'Q10570')"
"('Q13472', 'P45973')"
"('O00206', 'Q99519')"
"('Q9UBS8', 'Q5VVX9')"
"('P46783', 'P62854')"
"('O43395', 'Q15020')"
"('P08253', 'O95832')"
"('Q15648', 'Q9Y4A5')"
"('P54920', 'O95249')"
"('P56524', 'O60814')"
"('P67870', 'Q494V2')"
"('O95382', 'P52564')"
"('P56524', 'Q99879')"
"('Q9P2W3', 'Q92806')"
"('Q00597', 'Q9NW38')"
"('Q15287', 'P19784')"
"('Q08211', 'Q9UKV8')"
"('P05107', 'P27348')"
"('Q96GM5', 'P38936')"
"('P09651', 'Q15365')"
"('P16333', 'P15153')"
"('Q07890', 'P13612')"
"('Q9NRX4', 'Q9Y4K3')"
"('Q9H0A0', 'P11387')"
"('Q06265', 'Q9Y2L1')"
"('P31946', 'Q07021')"
"('Q86Y56', 'P49662')"
"('B5ME19', 'P20042')"
"('P30305', 'P01112')"
"('Q13283', 'Q14164')"
"('P20073', 'Q09013')"
"('Q3ZCQ8', 'Q99558')"
"('Q00653', 'Q9Y230')"
"('O00257', 'Q13426')"
"('Q09028', 'P20073')"
"('Q04206', 'P35637')"
"('P13569', 'O15269')"
"('Q05655', 'P45985')"
"('Q9Y6M9', 'O95298')"
"('P68104', 'P51693')"
"('Q92914', 'P07333')"
"('Q92547', 'P31749')"
"('Q9Y262', 'O60232')"
"('Q9BY76', 'Q9GZX7')"
"('Q07157', 'O15551')"
"('Q9Y508', 'Q5VVX9')"
"('P31273', 'P16333')"
"('P08238', 'P13805')"
"('Q15154', 'P49841')"
"('P23396', 'P19438')"
"('P46379', 'O43765')"
"('P54253', 'O75909')"
"('Q5JY77', 'Q92734')"
"('P50591', 'P14316')"
"('Q05952', 'P18146')"
"('Q15796', 'P57729')"
"('Q9HAU4', 'Q9NPB6')"
"('P30408', 'P68366')"
"('O15162', 'Q16630')"
"('P62993', 'Q16695')"
"('Q92574', 'Q00994')"
"('Q9NYL2', 'A6NI79')"
"('P06400', 'Q9UQ80')"
"('Q01813', 'Q9Y478')"
"('O60671', 'Q92547')"
"('O75478', 'O95990')"
"('O60266', 'P17612')"
"('Q5FBB7', 'Q8NDV3')"
"('Q96EZ8', 'P62805')"
"('O75113', 'Q96J02')"
"('Q9P2G9', 'P52434')"
"('Q9Y2B0', 'Q96BK5')"
"('Q9BRR9', 'P60763')"
"('P07947', 'O60716')"
"('O15400', 'Q9UEU0')"
"('Q06323', 'Q92569')"
"('Q969S8', 'Q9P0M6')"
"('Q9Y6N5', 'P13569')"
"('P10914', 'P00973')"
"('Q96L73', 'P68431')"
"('P51817', 'O75582')"
"('Q9NVW2', 'Q9UBR4')"
"('Q8N2Y8', 'P62820')"
"('Q6WCQ1', 'P53355')"
"('P49841', 'Q13163')"
"('Q676U5', 'Q9GZQ8')"
"('P11388', 'P13010')"
"('Q13315', 'Q8N490')"
"('Q9NYD6', 'P00533')"
"('P35368', 'P29992')"
"('P08709', 'P02768')"
"('P22087', 'P25942')"
"('Q9H9G7', 'P07900')"
"('O95163', 'Q99459')"
"('Q9HBA0', 'P06241')"
"('Q15788', 'Q15596')"
"('Q4LE39', 'O00422')"
"('Q9UMR2', 'P63208')"
"('O95299', 'O95139')"
"('P16234', 'Q99963')"
"('Q71U36', 'Q13509')"
"('O15530', 'Q96BR1')"
"('P26012', 'P08648')"
"('P56199', 'Q9HBI1')"
"('P06734', 'P20702')"
"('P02649', 'O00182')"
"('P56556', 'Q9UI09')"
"('Q92543', 'Q16849')"
"('O95967', 'Q96FE5')"
"('Q92583', 'P51679')"
"('Q9Y6K9', 'P49642')"
"('P63096', 'Q13585')"
"('P01241', 'Q8N6P7')"
"('O14625', 'P32302')"
"('Q99436', 'P20618')"
"('P61978', 'Q07666')"
"('Q9UBS3', 'Q16658')"
"('P05113', 'Q9UHF4')"
"('P05062', 'O60921')"
"('P22612', 'Q8IWT1')"
"('P27694', 'P54132')"
"('O95622', 'P17612')"
"('O14920', 'P55957')"
"('P04792', 'P08047')"
"('Q9UL18', 'Q71UM5')"
"('Q15831', 'O43524')"
"('O95400', 'Q15029')"
"('Q15155', 'Q6VMQ6')"
"('Q14627', 'P29597')"
"('P52797', 'Q02763')"
"('Q92752', 'Q05397')"
"('P01106', 'Q9NUB1')"
"('P63215', 'Q9H1C0')"
"('Q6ZVK8', 'Q8N5Z5')"
"('Q6VMQ6', 'Q6UVK1')"
"('P25205', 'Q8WYB5')"
"('Q92692', 'Q16659')"
"('Q9UGI9', 'Q92574')"
"('Q9Y2X0', 'O95402')"
"('P34741', 'P31431')"
"('Q14966', 'P61981')"
"('343477', 'Q14164')"
"('Q9H5I1', 'P68431')"
"('P51817', 'O60266')"
"('P06493', 'Q05516')"
"('P52948', 'Q9BUJ2')"
"('O14543', 'Q969J5')"
"('O43921', 'P29317')"
"('Q15003', 'Q99459')"
"('P01106', 'P07741')"
"('Q9UHV7', 'Q96HR3')"
"('P61247', 'P01243')"
"('Q562F6', 'Q15172')"
"('P35813', 'P35222')"
"('P62993', 'P42684')"
"('Q8N720', 'Q5JR59')"
"('P62993', 'P61353')"
"('P68104', 'Q9UKV8')"
"('Q05519', 'Q13151')"
"('P17947', 'P04839')"
"('P01111', 'Q01201')"
"('P25205', 'P25963')"
"('Q04206', 'P38398')"
"('Q9H1B4', 'O15504')"
"('Q9H9Q2', 'Q9UNS2')"
"('P04792', 'P63104')"
"('P05231', 'P40763')"
"('Q96PU8', 'Q15029')"
"('Q9UQM7', 'Q14524')"
"('P42701', 'P23458')"
"('P56192', 'P49593')"
"('P00519', 'O14818')"
"('P42345', 'Q15208')"
"('P04406', 'O14980')"
"('P04085', 'P04626')"
"('Q8N163', 'P24928')"
"('P62280', 'P25398')"
"('Q14103', 'P61026')"
"('Q8TEQ6', 'P45985')"
"('Q16795', 'O95299')"
"('P22087', 'Q9HA65')"
"('P18146', 'Q8N726')"
"('P16220', 'P42858')"
"('Q92769', 'Q86X95')"
"('O95343', 'Q9UIL1')"
"('Q9BVJ7', 'Q9NYL9')"
"('P20248', 'Q13616')"
"('O00587', 'Q99466')"
"('P23921', 'Q14164')"
"('P48426', 'P18146')"
"('Q08117', 'Q9NPC8')"
"('P05362', 'P31785')"
"('P62829', 'P62993')"
"('P31946', 'O14649')"
"('Q9UIE0', 'Q9GZM8')"
"('Q7Z589', 'Q14192')"
"('Q13164', 'P27708')"
"('Q9UN88', 'O95166')"
"('O75694', 'Q8NFH3')"
"('P60520', 'P48169')"
"('O00255', 'Q9UBL3')"
"('O00422', 'O94925')"
"('P35626', 'Q8NGD2')"
"('Q96LR5', 'O94941')"
"('P12004', 'P45983')"
"('Q12852', 'O14733')"
"('P27708', 'Q01201')"
"('Q09472', 'P17844')"
"('P62993', 'Q13322')"
"('Q9Y4Y9', 'P62306')"
"('P01571', 'Q99665')"
"('P49023', 'P06241')"
"('P31749', 'P14672')"
"('Q6P1J9', 'Q8NEZ4')"
"('Q01082', 'Q13573')"
"('P08908', 'P62879')"
"('Q9UQM7', 'Q9BXT2')"
"('P51991', 'Q15287')"
"('P41235', 'P12931')"
"('Q9Y3U8', 'P46776')"
"('P11021', 'Q9GZR7')"
"('Q14974', 'P60709')"
"('O95721', 'Q9NZN3')"
"('Q68EM7', 'Q07889')"
"('Q96QU1', 'Q13402')"
"('Q13501', 'O95817')"
"('P24385', 'P19447')"
"('O60739', 'P62899')"
"('P62081', 'Q9C0C9')"
"('P60709', 'Q9UDY2')"
"('O15379', 'O75928')"
"('Q9UBS5', 'Q96EP1')"
"('P49286', 'P11021')"
"('Q9UGI9', 'Q9UGJ0')"
"('P27635', 'P05386')"
"('Q00653', 'P49642')"
"('O00401', 'Q15811')"
"('P09874', 'P10275')"
"('P06241', 'Q05655')"
"('P36897', 'Q14344')"
"('Q9NYJ8', 'P27361')"
"('O75347', 'P23508')"
"('Q9UQE7', 'Q8N3U4')"
"('Q9NRI5', 'Q13885')"
"('P31994', 'A6NI73')"
"('Q9UL18', 'P43307')"
"('Q9H7N4', 'P02768')"
"('P16220', 'Q96AX2')"
"('Q9BVJ7', 'P62917')"
"('P15056', 'P36507')"
"('P15121', 'P23508')"
"('P61328', 'P29317')"
"('Q15642', 'P60953')"
"('Q9UKV8', 'Q12906')"
"('P17544', 'Q9BYV9')"
"('Q8TDR0', 'P78559')"
"('P63104', 'Q92499')"
"('Q9UPP1', 'Q01094')"
"('Q7L5N1', 'Q16659')"
"('P12277', 'P06732')"
"('P54829', 'P02647')"
"('Q9HCE7', 'P62987')"
"('P68104', 'P14868')"
"('P12956', 'Q16531')"
"('P40763', 'P03372')"
"('Q15788', 'O15360')"
"('P52209', 'P30480')"
"('Q9NVC6', 'Q9Y2X0')"
"('P43405', 'P27986')"
"('P28482', 'Q15796')"
"('O15263', 'P51684')"
"('P33993', 'Q14683')"
"('Q96SB3', 'P62993')"
"('Q15388', 'P00374')"
"('P50995', 'O75340')"
"('P08670', 'P63104')"
"('Q92945', 'Q01085')"
"('P45984', 'P84022')"
"('Q9HCK5', 'Q9NQ39')"
"('Q9UKX7', 'P35658')"
"('O95813', 'P41221')"
"('Q9Y2J2', 'Q04917')"
"('P05546', 'P01876')"
"('P60174', 'P51671')"
"('P68032', 'P04406')"
"('P03915', 'O95139')"
"('P49137', 'P18848')"
"('Q99816', 'O60291')"
"('Q9Y5P8', 'P32121')"
"('Q9BW27', 'P49792')"
"('Q9H832', 'Q9H4P4')"
"('P48643', 'P16104')"
"('Q92917', 'O60231')"
"('Q8N1I0', 'Q7L0Q8')"
"('Q13114', 'Q9NWF9')"
"('P61160', 'O00401')"
"('O14980', 'O94776')"
"('P19012', 'O95990')"
"('Q6P4I2', 'Q15038')"
"('Q16512', 'P02545')"
"('P62424', 'P61513')"
"('P20292', 'P49715')"
"('Q9NRR5', 'Q9BTA9')"
"('P42331', 'Q96L33')"
"('Q96NZ8', 'P34820')"
"('P05161', 'P09914')"
"('O00744', 'Q9ULV1')"
"('P22607', 'Q99961')"
"('P12318', 'P46108')"
"('P25391', 'P11047')"
"('O75251', 'O43676')"
"('Q96N67', 'P63104')"
"('Q96EE3', 'Q99459')"
"('P84103', 'P07910')"
"('P36957', 'P68371')"
"('O14602', 'O75821')"
"('Q9H5I1', 'Q8IXL6')"
"('P07202', 'Q14627')"
"('Q13315', 'Q14643')"
"('Q15047', 'Q8WUB8')"
"('Q13315', 'P11021')"
"('P21266', 'P19532')"
"('O14640', 'P67775')"
"('Q08999', 'P29590')"
"('P26373', 'P62910')"
"('P0CAP1', 'P53567')"
"('P18146', 'Q8WV35')"
"('O94826', 'P07900')"
"('P12107', 'P13612')"
"('P49913', 'P04406')"
"('P06241', 'O43516')"
"('Q9GZT8', 'O15131')"
"('Q15653', 'P55072')"
"('Q8WWW0', 'P20701')"
"('A0JLT2', 'Q13838')"
"('P16471', 'P61981')"
"('P40933', 'P14784')"
"('P60880', 'P61764')"
"('Q15418', 'Q99640')"
"('P22301', 'P42702')"
"('Q9BVP2', 'O43586')"
"('Q13315', 'Q15029')"
"('P98082', 'P37173')"
"('P49407', 'O00505')"
"('Q13075', 'P55210')"
"('P62877', 'P24941')"
"('Q9UKV8', 'P83731')"
"('Q15796', 'Q09472')"
"('P22681', 'Q9UJM3')"
"('P22612', 'Q5MIZ7')"
"('574033', 'Q8WY64')"
"('P52333', 'Q92835')"
"('P03971', 'P36894')"
"('Q14011', 'Q99873')"
"('P42229', 'P30279')"
"('Q96CV9', 'Q00013')"
"('P51817', 'P28482')"
"('P84090', 'Q15047')"
"('P00533', 'P22681')"
"('Q9HBD1', 'P31483')"
"('O94906', 'Q15029')"
"('Q14653', 'P01571')"
"('Q13393', 'O14495')"
"('O95199', 'Q9BT78')"
"('9757', 'P54253')"
"('Q9NQ87', 'O15198')"
"('Q9HCH5', 'Q9UET6')"
"('Q9UPT6', 'P62330')"
"('Q9NR30', 'P82675')"
"('Q9UBE8', 'P36402')"
"('Q09028', 'Q9UK53')"
"('Q6UXH1', 'P14555')"
"('P51617', 'Q6IA17')"
"('Q99594', 'Q9HCS4')"
"('Q13315', 'P42696')"
"('Q9UHC7', 'P04637')"
"('P17252', 'P62993')"
"('Q8WUW1', 'O15511')"
"('A0AVK6', 'P14635')"
"('Q09161', 'O95453')"
"('P31749', 'P10636')"
"('Q92620', 'P38159')"
"('P36873', 'Q9Y698')"
"('Q15223', 'Q8TEW0')"
"('P46937', 'P27348')"
"('P68363', 'P51149')"
"('P16220', 'P09016')"
"('Q96K62', 'Q96CW1')"
"('Q13485', 'P11465')"
"('Q15834', 'Q8TBB1')"
"('P01568', 'Q99665')"
"('Q12933', 'Q00994')"
"('Q9BWF3', 'Q99459')"
"('Q8N163', 'O75365')"
"('Q13315', 'Q5SW79')"
"('P35658', 'Q9NRG9')"
"('Q13233', 'Q9Y2X8')"
"('P45985', 'Q96RU8')"
"('Q05655', 'P42224')"
"('P16220', 'Q9BYW1')"
"('Q00535', 'O14976')"
"('Q96RU7', 'P26641')"
"('P17612', 'Q01118')"
"('P20618', 'Q9P2G9')"
"('P10275', 'Q9NQU5')"
"('P62987', 'Q93008')"
"('P85299', 'O14744')"
"('P62993', 'P43004')"
"('Q06323', 'Q9UPT9')"
"('Q14209', 'Q14188')"
"('Q8WYB5', 'P49736')"
"('Q9NPH3', 'P14778')"
"('Q9BT22', 'P06401')"
"('P13569', 'P04792')"
"('Q14416', 'P63218')"
"('Q9UHF5', 'P09104')"
"('P22105', 'P31431')"
"('P42677', 'P62277')"
"('P62879', 'Q00722')"
"('P35244', 'P40337')"
"('Q13315', 'Q9P2D1')"
"('Q86Y13', 'Q99816')"
"('O14965', 'O15392')"
"('P31946', 'Q9UKV3')"
"('O95400', 'O43809')"
"('P03886', 'P43490')"
"('P23528', 'P63261')"
"('P19338', 'P04150')"
"('P06733', 'P0DI81')"
"('P01308', 'P08138')"
"('P04406', 'Q9UHD2')"
"('P13236', 'P07339')"
"('Q92610', 'P63165')"
"('Q9UJX5', 'Q9UJX2')"
"('Q9NYQ7', 'P06241')"
"('Q9UNL4', 'P68431')"
"('Q13177', 'P25205')"
"('O43927', 'P46094')"
"('P61289', 'P04637')"
"('Q8IYF3', 'Q5T5P2')"
"('P51149', 'P07437')"
"('Q92620', 'O60508')"
"('P53602', 'P26641')"
"('P12980', 'Q86UT8')"
"('Q9H3N1', 'Q9H1E5')"
"('P33176', 'P21796')"
"('P01106', 'P51532')"
"('P07196', 'Q8N2W9')"
"('Q6PD74', 'Q99613')"
"('Q9H840', 'P62316')"
