negatives
"('Q15773', 'Q96T76')"
"('Q9H4L4', 'P06748')"
"('P35080', 'P63261')"
"('Q9Y478', 'P00492')"
"('P41567', 'B5ME19')"
"('O60841', 'O15264')"
"('O95467', 'O60262')"
"('O15520', 'P35916')"
"('Q99677', 'Q9P2W3')"
"('Q13077', 'Q07021')"
"('Q9UBK5', 'Q8WYR1')"
"('Q96GD3', 'P0CAP1')"
"('P78317', 'P10275')"
"('Q9H244', 'P04899')"
"('P62906', 'P62891')"
"('P68400', 'P17677')"
"('Q9H4P4', 'P35968')"
"('P42766', 'P83881')"
"('Q16401', 'O00487')"
"('P98164', 'P06858')"
"('Q86UE8', 'Q9NVP2')"
"('Q86WT6', 'P29590')"
"('P46531', 'P10144')"
"('Q13573', 'P49411')"
"('Q8IUQ4', 'Q9ULH7')"
"('O00459', 'Q6ZUJ8')"
"('Q16513', 'Q9ULK5')"
"('P62333', 'P35998')"
"('Q04206', 'Q9NPF7')"
"('P00491', 'P11171')"
"('Q71F56', 'Q9BTT4')"
"('Q9GZQ8', 'Q9Y383')"
"('P16403', 'Q04206')"
"('P63096', 'P51828')"
"('P06213', 'Q8WYR1')"
"('P51965', 'O15344')"
"('P20702', 'P36941')"
"('Q9HAU4', 'P51153')"
"('Q6UN15', 'Q9NP77')"
"('Q8NH67', 'P38405')"
"('Q05193', 'Q99961')"
"('Q99879', 'P16104')"
"('P14635', 'P46527')"
"('P25800', 'Q13424')"
"('P12270', 'Q9BW27')"
"('P40337', 'Q9UNM6')"
"('P16220', 'Q8N468')"
"('P00519', 'P78329')"
"('P55157', 'Q9UN72')"
"('P08069', 'Q15147')"
"('P16885', 'Q08209')"
"('P62917', 'Q9HCK5')"
"('P53779', 'Q9Y4H2')"
"('O95777', 'Q15029')"
"('P27449', 'P09619')"
"('O75947', 'P00846')"
"('P60709', 'Q07820')"
"('Q05193', 'Q3ZCQ8')"
"('Q6ZNA4', 'P62837')"
"('P17252', 'Q86XP0')"
"('P32121', 'Q14738')"
"('P08754', 'Q08462')"
"('O15264', 'Q06413')"
"('Q9NSE2', 'P48357')"
"('Q9Y297', 'P42574')"
"('P00533', 'O14939')"
"('Q9Y6E7', 'P05141')"
"('Q9H9A7', 'P27694')"
"('Q14192', 'P49810')"
"('Q9UQB3', 'O43809')"
"('O60568', 'Q7Z6L1')"
"('P18146', 'P51817')"
"('Q9UBF8', 'P31947')"
"('Q14247', 'Q07889')"
"('Q05209', 'P08581')"
"('Q9UL46', 'P48556')"
"('P45983', 'P29508')"
"('O00303', 'P41567')"
"('Q96AJ9', 'O14662')"
"('Q7Z3J3', 'P63165')"
"('Q8WZ42', 'O75147')"
"('Q14164', 'Q9BRT2')"
"('Q8WY64', 'P18146')"
"('O14818', 'P25789')"
"('Q13573', 'P08238')"
"('P10599', 'P08047')"
"('P29353', 'P16144')"
"('Q96RU7', 'Q15047')"
"('P18146', 'P02533')"
"('P22694', 'Q99941')"
"('P50613', 'P51948')"
"('P31749', 'Q13322')"
"('P41235', 'O76070')"
"('Q14164', 'Q9Y3A5')"
"('P35637', 'P52272')"
"('P40763', 'P01106')"
"('O43927', 'P51684')"
"('Q9BRK4', 'Q9BQY4')"
"('Q08379', 'O14639')"
"('P54252', 'Q9UMX0')"
"('P14923', 'Q99623')"
"('P53708', 'Q9HBI0')"
"('P31947', 'P27348')"
"('P08047', 'P00519')"
"('Q05655', 'Q14289')"
"('Q9Y6I3', 'P17948')"
"('Q9H0D6', 'O95396')"
"('P19793', 'Q9BZL6')"
"('Q8NCM8', 'Q96NA2')"
"('Q15303', 'Q15700')"
"('P21333', 'Q9Y6K5')"
"('Q13233', 'Q96P11')"
"('P0C0S8', 'Q9UQL6')"
"('Q13526', 'P29353')"
"('Q12913', 'O15530')"
"('Q9Y4K3', 'P37173')"
"('P51813', 'P46108')"
"('Q9UJX2', 'Q8NHZ8')"
"('O43809', 'P40337')"
"('Q13315', 'Q92560')"
"('Q9H171', 'P56545')"
"('O60260', 'P18206')"
"('P61160', 'P62993')"
"('Q7Z406', 'O14950')"
"('O60894', 'Q5JWF2')"
"('Q9UHI6', 'Q9NX70')"
"('O95467', 'Q9UF11')"
"('P08648', 'P29279')"
"('Q02763', 'Q8NFZ5')"
"('P12931', 'P23743')"
"('P16220', 'Q13627')"
"('P55212', 'Q14457')"
"('Q9UBD5', 'Q9Y619')"
"('P27930', 'Q9NPH3')"
"('P52435', 'P19388')"
"('P61077', 'Q8ND25')"
"('P50150', 'Q9UBY5')"
"('Q9Y6Q6', 'P42680')"
"('Q6UB35', 'P49662')"
"('P63104', 'P55851')"
"('P17987', 'P20333')"
"('Q02556', 'Q92793')"
"('Q86X27', 'P61981')"
"('Q96LA8', 'P03372')"
"('P10809', 'P08107')"
"('P08138', 'Q15147')"
"('P49759', 'Q07955')"
"('O43914', 'O00241')"
"('P06241', 'Q9UJV9')"
"('P61513', 'P62917')"
"('Q13573', 'Q13435')"
"('P06401', 'Q9H467')"
"('Q08211', 'P17844')"
"('Q15428', 'O75554')"
"('Q08211', 'Q01130')"
"('Q96E52', 'P49716')"
"('P49841', 'Q9Y297')"
"('P46459', 'P42262')"
"('Q13573', 'P35268')"
"('P21579', 'Q8IUH5')"
"('Q14974', 'Q14696')"
"('P63104', 'Q15287')"
"('P05455', 'Q99558')"
"('Q99519', 'O00206')"
"('A7KAX9', 'P60953')"
"('Q06455', 'O00231')"
"('O60762', 'O94777')"
"('Q9Y2X7', 'Q99728')"
"('P01100', 'P19784')"
"('P62993', 'O00401')"
"('Q13255', 'P48995')"
"('Q13535', 'O15355')"
"('Q5UIP0', 'P18847')"
"('Q09472', 'P51692')"
"('P23763', 'Q9P0L0')"
"('P01106', 'P49757')"
"('P63104', 'O60488')"
"('P63151', 'Q9UPR3')"
"('P04141', 'Q14627')"
"('P08670', 'Q15047')"
"('Q9Y6K9', 'P58107')"
"('P29460', 'P48551')"
"('Q13153', 'P04839')"
"('P13805', 'Q8WU90')"
"('O75937', 'P26599')"
"('P16401', 'P45973')"
"('Q9BPX7', 'P54257')"
"('P11362', 'P10144')"
"('Q13242', 'Q86U42')"
"('O95182', 'O75251')"
"('Q13368', 'Q8NC60')"
"('P00533', 'Q96B97')"
"('Q6W2J9', 'Q96FN4')"
"('P30519', 'Q15047')"
"('O60262', 'Q99677')"
"('P15880', 'Q13368')"
"('Q9GZS3', 'P61218')"
"('P15336', 'Q04206')"
"('Q16630', 'O94913')"
"('P46531', 'Q969H0')"
"('P03372', 'Q12778')"
"('P26442', 'P62837')"
"('O75955', 'P04278')"
"('P21127', 'Q9BTM9')"
"('Q15283', 'O14807')"
"('O75376', 'Q15326')"
"('Q02078', 'P56524')"
"('P42858', 'Q96CV9')"
"('Q99704', 'P29353')"
"('P07333', 'Q12824')"
"('P62258', 'Q92628')"
"('Q92608', 'P20963')"
"('Q9UL18', 'Q9UPY3')"
"('Q9H9G7', 'P49368')"
"('P63167', 'P01889')"
"('Q9Y4K3', 'Q9NQC3')"
"('P06748', 'P62258')"
"('P01133', 'P22455')"
"('Q13485', 'Q14653')"
"('P38646', 'Q6WCQ1')"
"('Q9NYQ7', 'P62993')"
"('P62314', 'Q08495')"
"('Q96HF1', 'O14905')"
"('Q96BK5', 'Q9NW61')"
"('Q9UBD5', 'Q9Y5N6')"
"('P62993', 'P16152')"
"('P33176', 'P40337')"
"('Q9BWH2', 'Q08116')"
"('P21796', 'P30480')"
"('Q9P2H0', 'Q9GZN7')"
"('Q12873', 'Q9Y383')"
"('P62330', 'Q13263')"
"('Q07666', 'Q8N3X1')"
"('O15131', 'Q9UI14')"
"('Q15572', 'Q9Y2S0')"
"('P42677', 'P62851')"
"('P27986', 'P62745')"
"('Q99877', 'P0C0S8')"
"('P17947', 'P09919')"
"('P01111', 'Q9NZL6')"
"('P04350', 'P51149')"
"('Q9Y6I3', 'P16234')"
"('Q16891', 'Q9H0I3')"
"('O00141', 'Q99759')"
"('Q08334', 'P29597')"
"('Q13470', 'P31947')"
"('Q71SY5', 'P49336')"
"('Q99836', 'P07437')"
"('Q10586', 'P43246')"
"('P55157', 'Q9NZQ3')"
"('Q01094', 'Q96T88')"
"('P54259', 'O14641')"
"('Q8IY81', 'Q9NY93')"
"('Q12933', 'O14763')"
"('P28482', 'Q99717')"
"('P30153', 'P51617')"
"('P22392', 'P33176')"
"('P62333', 'P49642')"
"('O95168', 'P03905')"
"('P01106', 'P51571')"
"('Q13315', 'Q8N5P1')"
"('P61201', 'P51843')"
"('P05023', 'P20333')"
"('P84022', 'Q8TEW0')"
"('O43439', 'O75081')"
"('Q969Z4', 'P18146')"
"('Q13490', 'Q13158')"
"('P11802', 'Q9P1U1')"
"('Q92793', 'P98177')"
"('Q01201', 'Q00610')"
"('O95999', 'Q9BWT7')"
"('Q8IVF5', 'P63000')"
"('Q9Y6X8', 'Q12805')"
"('P18077', 'P36578')"
"('O00214', 'P05556')"
"('P05129', 'P63096')"
"('P82932', 'Q9P2H0')"
"('Q96J02', 'P07333')"
"('Q9HC24', 'O15260')"
"('O60566', 'Q13257')"
"('P16234', 'P46109')"
"('Q92831', 'Q04206')"
"('P17612', 'Q16720')"
"('P01241', 'P99999')"
"('P32121', 'P58170')"
"('O15455', 'Q9Y3B3')"
"('Q9UJF2', 'P62070')"
"('Q8TDQ1', 'P29350')"
"('Q96Q05', 'Q9Y6K9')"
"('P28482', 'P0C869')"
"('Q96PU8', 'Q9NX55')"
"('P11142', 'P61106')"
"('Q92597', 'Q04726')"
"('P62910', 'O43586')"
"('P27348', 'Q9NWZ3')"
"('Q14031', 'O00339')"
"('Q9H0H5', 'Q13573')"
"('Q9H341', 'P38405')"
"('O95168', 'P03901')"
"('Q07890', 'P12830')"
"('P78537', 'P40425')"
"('P29353', 'P01111')"
"('P48443', 'P10826')"
"('P49841', 'Q7Z5J4')"
"('Q13490', 'P68036')"
"('P42166', 'P00519')"
"('Q7Z2E3', 'O43175')"
"('Q9UK08', 'O60503')"
"('Q03001', 'Q16659')"
"('Q8N257', 'Q969S8')"
"('P51003', 'Q15366')"
"('Q9P1W9', 'O95169')"
"('Q96CX2', 'P01889')"
"('P20020', 'P29474')"
"('Q15723', 'Q99459')"
"('Q9C040', 'P62256')"
"('P55773', 'P41597')"
"('P16150', 'P09382')"
"('Q9Y6K1', 'Q9UBC3')"
"('Q13555', 'O43306')"
"('O00255', 'Q04206')"
"('P63104', 'Q8N3V7')"
"('Q8TDY2', 'O75143')"
"('O15047', 'O60814')"
"('Q15759', 'P01100')"
"('Q86UA6', 'P19438')"
"('O75674', 'P49448')"
"('P29460', 'P15509')"
"('Q9Y3C5', 'P47897')"
"('P62879', 'O14775')"
"('P02747', 'P26022')"
"('Q9UET6', 'P07355')"
"('Q16566', 'Q13370')"
"('Q9Y4K3', 'Q9HAV5')"
"('O95388', 'P22309')"
"('Q9HCK5', 'Q9NQ39')"
"('P51679', 'A5YKK6')"
"('Q9HB96', 'O15360')"
"('Q00325', 'P62993')"
"('P20226', 'Q15543')"
"('Q0VDF9', 'Q9UBR2')"
"('P09455', 'Q09028')"
"('Q9HCS4', 'P24385')"
"('P46782', 'P62841')"
"('O60566', 'Q9UI95')"
"('Q99963', 'Q15052')"
"('P18146', 'Q14894')"
"('Q13546', 'P11142')"
"('Q14191', 'P09874')"
"('Q15554', 'Q96AP0')"
"('Q92793', 'O14920')"
"('P32121', 'Q8NGE0')"
"('P43405', 'P15311')"
"('Q8TEX9', 'Q9UKV8')"
"('P48436', 'P49747')"
"('Q13526', 'P30260')"
"('Q9UK08', 'O00459')"
"('P09497', 'P53680')"
"('Q9H0E2', 'Q15011')"
"('Q15831', 'P51784')"
"('Q13415', 'P33992')"
"('P49790', 'Q8NFH3')"
"('Q9NRI5', 'Q9UL68')"
"('P14923', 'Q9HCS4')"
"('Q9H2F5', 'P0C0S5')"
"('Q08999', 'P29590')"
"('P50991', 'O15264')"
"('P98160', 'P05067')"
"('P42574', 'Q13464')"
"('P47914', 'P62917')"
"('406986', 'Q9H3D4')"
"('P49023', 'P05106')"
"('P15248', 'P16471')"
"('O43347', 'Q5JQF8')"
"('Q8WUM4', 'P06241')"
"('Q9UIM3', 'Q13432')"
"('O14986', 'Q9BTU6')"
"('Q9NTG7', 'Q16795')"
"('P16220', 'Q9NQV8')"
"('P42566', 'P21860')"
"('P17861', 'P60900')"
"('Q01658', 'Q8IYH5')"
"('Q9UK73', 'P62877')"
"('P30480', 'O43169')"
"('Q9UQF2', 'Q9BY84')"
"('P17612', 'P10070')"
"('O43674', 'O75251')"
"('P16220', 'Q9NQ66')"
"('P63165', 'P25963')"
"('P45973', 'Q9NQS7')"
"('Q9Y478', 'P33176')"
"('Q96CF2', 'Q8WUM4')"
"('O60318', 'P63000')"
"('O76095', 'Q2QGD7')"
"('Q9UL18', 'Q9UKV8')"
"('P49716', 'Q14739')"
"('P61981', 'Q9BZ23')"
"('P35968', 'P16885')"
"('P61371', 'P25791')"
"('P04234', 'Q99759')"
"('O43513', 'P41235')"
"('P68133', 'Q9Y4A5')"
"('Q14194', 'Q9Y2M5')"
"('O75586', 'Q9NX70')"
"('P09471', 'O43306')"
"('P62333', 'O00487')"
"('Q9UKN7', 'Q12929')"
"('Q8N0Y3', 'P38405')"
"('Q8N6F1', 'P56748')"
"('P63104', 'P32927')"
"('Q9Y5R6', 'P18146')"
"('Q9Y2X8', 'Q8WWF5')"
"('P42336', 'P50570')"
"('P49407', 'P25025')"
"('P01876', 'P02647')"
"('P63244', 'P18084')"
"('Q8TDR0', 'Q8IY31')"
"('O14495', 'P41182')"
"('Q9GZU1', 'P14373')"
"('P31948', 'Q9Y572')"
"('P35222', 'P15692')"
"('P09693', 'P07766')"
"('Q15714', 'P53985')"
"('P60953', 'O95714')"
"('Q6R327', 'P62753')"
"('Q16576', 'P28749')"
"('P31689', 'Q13077')"
"('P43250', 'P46094')"
"('Q9NRI5', 'Q96S59')"
"('Q9NV70', 'Q03001')"
"('Q9C086', 'Q9Y230')"
"('Q8WXH5', 'P52333')"
"('P07910', 'Q15834')"
"('P61073', 'Q15853')"
"('Q15046', 'P00441')"
"('P01008', 'P12544')"
"('P56705', 'Q9NPG1')"
"('P12004', 'Q9NW38')"
"('O60895', 'Q5JWF2')"
"('Q5UIP0', 'Q96E14')"
"('Q01130', 'Q14683')"
"('P63096', 'P09769')"
"('P32121', 'Q8NH64')"
"('Q16891', 'P48643')"
"('Q9GZS3', 'Q9HCE7')"
"('Q9H6Z9', 'Q16665')"
"('O76041', 'Q15942')"
"('P08833', 'P04150')"
"('Q9NZT1', 'Q14028')"
"('P40429', 'P61313')"
"('Q6P158', 'Q9NX58')"
"('Q13315', 'A6H8Y1')"
"('P62805', 'P14635')"
"('O60262', 'Q16539')"
"('O14964', 'Q9NRR5')"
"('Q96PX6', 'Q93045')"
"('P01579', 'Q5VWK5')"
"('P05090', 'P0CAP2')"
"('P82933', 'P54257')"
"('Q12988', 'P39687')"
"('O94855', 'Q15436')"
"('O60551', 'P10415')"
"('P23396', 'Q92597')"
"('Q9UBN6', 'P12268')"
"('Q6PI98', 'Q9Y265')"
"('P48730', 'P08151')"
"('Q07889', 'O00459')"
"('P18146', 'O00257')"
"('O95819', 'Q5JTH9')"
"('P14625', 'P12956')"
"('Q8TBB1', 'Q9H832')"
"('Q06609', 'Q9UI08')"
"('O15344', 'Q96B02')"
"('O75369', 'P06756')"
"('P60866', 'Q15843')"
"('Q92915', 'P22607')"
"('Q5VTD9', 'Q6ZW76')"
"('Q9ULU8', 'Q9Y383')"
"('P78527', 'Q96R06')"
"('O95715', 'P51686')"
"('P62310', 'Q9BVJ6')"
"('O43251', 'Q9BQY4')"
"('Q9NX14', 'O15239')"
"('Q92466', 'Q9HAW4')"
"('O75807', 'P36897')"
"('Q9UBS5', 'P16333')"
"('Q9UGJ0', 'P04035')"
"('O60675', 'P17275')"
"('P51817', 'P52945')"
"('P21815', 'P18564')"
"('P62136', 'P11802')"
"('O15111', 'P04637')"
"('Q9BUH8', 'P28749')"
"('Q9Y3C5', 'Q13137')"
"('Q9HAV0', 'P40145')"
"('P05114', 'Q92831')"
"('P05107', 'Q14289')"
"('P59998', 'O00401')"
"('P57678', 'P01106')"
"('Q92900', 'P67870')"
"('P28074', 'Q15008')"
"('P61981', 'Q14525')"
"('Q9NRR5', 'Q13432')"
"('O95433', 'P56537')"
"('O14561', 'P03915')"
"('Q15717', 'P26599')"
"('O14920', 'Q00839')"
"('Q9HD15', 'Q92769')"
"('P07355', 'Q9Y6R4')"
"('P41220', 'P10074')"
"('P56545', 'O43623')"
"('Q9C0J8', 'Q9UKF6')"
"('Q9NY65', 'P04350')"
"('Q8WUK0', 'Q16659')"
"('P04083', 'Q13432')"
"('Q8IU81', 'Q8WYK2')"
"('Q9Y2S0', 'Q15572')"
"('Q16778', 'Q9BTM1')"
"('Q969Q1', 'O15273')"
"('P21246', 'Q6IB77')"
"('P08123', 'P50281')"
"('Q9NS23', 'Q9UER7')"
"('P50851', 'P06241')"
"('P12980', 'Q8WXW3')"
"('P78423', 'P32302')"
"('Q12824', 'P51531')"
"('P63244', 'P23396')"
"('P01106', 'Q13571')"
"('Q9GZS3', 'P19388')"
"('Q9UI08', 'P06241')"
"('Q9H1I8', 'Q9BWH2')"
"('P32121', 'Q8NGG7')"
"('P60953', 'Q9NQU5')"
"('Q9Y297', 'P19838')"
"('Q13526', 'P05412')"
"('Q96EP1', 'O60885')"
"('P35579', 'Q02045')"
"('O00459', 'P42345')"
"('O60674', 'P78324')"
"('P30480', 'P06748')"
"('P05109', 'Q9H0B6')"
"('Q13555', 'Q13698')"
"('P40337', 'P35244')"
"('O15357', 'Q8IZP0')"
"('P37173', 'P05106')"
"('Q02833', 'Q92574')"
"('Q9P2K9', 'P04745')"
"('P25490', 'Q96EZ8')"
"('Q8IX12', 'Q14683')"
"('P62987', 'Q86WV6')"
"('P19338', 'P35579')"
"('Q8NFZ5', 'Q00653')"
"('Q8WZ42', 'Q99684')"
"('Q96F24', 'Q9H3G5')"
"('O43526', 'O43525')"
"('P28070', 'O14818')"
"('P01889', 'Q96AH8')"
"('P62244', 'Q9UKV8')"
"('Q02156', 'O60733')"
"('Q8IZC6', 'Q9UKX5')"
"('Q9BX66', 'P50570')"
"('Q99962', 'P10721')"
"('P28566', 'P04899')"
"('P68036', 'Q9ULV8')"
"('Q16637', 'O94805')"
"('P06241', 'P16671')"
"('Q7Z6L1', 'Q8WVT3')"
"('P46776', 'P62917')"
"('P01106', 'Q86UD0')"
"('O60861', 'Q7L576')"
"('P35573', 'P84022')"
"('O75899', 'P46459')"
"('P63211', 'O00459')"
"('Q3KQU3', 'Q96AW1')"
"('O60762', 'Q9Y5V3')"
"('Q6DKK2', 'Q86YV9')"
"('Q13485', 'Q93008')"
"('P62424', 'Q13573')"
"('P01588', 'Q9UIK4')"
"('Q04917', 'P04049')"
"('A8K6C2', 'Q8IU57')"
"('Q13885', 'P61601')"
"('P29033', 'P08034')"
"('O75461', 'Q96B01')"
"('Q96EB6', 'Q14469')"
"('Q14164', 'Q9H329')"
"('Q96E40', 'P49903')"
"('Q16778', 'O95819')"
"('Q92878', 'O60934')"
"('P62851', 'P62081')"
"('Q13137', 'Q96S44')"
"('O43913', 'O00311')"
"('P63244', 'P78396')"
"('Q96ID5', 'P09466')"
"('P55210', 'P18146')"
"('P62987', 'Q15034')"
"('P14778', 'P19838')"
"('Q8TCG1', 'Q9UQF2')"
"('Q13402', 'Q96QU1')"
"('Q01844', 'Q9UHX1')"
"('P61218', 'A0JLT2')"
"('P04406', 'Q6P1J9')"
"('Q6UY14', 'Q9ULA0')"
"('P40763', 'O15379')"
"('Q13573', 'P46100')"
"('P19438', 'Q8WXG6')"
"('Q12857', 'P05121')"
"('P61956', 'Q9BXP5')"
"('P07858', 'P17980')"
"('P46459', 'Q05209')"
"('P01106', 'P43243')"
"('Q92830', 'Q9Y6Q9')"
"('P10301', 'Q7Z569')"
"('O60318', 'Q9H5J8')"
"('Q01831', 'Q96KM6')"
"('P07711', 'Q6UXH1')"
"('P62736', 'P22681')"
"('P22223', 'P18146')"
"('P47992', 'P61073')"
"('P11171', 'Q15907')"
"('O75365', 'O15260')"
"('P02708', 'Q02556')"
"('P30559', 'O60840')"
"('442891', 'P25054')"
"('P62745', 'P22392')"
"('O14519', 'P01876')"
"('Q66LE6', 'P48643')"
"('Q99683', 'P45984')"
"('Q38SD2', 'O96013')"
"('Q5T764', 'P60228')"
"('O94762', 'Q92878')"
"('P49768', 'Q16623')"
"('P27635', 'P83881')"
"('P62249', 'P62851')"
"('P16220', 'Q92831')"
"('P62330', 'P01889')"
"('P04899', 'Q9NQ66')"
"('P15391', 'O00459')"
"('P16220', 'O43174')"
"('Q14209', 'Q14186')"
"('P22607', 'O95208')"
"('P62736', 'P48643')"
"('Q09472', 'Q9Y6Q9')"
"('O14647', 'P63165')"
"('Q9BSF8', 'Q16543')"
"('Q96HD1', 'P56134')"
"('O43147', 'Q12905')"
"('Q8IWT3', 'P12931')"
"('Q92985', 'Q09472')"
"('P20248', 'P06400')"
"('Q6ZUM4', 'O00212')"
"('P42704', 'P11171')"
"('Q9UKY1', 'O00231')"
"('Q08345', 'Q96DI7')"
"('Q00722', 'Q9BYG4')"
"('Q09472', 'P01375')"
"('Q16363', 'Q13432')"
"('Q99879', 'Q8WUI4')"
"('Q03135', 'P10275')"
"('P61927', 'P18621')"
"('O60739', 'Q8TEW0')"
"('P13498', 'Q9HBY0')"
"('Q9Y4I1', 'P51159')"
"('Q01130', 'Q08170')"
"('Q9UFF9', 'P62324')"
"('O43927', 'P51677')"
"('Q07890', 'Q9BPX5')"
"('Q6SJ96', 'P11831')"
"('P04637', 'Q9BUZ4')"
"('Q9HC24', 'P58511')"
"('Q9ULL8', 'P60709')"
"('Q9NRI5', 'Q70YC4')"
"('P60953', 'P19878')"
"('P29353', 'Q9NPF4')"
"('P62277', 'P15880')"
"('P60520', 'O95352')"
"('Q9BV40', 'Q9H307')"
"('Q8NBZ0', 'Q9H9F9')"
"('P17252', 'O43889')"
"('Q15185', 'Q9HBG4')"
"('O15304', 'P98170')"
"('Q9Y5X1', 'P42768')"
"('O43187', 'Q13148')"
"('Q6PKG0', 'P63104')"
"('P42229', 'P10914')"
"('Q99877', 'Q9P287')"
"('Q9UHD0', 'Q969J5')"
"('P11182', 'P20333')"
"('P13232', 'P48357')"
"('P13798', 'P53990')"
"('Q08945', 'P33991')"
"('P22888', 'P30679')"
"('Q15544', 'P20226')"
"('P08575', 'P42768')"
"('Q96H20', 'Q9GZT8')"
"('Q96DB2', 'Q6FI13')"
"('P35568', 'Q8WYR1')"
"('P37023', 'P84022')"
"('P09919', 'P18146')"
"('Q00005', 'Q13263')"
"('P78527', 'P27695')"
"('P29353', 'P46109')"
"('O95376', 'Q96LR5')"
"('P52434', 'P52435')"
"('P04264', 'P01857')"
"('P32969', 'P49207')"
"('Q00403', 'P01574')"
"('Q96F07', 'P55160')"
"('P62888', 'P35268')"
"('P08575', 'P48357')"
"('P46781', 'P62273')"
"('P05106', 'P02679')"
"('P49407', 'Q8WTQ7')"
"('P29762', 'Q13595')"
"('P33176', 'O75815')"
"('P16234', 'O00329')"
"('O14920', 'P19525')"
"('Q8TD86', 'P06737')"
"('Q9Y644', 'Q04721')"
"('Q92597', 'P52597')"
"('P14778', 'P18146')"
"('P51398', 'Q15788')"
"('P50151', 'O14827')"
"('O75925', 'P63165')"
"('Q8IUX4', 'Q15306')"
"('Q9UBS5', 'Q9H2G2')"
"('Q96HC4', 'P23396')"
"('Q9Y239', 'P19838')"
"('O75529', 'Q9H0E3')"
"('P01243', 'P14923')"
"('Q13627', 'P31946')"
"('P09429', 'P00750')"
"('P46109', 'Q92918')"
"('P62854', 'P98175')"
"('Q13084', 'Q14197')"
"('Q9H492', 'Q14677')"
"('O95751', 'Q96GM5')"
"('Q92633', 'P50151')"
"('Q9UHX1', 'P51991')"
"('P60568', 'P17181')"
"('Q93009', 'Q9NRD5')"
"('Q15382', 'P04406')"
"('P17542', 'Q01196')"
"('P18146', 'P49407')"
"('P28749', 'Q9Y605')"
"('Q15173', 'Q86US8')"
"('Q8WX93', 'P12931')"
"('Q9UKE5', 'P35222')"
"('P17544', 'P18848')"
"('Q12788', 'Q9BTM9')"
"('Q92731', 'P01100')"
"('Q01101', 'P07437')"
"('P30154', 'Q9NWZ3')"
"('Q8IUD6', 'O95786')"
"('P05067', 'P17538')"
"('O95831', 'Q92956')"
"('P26641', 'Q15046')"
"('Q9BQD3', 'Q8N5R6')"
"('P04637', 'Q07820')"
"('P52597', 'Q01081')"
"('P56524', 'O60814')"
"('P05204', 'P62993')"
"('P28074', 'Q9Y4K3')"
"('Q04864', 'P51003')"
"('Q9GZR1', 'P20333')"
"('P83881', 'P62888')"
"('P38159', 'Q14011')"
"('P31946', 'P78362')"
"('P01308', 'Q15418')"
"('Q15424', 'P61978')"
"('Q14894', 'Q16543')"
"('P04183', 'O14576')"
"('Q13813', 'P10144')"
"('Q9HBE4', 'P78552')"
"('O95999', 'Q9Y6K9')"
"('P01106', 'Q2KHR3')"
"('Q8IX12', 'Q08170')"
"('Q12962', 'Q8WTS6')"
"('P30086', 'P11171')"
"('P39687', 'P52294')"
"('P08238', 'Q13464')"
"('Q99963', 'P18077')"
"('O75159', 'P48357')"
"('Q15750', 'Q86SQ4')"
"('Q9P2X0', 'O94777')"
"('P62873', 'Q9NRI5')"
"('Q13873', 'O15264')"
"('P32121', 'Q6IEU7')"
"('P28482', 'P17655')"
"('Q9BRT8', 'P53582')"
"('P25116', 'O14775')"
"('Q13595', 'P61981')"
"('Q8NF91', 'P25054')"
"('Q9Y4K3', 'P48147')"
"('Q9BWD1', 'O95467')"
"('P61952', 'P48544')"
"('Q9UBY5', 'P62879')"
"('Q9BQD3', 'Q9GZQ8')"
"('Q13315', 'O95425')"
"('O75674', 'P00533')"
"('P00533', 'Q14974')"
"('P55795', 'Q6P2Q9')"
"('Q8IY92', 'Q9NZT1')"
"('Q12851', 'P22626')"
"('Q9BSB4', 'O75143')"
"('Q9P2I0', 'Q9NP77')"
"('406888', 'P01112')"
"('P35372', 'Q9P2W3')"
"('P84022', 'P05108')"
"('Q13490', 'Q96B02')"
"('Q92664', 'Q86YS3')"
"('Q16625', 'Q13485')"
"('P42224', 'P33076')"
"('P68104', 'P62328')"
"('P43657', 'O14610')"
"('P61244', 'P21675')"
"('Q9ULV8', 'Q9NR46')"
"('P08631', 'Q92835')"
"('P11171', 'P43487')"
"('Q9GZP0', 'P07333')"
"('P53992', 'Q15437')"
"('P15822', 'P62820')"
"('Q9Y2Z0', 'Q96HA7')"
"('Q9P2R6', 'O95967')"
"('P61077', 'P38398')"
"('P40337', 'P78396')"
"('P21980', 'O00629')"
"('P01857', 'Q8WZ42')"
"('Q13535', 'P43243')"
"('P52565', 'P45973')"
"('Q9NRJ3', 'P46092')"
"('Q14790', 'Q86UA6')"
"('Q14164', 'P13797')"
"('P61006', 'Q01968')"
"('Q96S59', 'Q9Y478')"
"('O75529', 'O75478')"
"('P51948', 'P13631')"
"('Q9NRL3', 'Q6T4P5')"
"('P30305', 'P31947')"
"('Q9UBU8', 'P78527')"
"('P49763', 'P09619')"
"('P46940', 'P00533')"
"('Q04206', 'O00255')"
"('O75400', 'P63279')"
"('Q8IZI9', 'P42702')"
"('O15379', 'P50402')"
"('Q99567', 'Q92621')"
"('P54274', 'O95271')"
"('Q08211', 'Q07666')"
"('P62269', 'P42677')"
"('Q15291', 'Q9Y5Z7')"
"('P02511', 'P24385')"
"('Q02763', 'P23467')"
"('Q15910', 'Q9UBS4')"
"('Q9HCE7', 'Q8WVD5')"
"('O75143', 'Q9UHD2')"
"('Q16576', 'O15379')"
