negatives
"('P07355', 'O75815')"
"('Q9BY27', 'Q7Z6G3')"
"('P35568', 'P48357')"
"('Q9NVI1', 'Q15714')"
"('Q9NRA8', 'Q15797')"
"('Q96RA2', 'P38405')"
"('Q9NSB2', 'Q9BQ83')"
"('P56748', 'O00501')"
"('Q15645', 'Q8TBB1')"
"('P09874', 'Q13315')"
"('P11215', 'Q14773')"
"('Q13148', 'Q9BTT4')"
"('P51665', 'Q9UNM6')"
"('O75928', 'Q92731')"
"('P16401', 'Q16777')"
"('Q13573', 'Q8WX92')"
"('Q92569', 'P60953')"
"('P07333', 'Q9Y371')"
"('Q9Y4K3', 'P22681')"
"('P24864', 'Q13042')"
"('P31947', 'P68400')"
"('Q99436', 'P20618')"
"('Q16288', 'Q6S5L8')"
"('Q13362', 'P54289')"
"('P12004', 'P67809')"
"('P62847', 'P62249')"
"('P46776', 'P40429')"
"('P40337', 'Q96AG4')"
"('Q9NUQ8', 'Q9BW71')"
"('O43390', 'P16104')"
"('Q6FHJ7', 'Q9H1J5')"
"('Q96T88', 'Q9UBC3')"
"('P31749', 'O43521')"
"('O60701', 'P62993')"
"('Q14566', 'O95696')"
"('P55795', 'Q01081')"
"('Q14204', 'P60520')"
"('Q13315', 'Q6UX07')"
"('Q9UPQ9', 'Q9UL18')"
"('P34947', 'P32248')"
"('P61586', 'P63000')"
"('P22392', 'P25787')"
"('P49716', 'Q71DI3')"
"('Q9NRF9', 'P61421')"
"('O14513', 'P16333')"
"('Q13164', 'Q15418')"
"('P00734', 'O00254')"
"('P18206', 'P16581')"
"('P52565', 'P46952')"
"('Q9UNM6', 'P17980')"
"('P08151', 'Q9UMX1')"
"('Q92585', 'Q09472')"
"('Q9BZ23', 'P27348')"
"('Q9UFF9', 'Q8WYP3')"
"('Q96T58', 'Q99459')"
"('P56282', 'Q04724')"
"('P61970', 'Q9Y383')"
"('Q13432', 'P05091')"
"('Q9HB90', 'Q8N122')"
"('Q9UNL4', 'Q04206')"
"('Q9UH62', 'P56645')"
"('P15927', 'Q9NWQ8')"
"('Q7Z5K2', 'Q8WVM7')"
"('Q96RT1', 'P84022')"
"('P35609', 'P29474')"
"('P32238', 'P30679')"
"('Q9NRX1', 'P24593')"
"('Q8TEY5', 'P53567')"
"('Q9NRR5', 'P04843')"
"('O75578', 'P08648')"
"('P49441', 'P18858')"
"('407026', 'P60953')"
"('Q96HE7', 'Q8NBS9')"
"('Q2MKA7', 'Q96MU8')"
"('P51681', 'P78560')"
"('Q8WY91', 'Q16186')"
"('Q5EE01', 'P12980')"
"('P42768', 'P23467')"
"('P34947', 'P25024')"
"('P19474', 'Q14653')"
"('O95872', 'Q8TCT9')"
"('P62888', 'Q07020')"
"('O95750', 'P16234')"
"('P08100', 'A8MTJ3')"
"('P35637', 'P56537')"
"('Q99729', 'Q13573')"
"('Q13485', 'Q9Y6X2')"
"('O75038', 'Q16513')"
"('P30450', 'P43632')"
"('Q9UKE5', 'Q03001')"
"('O60583', 'O94992')"
"('Q7L5N1', 'P61313')"
"('Q9UKV0', 'Q8WUI4')"
"('Q9UL42', 'P62993')"
"('Q7Z591', 'P25942')"
"('Q53QZ3', 'Q8IXI1')"
"('Q92945', 'P31749')"
"('O60343', 'Q9NR30')"
"('O14656', 'P16104')"
"('Q9P035', 'Q92747')"
"('P02675', 'P38936')"
"('P56945', 'Q9H270')"
"('P62837', 'Q96PM5')"
"('Q08881', 'Q13485')"
"('P29033', 'O75712')"
"('Q9NZ52', 'P84077')"
"('Q8WTT0', 'P15884')"
"('P18146', 'Q01629')"
"('Q7L2H7', 'Q01780')"
"('O75643', 'Q96KG7')"
"('Q03014', 'P18146')"
"('Q15910', 'P35221')"
"('P41743', 'P12931')"
"('P52630', 'Q13547')"
"('Q13094', 'O75791')"
"('P38936', 'Q15834')"
"('P36888', 'P40763')"
"('Q92882', 'P05452')"
"('Q9H6S3', 'Q99459')"
"('Q12873', 'O75400')"
"('P07437', 'O95819')"
"('Q8NGC7', 'P38405')"
"('P30530', 'O14543')"
"('P04350', 'P02787')"
"('P35626', 'Q6IEU7')"
"('Q13315', 'P18846')"
"('Q6ZN44', 'P43146')"
"('P56705', 'Q14332')"
"('P12931', 'P15153')"
"('P63211', 'P48051')"
"('Q14573', 'Q86YM7')"
"('Q13573', 'Q9NR30')"
"('P46937', 'P27348')"
"('P46109', 'Q14185')"
"('O15047', 'P24864')"
"('P54725', 'Q96S82')"
"('Q01094', 'Q75NE6')"
"('P52434', 'O95602')"
"('Q9Y6R4', 'P63104')"
"('Q02543', 'P46934')"
"('Q9GZS3', 'Q8N7H5')"
"('Q8NFZ5', 'Q15831')"
"('P04080', 'P18146')"
"('Q9Y676', 'Q9UBC1')"
"('Q9BQI3', 'P05198')"
"('Q8N5C8', 'O15264')"
"('P13612', 'Q08043')"
"('Q12933', 'O14836')"
"('O60291', 'P51965')"
"('693210', 'Q16288')"
"('P34932', 'Q9H816')"
"('Q96EW2', 'P21246')"
"('P63096', 'Q8NFM4')"
"('P04637', 'P26358')"
"('P05231', 'P17181')"
"('O95347', 'Q9NTJ3')"
"('P62424', 'P62945')"
"('Q13315', 'Q9UIG0')"
"('P52735', 'O15524')"
"('P11802', 'P24864')"
"('Q9UM73', 'P60709')"
"('Q9NX58', 'P62750')"
"('Q9BTT4', 'O60244')"
"('P62993', 'O14974')"
"('P10144', 'O95155')"
"('Q9H334', 'P10275')"
"('Q93034', 'Q9Y576')"
"('P84022', 'Q7LFL8')"
"('P21266', 'P01889')"
"('Q9P2S5', 'P35749')"
"('P30480', 'P00403')"
"('Q13485', 'P51153')"
"('Q9BY41', 'Q71UI9')"
"('P30153', 'P56537')"
"('O75376', 'Q92769')"
"('P41235', 'Q09472')"
"('P19438', 'P07900')"
"('Q9NUG6', 'Q9NPB6')"
"('O60568', 'Q96KQ7')"
"('Q9BUZ4', 'Q9Y5V3')"
"('Q9BX63', 'P38398')"
"('Q9Y253', 'P40692')"
"('Q00987', 'P68104')"
"('Q14703', 'Q92956')"
"('P00533', 'Q9UKG1')"
"('Q92922', 'O96019')"
"('P18146', 'Q9BXJ5')"
"('Q9UHD2', 'P52272')"
"('P67809', 'O95819')"
"('Q04724', 'O00231')"
"('Q16787', 'P56199')"
"('Q9H1J5', 'Q9ULV1')"
"('P62263', 'P62266')"
"('Q9HAV4', 'P78396')"
"('P31274', 'Q8IY92')"
"('P35968', 'Q6S5L8')"
"('P62745', 'Q9P286')"
"('P68032', 'P07951')"
"('P53420', 'P08648')"
"('Q9Y2H1', 'P31946')"
"('Q96NA2', 'P68366')"
"('P82932', 'Q14197')"
"('P09919', 'P42701')"
"('Q9Y4D1', 'P07737')"
"('Q9NQB0', 'Q8N2W9')"
"('O00463', 'Q15326')"
"('Q16637', 'Q9UPQ3')"
"('Q9Y3U8', 'P83731')"
"('P37023', 'P55055')"
"('P25208', 'P23511')"
"('P06899', 'Q9UQL6')"
"('Q05397', 'P16581')"
"('Q9NYF0', 'O14640')"
"('P03891', 'O14561')"
"('Q8IY92', 'P48594')"
"('P01579', 'Q99650')"
"('P05787', 'P08729')"
"('O60496', 'Q9NVP2')"
"('Q9GZT8', 'O15131')"
"('406979', 'P03372')"
"('O60262', 'Q00722')"
"('P55795', 'Q9BRX9')"
"('693123', 'Q00534')"
"('P19419', 'Q99814')"
"('Q15047', 'Q9H0E2')"
"('O43353', 'P04049')"
"('P47756', 'P16871')"
"('A6NMZ7', 'Q9UKX5')"
"('P10275', 'Q03135')"
"('P19525', 'Q96CT7')"
"('P46459', 'Q9HC98')"
"('Q99459', 'P35249')"
"('Q9NZT1', 'P11217')"
"('P19438', 'P12931')"
"('P01243', 'P25788')"
"('O00221', 'P28066')"
"('Q08170', 'P55795')"
"('O75165', 'Q9H1K0')"
"('P36578', 'P62945')"
"('P20809', 'Q13261')"
"('P21964', 'Q15645')"
"('P62424', 'Q9UKV8')"
"('Q15819', 'P50876')"
"('O43542', 'P62195')"
"('Q13315', 'Q14151')"
"('O14745', 'P46937')"
"('Q96P70', 'Q13573')"
"('Q9HAW4', 'P38398')"
"('Q8N392', 'Q07889')"
"('Q9BXL5', 'P17480')"
"('P08047', 'Q5U623')"
"('Q9NYV4', 'O75400')"
"('Q9UBS5', 'P62873')"
"('Q9BZW7', 'Q13748')"
"('P12034', 'P35916')"
"('P60228', 'P05198')"
"('O75947', 'Q08AD1')"
"('O75494', 'P62995')"
"('O00291', 'Q16659')"
"('P03901', 'O95872')"
"('Q13683', 'Q14315')"
"('P01375', 'P45983')"
"('O95180', 'Q12791')"
"('P62891', 'Q07021')"
"('P30460', 'P30504')"
"('P48431', 'Q9H9S0')"
"('P13569', 'Q13200')"
"('Q9UQC2', 'P43403')"
"('P12004', 'P24941')"
"('P43005', 'O75915')"
"('Q5VTR2', 'O00507')"
"('Q13885', 'P50453')"
"('P19174', 'O95886')"
"('P06756', 'P60709')"
"('P01106', 'P14316')"
"('P84996', 'Q96PN6')"
"('Q8NF50', 'Q8IXI1')"
"('P51813', 'Q03135')"
"('Q52LR7', 'O96019')"
"('B1A4H9', 'P24394')"
"('P40425', 'P40424')"
"('Q12778', 'O15123')"
"('P62979', 'Q29983')"
"('O14936', 'P18827')"
"('Q9UM73', 'P57075')"
"('Q14686', 'P10276')"
"('O95197', 'Q9Y5P4')"
"('Q9P267', 'P25054')"
"('O94826', 'P07900')"
"('P41227', 'Q15047')"
"('P25963', 'P11142')"
"('Q12983', 'Q07817')"
"('Q9Y383', 'P21673')"
"('P30305', 'P31946')"
"('Q6PEY2', 'Q14204')"
"('P63261', 'Q13796')"
"('Q9ULH1', 'Q9UNF0')"
"('P55773', 'P41597')"
"('P09471', 'P40145')"
"('P06576', 'P25705')"
"('Q15029', 'P11387')"
"('Q9NYY3', 'Q13368')"
"('P35610', 'P27824')"
"('Q9C0D9', 'Q01844')"
"('Q9NWM8', 'P49841')"
"('O14975', 'P63104')"
"('P67775', 'Q96Q15')"
"('P11802', 'O43463')"
"('Q9Y572', 'Q9UHB6')"
"('Q9Y4K3', 'P62280')"
"('Q96BP2', 'Q14197')"
"('O75438', 'P03886')"
"('P31749', 'P23769')"
"('O43318', 'Q9UL54')"
"('P78324', 'P16471')"
"('Q14191', 'P43351')"
"('Q14525', 'Q12834')"
"('Q9BX63', 'P54278')"
"('O43719', 'P14678')"
"('P48039', 'Q96AG4')"
"('Q15942', 'O76041')"
"('P61981', 'Q12802')"
"('Q13573', 'Q8IZL8')"
"('Q13315', 'Q9Y6E0')"
"('P42166', 'Q93009')"
"('Q16539', 'P67775')"
"('Q9NQB0', 'Q02535')"
"('P43250', 'P49238')"
"('P54619', 'O95822')"
"('Q15172', 'Q13522')"
"('P14867', 'P46459')"
"('O75044', 'Q96L33')"
"('P02751', 'Q05397')"
"('P35527', 'P01857')"
"('Q13573', 'Q16513')"
"('O95989', 'O94806')"
"('P48444', 'Q9Y5J5')"
"('Q13526', 'O95741')"
"('P62829', 'P18124')"
"('P01570', 'P16871')"
"('Q9Y248', 'Q9BVW5')"
"('Q86XI6', 'P27482')"
"('Q16548', 'Q07812')"
"('P61086', 'P42858')"
"('P21673', 'Q9BQ70')"
"('O00255', 'Q13547')"
"('P35626', 'Q6IEZ7')"
"('Q9Y4G2', 'Q9Y3A3')"
"('O15239', 'O43677')"
"('Q8NFH5', 'P78406')"
"('P62136', 'Q9BUA6')"
"('Q13347', 'P62330')"
"('O95208', 'P42566')"
"('Q9NV70', 'Q5KU26')"
"('Q8N122', 'P55884')"
"('Q93052', 'Q149N8')"
"('P33316', 'P37231')"
"('P49715', 'Q9NR96')"
"('P08709', 'P13726')"
"('P31751', 'P29474')"
"('P82933', 'Q14197')"
"('P49841', 'Q13469')"
"('P38398', 'P24522')"
"('P16144', 'P51636')"
"('Q13426', 'Q7Z2E3')"
"('Q8IZI9', 'Q01344')"
"('Q9UKV8', 'Q02878')"
"('P31930', 'P62306')"
"('P04350', 'Q01201')"
"('Q15717', 'P11387')"
"('P63165', 'O43290')"
"('P23368', 'P31939')"
"('Q9Y6K9', 'P27824')"
"('P13693', 'Q15714')"
"('Q05519', 'O43390')"
"('Q8N5R6', 'O14641')"
"('O43353', 'Q13077')"
"('O60729', 'Q9NYG5')"
"('Q13444', 'P62993')"
"('P61604', 'Q92956')"
"('P24928', 'Q96H20')"
"('P15170', 'P11940')"
"('P0C0S8', 'P62807')"
"('P54257', 'P52943')"
"('Q9UM73', 'Q9Y4K3')"
"('Q96CB9', 'P43364')"
"('Q01094', 'P42773')"
"('O14544', 'O60674')"
"('P09471', 'P45984')"
"('P25940', 'P56199')"
"('Q14103', 'Q8IYB3')"
"('P27348', 'P25963')"
"('Q9H773', 'Q9GZT8')"
"('Q04864', 'Q8WV28')"
"('O60353', 'P09471')"
"('P12110', 'P16070')"
"('P12931', 'Q15118')"
"('P15692', 'P49763')"
"('Q13535', 'P38398')"
"('P10398', 'P67870')"
"('Q16594', 'Q9UPT9')"
"('O15392', 'O14980')"
"('Q9NRG4', 'Q96DG6')"
"('P63096', 'P12931')"
"('Q99755', 'P42680')"
"('Q9BY76', 'P59998')"
"('Q13315', 'P43246')"
"('Q01201', 'Q13309')"
"('Q00653', 'Q13547')"
"('P68363', 'P04350')"
"('P42568', 'Q14566')"
"('Q13867', 'P63279')"
"('Q6IBS0', 'Q9BW60')"
"('P21580', 'Q12933')"
"('Q9HCM9', 'P55157')"
"('P39023', 'P61978')"
"('Q08170', 'P35637')"
"('Q13557', 'Q8WXS5')"
"('Q9Y4X0', 'O15169')"
"('P42345', 'Q8TAI7')"
"('Q9BVP2', 'P01106')"
"('P52565', 'Q9H171')"
"('Q14765', 'O14508')"
"('P25791', 'Q02556')"
"('P25786', 'P04040')"
"('Q16890', 'Q13547')"
"('P16885', 'P52735')"
"('P50281', 'P08253')"
"('O00231', 'P55036')"
"('Q14703', 'O00193')"
"('O75460', 'Q12933')"
"('Q13243', 'P26368')"
"('P11171', 'P54819')"
"('P18146', 'P82979')"
"('Q9H8E8', 'P51610')"
"('P08069', 'O00459')"
"('P02545', 'Q13573')"
"('P10914', 'P50591')"
"('Q7Z6L0', 'P60880')"
"('O75925', 'Q9UIS9')"
"('P35443', 'Q08722')"
"('P50591', 'O14798')"
"('O95967', 'P49639')"
"('O95816', 'P08107')"
"('P49662', 'Q969L4')"
"('Q15393', 'Q15287')"
"('Q86Y13', 'P0C0S5')"
"('P11274', 'Q13588')"
"('A6NIT4', 'P38484')"
"('Q9NR46', 'P17948')"
"('Q9NRR5', 'P51681')"
"('P22694', 'Q08499')"
"('P09619', 'Q01970')"
"('P60520', 'O75143')"
"('P25774', 'P16220')"
"('Q02543', 'P63173')"
"('Q8NGE8', 'P38405')"
"('Q16777', 'O60814')"
"('Q9Y5N6', 'P25205')"
"('P22694', 'P27482')"
"('Q9NX58', 'Q9BVP2')"
"('Q13442', 'P01127')"
"('Q16548', 'P20226')"
"('P21453', 'P08754')"
"('406933', 'Q9Y2I8')"
"('P00519', 'P18146')"
"('Q06323', 'P43686')"
"('O60832', 'O14746')"
"('P22670', 'Q99459')"
"('Q01130', 'P52272')"
"('P07858', 'P02760')"
"('Q93045', 'Q5JY77')"
"('Q08380', 'P41279')"
"('Q9UBV4', 'Q9NPG1')"
"('Q6SZW1', 'Q6ZNB6')"
"('O75593', 'Q15796')"
"('P78406', 'Q9H4D5')"
"('P30954', 'P38405')"
"('O43674', 'Q86Y39')"
"('Q96AE4', 'Q9UPT9')"
"('Q13263', 'P04222')"
"('P51681', 'Q03405')"
"('Q15714', 'P51668')"
"('Q6P1J9', 'O75031')"
"('P09455', 'Q9HCU9')"
"('Q99447', 'P52943')"
"('P05107', 'P05362')"
"('P30307', 'Q14192')"
"('P98160', 'P51888')"
"('P54253', 'Q6P1W5')"
"('P06756', 'Q00722')"
"('P62993', 'P61160')"
"('P20248', 'Q09472')"
"('P01563', 'Q8IU57')"
"('Q9Y4A5', 'P04637')"
"('O95500', 'P56856')"
"('Q96Q83', 'Q9Y4A5')"
"('P48454', 'O00238')"
"('P54578', 'Q08209')"
"('Q9NV70', 'Q9H7U1')"
"('Q13315', 'Q8WXF1')"
"('Q92530', 'Q96ED9')"
"('Q15642', 'P42768')"
"('Q15615', 'P38405')"
"('Q04206', 'Q04917')"
"('P06400', 'Q13547')"
"('Q14005', 'O14974')"
"('Q00597', 'Q8N2Z9')"
"('Q92611', 'P43307')"
"('Q8WUM4', 'P30480')"
"('O00571', 'Q7Z434')"
"('O94864', 'O15265')"
"('P51610', 'Q92769')"
"('P22455', 'Q99961')"
"('Q15366', 'O60508')"
"('Q8N131', 'P43364')"
"('Q8N806', 'Q9NRR5')"
"('P41235', 'Q9NVC6')"
"('P67870', 'P31040')"
"('P14324', 'P54253')"
"('Q08170', 'Q16629')"
"('P56545', 'Q9H5Z1')"
"('Q15796', 'Q8TAD8')"
"('P24394', 'P07332')"
"('P53803', 'Q9H1D9')"
"('Q96FV9', 'Q6I9Y2')"
"('P49662', 'Q8TBZ2')"
"('Q9UM11', 'Q9UJX5')"
"('P23258', 'Q99459')"
"('P36956', 'P52789')"
"('P25490', 'Q53TQ3')"
"('Q9NZC7', 'P24928')"
"('Q05084', 'Q9NRD5')"
"('Q9Y4K3', 'P78556')"
"('P28482', 'Q9Y463')"
"('O00487', 'Q16401')"
"('P01106', 'Q99741')"
"('Q15654', 'Q9NXV2')"
"('Q8NHJ6', 'P31994')"
"('Q9P0L2', 'Q04917')"
"('Q15274', 'O60684')"
"('Q13555', 'P54289')"
"('P28222', 'P62873')"
"('P61586', 'Q07889')"
"('Q13418', 'Q6NXE6')"
"('P62993', 'P02751')"
"('P58107', 'Q99459')"
"('P27986', 'Q9H8V3')"
"('P08912', 'Q9UBI6')"
"('P61421', 'Q9BY43')"
"('P04183', 'Q71U36')"
"('Q9Y566', 'Q9UQB8')"
"('P05771', 'P62993')"
"('P42768', 'P68032')"
"('P07900', 'Q00005')"
"('P55773', 'P25025')"
"('Q9Y572', 'Q9Y265')"
"('O15264', 'O75582')"
"('Q9P1U1', 'P59998')"
"('Q9BVW5', 'Q9Y248')"
"('P05015', 'Q6UXL0')"
"('P02766', 'P02753')"
"('Q9Y490', 'Q14011')"
"('Q969T4', 'Q14157')"
"('P61073', 'P08648')"
"('Q13546', 'Q96CV9')"
"('P01112', 'Q13233')"
"('P16104', 'O15460')"
"('O60242', 'Q13424')"
"('P31947', 'P00533')"
"('Q15906', 'Q96L91')"
"('Q96FA3', 'Q99836')"
"('Q6ZVL6', 'P54259')"
"('Q9Y262', 'O60232')"
"('P29350', 'P08887')"
"('Q13185', 'P45973')"
"('O60336', 'Q7Z2E3')"
"('Q9BZK7', 'P24468')"
"('Q9BSM1', 'P78364')"
"('Q99832', 'P04083')"
"('Q16543', 'Q14164')"
"('Q9Y3B7', 'Q14197')"
"('Q9UKV0', 'Q99877')"
"('Q96DU7', 'P62158')"
"('Q9BRP4', 'O00487')"
"('Q9UNH5', 'Q9NYG5')"
"('Q9UL42', 'O95433')"
"('Q9Y4K3', 'P21796')"
"('P26678', 'O14983')"
"('P37837', 'Q14164')"
"('Q96A65', 'Q9UHD2')"
"('P34931', 'O43353')"
"('Q9NRI5', 'Q3T906')"
"('Q14571', 'Q13555')"
"('P54253', 'Q9H0E2')"
"('Q15797', 'Q9BX70')"
"('Q9UIA9', 'P62826')"
"('O95816', 'P19438')"
"('P27797', 'Q96LZ3')"
"('Q9P1U1', 'Q9BPX5')"
"('O43463', 'Q9C0K0')"
"('P16471', 'P06241')"
"('Q9BSU1', 'P05106')"
"('P59998', 'P42768')"
"('Q9NYB9', 'P35900')"
"('P32121', 'Q8NGJ4')"
"('P62277', 'P62263')"
"('P01241', 'Q01113')"
"('P31749', 'Q6P1N0')"
"('P42224', 'Q6UWB1')"
"('P21359', 'P01112')"
"('Q13573', 'Q7Z5R6')"
"('P33176', 'P27348')"
"('O43169', 'Q9Y4K3')"
"('P49418', 'O43426')"
"('Q15796', 'Q5T9A4')"
"('P08246', 'P07339')"
"('P25490', 'P25106')"
"('O14764', 'Q9NRR5')"
"('O95166', 'Q9BXW4')"
"('Q9H3G5', 'O43660')"
"('Q08257', 'P23508')"
"('O95848', 'P10398')"
"('P55789', 'Q13098')"
"('Q07157', 'Q9UDY2')"
"('Q04206', 'P19320')"
"('P05204', 'Q86U86')"
"('P80370', 'P28799')"
"('P25092', 'Q5T2W1')"
"('O15389', 'P41159')"
"('Q8WWB3', 'Q8N6Y0')"
"('Q5JPE7', 'P46379')"
"('P28332', 'P20823')"
"('Q9UBW7', 'P84022')"
"('Q9H7E9', 'Q9NS23')"
"('P07357', 'P07360')"
"('P63104', 'P26599')"
"('P24522', 'Q8TDZ2')"
"('Q13487', 'P20226')"
"('Q09472', 'Q16665')"
"('P32121', 'Q8NHB1')"
"('Q15329', 'O15392')"
"('Q9UPV9', 'Q8IXI2')"
"('Q12834', 'Q9BYQ3')"
"('P18146', 'Q9UBY5')"
"('P16333', 'P42768')"
"('O43765', 'P10124')"
"('P11142', 'Q8NC60')"
"('O95832', 'O75508')"
"('P35900', 'Q9HAU0')"
"('P84098', 'P63104')"
"('Q13573', 'P06493')"
"('P01569', 'P08887')"
"('P51692', 'P67775')"
"('Q93091', 'P36575')"
"('P09651', 'Q92561')"
"('P24844', 'P63261')"
"('Q9NRI5', 'Q9GZN7')"
"('O60885', 'P49336')"
"('Q13362', 'P46695')"
"('P01709', 'P01857')"
"('P17931', 'Q8WUM4')"
"('P10071', 'P10914')"
"('Q14671', 'P54253')"
"('P48634', 'Q14697')"
"('O60783', 'Q9NR30')"
"('Q9UJT2', 'Q9H2G2')"
"('Q9Y264', 'P21802')"
"('P00403', 'P52735')"
"('Q92769', 'O60566')"
"('Q00978', 'P35228')"
"('Q9HAU4', 'Q5T653')"
"('Q86X95', 'Q07955')"
"('Q9UHX1', 'Q8TCT6')"
"('P35222', 'P08575')"
"('Q9NSY1', 'P02686')"
"('O95983', 'P01137')"
"('P24043', 'Q13683')"
"('Q96HA8', 'Q9UI14')"
"('P62993', 'P46776')"
"('P05129', 'Q9P2W3')"
"('P51610', 'Q9P0U4')"
"('O60313', 'P84022')"
"('Q9Y6K9', 'O14965')"
"('Q96AV8', 'Q9Y265')"
"('P14416', 'P50150')"
"('Q6WKZ4', 'P62491')"
"('Q8IZJ0', 'Q9HC73')"
"('Q96NY8', 'Q8TEW0')"
"('P40227', 'Q9GZX7')"
"('P68431', 'Q8WTS6')"
"('Q9UM54', 'Q9Y6K9')"
"('P13747', 'P43631')"
"('P63208', 'Q9NXK8')"
"('Q9NRA8', 'Q96RG2')"
"('Q9BQG0', 'Q9NY93')"
"('P42338', 'Q9Y243')"
"('P46940', 'O14920')"
"('P00533', 'Q9UJM3')"
"('P78545', 'P07237')"
"('Q16629', 'O75937')"
"('P01225', 'P41586')"
"('Q8IZJ1', 'P43146')"
"('P32239', 'P06241')"
"('P27361', 'P04141')"
"('Q2M1P5', 'Q86VH2')"
"('O95782', 'P46940')"
"('P28482', 'Q12778')"
"('O75508', 'P56747')"
"('P06213', 'O14654')"
"('Q5FWF5', 'Q9UQE7')"
"('Q7L190', 'P47897')"
"('Q9UJX6', 'Q9UJX5')"
"('Q9NR46', 'Q5M9N0')"
"('Q9BQ66', 'P26992')"
"('P09467', 'Q9H1I8')"
"('O43707', 'Q99759')"
"('P61244', 'Q9Y6K1')"
"('Q92963', 'Q5T3J3')"
"('Q9NZN8', 'Q9H9A5')"
"('Q9Y264', 'Q02763')"
"('Q86UR5', 'P55157')"
"('P52756', 'O95777')"
"('343477', 'O75815')"
"('P10826', 'P28702')"
"('P05412', 'Q15796')"
"('P14921', 'Q6SJ96')"
"('Q9H4E7', 'Q9BUH8')"
"('Q13516', 'P56645')"
"('P51148', 'P01889')"
"('Q6UY14', 'Q9HB63')"
"('P54259', 'P28799')"
"('O00203', 'O60566')"
"('Q96DF8', 'O60925')"
"('Q14511', 'Q14289')"
"('P27986', 'P10114')"
"('Q96LZ3', 'Q9UIK4')"
"('P51114', 'P32456')"
"('Q13315', 'Q05193')"
"('Q12947', 'P06241')"
"('Q86T03', 'P06733')"
"('Q92560', 'Q969T4')"
"('P55957', 'Q07817')"
"('P78527', 'Q9UBU8')"
"('P55210', 'O43521')"
"('Q9UL03', 'Q9HAU5')"
"('Q16539', 'Q12968')"
"('P42336', 'P31751')"
"('Q12972', 'Q9Y3C6')"
"('P23258', 'O15169')"
"('O75886', 'Q969R5')"
"('Q9UQK1', 'O15169')"
"('Q15797', 'Q9BRB3')"
"('Q96AP7', 'O95471')"
"('Q12986', 'Q14683')"
"('P61981', 'P04049')"
"('Q96F07', 'A6NMX2')"
"('P12931', 'P07355')"
"('Q07812', 'Q99814')"
"('Q9Y5V3', 'P22670')"
"('Q7KZI7', 'Q92997')"
"('P07910', 'Q13242')"
"('Q13362', 'Q8IZS8')"
"('Q15796', 'P10644')"
"('O00499', 'P62993')"
"('P41743', 'P61224')"
"('P62837', 'Q15653')"
"('Q16537', 'Q9Y243')"
"('Q96EP1', 'O14933')"
"('P05113', 'P08887')"
"('P46781', 'Q9UL18')"
"('Q9Y333', 'Q6P2Q9')"
"('Q99459', 'Q9NUU7')"
"('P01889', 'Q8N109')"
"('Q00610', 'O00221')"
"('P36894', 'Q15759')"
"('P63151', 'Q13188')"
"('Q6P1J9', 'P30876')"
"('O14497', 'O00716')"
"('Q12888', 'P56524')"
"('Q15744', 'P08246')"
"('P24394', 'P78552')"
"('Q9BVA1', 'Q71F23')"
"('P27694', 'Q06609')"
"('Q09472', 'Q9NQB0')"
"('P62241', 'P62857')"
"('P13942', 'P16144')"
"('Q9Y230', 'O96019')"
"('406973', 'P00519')"
"('P03372', 'Q15303')"
"('Q9BRK4', 'Q9P286')"
"('P23229', 'O95631')"
"('Q86WN2', 'Q14627')"
"('P10828', 'Q93074')"
"('Q93034', 'Q15370')"
"('Q13595', 'O43809')"
"('O75369', 'P18084')"
"('Q00653', 'P41279')"
"('P01889', 'Q8WUM4')"
"('Q9UBN6', 'P45974')"
"('P26010', 'Q9UKX5')"
"('Q6FI13', 'Q99877')"
"('O60684', 'Q9Y232')"
"('P14923', 'P15884')"
"('P62330', 'Q13148')"
"('O43164', 'P51668')"
"('Q9NR96', 'Q9BW60')"
"('Q9NYA1', 'P06241')"
"('P02671', 'P48634')"
"('P10275', 'P30304')"
"('Q16772', 'P18146')"
"('Q9H6R7', 'Q15286')"
"('Q9Y2X7', 'P25098')"
"('P01106', 'P21796')"
"('P10144', 'P08246')"
"('P32121', 'Q8NH54')"
"('P28482', 'P18146')"
"('P04406', 'O94979')"
"('Q9NVU0', 'Q9H1D9')"
"('P55072', 'Q01113')"
"('P98170', 'P60763')"
"('Q7Z3C6', 'Q6ZRS2')"
"('P32121', 'A6NM03')"
"('O15198', 'Q7LFL8')"
"('Q15653', 'P46940')"
"('P01570', 'Q99665')"
"('P02008', 'P25208')"
"('P46778', 'P42766')"
"('P51671', 'P60174')"
"('P07910', 'Q9UHX1')"
"('Q9BXL7', 'Q9Y4K3')"
"('P60953', 'Q86Y07')"
"('P18124', 'Q02878')"
"('Q08AD1', 'P61981')"
"('P42338', 'O43561')"
"('Q9Y230', 'Q9UHD2')"
"('P62847', 'P62701')"
"('O76071', 'Q7Z7L1')"
"('Q8N3X1', 'P06241')"
"('Q09028', 'P08047')"
"('Q9Y265', 'P41279')"
"('Q9UHX1', 'O00571')"
"('Q9UIF7', 'P52701')"
"('Q13432', 'P49703')"
"('Q99613', 'O60739')"
"('P68104', 'Q14061')"
"('P06737', 'Q9Y572')"
"('Q92889', 'P07992')"
"('Q9Y219', 'P54259')"
"('P36406', 'Q99418')"
"('P48382', 'Q99459')"
"('O15105', 'Q96FJ0')"
"('Q13535', 'P51610')"
"('Q969G3', 'P38936')"
