negatives
"('Q8IU85', 'Q96NX5')"
"('Q86YD7', 'Q6P1L6')"
"('P00505', 'Q8TCT1')"
"('Q8IXJ6', 'Q9UK53')"
"('P46934', 'Q9BPW5')"
"('P18074', 'Q9HB75')"
"('Q15560', 'P27694')"
"('P19835', 'P78380')"
"('Q92835', 'Q15323')"
"('Q9P2R6', 'Q99504')"
"('P25098', 'P32302')"
"('Q12952', 'Q9UPW6')"
"('P61019', 'P62820')"
"('Q9NQT4', 'Q7L2J0')"
"('Q9Y3A5', 'Q9GZT3')"
"('Q96SB4', 'O43290')"
"('Q9BYR2', 'Q9UGL9')"
"('Q9NYF3', 'Q9Y463')"
"('Q9H9S0', 'Q9BYD2')"
"('Q9GZV4', 'Q99417')"
"('O75367', 'O75530')"
"('O60879', 'O14776')"
"('P05026', 'P30793')"
"('Q96QC0', 'P63165')"
"('Q9BV68', 'Q9Y2L1')"
"('O43395', 'Q9HCS7')"
"('P22626', 'Q13501')"
"('P49257', 'Q96GX1')"
"('Q16236', 'P38936')"
"('P62987', 'Q9NRM7')"
"('Q00610', 'Q01968')"
"('P40939', 'P57078')"
"('Q13618', 'P50991')"
"('Q5HYA8', 'O95274')"
"('P09874', 'P10275')"
"('Q9UGI0', 'Q86YV0')"
"('Q07020', 'Q96L21')"
"('Q969U6', 'O76014')"
"('O43493', 'P19174')"
"('Q15637', 'P12270')"
"('P63104', 'P05412')"
"('O75604', 'Q86UV6')"
"('Q6UN15', 'Q92905')"
"('P04626', 'Q9BU70')"
"('Q9NWF9', 'O00762')"
"('Q9Y4C8', 'P22087')"
"('P15927', 'P11586')"
"('Q07812', 'O96008')"
"('P05026', 'P39019')"
"('Q9Y277', 'P50454')"
"('Q5JR59', 'Q9HBZ2')"
"('P12980', 'Q8N3C0')"
"('P49286', 'Q9GZU8')"
"('Q9BSL1', 'A6NIH7')"
"('P22061', 'P49736')"
"('Q14019', 'Q9UK76')"
"('Q9H2C0', 'O43516')"
"('Q6ZMQ8', 'P04792')"
"('Q96AQ6', 'Q9UBU8')"
"('O43541', 'O43318')"
"('Q15785', 'Q13131')"
"('Q9UMX0', 'O43715')"
"('Q86T90', 'P25800')"
"('Q9UNS2', 'Q9NZJ0')"
"('P63104', 'Q9NZC7')"
"('Q9H7P6', 'Q8TBB1')"
"('O75489', 'Q9BTZ2')"
"('Q15751', 'O14829')"
"('P19320', 'O43390')"
"('Q14140', 'Q15717')"
"('Q9H9Z2', 'P09012')"
"('Q7Z4I7', 'Q5JR59')"
"('P11308', 'P21554')"
"('Q01094', 'Q96EB6')"
"('P35580', 'Q15334')"
"('P37231', 'Q13886')"
"('O15287', 'Q14469')"
"('Q96SR6', 'Q13263')"
"('O60641', 'O43303')"
"('B0FP48', 'Q9Y279')"
"('P46940', 'O75381')"
"('O60518', 'P50406')"
"('P52797', 'P09619')"
"('P30443', 'Q9NYU2')"
"('Q9Y4K3', 'Q01638')"
"('Q15788', 'Q9Y2J2')"
"('Q9P0K1', 'Q12929')"
"('Q8NE01', 'P14373')"
"('Q9UI15', 'P10599')"
"('Q03701', 'O15156')"
"('P78362', 'Q9BYN0')"
"('P02647', 'P80108')"
"('O75558', 'Q8N5R6')"
"('Q9BQY4', 'Q52LG2')"
"('P03372', 'P22692')"
"('P31689', 'Q13617')"
"('Q96KN7', 'Q9BRR8')"
"('P00533', 'Q96TA1')"
"('Q9UMX0', 'P08621')"
"('P20309', 'O95837')"
"('Q9NPF5', 'Q3SY00')"
"('Q8IYF1', 'Q9P2P5')"
"('Q16821', 'P13807')"
"('P31483', 'P28562')"
"('O95831', 'Q9GZQ8')"
"('P10145', 'P51677')"
"('O43447', 'P98170')"
"('Q9Y2X7', 'Q9BXP5')"
"('Q13617', 'P55795')"
"('O75044', 'Q8NEY1')"
"('Q92633', 'P50148')"
"('P67870', 'P43681')"
"('O75376', 'O75795')"
"('P05814', 'P53350')"
"('Q7Z589', 'Q14192')"
"('Q8WTS6', 'Q00987')"
"('P78423', 'P25024')"
"('O43399', 'Q9NWX6')"
"('Q6PJG9', 'Q99873')"
"('P28066', 'P49368')"
"('O60513', 'Q9UBU9')"
"('P31947', 'O00444')"
"('O43639', 'P14373')"
"('Q15397', 'O15160')"
"('O95793', 'P51148')"
"('Q12959', 'P43403')"
"('Q13586', 'Q96FQ6')"
"('Q00535', 'Q16665')"
"('Q9ULK4', 'P46379')"
"('O43847', 'Q70IA6')"
"('Q8N349', 'Q9P2W3')"
"('Q12933', 'Q63HK5')"
"('P56524', 'P30153')"
"('P08138', 'Q9H213')"
"('Q99750', 'O95336')"
"('Q14161', 'O15516')"
"('Q14999', 'P38606')"
"('P78371', 'Q8WZ74')"
"('Q9BYQ4', 'P60331')"
"('P68371', 'P49736')"
"('Q9NZN9', 'Q9NRY6')"
"('P05386', 'Q9H1I8')"
"('P21860', 'P25705')"
"('P24941', 'Q8N3V7')"
"('Q14209', 'P10415')"
"('P49589', 'Q9UNN5')"
"('Q13464', 'Q2M389')"
"('O75031', 'Q99633')"
"('P42336', 'P50148')"
"('Q14192', 'Q00872')"
"('Q9Y5U2', 'Q56P03')"
"('P16070', 'Q03135')"
"('Q13387', 'P32456')"
"('P07858', 'Q9HBJ7')"
"('P41235', 'P11712')"
"('Q15717', 'Q9Y6G1')"
"('Q92743', 'P29474')"
"('Q9NP99', 'O00206')"
"('Q5BJF2', 'Q16774')"
"('O95294', 'P62070')"
"('Q13094', 'P62834')"
"('P32780', 'P51946')"
"('Q8N344', 'P29597')"
"('Q16891', 'O75746')"
"('Q9UKV3', 'Q14137')"
"('P41240', 'P22681')"
"('P62249', 'P08865')"
"('P52630', 'Q92985')"
"('Q8TD91', 'P46108')"
"('Q12906', 'Q7Z7F7')"
"('O95382', 'P54646')"
"('O95461', 'Q6VN20')"
"('Q9NZ52', 'Q9H270')"
"('O75820', 'O14965')"
"('O14737', 'P04637')"
"('Q5H9R7', 'Q99496')"
"('O14980', 'Q96C86')"
"('Q5SSJ5', 'P46087')"
"('Q09472', 'P12956')"
"('O14786', 'P54259')"
"('P43360', 'Q96A33')"
"('O95758', 'O14980')"
"('O95071', 'Q96BY2')"
"('O00255', 'P03372')"
"('Q7Z3Y8', 'P35908')"
"('Q96DZ1', 'Q2MV58')"
"('P61160', 'Q52LJ0')"
"('P57076', 'O75635')"
"('P13010', 'O00505')"
"('Q8NEC5', 'Q96EG3')"
"('Q9UBS0', 'P68104')"
"('Q9UHD9', 'P05814')"
"('Q8N448', 'Q16401')"
"('O14980', 'Q8NDI1')"
"('P57078', 'Q96QR8')"
"('Q9NR50', 'Q8NBJ4')"
"('Q9UBN7', 'Q01201')"
"('Q9UBU9', 'P62805')"
"('Q9Y3D5', 'P09651')"
"('Q13185', 'Q13129')"
"('P30084', 'P22314')"
"('P04629', 'Q9Y2L5')"
"('P11142', 'O43896')"
"('P59923', 'Q96N95')"
"('Q8NCN4', 'P05423')"
"('Q9P0N8', 'Q15717')"
"('Q12866', 'Q96PU5')"
"('Q7Z6Z7', 'Q9Y265')"
"('Q9UJX3', 'Q99733')"
"('Q8WY64', 'P51668')"
"('Q6ZNC8', 'Q92973')"
"('P23142', 'O00602')"
"('Q6ZVD8', 'P39023')"
"('Q15717', 'Q9Y2Y0')"
"('O00159', 'P28290')"
"('Q96JB2', 'Q15814')"
"('Q8TAP6', 'Q5MNZ9')"
"('O14640', 'O15146')"
"('P11473', 'P84022')"
"('Q9Y620', 'Q9P2P5')"
"('P57740', 'P62826')"
"('Q96PV0', 'Q96CV9')"
"('Q15843', 'Q16778')"
"('O75531', 'Q7Z2E3')"
"('Q15475', 'Q9Y623')"
"('Q14103', 'P56537')"
"('P05067', 'P04156')"
"('Q96CV9', 'Q8TD17')"
"('O43639', 'Q13418')"
"('Q15466', 'Q9H2X0')"
"('Q5T5Y3', 'Q5BJF6')"
"('P54727', 'P41208')"
"('O00159', 'O15143')"
"('Q16690', 'Q15717')"
"('P62258', 'Q96E39')"
"('P54725', 'P49721')"
"('Q9NU19', 'Q96PV4')"
"('Q13257', 'O75365')"
"('O14775', 'Q92569')"
"('P62910', 'O43852')"
"('P35244', 'P18887')"
"('P07550', 'Q8WZ19')"
"('P01258', 'P42892')"
"('Q9H0H0', 'Q9NVM9')"
"('P12268', 'Q10586')"
"('P50851', 'O75896')"
"('Q16659', 'Q99460')"
"('P20749', 'Q13489')"
"('P28698', 'O95125')"
"('Q9Y4K3', 'Q76L83')"
"('Q9NWT6', 'P40337')"
"('Q13243', 'Q08211')"
"('P18084', 'P04406')"
"('P62280', 'P46778')"
"('Q15154', 'Q96ST8')"
"('O95832', 'O00501')"
"('Q9BYQ2', 'Q9BYR5')"
"('Q06830', 'P43351')"
"('P15927', 'O60341')"
"('Q9UBB5', 'P14373')"
"('Q16666', 'Q92979')"
"('Q9BZW8', 'P29350')"
"('Q86YD1', 'Q13526')"
"('Q13642', 'Q00872')"
"('Q15717', 'Q9NYP7')"
"('P02751', 'P40227')"
"('Q14241', 'P23508')"
"('Q7Z2V1', 'Q15834')"
"('Q01844', 'P11279')"
"('O43166', 'Q8WUI4')"
"('Q9Y5B9', 'P46736')"
"('Q8N1S5', 'Q15717')"
"('P47755', 'P46940')"
"('Q15811', 'Q9UBC2')"
"('Q96LT7', 'Q8TDY2')"
"('P78318', 'Q9Y5Y2')"
"('Q14203', 'O43663')"
"('P34897', 'O75106')"
"('O14757', 'Q9NZJ0')"
"('P42680', 'O00459')"
"('O95551', 'P20333')"
"('O75689', 'Q9H1H9')"
"('P09429', 'Q96GM5')"
"('Q13884', 'Q14524')"
"('P63244', 'Q9H2C0')"
"('P62308', 'P83369')"
"('Q96NL6', 'Q9NWB7')"
"('P33176', 'Q8IUQ4')"
"('Q02539', 'Q969Q0')"
"('Q5JR59', 'O75604')"
"('P18505', 'P46459')"
"('Q9HCI6', 'Q9HBV2')"
"('Q9BW92', 'Q13618')"
"('P20138', 'Q6GTX8')"
"('P15924', 'P24941')"
"('Q96FX7', 'P56279')"
"('Q9UNQ0', 'Q16643')"
"('P61978', 'Q7Z6Z7')"
"('Q7RTT3', 'Q96CN5')"
"('Q13033', 'Q86WH2')"
"('P23471', 'Q9Y2X7')"
"('Q16666', 'Q12788')"
"('Q14562', 'Q8TBK6')"
"('P42858', 'O14593')"
"('P17482', 'O15160')"
"('P01579', 'P42224')"
"('Q07021', 'Q9GZQ8')"
"('Q9HCE1', 'Q9BWG4')"
"('Q7Z4H7', 'Q68CZ6')"
"('P09237', 'P14780')"
"('P03372', 'Q9Y3I0')"
"('P41219', 'Q96NC0')"
"('O75582', 'P10636')"
"('Q16526', 'P61978')"
"('Q8NCR6', 'Q9H3L0')"
"('Q96L08', 'P19971')"
"('Q9H8Y5', 'P00918')"
"('P05362', 'P62899')"
"('P62333', 'Q14997')"
"('P0DP24', 'O15078')"
"('Q05193', 'P55157')"
"('Q02224', 'P62258')"
"('P17181', 'Q16539')"
"('P35659', 'O43189')"
"('Q96K17', 'Q9ULT8')"
"('Q8NG75', 'P38405')"
"('Q53R12', 'P04233')"
"('Q04323', 'Q96EA4')"
"('P58546', 'Q9Y478')"
"('Q96BN2', 'Q6PJQ5')"
"('Q9H3D4', 'Q7L5N1')"
"('O95758', 'Q9P2J5')"
"('Q9UHW5', 'P62136')"
"('P84090', 'Q96ID5')"
"('Q8WXG1', 'P50750')"
"('P05198', 'P47897')"
"('Q01433', 'O60684')"
"('P54257', 'Q8WYH8')"
"('O14980', 'Q14141')"
"('O14548', 'P14854')"
"('O43610', 'P29972')"
"('Q92731', 'O15020')"
"('O43678', 'P21912')"
"('P68871', 'Q6UXU6')"
"('Q06830', 'Q8WTR4')"
"('O14867', 'Q9UJX4')"
"('P17612', 'Q8NH90')"
"('Q96ES7', 'O75528')"
"('P49639', 'P28799')"
"('Q12907', 'Q9UBU9')"
"('Q9HCU4', 'P12931')"
"('Q99459', 'Q8IUH3')"
"('Q92841', 'Q32P28')"
"('P30511', 'Q14943')"
"('Q9BWF3', 'P52597')"
"('Q5U5Q3', 'P30050')"
"('P27986', 'Q9UJM3')"
"('P48552', 'P11473')"
"('P60410', 'A6H8Z2')"
"('O95696', 'Q9UGI0')"
"('P11362', 'O60674')"
"('Q6IQ55', 'P49736')"
"('Q14D33', 'Q9Y2V7')"
"('Q9UBN7', 'P20749')"
"('P41159', 'Q8IU57')"
"('Q13616', 'P01106')"
"('O60293', 'Q99547')"
"('Q9NQG5', 'P61218')"
"('Q15291', 'Q5QNW6')"
"('O15551', 'O95484')"
"('Q9UPY3', 'O60506')"
"('Q15022', 'Q53F19')"
"('P49450', 'Q13185')"
"('Q15428', 'P78406')"
"('O95758', 'Q92974')"
"('Q9H078', 'O95900')"
"('P22607', 'Q00722')"
"('Q6ZU80', 'A6NKD9')"
"('P04629', 'Q6ZMV7')"
"('P52597', 'Q9NV39')"
"('Q13263', 'Q5VZL5')"
"('Q86VN1', 'Q9GZL7')"
"('Q9BQB6', 'Q9NSB8')"
"('P13533', 'Q9NRG4')"
"('Q00653', 'P14921')"
"('P34897', 'Q9NZ09')"
"('Q96HJ5', 'Q8N0U8')"
"('P62987', 'Q9Y277')"
"('P00558', 'O43719')"
"('P60953', 'Q86VW2')"
"('P10242', 'O75444')"
"('P07900', 'O15116')"
"('Q9NQT8', 'O43166')"
"('P49454', 'Q9Y253')"
"('Q5JTV8', 'Q9NYB0')"
"('Q96M29', 'Q3LI70')"
"('Q15831', 'P05093')"
"('O95967', 'O15162')"
"('P06493', 'P30305')"
"('P21145', 'Q9BZL3')"
"('Q01844', 'O43583')"
"('Q92569', 'Q14919')"
"('P00519', 'Q13315')"
"('P60369', 'Q6ZT89')"
"('Q9Y297', 'P49841')"
"('P04439', 'Q16666')"
"('P31994', 'Q8NHL6')"
"('Q96DV4', 'O75955')"
"('O14920', 'Q9P289')"
"('Q13011', 'Q96BW9')"
"('P11717', 'Q70EL3')"
"('P61026', 'Q14103')"
"('P30203', 'O00560')"
"('P16152', 'Q5T200')"
"('Q9UKZ1', 'P01106')"
"('Q9Y678', 'O75533')"
"('P33992', 'Q969P6')"
"('Q96LA8', 'Q92802')"
"('P05198', 'P61313')"
"('P50995', 'P00966')"
"('P36952', 'Q9Y5K5')"
"('Q16531', 'O75161')"
"('P35249', 'P52272')"
"('P61964', 'Q15554')"
"('Q8NC96', 'P34949')"
"('Q02878', 'P50914')"
"('Q13509', 'Q9HBV2')"
"('Q9H4L4', 'P14625')"
"('O95967', 'Q5T7P2')"
"('P04629', 'P10155')"
"('P21912', 'O75390')"
"('P14921', 'P05113')"
"('P98170', 'Q9NYJ8')"
"('Q9NZM5', 'P25786')"
"('Q13705', 'P08238')"
"('O60307', 'P02545')"
"('A1L188', 'Q7Z3D6')"
"('Q9BQA1', 'P04637')"
"('Q8N8G2', 'Q99594')"
"('O43482', 'Q13620')"
"('P02751', 'Q9NR30')"
"('Q6P2Q9', 'Q9NZ63')"
"('Q9H6Y5', 'Q9P289')"
"('P61956', 'Q9NX18')"
"('P0DPB3', 'P62328')"
"('O15530', 'P42345')"
"('P63010', 'P35579')"
"('O15169', 'P21580')"
"('P35568', 'Q15109')"
"('Q9UNS1', 'Q9Y248')"
"('P60709', 'Q96EZ8')"
"('Q99750', 'A8MQ11')"
"('Q14181', 'P05067')"
"('Q9H2C0', 'Q3ZCM7')"
"('P12882', 'Q9UIG0')"
"('P08567', 'P51659')"
"('O75956', 'Q96HT8')"
"('Q8N5R6', 'Q15834')"
"('Q8WVB3', 'Q13509')"
"('P62277', 'P62753')"
"('P54725', 'Q9UNN5')"
"('P10412', 'P83916')"
"('Q9Y3A3', 'P78371')"
"('P62826', 'Q8WUF5')"
"('Q8N0Z8', 'P05067')"
"('Q9BTE6', 'P63172')"
"('O75147', 'Q15269')"
"('Q15835', 'P41597')"
"('Q96CS3', 'Q15047')"
"('Q5H9L4', 'P41227')"
"('A1L390', 'P47755')"
"('P04114', 'Q8IZM9')"
"('Q07627', 'Q9NQX5')"
"('Q86WB0', 'Q9H223')"
"('O14503', 'Q15038')"
"('P61224', 'P51693')"
"('P0DMV8', 'O60884')"
"('O43865', 'Q6ZVM7')"
"('Q14568', 'Q92905')"
"('P05114', 'Q9Y4A5')"
"('Q99816', 'Q13561')"
"('Q93034', 'Q96MG8')"
"('Q9UL54', 'O00506')"
"('Q6ZRP7', 'P20036')"
"('P78347', 'P40763')"
"('Q9NVP1', 'Q12788')"
"('Q8NDP4', 'O95273')"
"('P86480', 'Q16543')"
"('P62993', 'Q8IXJ9')"
"('Q96A26', 'P53007')"
"('Q8NFJ9', 'Q4AC94')"
"('Q13643', 'Q9NUH8')"
"('Q15149', 'P53680')"
"('Q8NGF8', 'P38405')"
"('O60232', 'P51116')"
"('P07437', 'O15357')"
"('Q9UNY4', 'Q8N960')"
"('Q9BRK4', 'Q96PN8')"
"('O75147', 'P12270')"
"('Q96K76', 'Q9UI12')"
"('Q9BWT7', 'Q9BWG6')"
"('Q71U36', 'Q15014')"
"('Q8IVT2', 'Q14192')"
"('Q9Y5V3', 'Q15038')"
"('Q16236', 'P37231')"
"('P61018', 'Q8NC96')"
"('P30050', 'Q9BYD6')"
"('Q9Y618', 'O75795')"
"('P14373', 'Q8TDQ7')"
"('Q9NXV6', 'Q68CQ4')"
"('P84074', 'Q02779')"
"('O95163', 'O14530')"
"('P06753', 'P47755')"
"('P03372', 'Q12873')"
"('Q06830', 'Q9HB75')"
"('Q9BVV6', 'Q9HC77')"
"('Q9H3D4', 'P63279')"
"('P30419', 'Q96EF6')"
"('Q13554', 'O43251')"
"('P08151', 'O95409')"
"('Q9P2Y5', 'Q7Z3C6')"
"('P32942', 'P05107')"
"('P23560', 'P35916')"
"('Q99459', 'P62280')"
"('P49286', 'P36956')"
"('P61247', 'Q9Y2X3')"
"('P62979', 'O95166')"
"('Q96CV9', 'Q13546')"
"('P55072', 'P0DPB3')"
"('Q5JSL3', 'P60953')"
"('Q9BTV4', 'Q8IVS2')"
"('P61978', 'P18206')"
"('P30153', 'Q68E01')"
"('P29372', 'P04179')"
"('P08865', 'Q00610')"
"('Q9NSA1', 'Q63HR2')"
"('P78352', 'P15529')"
"('P61244', 'Q8N488')"
"('Q96RU2', 'Q13107')"
"('Q6QNY1', 'Q5T0J7')"
"('P06753', 'P15382')"
"('P83731', 'P05387')"
"('Q15813', 'Q96LK0')"
"('Q08380', 'Q15628')"
"('Q12874', 'O43660')"
"('Q5JU00', 'Q9NP61')"
"('O43240', 'Q96F86')"
"('P14784', 'P49736')"
"('P42694', 'O43251')"
"('Q9NYB0', 'Q16537')"
"('O75569', 'Q9NX58')"
"('Q02487', 'Q96IK5')"
"('O95239', 'Q9GZN1')"
"('P02751', 'P23396')"
"('Q92731', 'P30050')"
"('O14980', 'O94763')"
"('P08779', 'Q92905')"
"('Q99961', 'P35240')"
"('Q8TAP6', 'Q13557')"
"('Q5VVQ6', 'Q969Q1')"
"('Q13277', 'Q9ULV0')"
"('P27635', 'Q9UBU9')"
"('O43143', 'P78362')"
"('Q12905', 'Q9NRD5')"
"('P06730', 'P04629')"
"('Q969P0', 'P60372')"
"('O14802', 'O60264')"
"('Q14191', 'P55072')"
"('O75147', 'P11021')"
"('Q15560', 'Q12933')"
"('P04275', 'P08514')"
"('P35579', 'Q9NQW6')"
"('O95319', 'P41238')"
"('Q14185', 'Q9Y297')"
"('Q9UBV2', 'P19438')"
"('O95758', 'Q4VC44')"
"('Q96GC5', 'Q9NP92')"
"('Q9UM07', 'P62805')"
"('O95819', 'Q13490')"
"('P49841', 'P23258')"
"('Q9Y261', 'Q9NSC2')"
"('P47755', 'P35579')"
"('Q8IX90', 'Q6NSJ2')"
"('O43307', 'Q8IYA8')"
"('Q13315', 'Q9NYB0')"
"('P56545', 'Q6ZQN5')"
"('Q14289', 'O43294')"
"('Q14181', 'Q15047')"
"('Q9H492', 'P22626')"
"('Q9H9S0', 'P54727')"
"('Q9BWF2', 'P43405')"
"('Q8WUW1', 'Q8N1N4')"
"('P07900', 'Q9UKT7')"
"('P0DP23', 'Q99961')"
"('Q8NC51', 'P51116')"
"('O95757', 'Q15853')"
"('Q00839', 'O95819')"
"('Q969J2', 'Q8N0Y2')"
"('Q9Y679', 'P41143')"
"('Q86SQ0', 'Q96QF0')"
"('P20042', 'Q86VP6')"
"('Q9BWX5', 'Q9Y5V3')"
"('P35638', 'Q9NPF7')"
"('Q5T0J7', 'Q96B45')"
"('Q04917', 'P21359')"
"('Q15628', 'Q99558')"
"('P48023', 'P06239')"
"('Q8IVT5', 'Q96QZ7')"
"('Q8NHY2', 'P40227')"
"('Q96G25', 'O95758')"
"('Q96CS3', 'Q86TM6')"
"('P04637', 'O95714')"
"('Q14247', 'P34896')"
"('Q86VW0', 'Q96NB3')"
"('Q8IWZ8', 'P35226')"
"('Q9BSE5', 'Q9NYU1')"
"('Q9H173', 'Q9UHI6')"
"('P16104', 'P06865')"
"('P49792', 'P07550')"
"('P01024', 'Q04206')"
"('P01106', 'P22087')"
"('Q96CS7', 'O14503')"
"('P29590', 'P02545')"
"('Q96B02', 'Q86UD3')"
"('Q5SW79', 'Q96R06')"
"('Q9UBS0', 'P13646')"
"('P49792', 'Q05516')"
"('Q9UEU0', 'O43889')"
"('P52907', 'Q01968')"
"('P35228', 'Q93034')"
"('O75674', 'Q15075')"
"('Q9BVG8', 'P13647')"
"('P63208', 'P48426')"
"('O96006', 'Q16385')"
"('Q9UBB9', 'Q9H2F9')"
"('P17028', 'P55036')"
"('Q08AD1', 'Q16630')"
"('P15408', 'P35228')"
"('Q8N8S7', 'Q14517')"
"('Q13616', 'Q07955')"
"('O00629', 'P38398')"
"('O95602', 'Q92831')"
"('Q9Y2U5', 'Q96PU5')"
"('P46060', 'P35227')"
"('Q13151', 'O00232')"
"('Q9UEW8', 'P11464')"
"('P12004', 'Q01831')"
"('O14508', 'P01589')"
"('O15143', 'P60709')"
"('O15055', 'Q9C0J9')"
"('Q9BXB5', 'P08253')"
"('P03891', 'Q86Y39')"
"('P61006', 'O14641')"
"('Q9BRT2', 'Q14164')"
"('Q9UL26', 'Q9UJ41')"
"('Q8WXH5', 'Q9BXM7')"
"('P0DP24', 'O60343')"
"('Q92985', 'P01562')"
"('P62837', 'Q9Y4K3')"
"('Q96KV7', 'Q9NPJ6')"
"('P21359', 'O75044')"
"('O75475', 'P30041')"
"('Q13554', 'Q8TEY5')"
"('A6NEM1', 'O00506')"
"('Q9BWU1', 'Q9H0A8')"
"('P11215', 'P51617')"
"('Q9BX84', 'Q7Z406')"
"('Q9HCE1', 'P23396')"
"('Q09028', 'P78367')"
"('O60292', 'Q9BRX9')"
"('Q9UBI6', 'O15264')"
"('P13056', 'O94776')"
"('O43255', 'Q15942')"
"('P52294', 'P14373')"
"('O00231', 'Q16659')"
"('Q14832', 'Q9HAV0')"
"('Q02790', 'O15078')"
"('Q15149', 'Q504Q3')"
"('P35226', 'P16104')"
"('Q04206', 'O95365')"
"('P53708', 'Q05397')"
"('Q9Y2W2', 'P84077')"
"('Q53H82', 'P52788')"
"('Q9BUR4', 'Q16576')"
"('O14979', 'P08559')"
"('Q92974', 'Q15173')"
"('Q93062', 'Q9NZF1')"
"('Q14194', 'O95994')"
"('P35244', 'P46940')"
"('P09919', 'Q9UHF4')"
"('P40429', 'P04406')"
"('Q9ULV4', 'Q9UHB6')"
"('Q6VVB1', 'P34932')"
"('Q9Y282', 'Q9Y519')"
"('P10242', 'Q5TKA1')"
"('Q9Y678', 'P61923')"
"('P17931', 'Q0VD86')"
"('P52597', 'Q05519')"
"('Q96HU1', 'P04629')"
"('Q9NXE4', 'P57740')"
"('Q96MH2', 'P49639')"
"('Q96LC9', 'Q07325')"
"('P22694', 'P61586')"
"('P00533', 'O14828')"
"('P34897', 'Q8TBP0')"
"('Q15306', 'Q13469')"
"('Q8IZ21', 'P0DP23')"
"('P78527', 'Q14566')"
"('Q9GZR7', 'Q8IY81')"
"('Q9H9Q2', 'Q8NHY2')"
"('Q9P2R6', 'Q8NBV4')"
"('Q9BXJ8', 'Q6ZW49')"
"('O15442', 'Q92526')"
"('Q9HCK8', 'Q13573')"
"('P27105', 'P19320')"
"('Q01844', 'Q9H814')"
"('Q8WZ42', 'O75157')"
"('P49815', 'Q8NA61')"
"('P58658', 'Q9Y6I9')"
"('P35558', 'Q9Y5V3')"
"('Q96FN9', 'P05067')"
"('P61981', 'P30305')"
"('Q92572', 'Q14315')"
"('P0C0S5', 'Q9BY41')"
"('P01133', 'P02545')"
"('P11171', 'P58546')"
"('Q9H425', 'P12830')"
"('Q9UHD8', 'P61026')"
"('Q06187', 'Q14699')"
"('Q96IK5', 'A6NGK3')"
"('Q01860', 'P46379')"
"('P05771', 'P25098')"
"('Q9NZI8', 'P19320')"
"('Q9NSD9', 'Q9BW61')"
"('Q92731', 'A8CG34')"
"('P60410', 'P27658')"
"('Q01658', 'P20226')"
"('Q9UPN9', 'Q96T23')"
"('P23193', 'P32780')"
"('P13612', 'P49023')"
"('Q9Y6H3', 'Q9H0L4')"
"('Q9H361', 'P15170')"
"('Q13315', 'Q9H0H0')"
"('P62993', 'P23469')"
"('Q7Z3S9', 'O60573')"
"('Q86WP2', 'P63244')"
"('Q14566', 'O00505')"
"('O14745', 'P51790')"
"('Q13573', 'Q9H0H5')"
"('O95373', 'P47755')"
"('Q5VWQ0', 'O95218')"
"('Q13263', 'P49368')"
"('Q14995', 'Q00403')"
"('O14965', 'Q96C92')"
"('Q9NPA5', 'Q8N8E2')"
"('Q99523', 'Q8TDN6')"
"('Q9BZ95', 'P09017')"
"('Q15018', 'O00308')"
"('P01106', 'Q9UBS4')"
"('P38606', 'Q9UNK0')"
"('Q9HC35', 'P52333')"
"('O15524', 'P16871')"
"('O75832', 'Q9NWT6')"
"('P62714', 'Q15173')"
"('P00966', 'P43490')"
"('Q9NQC7', 'P51531')"
"('P38646', 'P00533')"
"('Q09472', 'Q00839')"
"('Q7Z5N4', 'P17931')"
"('O00635', 'Q8N3F0')"
"('P04792', 'Q969Q6')"
"('P15884', 'Q01130')"
"('P0DPB6', 'Q9NW08')"
"('O14544', 'Q969J5')"
"('P63104', 'P32119')"
"('O95817', 'Q99943')"
"('Q16526', 'P10599')"
"('P62942', 'P61604')"
"('Q9Y6X9', 'Q9P2E9')"
"('Q00765', 'O14763')"
"('P04183', 'Q8IV08')"
"('Q8N6N3', 'Q9Y2M0')"
"('P63165', 'Q13472')"
"('Q13618', 'P25685')"
"('Q92688', 'P98173')"
"('Q13043', 'Q13501')"
"('Q6P1J9', 'O75909')"
"('Q7L591', 'P46108')"
"('Q8N488', 'Q8NHM5')"
"('P53396', 'O75390')"
"('P52799', 'O95248')"
"('P51148', 'Q6P1Q0')"
"('Q9H4F8', 'Q9ULV4')"
"('P27635', 'P17480')"
"('P01116', 'Q8IUH5')"
"('P31323', 'P33176')"
"('P61201', 'Q9BW61')"
"('Q16270', 'P20823')"
"('Q08379', 'Q96FJ0')"
"('P62258', 'P33176')"
"('Q9P0J7', 'O00231')"
"('P0DMV8', 'P63104')"
"('Q00005', 'P42229')"
"('Q15835', 'P49238')"
"('P11171', 'P04080')"
"('Q9GZS3', 'Q92541')"
"('Q9BWG6', 'P60369')"
"('O15514', 'P35269')"
"('Q9Y6N7', 'Q16539')"
"('Q92930', 'P62834')"
"('Q16630', 'Q7KZF4')"
"('Q8IUH5', 'P50995')"
"('P60953', 'Q9H7P9')"
"('P01242', 'Q99665')"
"('Q08379', 'Q13077')"
"('P12236', 'Q16543')"
"('O43314', 'P04629')"
"('Q9BZW8', 'Q9Y6A1')"
"('P35590', 'Q6A162')"
"('Q9UBU9', 'Q6NSJ5')"
"('P00533', 'P62805')"
"('P24844', 'P62736')"
"('Q9NVX2', 'P31942')"
"('Q5F1R6', 'P42858')"
