negatives
"('Q9GZW8', 'P35914')"
"('Q9UQF2', 'P49116')"
"('O94806', 'Q9GZQ8')"
"('Q5UIP0', 'P42330')"
"('Q969H0', 'Q00653')"
"('Q96T76', 'Q9Y5J5')"
"('P01241', 'Q99665')"
"('O43708', 'P16333')"
"('Q9H461', 'Q92997')"
"('Q12933', 'Q9GZT8')"
"('Q9Y2R5', 'Q96BK5')"
"('P31689', 'P31930')"
"('Q15714', 'O94832')"
"('Q9UPY8', 'P56715')"
"('P07911', 'P01584')"
"('O43264', 'Q15714')"
"('O94856', 'Q9H2G2')"
"('P09958', 'Q9H8Y8')"
"('P60709', 'O15511')"
"('Q9Y4K3', 'Q6GQQ9')"
"('Q15750', 'P17066')"
"('P08922', 'P29350')"
"('Q99689', 'P02766')"
"('P49407', 'P23458')"
"('P14210', 'P35968')"
"('Q00005', 'Q14533')"
"('P28566', 'P17980')"
"('P01569', 'P31785')"
"('Q96IZ0', 'P62993')"
"('P19474', 'P29692')"
"('P10599', 'P09429')"
"('P26358', 'Q6BDS2')"
"('O14980', 'O94776')"
"('Q99527', 'O95467')"
"('Q9H410', 'O95229')"
"('Q9UBK5', 'P42338')"
"('P03923', 'O95167')"
"('P54257', 'P56134')"
"('Q99759', 'Q6WCQ1')"
"('Q15653', 'P34931')"
"('O75508', 'O95471')"
"('P12755', 'Q09472')"
"('P42566', 'P07949')"
"('Q13546', 'Q13077')"
"('Q99595', 'O43615')"
"('Q08257', 'Q14164')"
"('P52735', 'Q13094')"
"('O14639', 'P62993')"
"('Q9NQG6', 'Q96JG8')"
"('P09651', 'O75937')"
"('Q9UKR5', 'Q99547')"
"('P00533', 'P06702')"
"('P01106', 'P43378')"
"('Q9NR12', 'Q15365')"
"('P49848', 'P41235')"
"('P02730', 'Q06124')"
"('P27986', 'Q92835')"
"('Q14242', 'O60507')"
"('P20160', 'P21281')"
"('Q16620', 'Q00535')"
"('Q969Q6', 'Q9Y243')"
"('Q9H5V9', 'Q13573')"
"('O15504', 'Q5SRE5')"
"('P35354', 'Q02818')"
"('Q14527', 'Q99459')"
"('P32238', 'P50148')"
"('P34925', 'P56704')"
"('Q93079', 'O15379')"
"('P35268', 'O60739')"
"('P62316', 'P13987')"
"('Q03135', 'Q96JH8')"
"('P01133', 'Q13191')"
"('P22626', 'Q14103')"
"('Q9UBD5', 'P38398')"
"('A8K8P3', 'Q99750')"
"('Q9H444', 'Q96CF2')"
"('P62273', 'P62701')"
"('P48357', 'P40763')"
"('P09341', 'P51684')"
"('Q8IWZ8', 'P84103')"
"('P51671', 'P41597')"
"('P61964', 'Q7Z434')"
"('P01566', 'P16871')"
"('Q92734', 'Q99759')"
"('Q14451', 'P07949')"
"('P52735', 'P01133')"
"('Q8IY92', 'Q9Y4B4')"
"('Q92839', 'P18146')"
"('Q12840', 'P04183')"
"('P62979', 'P46781')"
"('406885', 'P01106')"
"('P23297', 'Q9GZT8')"
"('Q9UL18', 'P61247')"
"('Q13573', 'Q9NTK5')"
"('Q9Y286', 'Q06124')"
"('P42574', 'P55210')"
"('O95602', 'P17480')"
"('Q96B02', 'O76064')"
"('P31751', 'O14920')"
"('Q9BUJ2', 'P52756')"
"('Q96KP1', 'Q9UGK8')"
"('Q14683', 'Q08211')"
"('P60953', 'P05814')"
"('Q6PI98', 'Q53TQ3')"
"('O15162', 'Q9NYG5')"
"('P62263', 'Q16594')"
"('Q15014', 'P78527')"
"('Q9GZT6', 'Q9H0Q3')"
"('P21781', 'P02452')"
"('P08572', 'P05106')"
"('P49792', 'Q99607')"
"('O43678', 'O00217')"
"('P19878', 'P04839')"
"('P30101', 'P01130')"
"('Q01844', 'P54652')"
"('O95757', 'P62330')"
"('O76071', 'P20618')"
"('Q9Y6M9', 'O95178')"
"('P35913', 'P16499')"
"('Q9Y2X8', 'Q86Y13')"
"('P31946', 'P85037')"
"('Q9UL18', 'Q9BUJ2')"
"('O60477', 'O14920')"
"('O43175', 'P20333')"
"('P62140', 'Q13557')"
"('Q9BX66', 'P00519')"
"('P10721', 'Q9NQ66')"
"('P22612', 'P13569')"
"('O75694', 'Q8NFH3')"
"('Q13315', 'Q15831')"
"('Q9UMY4', 'P16333')"
"('Q96BK5', 'Q96KR4')"
"('P52803', 'P22455')"
"('Q05519', 'P84103')"
"('P00533', 'Q99700')"
"('Q96GM5', 'O94805')"
"('Q8N5M1', 'P25705')"
"('O75886', 'P40818')"
"('P47872', 'Q13424')"
"('Q8N5V2', 'P36542')"
"('P51114', 'P35228')"
"('Q9P2Y5', 'Q8NEB9')"
"('P01241', 'P30084')"
"('O15479', 'P83881')"
"('Q8WVM7', 'Q9BSI4')"
"('O15162', 'P31269')"
"('P61224', 'P15498')"
"('P04080', 'O43597')"
"('P32121', 'Q8NH70')"
"('Q99877', 'P04908')"
"('O43447', 'O43172')"
"('P48736', 'P05023')"
"('O43678', 'Q9Y328')"
"('P53420', 'Q05397')"
"('O43432', 'Q14240')"
"('O76071', 'Q92769')"
"('Q14457', 'O15392')"
"('Q9Y2J4', 'P19012')"
"('P31751', 'P49841')"
"('P37088', 'P63279')"
"('Q05516', 'P10071')"
"('Q96GM5', 'P38936')"
"('P48634', 'O15460')"
"('P17947', 'P33076')"
"('P24522', 'Q92945')"
"('Q8NFZ5', 'P21580')"
"('P17987', 'Q99459')"
"('P02768', 'Q9H974')"
"('P04637', 'Q9Y478')"
"('P51617', 'Q96FA3')"
"('Q96G01', 'P49840')"
"('Q92620', 'Q15365')"
"('O75410', 'Q8NHU6')"
"('P07339', 'P05067')"
"('O00221', 'Q3ZCQ8')"
"('Q00653', 'P01584')"
"('Q86YW9', 'Q9NVC6')"
"('P60228', 'O00303')"
"('Q92793', 'P10242')"
"('Q9UGI9', 'Q13085')"
"('Q96T68', 'P68431')"
"('P39019', 'P46783')"
"('Q9Y4K3', 'Q9Y2R2')"
"('Q9P2S5', 'P43246')"
"('P53990', 'Q9Y6W3')"
"('P30480', 'Q9Y295')"
"('Q9UHX1', 'O95400')"
"('P28482', 'Q9UN42')"
"('Q13315', 'P60228')"
"('Q9UGN5', 'P61601')"
"('P36897', 'Q86SG6')"
"('Q14164', 'P61081')"
"('Q9GZV9', 'P35916')"
"('P12830', 'Q92688')"
"('Q9Y5B0', 'O14744')"
"('P30307', 'P32243')"
"('Q16254', 'O96017')"
"('Q9BXM0', 'O95433')"
"('P11388', 'P35222')"
"('P98082', 'Q86YT6')"
"('Q9P031', 'O94817')"
"('Q92542', 'Q14126')"
"('P25963', 'Q15843')"
"('O95208', 'Q15303')"
"('Q12778', 'P08183')"
"('P10398', 'Q8TD26')"
"('Q14643', 'Q9NSC5')"
"('P49810', 'P18850')"
"('Q9UM73', 'Q9BTT4')"
"('O00141', 'P52272')"
"('P20226', 'P09086')"
"('P51693', 'Q15047')"
"('Q13501', 'Q16288')"
"('P19532', 'P30084')"
"('P27348', 'Q9H0B6')"
"('Q08945', 'Q99880')"
"('P01857', 'P01781')"
"('Q9Y5X3', 'O15360')"
"('P09874', 'P78317')"
"('P20823', 'P00338')"
"('Q15349', 'Q02156')"
"('Q9NR80', 'P49841')"
"('Q9ULC4', 'Q13530')"
"('Q9P2A4', 'Q6ZU52')"
"('Q99436', 'P28070')"
"('Q8WZA2', 'Q9Y6V0')"
"('Q9NPH3', 'P46734')"
"('O75828', 'O95376')"
"('O75821', 'P37840')"
"('P32121', 'Q8NGW6')"
"('P23508', 'Q9Y5B9')"
"('P55212', 'Q15750')"
"('Q00577', 'P67809')"
"('P30504', 'P49591')"
"('P35250', 'P40937')"
"('Q9BT78', 'Q15843')"
"('P13500', 'P25025')"
"('Q9NPB6', 'Q9NWS0')"
"('Q5VU43', 'P37840')"
"('Q9Y243', 'Q16821')"
"('P20336', 'Q01968')"
"('P49765', 'P09619')"
"('Q16619', 'Q15545')"
"('Q9NR46', 'P21860')"
"('P08651', 'Q8WYQ9')"
"('Q9UBW8', 'Q7L5N1')"
"('P50750', 'O94992')"
"('Q9H788', 'Q9Y286')"
"('P38159', 'P35222')"
"('P16104', 'P51531')"
"('Q9H0Q3', 'Q13432')"
"('26765', 'Q9Y244')"
"('P28482', 'Q68CJ9')"
"('Q15843', 'P32969')"
"('Q15369', 'Q9H257')"
"('Q9H2F5', 'Q9BPY8')"
"('P07437', 'Q969W0')"
"('Q8IWZ8', 'Q14103')"
"('O60264', '100008588')"
"('Q9NVD7', 'Q13573')"
"('P25098', 'P08588')"
"('O14936', 'O14910')"
"('Q6Y7W6', 'Q7Z591')"
"('P13051', 'O15297')"
"('P62807', 'Q6UXN9')"
"('P01562', 'P17181')"
"('P08865', 'P62263')"
"('Q04724', 'P49703')"
"('O75122', 'Q9HAW0')"
"('P01889', 'Q9GZT3')"
"('Q16629', 'P61978')"
"('Q5T5X7', 'P63165')"
"('Q9Y4B6', 'Q16531')"
"('Q9HBM0', 'Q13402')"
"('P18146', 'Q01851')"
"('Q9UKV8', 'P47914')"
"('Q04206', 'P38646')"
"('P08620', 'P08581')"
"('Q9Y6Q9', 'P68431')"
"('O15400', 'Q9UEU0')"
"('P54253', 'Q14157')"
"('P22681', 'P10912')"
"('O95273', 'P82933')"
"('P51671', 'P32246')"
"('Q8N5I2', 'Q969T4')"
"('Q6P5Z2', 'Q04206')"
"('P23229', 'Q16787')"
"('Q9UNL2', 'Q15170')"
"('Q969D9', 'P15509')"
"('Q9UMX0', 'Q16186')"
"('P02686', 'Q9Y463')"
"('O60674', 'P03372')"
"('P31946', 'Q14C86')"
"('Q9UKW4', 'P62316')"
"('Q9NWQ8', 'P48551')"
"('Q86YS7', 'O43427')"
"('Q6P1L8', 'Q14197')"
"('Q86Y56', 'P49662')"
"('P62136', 'Q7Z2W7')"
"('P15121', 'Q15797')"
"('Q15796', 'P37275')"
"('P07948', 'Q13432')"
"('Q12933', 'Q04637')"
"('Q13751', 'P53708')"
"('Q13349', 'P46109')"
"('O00585', 'P61073')"
"('P62917', 'P62888')"
"('Q02878', 'P32969')"
"('Q9UET6', 'P23284')"
"('Q13315', 'Q9BWU0')"
"('Q9Y5X1', 'P48023')"
"('Q8NG94', 'P38405')"
"('Q5UIP0', 'Q13200')"
"('O60884', 'Q15796')"
"('Q9HAN9', 'O15131')"
"('P04049', 'Q02750')"
"('O95157', 'P62993')"
"('O75821', 'P11171')"
"('Q92628', 'P02768')"
"('Q13315', 'Q14683')"
"('P17181', 'P40763')"
"('Q9Y478', 'Q14019')"
"('P01116', 'Q9NZL6')"
"('Q96HA7', 'Q9Y5B9')"
"('Q96KK5', 'Q16778')"
"('O75916', 'P63211')"
"('Q9Y6E0', 'O60506')"
"('P15880', 'P23396')"
"('P24534', 'Q9GZN1')"
"('P62987', 'Q99942')"
"('O15287', 'O96006')"
"('Q9BQ66', 'Q969U6')"
"('Q04917', 'Q04206')"
"('P63261', 'Q9HBI0')"
"('P10275', 'P63279')"
"('P05771', 'P50151')"
"('O60231', 'Q96DF8')"
"('P31749', 'Q05655')"
"('Q92993', 'P13805')"
"('Q8N726', 'Q09472')"
"('O14763', 'Q13158')"
"('Q9BQI7', 'P21675')"
"('Q8TAM1', 'O43318')"
"('P62873', 'P48549')"
"('P04278', 'P04733')"
"('P05107', 'P42338')"
"('Q86UW7', 'P61088')"
"('Q93009', 'Q9NRD5')"
"('Q14697', 'O15264')"
"('O75438', 'O75251')"
"('Q9HAV0', 'O00459')"
"('Q969S8', 'P16104')"
"('Q9GZU7', 'P02686')"
"('Q9Y244', 'P25789')"
"('P01236', 'Q01344')"
"('P12757', 'Q15036')"
"('P55268', 'P24043')"
"('Q9NS25', 'Q9H0R5')"
"('Q16595', 'P12814')"
"('Q9Y333', 'P83876')"
"('P08779', 'P02647')"
"('Q9UL17', 'P42229')"
"('P28482', 'P24941')"
"('Q5JWF2', 'Q96PN6')"
"('Q6DRA6', 'Q9C005')"
"('O43293', 'P38936')"
"('P53350', 'Q9BZB8')"
"('P63279', 'Q9UHY7')"
"('P51449', 'Q15788')"
"('O43353', 'P25942')"
"('P32881', 'Q14626')"
"('Q9UDY8', 'Q12933')"
"('Q15843', 'P55854')"
"('P61244', 'P04198')"
"('Q04917', 'Q7KZI7')"
"('P32298', 'P25024')"
"('Q9BRR0', 'P62993')"
"('Q10586', 'O60506')"
"('Q9Y2T3', 'Q13424')"
"('O15162', 'Q96ME1')"
"('Q9H2X6', 'P63165')"
"('Q9Y4A5', 'P61244')"
"('P61586', 'O00562')"
"('O75525', 'Q8IUQ4')"
"('O75955', 'P06239')"
"('Q6VAB6', 'Q02750')"
"('Q08170', 'Q9H307')"
"('Q13535', 'Q9UGV2')"
"('Q8WXH5', 'Q99062')"
"('P62158', 'P01889')"
"('O95834', 'P01889')"
"('P58401', 'Q8N0W4')"
"('P05141', 'P45880')"
"('Q8NE31', 'Q15834')"
"('Q99459', 'Q9BQL6')"
"('Q9BU76', 'Q9H190')"
"('P43243', 'O00161')"
"('Q15843', 'Q07020')"
"('Q9UHR5', 'Q9UDV6')"
"('P30411', 'P08754')"
"('Q15717', 'P07333')"
"('Q16665', 'Q9UQL6')"
"('P62913', 'Q02878')"
"('P30876', 'P36954')"
"('O60264', 'Q9H9Y6')"
"('O00161', 'P51116')"
"('P46782', 'P62266')"
"('Q99714', 'Q8WZA2')"
"('Q9Y239', 'P01584')"
"('P56537', 'Q06323')"
"('P04637', 'P61289')"
"('Q13315', 'Q14980')"
"('O95989', 'Q9H063')"
"('Q96QV6', 'Q7Z2G1')"
"('Q13535', 'P35251')"
"('Q9NWA0', 'Q96HR3')"
"('Q06323', 'P17980')"
"('P25490', 'P06400')"
"('P31749', 'P51617')"
"('P35251', 'P35249')"
"('Q9NPF7', 'P15509')"
"('P01574', 'P24394')"
"('Q9BXP5', 'P52735')"
"('Q06124', 'Q9Y286')"
"('Q13153', 'P53667')"
"('Q9BSB4', 'O75385')"
"('P53004', 'Q05513')"
"('P02763', 'P05121')"
"('Q9BQD3', 'Q96MT8')"
"('Q96AH8', 'P29372')"
"('Q99873', 'Q08211')"
"('O15111', 'O00559')"
"('O15121', 'P18146')"
"('Q16143', 'P04637')"
"('O76041', 'Q9H204')"
"('Q8IZJ0', 'P38484')"
"('O75970', 'P56856')"
"('P05019', 'P27361')"
"('P01889', 'P62750')"
"('P10275', 'P62136')"
"('Q9UK08', 'Q9UBY5')"
"('Q96BK5', 'O60783')"
"('Q8WY91', 'Q9Y3A3')"
"('P35268', 'P62888')"
"('Q9UII4', 'Q9UKV8')"
"('Q8NCA5', 'P55854')"
"('Q9BRX9', 'Q96GM8')"
"('Q13145', 'O00238')"
"('Q9GZX6', 'P01589')"
"('P31749', 'P22736')"
"('Q9UEE9', 'Q01844')"
"('P24821', 'P05106')"
"('Q13485', 'Q9NP66')"
"('O75569', 'Q15078')"
"('P12814', 'P35221')"
"('P42226', 'P01861')"
"('P22694', 'Q07343')"
"('P62314', 'Q01081')"
"('O00232', 'Q99460')"
"('Q9Y4K3', 'P51668')"
"('P46777', 'P62829')"
"('Q13557', 'P01112')"
"('P62316', 'Q8WXD5')"
"('Q04206', 'Q15029')"
"('Q96Q15', 'P61326')"
"('O15015', 'Q9Y2I6')"
"('Q9NZW5', 'O75821')"
"('P06239', 'P24468')"
"('P30411', 'P30679')"
"('O75494', 'P31946')"
"('P12931', 'P46013')"
"('Q8IXI1', 'O75914')"
"('O95886', 'P00519')"
"('Q9Y3S1', 'Q9H4A3')"
"('P78527', 'Q01201')"
"('O60711', 'P18146')"
"('A4D0S4', 'Q13683')"
"('Q13247', 'P22626')"
"('Q16363', 'P23229')"
"('P61224', 'P41134')"
"('Q9H078', 'O15198')"
"('Q13573', 'Q14764')"
"('Q13310', 'O43347')"
"('Q8IY92', 'P48047')"
"('Q9Y294', 'P62805')"
"('Q13315', 'Q2KHR3')"
"('P51636', 'Q96JH8')"
"('Q13416', 'P20248')"
"('Q9H1J5', 'O75197')"
"('Q9Y2W2', 'Q96EZ8')"
"('P53778', 'O75676')"
"('Q07352', 'P27361')"
"('P20936', 'P12956')"
"('Q15653', 'P23508')"
"('Q15796', 'O60313')"
"('Q13315', 'P01891')"
"('Q12986', 'Q8IX12')"
"('P61981', '404734')"
"('Q9Y2J2', 'P63104')"
"('P35609', 'P63261')"
"('P19012', 'P35900')"
"('O15525', 'P17275')"
"('P16871', 'P62993')"
"('Q5VTB9', 'Q96B02')"
"('2310', 'P24522')"
"('O43719', 'P13984')"
"('P04406', 'P06899')"
"('P29401', 'Q13501')"
"('Q03111', 'Q9UHB7')"
"('Q13627', 'Q13233')"
"('Q13416', 'Q09472')"
"('O75159', 'P48551')"
"('P41182', 'P42224')"
"('Q9Y4A5', 'Q9H0E9')"
"('Q13237', 'P26678')"
"('P01889', 'Q16740')"
"('P60520', 'Q96QK1')"
"('P11912', 'Q7Z6A9')"
"('P42574', 'Q13077')"
"('Q9H1B4', 'Q13769')"
"('O95810', 'Q6ZVK8')"
"('P47804', 'Q92781')"
"('P05783', 'O75688')"
"('O00602', 'P48740')"
"('Q96MF2', 'Q8TBK6')"
"('Q15262', 'P04626')"
"('Q01844', 'Q96QG7')"
"('O43318', 'Q9UBE8')"
"('Q86UX7', 'P05106')"
"('Q86WT6', 'P43358')"
"('Q6ZVK8', 'Q9BPX1')"
"('P07686', 'P67870')"
"('P62263', 'P62249')"
"('P01106', 'Q15029')"
"('Q15428', 'O75940')"
"('P18146', 'O95644')"
"('O60749', 'Q9UNH7')"
"('Q9Y383', 'O75665')"
"('Q99880', 'Q99878')"
"('P11802', 'P07948')"
"('Q14203', 'O60925')"
"('O43242', 'Q9BUV8')"
"('P78345', 'O75817')"
"('Q96HC4', 'P62829')"
"('Q96DB2', 'Q93079')"
"('Q8NBJ4', 'P40429')"
"('P24522', 'Q75N90')"
"('P30480', 'P29692')"
"('Q99459', 'Q9UQE7')"
"('Q9ULI4', 'P62993')"
"('P60953', 'O60880')"
"('P63092', 'Q96PN6')"
"('Q16594', 'O75528')"
"('Q9P2R6', 'P61956')"
"('Q15669', 'Q969H4')"
"('P01116', 'O15264')"
"('P98066', 'P07996')"
"('P62993', 'Q8IWN7')"
"('P42224', 'Q06413')"
"('Q9HAW4', 'P23025')"
"('Q13469', 'P04141')"
"('P63279', 'O00257')"
"('Q16594', 'P22314')"
"('Q96FI4', 'P12004')"
"('Q9ULK4', 'O95402')"
"('P63104', 'P35270')"
"('O60880', 'Q9NQ25')"
"('Q12933', 'Q15560')"
"('O00221', 'Q04206')"
"('P50548', 'P48729')"
"('O75369', 'P08648')"
"('Q9HCE7', 'P84022')"
"('O60216', 'Q9NTI5')"
"('Q16576', 'Q9UKG1')"
"('Q13315', 'Q8IZ21')"
"('P61978', 'P22626')"
"('Q9Y3M8', 'Q07890')"
"('P49841', 'P16220')"
"('Q9UHR5', 'P26368')"
"('Q96IF1', 'O95835')"
"('Q86YW9', 'P48443')"
"('Q14185', 'O00212')"
"('Q8TDR0', 'Q99459')"
"('P84022', 'P98082')"
"('P31946', 'P46937')"
"('Q9Y4K3', 'Q9NQC3')"
"('P18146', 'Q14978')"
"('Q99558', 'O15111')"
"('P48023', 'Q15788')"
"('Q10586', 'Q15393')"
"('Q15427', 'O75940')"
"('Q15746', 'P14649')"
"('Q9NVC6', 'Q9NX70')"
"('Q9BSM1', 'Q5VVX9')"
"('Q92530', 'Q9BV68')"
"('P62314', 'P26641')"
"('P63279', 'Q9NXV2')"
"('Q00005', 'Q15323')"
"('406902', 'P49639')"
"('P42704', 'Q9UBN6')"
"('Q07020', 'P62993')"
"('Q13562', 'P54257')"
"('P54646', 'P98177')"
"('P48436', 'P03971')"
"('O95865', 'Q6P1J9')"
"('P49711', 'P67809')"
"('Q9ULA0', 'Q99750')"
"('Q96Q83', 'Q9H2F5')"
"('P19838', 'Q00005')"
"('O60244', 'P10828')"
"('Q09161', 'O00571')"
"('P20908', 'P18827')"
"('P35680', 'Q66K89')"
"('P16104', 'Q16778')"
"('P06756', 'P23229')"
"('Q13573', 'Q8TDN6')"
"('Q01082', 'Q16539')"
"('P47914', 'P40429')"
"('Q9NY93', 'Q6P158')"
"('Q96L34', 'Q9UL42')"
"('P33778', 'Q96QV6')"
"('Q969S8', 'P23527')"
"('O43187', 'Q6SZW1')"
"('Q15545', 'O60563')"
"('P31947', 'Q9UPU9')"
"('Q9UBW8', 'P61201')"
"('Q10587', 'P53567')"
"('Q16829', 'P28482')"
"('O00571', 'Q00005')"
"('406893', 'P54253')"
"('Q9UBU3', 'P14416')"
"('P41236', 'Q13522')"
"('Q8TAQ2', 'Q86U86')"
"('P62993', 'Q9UL54')"
"('O95866', 'P29350')"
"('P25054', 'Q96HA1')"
"('Q8NI22', 'P49257')"
"('Q8IUQ4', 'O15260')"
"('Q9NP90', 'O94955')"
"('P24941', 'Q8NHZ8')"
"('Q6VMQ6', 'P60709')"
"('Q15047', 'Q5UIP0')"
"('Q15054', 'P28340')"
"('P84022', 'Q14974')"
"('Q6UWZ7', 'Q9NWV8')"
"('P41091', 'P49662')"
"('P47914', 'P05386')"
"('Q70SY1', 'P15336')"
"('O95831', 'Q9HAW0')"
"('Q14457', 'O95229')"
"('P51817', 'A8MYU2')"
"('P01106', 'P07910')"
"('Q13438', 'Q9UBV2')"
"('Q13485', 'P41235')"
"('P11387', 'Q9Y6K5')"
"('Q9UHD8', 'Q9Y4K3')"
"('Q92769', 'Q9P0M6')"
"('P16333', 'Q9NZM4')"
"('P07332', 'O00459')"
"('P62993', 'O95886')"
"('P35637', 'O95400')"
"('P51681', 'P51692')"
"('P04156', 'Q05193')"
"('P46108', 'P49023')"
"('Q13233', 'P56192')"
"('P19174', 'Q7Z408')"
"('Q71DI3', 'Q9H160')"
"('Q13356', 'Q92733')"
"('P32238', 'Q96SB3')"
"('P26368', 'Q13151')"
"('P40189', 'O60674')"
"('Q13347', 'O75822')"
"('P04275', 'P56199')"
"('P62829', 'P46778')"
"('O00459', 'P49418')"
"('Q05513', 'P28482')"
"('Q9NQX3', 'Q8IY92')"
"('P53708', 'P35609')"
"('P16471', 'P49069')"
"('Q8N2Z9', 'Q9NPI8')"
"('Q9NQB0', 'Q9UKE5')"
"('O95977', 'P08754')"
"('P08575', 'P06239')"
"('Q9HBE4', 'P40189')"
"('P01106', 'P49903')"
"('P55036', 'P0CG48')"
"('Q96GM5', 'Q12824')"
"('Q9UJX2', 'P20248')"
"('Q9Y2N7', 'P27540')"
"('P08708', 'P62241')"
"('P20073', 'P60903')"
"('O94864', 'Q16594')"
"('Q8ND25', 'Q969T4')"
"('P35462', 'P62879')"
"('P63215', 'P04899')"
"('P02647', 'Q96MS0')"
"('Q8NHQ8', 'P61981')"
"('Q5JQS5', 'P38405')"
"('O60641', 'P25963')"
"('Q96LZ3', 'P41594')"
"('Q9Y295', 'Q9UET6')"
"('Q02078', 'Q12968')"
"('Q9C005', 'Q9UBL3')"
"('Q9NRI5', 'Q9P2W9')"
"('Q14141', 'O00422')"
"('P42229', 'P16471')"
"('Q9UHD2', 'Q9H6S1')"
"('Q96KK5', 'Q99880')"
"('P62070', '347745')"
"('Q9Y6K9', 'Q15788')"
"('P18074', 'Q13888')"
"('Q9UI14', 'Q9UNI6')"
"('O00231', 'P68104')"
"('P10415', 'Q9C0C7')"
"('O60244', 'P12814')"
"('Q09472', 'P12757')"
"('Q99442', 'P14635')"
"('Q14185', 'Q9H2G2')"
"('P49841', 'P15941')"
"('O15379', 'Q13263')"
"('Q9UHF0', 'Q8IWV7')"
"('Q15653', 'P15104')"
"('Q93062', 'Q86UW9')"
"('O00206', 'O60603')"
"('Q92597', 'P00338')"
"('P42680', 'P19174')"
"('343477', 'Q05516')"
"('Q9BXW4', 'Q15459')"
"('Q9Y2Q3', 'Q9H993')"
"('O95819', 'O15111')"
"('P04637', 'P14921')"
"('Q9BQ66', 'Q9BT49')"
"('Q93009', 'Q96RT1')"
"('Q2NKX8', 'Q13472')"
"('P04628', 'O75084')"
"('Q16877', 'P49841')"
"('Q96QB1', 'Q07890')"
"('P19388', 'Q8WVC0')"
"('Q7L5N1', 'P84090')"
"('Q96NT1', 'Q9H213')"
"('P00533', 'P18085')"
"('Q9UM73', 'P23470')"
"('P11487', 'P17948')"
"('P62258', 'Q05639')"
"('Q96RT7', 'Q9H853')"
"('Q5T4F7', 'Q9ULV1')"
"('P06748', 'P11387')"
"('Q969Q1', 'Q8IXM3')"
"('Q96BI3', 'Q04721')"
"('P34969', 'P63092')"
"('P01225', 'P01215')"
"('P55157', 'Q9UK85')"
"('Q00005', 'P27708')"
"('Q05519', 'Q8IX12')"
"('P0CG48', 'Q9HC16')"
"('P62993', 'Q12923')"
"('P33151', 'O60716')"
"('Q16619', 'P38484')"
"('Q13424', 'Q16581')"
"('P01308', 'P42338')"
"('Q13573', 'Q9H4L7')"
"('Q7Z434', 'Q9H1Y0')"
"('P17612', 'P48436')"
"('O95750', 'P08581')"
"('P17676', 'P58166')"
"('Q9Y2J4', 'Q00013')"
"('P31946', 'P55851')"
"('406901', 'Q9UL18')"
"('Q14451', 'O95741')"
"('P98164', 'Q15465')"
"('P50613', 'Q9BWU1')"
"('Q00653', 'O60658')"
"('P01579', 'Q01344')"
"('Q5T3J3', 'P60953')"
"('Q6X4W1', 'Q12988')"
"('Q8TAQ2', 'Q96GM5')"
"('Q9Y675', 'Q9Y2X8')"
"('Q13753', 'P06756')"
"('P25398', 'P35544')"
"('P24522', 'Q96ID5')"
"('P28749', 'Q92994')"
"('O96017', 'Q14186')"
"('O76064', 'O75800')"
"('P60866', 'P62847')"
"('Q8N2W9', 'P61956')"
"('Q8WUM4', 'Q9BY43')"
"('P26010', 'P63261')"
"('Q9UIW2', 'O00212')"
"('Q12772', 'P23511')"
"('P18206', 'P27658')"
"('P08243', 'P29083')"
"('P49790', 'O75694')"
"('Q04206', 'P63261')"
"('O94762', 'O15514')"
"('P23508', 'P27695')"
"('Q6P1J9', 'Q92797')"
"('Q9Y266', 'P01889')"
"('Q9H2S9', 'Q14192')"
"('Q13315', 'Q9P0K8')"
"('P01106', 'A4D1E9')"
"('Q02878', 'P62750')"
"('P10398', 'P07498')"
"('Q08999', 'Q02363')"
"('P31751', 'P25963')"
"('Q9Y2D1', 'Q9NR55')"
"('P04637', 'P07339')"
"('P05305', 'P35318')"
"('Q15303', 'Q06124')"
"('P62330', 'P39656')"
"('P12931', 'Q9HCU4')"
"('Q12959', 'Q01814')"
"('Q01082', 'Q13485')"
"('P08134', 'O75914')"
"('Q9UJX3', 'O95067')"
"('P62314', 'O95777')"
"('Q92538', 'Q92888')"
"('P51959', 'P30153')"
"('P04637', 'Q53T94')"
"('Q93009', 'Q9Y6K9')"
"('Q15560', 'Q12933')"
"('Q9H1Y0', 'Q09028')"
"('Q969K3', 'Q969M7')"
"('O94762', 'Q92878')"
"('Q92956', 'Q9H936')"
"('P07332', 'Q16555')"
"('Q13547', 'P10827')"
"('Q15797', 'Q9UNY4')"
"('P46379', 'Q9Y5V3')"
"('Q13627', 'P84022')"
"('P21709', 'P00519')"
"('P41236', 'P31749')"
"('P51397', 'Q15047')"
"('Q5THK1', 'P30153')"
"('Q9NQN1', 'P38405')"
"('Q6ZSY5', 'P15735')"
"('Q16576', 'P01889')"
"('Q9Y264', 'P08138')"
"('O94806', 'O95989')"
"('P14416', 'P08754')"
"('P78310', 'Q01844')"
"('Q96AP7', 'Q8N6F1')"
"('Q05516', 'O43504')"
"('P52735', 'P78362')"
"('P27361', 'P54709')"
"('P10145', 'P18146')"
"('Q969H4', 'O43739')"
"('P52735', 'P00533')"
"('P35626', 'Q8NGS1')"
"('P62995', 'Q01130')"
"('O00410', 'Q401N2')"
"('P35626', 'Q6IEZ7')"
"('P01106', 'Q15365')"
"('P01106', 'Q7Z698')"
"('P62979', 'Q9NVI1')"
"('Q13485', 'P15153')"
